 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.005086430682257082 -6.006493305796179e-06 0.000840140267906412 0.001063861772551743 -0.00015867018694557477 -2.868860052452423e-05 2.971230009377463e-07 6.304950744077667e-06 -7.120338888989792e-08 -0.0014215671217616744 -0.00016403337727984978 -0.0012337385453718374 0.0013234711063925765 -0.000763835804048394 -0.0002554626637071611 0.00199350325937365 -5.434483269748197e-05 -0.0005581142583085161 -0.001047398639469093 -8.682158514189196e-05 -0.002093955058833205 -0.0009667730480373445 -0.0031383523453427406 -0.0011652645911269235 -0.0018025439152893888 -0.0019484006425434758 -0.0011107000425723242 0.005361130164133676 0.0037797630744119994 1.7599204216705336e-05 -2.4885267714284457e-05 1.0271075851511338e-05 4.946948965088653e-05 6.133090716110837e-06 -1.0471524196582786e-05 -4.758070053080439e-05
yob -6.006493305794154e-06 1.2296406850188015e-06 -3.68211112484409e-07 8.968951924456463e-07 -3.3350761183582156e-07 3.720084267022405e-08 -3.6204855929864524e-10 6.364401543004049e-09 -6.6072955953652535e-12 9.04540615840474e-06 0.00020521981831555312 3.666974615327784e-05 -0.00014618706758513653 7.710200691560351e-05 -0.00017053125131722717 -2.5565031755643908e-05 -7.46107557697461e-05 0.0001489860471185563 -4.299851379095125e-05 -0.00011748015083224502 9.319713751902587e-05 -8.833223802596254e-05 -2.49010187976206e-05 8.669586343194023e-05 7.03987989262999e-05 -3.325865841237036e-05 -5.656095343739567e-05 2.411348753192208e-05 -0.00015539657845242311 -3.963203165896791e-09 7.352901226693208e-07 2.1269424899595678e-07 -5.190752990618573e-07 -8.300012349602821e-07 5.034723155683955e-07 -2.4193850307462834e-07
age 0.0008401402679023997 -3.682111125108063e-07 0.0005290543054185009 0.005391590383739231 -0.0005261015056181611 -1.5682311752777344e-05 1.433978479394323e-07 1.5586478986642632e-05 -1.4254671390790394e-07 -0.0002896002071363655 7.961371910686246e-05 -0.0003442895582986852 0.00011126919268398003 -0.0008699284974937959 0.000504050672729266 0.00039401925065027734 -7.238364788447436e-05 -0.00021310200355127023 0.0008316696968829505 0.0005627564332790832 -0.0005014825119829712 -1.96310637717912e-06 6.657329400784556e-06 -0.00040118295552445495 0.0007756651346007078 -0.00042754586435266473 -0.0008013218724872502 0.0010523966119064833 0.0012042600475512374 4.519551489972056e-06 -2.5963712767087385e-06 3.2535142302509013e-06 4.321612352722578e-06 5.204867104648372e-06 -2.705700294690337e-06 1.2937618336032939e-06
sex 0.0010638617724620133 8.968951924768208e-07 0.005391590383711322 0.11135608565434188 -0.010168333639155714 -0.00015444749706253587 1.3765707290746131e-06 0.0002864392506894865 -2.5199719616217656e-06 -0.0017093895572276988 0.006625264801890356 0.0014951611971229062 -0.008556351513974709 -0.01179455331807262 0.004426488079660952 0.009312840531862217 -0.0007046996958057257 -0.00247434865677846 0.008878418509404105 0.010088719189066066 -0.007621260539022546 -0.004040322930360626 -0.001334418016618285 -0.023061644055601325 0.007388688902267462 -0.0028815350134130824 0.004969017952074345 0.00011631898477784276 0.007683173005867763 -4.204584069147965e-05 -2.257857134631743e-05 -5.800740938932443e-06 -2.9243319348879427e-05 0.00019348522158041997 -3.3512447753157834e-05 0.00014369833365116856
age_sex -0.00015867018693677793 -3.3350761183324165e-07 -0.0005261015056153811 -0.010168333639155265 0.0009679347699389795 1.5586773101664185e-05 -1.42598337895663e-07 -2.8172121879061033e-05 2.543004155994942e-07 0.00012064823093483697 -0.0006684325571345767 -0.0002286077672121703 0.0008455567047044819 0.0010792572005278594 -0.00047109131325019524 -0.0009606802397510716 0.00019364314003633663 0.0003480259755420018 -0.0008402084273434191 -0.0008723321315138279 0.0004137510386924113 0.00028314476009169486 0.00021467993486783645 0.002134811440205579 -0.0005510208072761084 0.0006993288269623415 -0.00032744444379843797 -0.00015535792889181282 -0.0008249394320564487 2.50685002244348e-06 1.7851614783597389e-07 3.884472283495752e-06 -3.5734984893042285e-07 -1.1539346486267728e-05 -8.662926174520033e-07 -1.231293215660492e-05
age2 -2.8688600524387515e-05 3.720084266965413e-08 -1.5682311752774624e-05 -0.0001544474970633383 1.5586773101744287e-05 4.793616723199209e-07 -4.4905442469958634e-09 -4.7563629599752793e-07 4.456768808665746e-09 7.824850342953195e-06 -1.8824912233560233e-08 9.193828944150064e-06 -5.991220274809025e-06 2.960997272343559e-05 -1.851398038719511e-05 -1.4366724819408548e-05 -6.809023162797265e-07 8.645770984555808e-06 -2.6240339048076177e-05 -1.7698282692642938e-05 1.3844782966875843e-05 -2.8369755547095766e-06 2.7372054107468867e-06 1.4014548261684311e-05 -1.2326538036030644e-05 2.0033004290105126e-05 1.7726656653329543e-05 -3.7203897838176564e-05 -3.6047644664926566e-05 -1.3865307861753052e-07 7.499256550389106e-08 -3.47355226236169e-08 -2.0331695814171544e-07 -7.316008192945406e-08 -1.3523736144102173e-08 3.6050364617223405e-08
age3 2.971230009365013e-07 -3.6204855929930415e-10 1.433978479393825e-07 1.376570729081736e-06 -1.425983378963746e-07 -4.490544246995209e-09 4.2956280018009115e-11 4.457183518797968e-09 -4.2645216358823034e-11 -6.757230768335493e-08 2.4464103276258164e-08 -7.574192655587405e-08 4.77185206552456e-08 -2.781957812438926e-07 1.6396173448324403e-07 1.5462171570836655e-07 1.6517183062433465e-08 -6.566469247140091e-08 2.3384628028974133e-07 1.4953862122021097e-07 -1.1149763104576893e-07 2.9320241745065663e-08 -6.699886548207089e-08 -1.4167523521470724e-07 4.9417074471903736e-08 -2.4332252430956003e-07 -1.26645812818527e-07 3.8978609531725526e-07 3.2841312368281434e-07 1.314465948267136e-09 -7.938415039745443e-10 -1.8195940175793416e-10 2.411241198452179e-09 2.6530502158969853e-10 8.023193897298461e-10 -7.572332157874839e-10
age2_sex 6.30495074381417e-06 6.36440154254262e-09 1.5586478986557465e-05 0.0002864392506894481 -2.8172121879058587e-05 -4.7563629599507514e-07 4.457183518776147e-09 8.437739655342942e-07 -7.800336595458674e-09 -2.6519200653720963e-06 2.08506868024209e-05 8.283139373372845e-06 -2.431548281364643e-05 -3.1186422359853745e-05 1.5588176724996566e-05 3.0296905791410403e-05 -7.105509127844885e-06 -1.100319070308182e-05 2.4449609505544254e-05 2.3948472884441063e-05 -6.295065896509012e-06 -4.3293598909944366e-06 -7.853711758014993e-06 -5.983881729501535e-05 1.1670012849838416e-05 -3.083729131958401e-05 7.491712135314569e-06 7.839373853584292e-06 2.7583052624178164e-05 -4.933282124929737e-08 1.8132425468188223e-08 -1.9530952766706814e-07 6.243960334047607e-08 2.2393988856292655e-07 1.330522710643538e-07 3.325535272800425e-07
age3_sex -7.120338888745e-08 -6.607295594449967e-12 -1.4254671390709952e-07 -2.519971961621137e-06 2.54300415599446e-07 4.456768808642438e-09 -4.2645216358615256e-11 -7.800336595457905e-09 7.365015417756866e-11 1.5341774268249925e-08 -1.9764225757892565e-07 -8.053545821999741e-08 2.0900991033853602e-07 2.8612176417382155e-07 -1.5640456531771503e-07 -2.9065926033995747e-07 6.586451748608456e-08 9.422394952595878e-08 -2.2194782736211236e-07 -2.0598868466834322e-07 2.2362640058971146e-08 8.615993638587195e-09 8.353460446320901e-08 5.263972008208143e-07 -7.03803844945845e-08 3.460912444418531e-07 -6.189716815585972e-08 -1.0369878365597374e-07 -2.9423184957635806e-07 2.330364445818913e-10 -1.766047990528616e-10 2.3399746492665377e-09 -8.889822893046577e-10 -1.4602533583334534e-09 -1.9372049710965407e-09 -2.81280528538768e-09
PC_3 -0.0014215671217615842 9.045406158407402e-06 -0.0002896002071373548 -0.0017093895572493632 0.00012064823093699557 7.824850342984366e-06 -6.757230768365397e-08 -2.651920065437632e-06 1.5341774268865175e-08 0.2709063725030756 -0.04196284786338032 0.013797742741119265 0.03953958652515881 0.016892651179910612 0.010300985513501866 0.02496236740181242 -0.05110831958423227 -0.027991025859558778 -0.027896164925080964 0.05678762557045405 0.010061665626150197 0.08105134236593485 0.011963084158043454 -0.1542619150704285 -0.04219000946181616 -0.020659045045486983 0.039997817549227974 -0.04979766722884579 0.10699223241498018 4.781255800050685e-05 0.0001344887769169036 0.0005338806175293133 0.00016707510225605332 -0.0002631923190485708 -0.0006417054929782224 -0.000232747632866944
