 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
PC_8 -0.0033419499838334967 -0.00025532740940552686 -0.0004882642563031984 1.1281159535420396e-05 -1.2542565960531747e-07 0.038030601328831994 -0.1314069262261278 -0.20737488454709718 0.2404263201287237 -0.01965817026705322 3.7851221505813437 0.4377796110310086 -0.06848398855352676 0.24926762726310453 0.2816115391156079 0.11834805065235726 0.26123100226759716 0.25929821973801664 -0.3627384546798346 0.3177360876493563 0.46879308273884873 0.09878523817459316 0.25122075059262033 0.030747965757865287 -0.2122298321111921 0.0003075299414141896 0.00023898804863445604 -0.00025163652333215513 0.00201489780390734 -0.00108062623908102 -0.00019194229547382302 0.0014541326238257473
PC_9 -3.8905006582213555e-05 -5.20514474307392e-05 -0.00039951915400655657 1.2273883261782613e-05 -1.1674305626933875e-07 0.025628811854780803 -0.015614994183871314 0.25562633232265797 -0.12928045100601485 0.3952974877236082 0.4377796110310082 4.944071447797725 0.3407064293948123 -0.008583641718549058 -0.4954513352821487 0.3607549368036264 0.07402354356154187 -0.06948823817579454 -0.16229810405472134 0.04249027672858151 -0.30891597934898646 -0.18258000616329476 -0.09596312608533633 -0.3493777172553983 0.3818303360509693 0.0006625395214433856 -0.0016792390216999746 0.0014554106890401338 0.00404454971478207 -0.0013893215861963185 -0.0009063779901432999 -0.0014727893232929427
PC_10 0.0023495753780428106 -0.00014771507950403097 0.0001533507934343103 -1.420932125003047e-05 1.7214234811122678e-07 -0.08518358534860677 0.04259771781362362 -0.13190844129598248 0.24324000706021046 -0.18290285439811085 -0.06848398855352623 0.34070642939481455 6.306932368948854 0.8515282411332316 -0.39034145232582595 0.05232671912059621 -0.15434807068992998 -0.008825047862465534 0.20765388350344308 0.3092431884097922 0.4069431021033497 0.40925815165161394 0.03279595476785638 -0.19348701987350267 -0.587160188123709 0.00019982452627286681 -0.0007734164573614825 0.0008252617732912611 -0.001271738301748329 0.0017832256671643477 -0.0005097737704996171 -6.438037216537793e-05
PC_11 0.0012743133959067302 0.0002467670681037554 0.0008723979775016893 -2.284066496060122e-05 2.2110426336267176e-07 -0.04842418369878645 0.07453636767828144 -0.33847000685049 0.134201373472342 0.3561536111525337 0.24926762726310464 -0.008583641718548656 0.8515282411332302 5.197963675781966 0.3635359389793765 0.7564487318816132 0.33814861816297664 0.026480373912816053 0.01934714051353428 0.18560299660051802 -0.2948916398898069 -0.11353927608879293 0.08728354741965554 -0.6144876399333302 0.3493536411280096 -0.000655455074902429 -0.0018440133159957376 0.0006856892114475448 0.0018109848342064132 0.00258141893943922 -0.0005555978377208424 0.001069839479559468
PC_12 -0.0044940162869661375 -1.083671613207792e-05 -7.769107641727881e-05 1.6917159964423808e-06 -2.583814786307119e-08 -0.03102203510214864 0.09753010281154104 -0.13913001898711555 -0.1023850634086565 0.255136493241029 0.2816115391156079 -0.49545133528214996 -0.39034145232582695 0.3635359389793772 6.758778725208421 0.29229707335407545 0.2458894965056397 -0.12613626860843707 0.24617607717145834 0.5374035673564178 0.31618529158976666 -0.021839670097830943 0.020843339661305815 0.18936702546396586 -0.0058770972565006085 -0.0004480733675017848 0.0010164431292143212 0.0007618977156489481 0.00013741972545739019 -0.0014383833600434943 -0.0009341967197768644 0.001246077659873757
PC_13 0.002643327419119204 -0.00022427522308961825 0.00035377769568141303 -1.586290321709232e-05 1.5362279604958353e-07 0.09374896373961618 0.15765258767549772 0.011499417400420712 0.14725470245119862 0.1862876705452501 0.11834805065235876 0.3607549368036267 0.052326719120595305 0.7564487318816115 0.2922970733540755 6.359942692210877 1.0954063197646295 -0.17807683158265186 0.0821097175453854 0.8578735368568242 0.31404267171524475 0.13631922297241048 -0.28070842237391264 -0.1417871889456789 -0.49582507338641163 2.794751219969047e-05 0.0013827276442118074 0.00014300174891322643 -0.0022404522150267035 0.0005144880182858287 0.0016495225208873927 -0.002418640393655218
PC_14 -0.004396506769621626 0.00017961760162992096 -0.00018781807268623656 1.1878118869297362e-05 -1.322212762217245e-07 0.03002034527656783 -0.07795449226110279 -0.15079562937874758 0.36725947514511786 0.065355708177737 0.2612310022675969 0.0740235435615427 -0.15434807068992917 0.33814861816297825 0.24588949650564038 1.0954063197646298 6.523542687653152 0.37922412444880965 -0.36860856696530464 0.3426756772070587 0.27372912054335863 -0.01741810462364478 -0.14875833795672222 -0.4963063838026846 0.45228805013006323 -5.6353536789740635e-05 -0.0008766488902081824 -0.0002448381575580735 0.0025540615743810135 -7.425761740353081e-05 0.00021622325827500398 -5.935449163198647e-05
PC_15 -0.003089960433045534 -0.00014412322998433734 0.00016659099596334068 -3.115142009821677e-06 -1.517525827151896e-08 0.14616588881563328 -0.178963362989657 -0.10506146771505538 -0.42253597931641523 -0.4026093242564481 0.2592982197380166 -0.06948823817579414 -0.008825047862465447 0.026480373912818156 -0.12613626860843863 -0.178076831582652 0.37922412444880804 6.667053685974773 0.054936908357113456 0.06793791769502362 0.17898245877964045 -0.14702325817215336 0.2821041984836104 -0.11937367785006996 -0.5966415291114869 -0.0004514840572884254 -0.0031189304135750846 -0.0008194603349598654 0.0021651325637686613 0.003867223002399148 0.0004482657432086936 0.00028848308950354387
PC_16 -0.005741999356165915 -2.851836709129703e-05 -0.00017434154949322024 8.243358562572907e-06 -1.2766418093416542e-07 -0.0005681939401725923 0.13790162019494154 0.0664719462705182 0.10184615573377287 -0.21599659753697176 -0.3627384546798357 -0.16229810405472025 0.2076538835034441 0.019347140513533742 0.24617607717145842 0.08210971754538468 -0.36860856696530486 0.05493690835711533 8.255349798858221 -0.0936962624166788 0.025342274457660293 0.2680637031485702 0.23517421541746306 0.15315802203354018 -0.047843711018711106 -0.000521219536872288 0.0015873309536833782 -0.0023095048587412894 -0.0014446289812072187 -0.0022760922620567916 0.0017274716556570436 7.917285380519491e-05
PC_17 -0.002654976971564711 0.0001179361437860987 0.0009524943613911433 -2.4787925638049142e-05 1.9392585883607022e-07 -0.19262886821455819 0.08138530808627045 -0.42379003116925407 0.30681871635665436 0.5906023072526854 0.3177360876493564 0.04249027672858068 0.3092431884097952 0.18560299660051904 0.537403567356418 0.8578735368568257 0.3426756772070577 0.06793791769502537 -0.09369626241668133 8.784953261325574 0.26265443770555624 0.20495523236258806 -0.3289004535117397 -0.22285297961376935 -0.2431495741508408 -0.00012307130650904966 0.001984410694679568 0.0014096872466209701 -0.003558829884145009 -0.00016520628212925704 -0.00011502801798232629 -0.0008115997740447083
PC_18 -0.0048152547973536065 0.0001250831238090932 -0.00011794473896922957 1.1824851221908912e-05 -1.4889338744502932e-07 -0.0564009501644579 -0.09162214957421771 -0.0991736967003729 -0.07158448146111286 0.20284292045194077 0.46879308273884934 -0.30891597934898996 0.40694310210334955 -0.2948916398898045 0.31618529158977 0.3140426717152438 0.2737291205433587 0.17898245877964206 0.025342274457661865 0.2626544377055562 7.374177140532327 0.33386126929558163 -0.15624506041927755 -0.5600544931910808 0.3339944704353194 0.0011756774415962767 0.0002726250225261766 -0.0017834852086421726 0.0023147248058294793 -0.0028363814516017675 0.001535125253844325 -0.0002463567621042655
PC_19 6.113294183875557e-05 -0.00012177014232468635 0.00012491442311207736 -6.168361605999254e-06 4.605375719946117e-08 0.0021656367949478028 0.04778169813997179 -0.04760844662502528 0.020208331529506525 0.05269330711270533 0.09878523817459292 -0.18258000616329392 0.4092581516516148 -0.11353927608879355 -0.02183967009783124 0.13631922297241134 -0.01741810462364491 -0.14702325817215228 0.26806370314856925 0.20495523236258822 0.3338612692955808 7.855580221350127 0.014171064141422014 0.14205861906055722 0.5898967557685736 -0.00017962091702053125 0.002311181629621301 0.0017580849476057701 -0.0018947412298590009 -0.0006917535563776606 -0.000937116168338148 -0.0017357672157488075
PC_20 8.699873208460425e-05 -6.744349991208105e-05 6.75784432082445e-05 -8.469178039954434e-06 1.0053040084345496e-07 0.04899129064769465 -0.08129816071912738 -0.0444268657652757 -0.25446424296281545 -0.4746755860847521 0.25122075059262033 -0.09596312608533639 0.032795954767857634 0.08728354741965429 0.02084333966130516 -0.28070842237391475 -0.14875833795672314 0.28210419848360757 0.2351742154174631 -0.3289004535117404 -0.15624506041927821 0.014171064141422692 8.212254575600513 0.7219779125491746 -0.04040515570314721 0.00030677785580448733 -0.0002362190767532617 -0.00036992476827358927 0.00028450457974404843 -0.0002264089619177192 -0.0019028769804480623 0.0017692842628252228
PC_21 0.004523570142596627 6.6484033286469e-05 0.0007767459509559161 -3.1661745917370575e-05 3.4112126649774013e-07 -0.11867112517708765 0.06812477082674852 -0.11455857250098173 0.17532797039796089 0.07100488300845414 0.030747965757865973 -0.34937771725539774 -0.19348701987350175 -0.6144876399333312 0.18936702546396633 -0.1417871889456784 -0.49630638380268566 -0.11937367785007158 0.15315802203353918 -0.2228529796137723 -0.5600544931910821 0.14205861906055686 0.7219779125491752 9.731373685546023 0.39751872314337083 -6.031396650150074e-05 -0.00046438636439904166 0.0005260017496077391 7.937861003117789e-05 0.0002806376068754872 -0.0004619927461455502 0.000400117423090799
PC_22 -0.0010570518283712735 -0.0003287734284084707 5.2489736437405203e-05 1.917333214526444e-06 -8.898634530008104e-08 0.16794729301545608 0.2315934090529618 0.28635290904289323 -0.22168856050934474 -0.559225817480503 -0.212229832111192 0.3818303360509725 -0.5871601881237091 0.34935364112800976 -0.005877097256499429 -0.4958250733864122 0.45228805013006207 -0.5966415291114879 -0.04784371101871278 -0.24314957415083918 0.3339944704353184 0.5898967557685737 -0.040405155703147705 0.39751872314337183 8.467245025161725 -0.0018264970372030226 0.001828173434682469 -1.8099805679867058e-05 -0.0007116335968492093 -0.002443904747015101 -0.0022477019683367697 0.0024861220572268113
proband -4.924563675413075e-06 6.38370021578193e-08 2.110957466148305e-06 -5.5693579659504456e-08 3.8735988919623493e-10 2.8891157157043166e-05 -0.00012725762993811207 -0.00022965333811465923 0.00035921777823976 -0.0006289292658662848 0.00030752994141417526 0.0006625395214429709 0.00019982452627297139 -0.0006554550749020709 -0.00044807336750167325 2.794751219941831e-05 -5.6353536789829546e-05 -0.0004514840572885175 -0.0005212195368723149 -0.00012307130650913772 0.0011756774415963979 -0.0001796209170205363 0.0003067778558044896 -6.031396650145157e-05 -0.001826497037202998 0.0002859294682251421 -0.00013858108012399452 -0.00013203246586511244 -4.443053161930484e-06 3.860470606978987e-06 -3.7420548166303464e-06 -1.692547170281725e-05
paternal -1.802675595232858e-05 8.644868977580354e-07 3.890083960799669e-06 -7.05752231329079e-08 3.2202651348085795e-10 0.000545930846039613 0.0001291065459764418 0.0015912762275474206 0.00020432870370230483 -0.0001439614895521026 0.00023898804863436014 -0.0016792390216999187 -0.00077341645736057 -0.0018440133159959792 0.0010164431292135072 0.001382727644211439 -0.0008766488902081631 -0.0031189304135751687 0.0015873309536831527 0.001984410694679694 0.00027262502252604133 0.0023111816296213345 -0.00023621907675346735 -0.00046438636439900685 0.0018281734346823346 -0.00013858108012399447 0.00099005294051819 5.298041582447051e-05 -0.0007230092934711137 -0.0006813665947134538 2.35789089121749e-05 -3.931850305003805e-05
maternal 4.6671465500092073e-05 6.079760534789083e-07 6.986464692273217e-06 -2.2437188414788218e-07 2.1889060820596726e-09 0.0007013866451827686 0.0003327433225729081 -0.0007140357322850877 0.0007231329157207617 0.0002910742242752448 -0.00025163652333228166 0.0014554106890402234 0.0008252617732912752 0.0006856892114476447 0.0007618977156487612 0.00014300174891343983 -0.0002448381575581689 -0.0008194603349596864 -0.002309504858741343 0.0014096872466211009 -0.0017834852086414954 0.0017580849476057842 -0.0003699247682736926 0.000526001749607766 -1.809980567965794e-05 -0.00013203246586511235 5.298041582446898e-05 0.0009588295674819087 2.23739089126198e-05 -2.6316266592412615e-05 -0.0006501955490073674 -0.0007036357640934833
gpp 1.5981902296560915e-05 -2.83141868138936e-06 -2.6464502945719737e-06 5.649585032291843e-08 -5.418777449785011e-10 -0.00015172138558995217 -5.557240953744495e-05 -0.0003328118323813487 -2.725157444243761e-05 0.0004092996664018997 0.002014897803907311 0.004044549714782636 -0.001271738301749552 0.001810984834206152 0.00013741972545720227 -0.0022404522150270673 0.0025540615743808656 0.0021651325637689093 -0.0014446289812064116 -0.0035588298841456095 0.0023147248058291805 -0.0018947412298590727 0.0002845045797443705 7.937861003116367e-05 -0.0007116335968487108 -4.443053161930875e-06 -0.0007230092934711117 2.2373908912617744e-05 0.002584726973131257 -0.001270526501348457 -2.163751340513279e-05 -9.842003929223813e-06
gpm 4.4312530112872516e-05 7.457903073382105e-07 -4.598706515114135e-06 5.1689303719478826e-08 3.0594101218377386e-10 -0.0004888606209822631 -0.0011459389043056792 -0.0017285948021381933 0.0007052196251559244 0.0011230540641310321 -0.0010806262390810049 -0.001389321586196481 0.0017832256671643366 0.0025814189394391613 -0.0014383833600427854 0.0005144880182867562 -7.425761740334558e-05 0.003867223002398919 -0.0022760922620556827 -0.00016520628212903578 -0.0028363814516011634 -0.0006917535563775563 -0.00022640896191769685 0.0002806376068754424 -0.002443904747015002 3.860470606979017e-06 -0.0006813665947134547 -2.631626659241317e-05 -0.0012705265013484546 0.002521990839990698 -3.865522661547943e-06 6.751350128244417e-05
gmp -5.411499177062785e-05 -5.739651901674341e-08 -3.3267630830695013e-06 1.1994717736339113e-07 -1.3238320607706933e-09 -0.0007083219897802974 -0.0002718760353312976 0.0007453938797628101 -0.0014441463507053394 -0.00015420262676230605 -0.00019194229547369923 -0.0009063779901434508 -0.0005097737704984463 -0.0005555978377207921 -0.0009341967197767302 0.0016495225208875038 0.00021622325827499656 0.0004482657432094291 0.001727471655657803 -0.00011502801798244202 0.001535125253845177 -0.0009371161683381108 -0.0019028769804478656 -0.00046199274614555543 -0.0022477019683369796 -3.742054816630191e-06 2.3578908912176185e-05 -0.0006501955490073685 -2.163751340513522e-05 -3.86552266154833e-06 0.0014632238830518604 -0.00027520067846848226
gmm -5.187678680219632e-05 -2.515073854015637e-07 -7.121652790042538e-06 2.2988060681325358e-07 -2.179689284606521e-09 -0.0002792135648732353 -0.0010100104901964032 0.0014337439381009952 -0.00015525018257139749 0.000902254685627259 0.001454132623825896 -0.0014727893232927168 -6.438037216509551e-05 0.0010698394795593939 0.0012460776598736344 -0.0024186403936555024 -5.935449163195468e-05 0.00028848308950288625 7.917285380541747e-05 -0.0008115997740447654 -0.00024635676210437357 -0.001735767215748812 0.0017692842628251875 0.0004001174230907104 0.0024861220572265355 -1.692547170281743e-05 -3.931850305003691e-05 -0.0007036357640934822 -9.842003929224488e-06 6.751350128244359e-05 -0.00027520067846848394 0.0015982642994963677
