 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.951139523827093e-05 -1.1656783358672542e-07 -5.413685776610203e-07 9.117882183062294e-09 -3.441841482666707e-11 1.4458946539783662e-05 -3.4188678375298927e-05 -1.3221785050225384e-05 -7.324238917410142e-05 9.920520993252896e-05 -0.0001226881695103041 9.521231942265744e-05 -7.231998643815278e-05 -2.304176888702432e-05 -0.00014033341675279105 4.981047346666496e-05 -6.352044984910678e-05 -7.7115558646125e-05 -3.8924010873198035e-05 -8.413492933219803e-05 -2.8121845429758417e-05 -1.1545819564567911e-05 -6.435006216801248e-05 -0.00014272104019189683 0.00014473928973432858 -5.721736489772827e-07
yob -1.1656783358673892e-07 2.1662025182321772e-07 3.564348268092419e-08 3.578626602201409e-09 -2.4797089438636903e-11 -2.7653143847212524e-07 2.2367007851767252e-05 8.55713084512965e-06 -1.5545965623687822e-05 -5.6879639491907976e-06 -6.888225780090661e-06 -1.0678525134880638e-07 -9.57690316160946e-06 1.2543889520492165e-05 -5.3404526643793e-06 -1.3699007761976409e-05 1.5821532734118392e-05 -1.1678544645740587e-05 -6.396278456528698e-06 2.124118144222538e-05 7.6141347915473605e-06 -1.937958099562067e-06 -1.7811850322840365e-06 1.2498965221947641e-05 -2.7162416492049682e-05 -1.8717478672739135e-08
age -5.413685776609261e-07 3.5643482680901164e-08 1.021870819746783e-05 -2.2164699663873072e-07 1.4657590096313587e-09 -1.0452218070718312e-05 1.6826628180919277e-05 9.812247344370492e-06 -2.0064665909763772e-05 3.414552717159223e-05 -2.4065772785142485e-05 -7.630216981873829e-06 -2.3733475041478682e-05 1.2987022174669178e-05 3.93921118208174e-06 1.716691950926027e-05 -5.993198722488615e-06 1.8289989121586842e-05 -2.136339636761284e-05 9.729499230261666e-06 -1.319800244594824e-06 -1.9998870550249913e-05 -1.0099780472077746e-05 -4.4762624095967425e-06 3.374898279268464e-05 6.79814692750349e-08
age2 9.117882183059917e-09 3.5786266022018798e-09 -2.2164699663872815e-07 5.091815503760941e-09 -3.472409979086532e-11 2.860208345105719e-07 2.930248359613317e-07 -2.5458352349801322e-08 1.2294585729991007e-07 -6.269138871934472e-07 3.6111084886948333e-07 5.883226863401749e-08 1.834404623691895e-07 5.296992617658275e-09 -2.2603854915351975e-07 -5.875888446613519e-07 3.510482105734105e-07 -5.550552828274598e-07 3.971406365861111e-07 2.0496880186887703e-07 3.37123489489337e-07 3.922293588031307e-07 1.468847458575236e-07 2.232711447618711e-07 -1.301810976694071e-06 -2.867267311576292e-09
age3 -3.441841482675611e-11 -2.479708943863933e-11 1.4657590096313316e-09 -3.472409979086509e-11 2.427513280904328e-13 -2.2977716063139e-09 -2.7340544533287525e-09 1.7843478298896324e-10 -1.060977714269702e-09 3.77265617820383e-09 -2.6832055784758718e-09 2.4725908489897787e-10 -5.333332528261543e-10 -3.7803723146097166e-10 1.1258044678316114e-09 3.599235686705072e-09 -2.101866823420351e-09 3.2411569465389488e-09 -3.1306094789398816e-09 -1.7391413935823677e-09 -3.2430278033383598e-09 -2.6021824647470514e-09 -9.88791239174358e-10 -1.1982415770806499e-09 9.358099369955151e-09 2.5902352473588553e-11
PC_3 1.4458946539784321e-05 -2.76531438472105e-07 -1.0452218070717555e-05 2.8602083451055723e-07 -2.2977716063138197e-09 0.04962993133445851 0.0014951083978736136 0.0023419238700625768 0.0010300200225654918 -0.006954078853443154 0.0034142244278672273 0.008134814236578873 -0.006073031374438277 -0.002086372502967314 -0.0018317790476034316 0.0037574487394119857 0.008099885257956432 0.0061456509767775416 -0.004256487814933694 -0.01700223837029042 -0.000512215649483102 -0.0015385836654925617 0.004765217673234782 -0.003170474832179962 0.010857330475857475 1.5692310197358747e-05
PC_4 -3.418867837529762e-05 2.236700785176722e-05 1.682662818092403e-05 2.930248359612244e-07 -2.73405445332802e-09 0.0014951083978735748 0.17169456199288907 -0.008105414126502467 0.009030539319068656 -0.010086955057730189 -0.0004830360345689792 -0.005195131790427645 -0.001485272810828473 -0.013992345492383871 0.0038930240872610765 0.009422662622767947 -0.01909251828963946 -0.010980227538756738 0.013087797837631218 0.01063438194959926 -0.00494708440397781 0.0057493757853822065 -0.005543706614659947 -0.000473967321434853 0.007853328761841874 -5.910498254083217e-05
PC_5 -1.3221785050225605e-05 8.557130845129637e-06 9.812247344371949e-06 -2.5458352349835045e-08 1.7843478298919534e-10 0.0023419238700625638 -0.008105414126502484 0.22455406375737116 -0.003798397215223163 -0.0070486854658112705 0.0006190063898669743 0.005304433588933062 -0.015162472423223205 -0.0016152132342334314 -0.017683156228305644 -0.012753958388058676 0.00045904705031290697 -0.016613166666140915 0.013492473709884217 -0.025801499802580806 0.006765693708922227 0.004455324922855798 0.00038963758137002707 -0.004552182520016014 0.017071781591988633 1.5620258006660385e-05
PC_6 -7.324238917410185e-05 -1.5545965623687778e-05 -2.0064665909764182e-05 1.2294585729992508e-07 -1.0609777142698254e-09 0.0010300200225654727 0.009030539319068668 -0.003798397215223161 0.2792376607181978 0.0034695686609039224 0.014186205754107848 -0.013972129539383527 -0.009018282612764883 0.007070953224228301 -0.014290015654456483 -0.0009566025841618054 -0.0003238231110250326 -0.024252376213286714 0.013991133726179486 0.028958106046881624 -0.0077700935982926 -0.0002277403135908115 -0.008855690057892761 -0.0025995354754158335 -0.013322510718117799 -1.932837869661648e-05
PC_7 9.920520993252725e-05 -5.687963949190875e-06 3.414552717159712e-05 -6.269138871935655e-07 3.772656178204662e-09 -0.006954078853443154 -0.010086955057730156 -0.007048685465811281 0.0034695686609039224 0.3491033028855453 0.014639058063829175 -0.0008753036959030194 -0.0160963678008502 0.019515454588339472 0.004915561791253798 0.03206445646698592 0.010858387528681308 -0.03704812389349099 -0.025385490912234843 0.028189741923004698 -0.009582499640025543 -0.011566996524016326 0.00026871295319560513 0.00998489372812997 -0.016847014827209017 4.345707704485349e-05
