(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00518041143968997 0.00376742061577005 0.000839529516232756 -0.00286648786465291 -0.00011150174381501 1.07973874742896e-05 -1.79486588222371e-05 0.000142177375670254 6.47486222714925e-05 -5.57641775426201e-05 -9.99262285444792e-05 -0.000146247004744138 -6.57731234913325e-05
covarage 0.00376742061577005 0.0051958184463111 0.00360556994318411 -0.0083024740567839 -8.51760895375007e-05 4.44855842272148e-05 5.89682770625879e-05 -4.44170483771909e-05 -4.12574180552503e-05 3.9193473740257e-05 4.13330744172633e-05 -0.000120967085264984 0.00016262594955051
covarsex 0.000839529516232756 0.00360556994318411 0.00521956539042177 -0.00918896346139011 -1.21188174141197e-05 -2.70952623396949e-05 4.17570820718408e-05 -0.000129449232530032 3.44446019532688e-06 1.96334330691221e-05 0.000203056301706883 -8.34503065855539e-05 0.000124414135356645
covarage_sex -0.00286648786465291 -0.0083024740567839 -0.00918896346139011 0.0203740492513875 -2.96660447080275e-05 9.44257403810582e-05 -0.000106671459866214 0.000212740405257618 -1.57796551477606e-05 -7.46593036826259e-05 -0.000292325217455449 0.000166170940196757 -0.000159395327023184
covarPC_3 -0.00011150174381501 -8.51760895375007e-05 -1.21188174141197e-05 -2.96660447080275e-05 0.00109118762467057 -9.45240754552594e-05 -4.92919101666609e-06 6.12211794466237e-05 6.11360419822314e-05 -2.67785755041356e-06 -7.042052737885e-05 -6.73758272842526e-05 1.40349703853048e-05
covarPC_4 1.07973874742896e-05 4.44855842272148e-05 -2.70952623396949e-05 9.44257403810582e-05 -9.45240754552594e-05 0.000987846566083365 -7.62145543150488e-06 3.91992285440331e-05 4.81293798803551e-06 -1.95036062883835e-05 -0.000106464569818929 -9.22845043556846e-06 -4.44545737819265e-05
proband -1.79486588222371e-05 5.89682770625879e-05 4.17570820718408e-05 -0.000106671459866214 -4.92919101666609e-06 -7.62145543150488e-06 0.00208983777406869 -0.0010539810008733 -0.0010226959449779 2.34669442789408e-05 1.17298369537473e-05 -1.95931866464024e-05 -5.0950357759667e-05
paternal 0.000142177375670254 -4.44170483771909e-05 -0.000129449232530032 0.000212740405257618 6.12211794466237e-05 3.91992285440331e-05 -0.0010539810008733 0.00643248755233397 0.000486753704941715 -0.00476664831659246 -0.0041803148028542 7.54623856856992e-05 -0.000215747506390123
maternal 6.47486222714925e-05 -4.12574180552503e-05 3.44446019532688e-06 -1.57796551477606e-05 6.11360419822314e-05 4.81293798803551e-06 -0.0010226959449779 0.000486753704941715 0.00625704413740493 6.08235252525976e-05 -0.000111396386671909 -0.00409746406440968 -0.00453764070153733
gpp -5.57641775426201e-05 3.9193473740257e-05 1.96334330691221e-05 -7.46593036826259e-05 -2.67785755041356e-06 -1.95036062883835e-05 2.34669442789408e-05 -0.00476664831659246 6.08235252525976e-05 0.0159846307884348 -0.00746507376064244 -0.000146021192730513 -6.51466762107773e-05
gpm -9.99262285444792e-05 4.13330744172633e-05 0.000203056301706883 -0.000292325217455449 -7.042052737885e-05 -0.000106464569818929 1.17298369537473e-05 -0.0041803148028542 -0.000111396386671909 -0.00746507376064244 0.0151372412207342 -7.56262164494187e-05 0.000339752828036088
gmp -0.000146247004744138 -0.000120967085264984 -8.34503065855539e-05 0.000166170940196757 -6.73758272842526e-05 -9.22845043556846e-06 -1.95931866464024e-05 7.54623856856992e-05 -0.00409746406440968 -0.000146021192730513 -7.56262164494187e-05 0.00887785143777823 -0.00136006663788686
gmm -6.57731234913325e-05 0.00016262594955051 0.000124414135356645 -0.000159395327023184 1.40349703853048e-05 -4.44545737819265e-05 -5.0950357759667e-05 -0.000215747506390123 -0.00453764070153733 -6.51466762107773e-05 0.000339752828036088 -0.00136006663788686 0.00971313141107727
