 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband
intercept 1.1585542376891893e-05 3.5628026713704517e-08 -4.609201758920681e-06 -2.7831728512428614e-05 1.72983180560104e-06 8.934229750352253e-08 -5.288299249618353e-10 -3.380511857531019e-08 2.0940529255231286e-10 -5.156065233915749e-06 1.9399346569839903e-06 3.0466807334703814e-06 -3.547477168155511e-05 5.708531211016427e-05 -7.379215483985253e-05 4.8817353731568014e-05 -4.54641415905984e-05 -9.5486042579927e-06 -8.444076549470068e-05 -1.0553891386954126e-05 -1.5292883005107013e-05 -5.59498733706312e-05 4.494914713848837e-06 -3.7155409246994026e-05 -1.0428882238809935e-05 8.12554196212607e-06 -4.813000126998269e-05 -5.747494738196307e-05 7.532455763662084e-05 1.7809303225745293e-07
yob 3.562802671377773e-08 1.0754522582404517e-07 2.230865234738647e-07 8.879635262568468e-07 -7.807389823713488e-08 -1.7526317750017e-09 5.534698868411314e-12 1.242781993624976e-09 -4.776925788176656e-12 1.06052703434265e-06 7.663979880570894e-06 4.823594545581092e-07 -7.424657971416198e-06 -1.91647888808381e-06 -3.4513003659021767e-06 2.9175259726448937e-07 -2.8717403118456825e-06 5.619355109503368e-06 -2.1718094968481322e-06 -4.703198223318046e-06 6.41338851638276e-06 -5.855501981357357e-06 -2.488375521101772e-06 9.33678362330628e-06 3.229965746919015e-06 8.45246180852476e-08 -2.2459151300947906e-06 3.388751250585741e-06 -1.3112535532911998e-05 7.423195785583386e-09
age -4.6092017588932755e-06 2.2308652347492003e-07 5.5986295612339534e-05 0.000840674053999283 -5.5366589809399933e-05 -1.112668340618962e-06 6.905263500726446e-09 1.105317070157262e-06 -6.865092341850636e-09 7.584693068108859e-06 1.969152348295458e-06 -6.180429366035024e-06 -3.0959510247187756e-05 9.52553810550839e-06 1.908517401981243e-05 7.1364890557038005e-06 2.3076122528881743e-06 1.2797742003815432e-05 1.4669543408400295e-05 -7.883890973920335e-06 -1.8586393516786137e-05 -9.105552187825933e-06 -3.623117057650763e-05 1.7132366056711992e-05 1.718035559522202e-05 -6.946098607444677e-06 -3.675754165146182e-05 -3.164751117734745e-05 -6.5761657435118414e-06 -1.385896326215341e-07
sex -2.7831728511168893e-05 8.87963526269376e-07 0.0008406740540004436 0.02151049870705233 -0.0013869556796176213 -1.643113437054684e-05 1.0051402133522506e-07 2.7316234282036666e-05 -1.679608357766548e-07 7.669113245497018e-05 0.00019180459002582692 -5.5077097321597885e-05 2.1845629512557504e-05 4.4747666062932555e-05 0.0002407694489350703 0.00015195187508318446 -1.1204574664872371e-05 0.00043167712783348126 0.00020023487295599076 -0.00037640594478380237 2.3206086347361103e-05 -0.0001624707025735987 -8.408871329176171e-05 1.7215032515829514e-05 0.0004124025746145401 0.0005081928938481558 -0.0003515514878572504 -0.00021262756420342192 -0.00031761679129357434 -1.446930134132189e-06
age_sex 1.7298318056013028e-06 -7.807389823817769e-08 -5.536658980949863e-05 -0.0013869556796181918 9.192210974022368e-05 1.103967775592114e-06 -6.858732670237379e-09 -1.8470559516825259e-06 1.1534257720685213e-08 -6.131001954139846e-06 -4.679565610781369e-06 1.2468352124430601e-05 -2.842816351844009e-07 -3.05001229020032e-06 -2.323043153309055e-05 -9.48350779266145e-06 -4.1053884420622196e-06 -2.3741643488326482e-05 -1.617980262139238e-05 2.1832023771951933e-05 -1.869756080661497e-06 1.2244019301215948e-05 8.563084518939225e-06 2.543228959109524e-06 -2.466572566703861e-05 -3.230120914760479e-05 2.7983023244605476e-05 1.6509519958578683e-05 1.72360161063183e-05 -5.800547918968808e-09
age2 8.934229750384151e-08 -1.7526317750076925e-09 -1.1126683406191954e-06 -1.6431134370530276e-05 1.1039677755905686e-06 2.2562673707908957e-08 -1.4219958629855806e-10 -2.2425582803839664e-08 1.4137913813688613e-10 -5.777285604217437e-08 3.5955869158646157e-07 2.734136423800478e-07 4.782032539463909e-07 -1.4936175928549337e-07 -5.353099573588215e-07 -1.7110294888081055e-07 -2.388875800732885e-07 -2.8370479961234987e-08 -4.6792961412109544e-07 -7.497967800809521e-08 5.019266266536006e-07 -2.6819233750994147e-09 7.839943829306449e-07 -3.6921033531032e-08 -1.681513268903992e-07 2.100161355559136e-07 6.886132634586873e-07 6.923450420746061e-07 -3.6802224827926966e-07 8.774506599205415e-10
age3 -5.2882992496218e-10 5.534698868480624e-12 6.9052635007291656e-09 1.0051402133515521e-07 -6.85873267022998e-09 -1.421995862985827e-10 9.08339750389203e-13 1.4135973433892237e-10 -9.030802353529766e-13 -2.518783378760718e-10 -3.3316303705885272e-09 -2.3850612605933696e-09 -3.191287352894473e-09 9.315137903395686e-10 3.5044868625033375e-09 1.2262267127876814e-09 2.179778406839355e-09 -5.57358088536937e-10 3.4124065113580967e-09 1.2568181699046196e-09 -3.2877337500479307e-09 3.8850001320352756e-10 -5.6473669263923e-09 -6.168864518965639e-10 2.9761990822192524e-10 -1.7181373051990342e-09 -4.363763585983411e-09 -4.268246277935389e-09 4.026029577446372e-09 6.251306596905297e-12
age2_sex -3.380511857373785e-08 1.2427819936374305e-09 1.1053170701596463e-06 2.7316234282058245e-05 -1.8470559516831986e-06 -2.2425582803878628e-08 1.4135973433912012e-10 3.7760303250580664e-08 -2.3930193640420255e-10 1.2063592421011876e-07 -2.0265707683296853e-08 -3.832403608489495e-07 -1.4178572567805643e-08 4.614581002571046e-08 5.730727289817176e-07 1.9063602199833438e-07 1.3791454453242507e-07 3.94997614577974e-07 4.128594360153777e-07 -3.1960787606201474e-07 5.2609346400967314e-08 -2.465703260560465e-07 -2.588639761536139e-07 -1.3183235589279552e-07 4.715386914147005e-07 5.92856818949263e-07 -6.245316832496341e-07 -3.5544237091759183e-07 -2.6494466249555563e-07 1.3138226174043453e-09
age3_sex 2.094052925436667e-10 -4.776925788307152e-12 -6.865092341867736e-09 -1.6796083577684535e-07 1.1534257720693126e-08 1.4137913813717277e-10 -9.030802353544798e-13 -2.3930193640427705e-10 1.5372628774938067e-12 -5.835745101619192e-10 6.789352175782029e-10 3.059915007986134e-09 2.258921969157248e-10 -1.4429541131560676e-10 -4.08565516880425e-09 -1.1257988906221753e-09 -1.1249318261547031e-09 -2.088631408602763e-09 -3.1611169602009495e-09 1.2703058449983873e-09 -4.2875414838565883e-10 1.5575794893635899e-09 2.1581176520005794e-09 1.1704671033253063e-09 -2.9097947499442307e-09 -3.329039749361277e-09 4.239447369645822e-09 2.0444591636642626e-09 1.2935326000567065e-09 -1.4008615280809315e-11
PC_3 -5.156065233914588e-06 1.0605270343427308e-06 7.584693068107739e-06 7.669113245459872e-05 -6.1310019541123745e-06 -5.777285604212404e-08 -2.518783378765245e-10 1.206359242095163e-07 -5.835745101578851e-10 0.02834778501373012 0.0005041393313246436 0.0016113426186822857 -0.0005042043161320795 -0.0042396136008806045 0.001990883399177757 0.00351253902324866 -0.004507350264718326 -0.0003542145459733405 -0.0017672882781018416 0.001128907474951728 0.00539333382567804 0.0030832979158376354 -0.0021607153990488275 -0.010705867406245746 0.0008492334343345738 -0.0011399077611408646 0.0036843512851896278 -0.0008440830893944916 0.0054683362525179136 6.629603192928193e-06
