 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.011356844179543685 -9.670066955435683e-06 0.0012822566445535467 -0.001125938581385686 -4.469374631813741e-06 -4.8661716428139165e-05 5.390351938643611e-07 3.4206786537590945e-06 -5.75541688923333e-08 -0.0033044573983141033 0.0006265783266610597 0.000322922240958188 0.0017977841158440262 -0.0014405858387961244 -0.003326520912426295 0.004740709582429959 0.0005764159336526494 0.000903551646306312 1.2359584750830698e-05 0.0011841515887789406 -0.005151097614980421 -0.006955151572415449 -0.007727903719637644 0.0004710086924265952 -0.012242091154381358 -0.005123242569222209 2.469527031752243e-05 0.010062866169932187 0.0060580091658118266 3.0193736314872583e-05 -1.1338191167588787e-05 2.0819079838279917e-05 0.0001891592672757539 -0.00012815927396744425 -1.4160732407429225e-05 -9.908939311333274e-05
yob -9.67006695543798e-06 2.8392366026811533e-06 2.7381484469452043e-06 1.0752029526365868e-05 -1.2659916569283943e-06 8.689154923957106e-10 -2.1986797665098334e-10 1.8445617349045584e-08 3.290670098753647e-11 5.28099301306613e-05 0.00046499059559414386 2.8500641341267713e-05 -0.00027398817999770903 0.00015644376878498154 -0.0004179381471832082 -0.00010496689396871147 -0.00017762369947502536 0.0002980466318542431 -9.031623949351594e-05 -0.00023482450579991344 0.00021433040718270294 -0.00018929067914843416 -3.313187914093288e-05 0.0001279583475455014 0.00010757806103851256 -9.670981118318716e-05 -0.0001227538130052195 9.446422436168228e-05 -0.000387592465521897 -2.949291071214458e-07 9.920075097073757e-07 1.5449346575888792e-06 -3.2365491190426785e-07 -7.648221431147083e-07 1.179475380900229e-06 -2.1152078228921826e-06
age 0.0012822566445520817 2.7381484469816907e-06 0.0006593376210741862 0.00614708018148608 -0.0006544062179929106 -2.0627453492046416e-05 1.9628155864616202e-07 2.0544437785967713e-05 -1.95579222993019e-07 -0.0002380033426708589 1.8184733891197725e-05 -0.00034676328581523014 -0.0009147032410327913 -0.0011339559480794859 -0.0011189193413527678 0.00011570588485277546 -0.0023434889175719103 -0.000768745661408605 0.0019431301713344214 5.4498238427986595e-05 -0.00046269565165267117 0.0003959491107930302 0.00023714307404247562 0.0006339483331757603 -0.0016619238330374342 -0.0027367003627791413 -0.0007401873850682035 0.0022676662679498635 0.0012783778775510238 7.722483254051015e-06 2.5605283398923953e-05 -1.1133326834742574e-06 3.417936385646547e-05 -7.430002473696126e-05 2.4785785582633888e-05 -2.023678293698358e-05
sex -0.0011259385814034063 1.0752029526721037e-05 0.006147080181483981 0.1335645257163905 -0.012702111600699164 -0.00018130656957138488 1.653235558241332e-06 0.0003695998150181438 -3.3384207655063338e-06 0.006281229470497855 0.00045344679328872164 -0.01649845530507118 -0.01659873662479275 -0.007564772352128074 -0.012098600738534849 0.008884787927569238 -0.024711904979860925 -0.026020912222995813 0.004613971510172428 -0.00377688018896719 0.007942588176976708 0.008634741195578314 -0.015986733658795837 -0.022724500261977514 -0.0022985855461492115 -0.02394066375286082 0.01215380883636201 0.03707909317097659 0.013398985052235586 -8.324710015910637e-06 0.0003737422817572082 -3.9565171437408396e-05 -0.00034138494672913066 -0.00021701270787654337 0.00028092160461747024 -0.00024766582794349636
age_sex -4.469374629966911e-06 -1.2659916569800144e-06 -0.0006544062179928124 -0.012702111600700896 0.0013035951156288364 2.052854767203067e-05 -1.9557060157551202e-07 -4.00547309118656e-05 3.764880457347602e-07 -0.0004604347898929356 3.138194524291823e-05 0.001023652070212205 0.001965419405082509 0.0008910107320151081 0.001174843227350803 -0.0008489168609383898 0.0024421030802075166 0.0024877504730216695 -0.0010482684544826648 0.0005781886110002723 -0.0010686227791162864 -0.0008285749587643649 0.0012810203578373747 0.002405988269381009 0.00035232993708301787 0.0029225159805494724 -0.0006708719832546568 -0.003351366521278159 -0.0015283424390063955 -8.203933737462461e-07 -3.778666774597845e-05 1.001217809833802e-05 2.5673462379359572e-05 2.9370613384288814e-05 -2.4474686314242457e-05 1.3096635533842273e-05
age2 -4.8661716428109675e-05 8.68915491761805e-10 -2.0627453492050103e-05 -0.00018130656957150113 2.0528547672039363e-05 6.786669691688293e-07 -6.689929349677809e-09 -6.75625812306978e-07 6.662418465336607e-09 9.486942386463377e-06 1.0598283155301367e-05 2.8950391218888693e-06 2.3405041497924807e-05 4.359519646312053e-05 2.4006980106594354e-05 -1.4368002300107967e-05 5.224283153722402e-05 2.5139167646141186e-05 -7.24572074941205e-05 -3.2858658086331175e-06 1.7714067618123327e-05 -1.1139944927060742e-05 -4.60596914612528e-07 -1.1979071091790898e-05 7.022097708747636e-05 9.050920396695839e-05 1.1020846313585714e-05 -8.17754359498128e-05 -4.329140474858302e-05 -2.4830096805184184e-07 -7.079491200990873e-07 1.033597077568497e-07 -1.0729428249934664e-06 2.1666885566576605e-06 -6.65031833782356e-07 5.401922469043474e-07
age3 5.390351938640433e-07 -2.1986797664691959e-10 1.9628155864621639e-07 1.6532355582428038e-06 -1.955706015756314e-07 -6.689929349678498e-09 6.776323747749294e-11 6.661964231438375e-09 -6.749933925391516e-11 -1.0365374877497777e-07 -8.256281817402674e-08 2.545164228137084e-08 -2.3101056424494915e-07 -4.2996340944969953e-07 -2.2689004963285247e-07 2.2830398387596928e-07 -3.637923334261344e-07 -1.8802635931851448e-07 7.072585843893947e-07 -2.1553479131213396e-09 -1.7037471440951106e-07 6.022556316634991e-08 -1.1779190070130671e-07 4.719218508275872e-08 -7.884971896324e-07 -9.115411149590086e-07 -3.918224387954163e-08 9.043887957715824e-07 4.086694616976214e-07 2.2666920086650726e-09 5.92081033189417e-09 -1.412734708900896e-09 1.0430044138743926e-08 -1.929229771466359e-08 5.751988385869287e-09 -4.651786469292804e-09
age2_sex 3.4206786537061575e-06 1.844561735015242e-08 2.054443778596756e-05 0.00036959981501824725 -4.0054730911870694e-05 -6.756258123068045e-07 6.6619642314355885e-09 1.2839859918123518e-06 -1.2465483954913315e-08 9.4136641178712e-06 -3.0195424685075425e-06 -1.6145370456597356e-05 -6.419466744806192e-05 -3.156744113533803e-05 -3.2946416050783255e-05 3.0534964402910554e-05 -6.722507830303704e-05 -6.942956091419667e-05 4.3399618419594595e-05 -2.269011254772296e-05 3.332434910361106e-05 2.8150923191602703e-05 -3.503239772008059e-05 -7.615265185406927e-05 -1.857889237571175e-05 -0.000103300655306042 1.0957145971558229e-05 0.00010143343714791422 5.307769045205961e-05 2.321105288182616e-08 1.0893401460262263e-06 -4.36910966221923e-07 -6.215290177638018e-07 -9.593448913422517e-07 7.034601031886757e-07 -1.387436689286425e-07
age3_sex -5.7554168891710297e-08 3.2906700965893374e-11 -1.9557922299304498e-07 -3.338420765507704e-06 3.764880457348485e-07 6.662418465335781e-09 -6.749933925389665e-11 -1.2465483954914565e-08 1.2423640253351092e-10 -6.150361409960975e-08 5.174639771839355e-08 5.157853881989263e-08 6.093189205570183e-07 3.391593636990124e-07 2.800466553661204e-07 -3.567193469950247e-07 5.372085719987213e-07 5.885972250085514e-07 -4.629879099094914e-07 2.6472977117267034e-07 -2.9331872051462455e-07 -2.975636510337966e-07 3.3813778703636434e-07 7.524649169757566e-07 2.6207519503355014e-07 1.041136407434055e-06 -6.626330526773245e-08 -1.0064550457773144e-06 -5.715118306534419e-07 -2.3832371848676094e-10 -9.42733645347917e-09 4.873592438666746e-09 4.835133775683325e-09 8.937136774983315e-09 -6.255687937860824e-09 -3.2874847613794023e-10
PC_3 -0.003304457398314355 5.280993013066985e-05 -0.00023800334267077148 0.0062812294705009725 -0.00046043478989324713 9.48694238646097e-06 -1.0365374877495045e-07 9.413664117880773e-06 -6.150361409970067e-08 0.6224808080714703 -0.09302992303766898 0.024631948816116453 0.13183397639062858 0.041849501769042716 0.03280092845851949 -9.227145619776088e-05 -0.10131298646582101 -0.08708208442309157 -0.005833927757690586 0.09673874880916628 -0.015718596220028337 0.18519375566563653 0.06459955291304084 -0.41211537550577254 -0.09555502672821614 -0.044435500818049 0.10842503949644577 -0.11889777574087093 0.24863646114728188 0.00021869014984977173 0.00022261358899846768 0.001440369943666768 -0.00020481645787935645 -0.00011627038195106306 -0.0018526303314750348 -0.0002503241710141208
