 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
PC_13 -0.0019785078072761305 -0.0008982331935045775 -0.19603089504085522 0.003973064366503677 -2.6377694897877194e-05 0.28755169616839443 1.7575110183354539 -2.1235636285657233 0.6327826487187335 -2.3746133404602863 2.1536231218555097 0.3050741119987294 -1.0317195384418736 8.00271468899794 6.414943197554065 49.7674541208476 2.1751366887407424 -6.0002949433875115 -0.7261274095872039 3.9225866214010363 12.455527460403282 5.875765654734926 -1.5022654417351262 -3.093431762362336 -5.325368859599927 0.0161897830422837 -0.030350501987004938 -0.004874664107670803 0.023673981897591966 -0.002199199333395055
PC_14 -0.003065123572049747 0.005114486929424952 -0.2679311766433826 0.005403093103629839 -3.577905034636934e-05 0.43500358999634325 1.7829450055623919 2.1739428130813208 -0.8830509013564117 5.0290254760497195 0.5384636006159594 -0.3065888491593182 -0.02143762616312354 -1.792771476940133 7.192885826593886 2.1751366887408046 57.0254293341547 1.3896660334819708 -2.1009709930072327 4.927944310370318 -4.93836340169532 -9.171346755991891 -8.289493446957849 -8.73675198745477 3.212815142916443 0.008887511987083228 -0.0017116402697609663 0.012203604507348838 0.012155874759353551 -0.010205634226998423
PC_15 -0.08990750221604003 -0.0023921037408914858 0.3334320732142904 -0.006459619308166521 4.111008043594255e-05 -0.578864726982717 -1.5410760246424429 0.5737778980046513 -1.9255921220026802 -2.560296899310943 1.4485414895651245 -0.683201909489793 -1.6402256526392816 5.976555044564562 4.745881513929825 -6.0002949433875985 1.3896660334819384 59.5124709688002 -3.8738211342187223 -0.9194890405107852 10.66258910338683 -2.209958847497559 3.0539473021185883 -0.9441411318501787 -5.309936158258848 0.0037012290558542794 -0.038815056633170565 0.02575766523332897 0.03089571086869847 -0.01974674685295574
PC_16 -0.10335568012811916 0.0014572542913119926 0.1199870080682519 -0.0020871040517224885 1.1854078041050165e-05 -0.38315300804473157 3.511415944313036 1.0831308562485262 -0.1034996372525626 -1.7084899394351816 -3.2980932212081995 -3.1108290531834966 2.98118505149724 -1.0585681484442582 1.750386155810478 -0.7261274095872511 -2.100970993007261 -3.873821134218696 50.27161089341901 -5.545221047963703 -4.0646124805850405 -0.001535865770278005 0.32801054062660845 -2.7796737768566055 -3.9880850983130127 -0.0034087753730214013 0.017013711124452692 -0.030766549362885563 -0.018688982960189452 0.01309857977978703
PC_17 0.03511152342955265 0.00045504890352680985 0.08578309746914971 -0.0019416157355422493 1.4272449149047119e-05 -2.1058158813803405 -1.9586357603453035 -3.349729260087455 3.868828971421933 6.014470279061607 1.5287022416509528 -0.9993043907862017 -0.009291416671046241 8.01013025040918 -0.415331533296121 3.922586621400978 4.927944310370286 -0.9194890405108122 -5.545221047963679 77.38177015623317 6.268404602792237 3.6520879220109292 -5.71558621800314 -7.260569490421003 6.634746850621129 -0.009319055356122269 -0.07486375645096995 0.03146063110780347 0.06268207659830499 -0.016480556064135673
PC_18 0.03845467296791396 0.002268650622340658 -0.07036673788203822 0.0012241468631076853 -6.781417741054901e-06 -0.7840841300813487 -2.411727923030625 -6.360984770906735 0.5347114450994753 -2.0044330995101567 3.6348661552799415 2.034633318399053 2.6776785442128355 -1.1379924545704851 7.787840665817984 12.455527460403284 -4.938363401695346 10.66258910338694 -4.064612480585046 6.268404602792341 71.07920833136994 9.161659177610362 6.262342755522579 -4.247622663028459 3.3870735185664715 0.0239354020618127 -0.008810689162412596 -0.03351861413517574 -0.010748675884236988 0.0065269731243277306
PC_19 -0.01312023335530182 -0.0015254913234118656 0.100923867100036 -0.002046439334567042 1.3305278521569705e-05 -0.05745234399370323 -0.4805129358427306 -3.615717989565667 2.0792145621034126 -3.21537418376214 -1.1862861141384173 3.746668144967296 1.5758545438612195 -2.5082660308813485 0.4108126076688412 5.875765654734879 -9.171346755991909 -2.2099588474975533 -0.0015358657702899453 3.652087922010928 9.161659177610298 64.02234280075658 0.31155940464118576 4.577055451048076 6.0162781584200955 -0.00024929510006344756 -0.013672361439553748 -0.046911460838685824 0.008929961782188717 0.025060395713344563
PC_20 -0.11603443196582308 0.0008568716455502911 0.0798858552454096 -0.0012151755684358912 5.880011931475304e-06 1.5812753611937358 -2.2237427738472055 -1.3691069502231152 -4.342325180954692 -4.763763494995258 5.320804954243677 -5.470545877429515 -0.5819641883710465 2.099666770636133 -4.476569803281406 -1.502265441735145 -8.289493446957877 3.0539473021186843 0.32801054062662555 -5.715586218003137 6.262342755522619 0.31155940464120435 84.87495128624425 -1.9625921129871324 -5.225477194756081 0.00014485413234709778 0.039843034816874005 0.022294617364903572 -0.03764384536681861 -0.03125328840494124
PC_21 -0.056813380316571245 -0.00041166091674333814 0.10548172503161007 -0.0018896572085481975 1.1223182163055012e-05 -0.4111847549691606 2.244292581541179 -1.9368551469187785 2.0670502461310813 2.9829306192168383 0.05575821455518593 -1.8562767384854388 -6.877753090150709 -9.42023641073415 0.7685389103926362 -3.093431762362386 -8.736751987454806 -0.9441411318501385 -2.779673776856615 -7.260569490420972 -4.247622663028465 4.577055451048084 -1.962592112987121 79.36423258918543 7.402870785147768 -0.021748598575375817 0.026490229410627942 -0.032458410839887444 -0.010198007418905948 0.028833441760147217
PC_22 -0.010334709275301763 -0.0018452460259418566 -0.06066017849499343 0.001315327659201576 -9.214344204977861e-06 1.8784251717431801 1.0005618060393173 0.9438108963560405 -0.18469209503712716 -2.345555246541172 -5.223387313209395 2.3004229491476265 -5.422574066171378 2.670076110248138 -2.397003851430634 -5.3253688595999575 3.2128151429163885 -5.309936158258776 -3.9880850983129816 6.6347468506211555 3.387073518566487 6.016278158420133 -5.225477194756066 7.402870785147801 62.100782924309016 -0.007825482460475238 0.037146923665794224 -0.004770438323208308 -0.017391100555059064 -0.0003298228176739524
proband 0.0006901797482298254 -5.484106122714174e-06 -0.00019563607253412783 1.224455534507364e-06 8.671331613815524e-09 -0.0009691555925997521 -0.00401259025293015 0.0003475766734676395 0.002703547001338509 -0.03499454688721166 -0.008111582975197507 -0.010891142893761294 0.004304487931924899 -0.011026508957418588 0.007652897192303038 0.0161897830422845 0.008887511987083322 0.003701229055854603 -0.0034087753730221004 -0.009319055356121486 0.023935402061812997 -0.00024929510006341824 0.00014485413234607207 -0.021748598575376372 -0.007825482460474598 0.002228317947759779 -0.0012343476373162844 -0.0008270315449742193 0.00013041244245430504 -0.0003068567079138436
paternal -0.0005978885399538284 2.6024009040888023e-05 -0.0011755230589903564 2.6003358159865825e-05 -1.8631857075421443e-07 0.006406826433863153 0.0017721132594894125 0.013452855177743786 -0.014583877247775292 0.01954491318358231 0.031775923328150435 -0.0024330615951036936 0.008254301070704143 -0.02273280921938242 -0.02409031343004306 -0.03035050198700357 -0.0017116402697592696 -0.03881505663316882 0.017013711124451592 -0.0748637564509674 -0.008810689162404755 -0.01367236143955391 0.03984303481687843 0.02649022941062852 0.037146923665793787 -0.0012343476373162855 0.008917642253946347 0.0005126546909663889 -0.006580429975567406 -0.00012848917567990882
maternal 6.196672527953643e-05 2.5887762616786305e-05 -0.0008837035905422138 1.8523613629611887e-05 -1.246557428091332e-07 0.001769747326211125 0.010117996587332317 0.01772780170896113 -0.0048522089954065 -0.007100344953453 0.015890331634011226 0.017017285135181897 -0.013248312068710572 -0.0012971513776547264 0.026650578353090988 -0.004874664107669668 0.012203604507349721 0.02575766523332992 -0.030766549362883235 0.03146063110780123 -0.033518614135178086 -0.04691146083868705 0.022294617364901438 -0.03245841083988833 -0.004770438323207923 -0.0008270315449742264 0.0005126546909663876 0.007416673366601287 -0.00010660535062486721 -0.005381618173151286
gp 0.00030363066961155207 -2.764679118155911e-05 0.0004072584963742627 -9.036669518708104e-06 6.417414153873858e-08 -0.006948302768886258 -0.001803173689364791 -0.003505800399814953 0.017646446916274046 -0.0009936287475950122 -0.017187749246720476 0.01566273385402468 -0.011345793188605728 0.029139994682857294 0.011354651413512475 0.023673981897590585 0.012155874759351497 0.030895710868695678 -0.018688982960188106 0.06268207659830323 -0.010748675884243577 0.008929961782189012 -0.03764384536682149 -0.01019800741890548 -0.01739110055505834 0.00013041244245430447 -0.006580429975567409 -0.00010660535062487295 0.005959824361907153 0.00015602772367040595
gm -0.0004594281603687807 -1.4538973889412173e-05 0.0012353282959392498 -2.4479043972890986e-05 1.5744234180837445e-07 0.0025533573049681575 -0.004854186603582971 -0.011172225640387452 0.008588235676519625 0.02532891681922329 -0.007743151527842465 -0.009745602253759504 0.006562018704588751 0.013737079221090803 -0.013622876537304613 -0.002199199333398 -0.010205634226999119 -0.019746746852957537 0.013098579779785516 -0.016480556064135204 0.006526973124326153 0.02506039571334562 -0.03125328840494083 0.02883344176014885 -0.00032982281767444303 -0.00030685670791383795 -0.00012848917567990568 -0.005381618173151294 0.00015602772367040029 0.005171930300358179
