 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gp gm
intercept 0.11645255359509504 1.899924318003166e-05 -0.14866939354110262 0.0025643544888753478 -1.442159645763061e-05 -0.055779574883108585 0.0005099039053488223 -0.018296133368653423 -0.020683664219417714 0.08053998175523383 -0.041332412745546256 0.046365914079919884 0.06712857513477327 0.03310221689617352 -0.054745666021649354 -0.001978507807197483 -0.0030651235719876624 -0.08990750221610172 -0.10335568012812882 0.03511152342953974 0.03845467296794835 -0.013120233355315942 -0.11603443196581713 -0.056813380316572654 -0.010334709275259459 0.0006901797482296689 -0.0005978885399541923 6.196672527987345e-05 0.000303630669612045 -0.00045942816036912283
yob 1.8999243179916168e-05 1.7817066299744685e-05 -5.663442767384468e-05 1.2627924615540765e-06 -7.54332649166394e-09 0.0006757917837445336 0.0016696116100644157 0.00046329494246787306 -0.004141255473362334 0.0012723206832553071 -0.0011805141604008251 0.0006114777001172011 -0.0007493649098674945 0.0017137348561819406 -0.0005549746242600836 -0.0008982331935047185 0.005114486929424731 -0.002392103740891316 0.0014572542913119822 0.0004550489035268031 0.002268650622340674 -0.0015254913234117404 0.0008568716455503139 -0.00041166091674321823 -0.0018452460259418735 -5.484106122713918e-06 2.6024009040887563e-05 2.5887762616783743e-05 -2.7646791181558053e-05 -1.453897388940989e-05
age -0.14866939354104594 -5.6634427674075394e-05 0.4280444927959935 -0.008071640940844395 5.0253484975062044e-05 0.01343171716811757 0.00526250590768851 -0.025557670383672352 0.12913854681088538 -0.1081095257709354 0.08665774729719088 -0.15258194404411377 -0.03861020386785749 0.07907083812957671 0.17946779269778332 -0.19603089504101076 -0.2679311766434667 0.33343207321433954 0.1199870080682379 0.08578309746914836 -0.0703667378821181 0.10092386710003558 0.07988585524536324 0.1054817250315754 -0.06066017849509805 -0.00019563607253364582 -0.0011755230589884924 -0.0008837035905427202 0.0004072584963723545 0.0012353282959396792
age2 0.0025643544888742224 1.2627924615516009e-06 -0.008071640940844177 0.00015314534898665643 -9.59345568743936e-07 -9.72811804977011e-05 -8.237322149644715e-05 0.0006021453663025041 -0.0025752909986624883 0.0019418684739032886 -0.001691025923301716 0.0029356592509339717 0.0004846241537102236 -0.0017495067981399327 -0.0035457805394062893 0.0039730643665065275 0.0054030931036312966 -0.006459619308167253 -0.002087104051722169 -0.0019416157355421604 0.0012241468631091945 -0.0020464393345669784 -0.0012151755684349913 -0.0018896572085474923 0.0013153276592035232 1.2244555344982323e-06 2.600335815982957e-05 1.8523613629620785e-05 -9.036669518671484e-06 -2.447904397289831e-05
age3 -1.4421596457623114e-05 -7.54332649166433e-09 5.0253484975059286e-05 -9.593455687439096e-07 6.047002612509747e-09 -3.483765103466103e-07 5.274817694210603e-07 -4.547487143117995e-06 1.6624797479675174e-05 -1.1393635077596342e-05 1.0489675081170856e-05 -1.885252173529225e-05 -1.5099496605795964e-06 1.2948038573509243e-05 2.2911582325851613e-05 -2.6377694897894372e-05 -3.5779050346377604e-05 4.111008043594596e-05 1.1854078041047849e-05 1.4272449149046213e-05 -6.781417741064234e-06 1.330527852156897e-05 5.880011931469347e-06 1.1223182163050287e-05 -9.21434420498985e-06 8.671331613872671e-09 -1.8631857075398174e-07 -1.2465574280918462e-07 6.417414153850645e-08 1.574423418084154e-07
PC_3 -0.055779574883117106 0.0006757917837445282 0.01343171716814855 -9.728118049828656e-05 -3.4837651034287337e-07 3.3146071487640034 -0.28923181724169944 0.0992068473668668 -1.028588042175684 0.8203562496364826 0.5285321235165991 -0.7107946031115412 -0.7438789429444899 -0.7340002991422034 -0.7375852004842056 0.28755169616837667 0.4350035899963219 -0.5788647269826865 -0.3831530080447231 -2.105815881380338 -0.7840841300813501 -0.057452343993694366 1.5812753611937411 -0.411184754969145 1.8784251717431728 -0.0009691555925997953 0.006406826433863868 0.0017697473262105184 -0.006948302768886285 0.002553357304968543
PC_4 0.0005099039053464832 0.0016696116100643793 0.005262505907695474 -8.237322149658882e-05 5.274817694217885e-07 -0.2892318172416989 11.517683667906544 1.036916310043038 1.2733082529897026 0.9490123257862195 -0.8910247075866495 -1.9624438078321138 2.7747531158840717 -2.6412823293630128 1.7680630358338347 1.757511018335442 1.782945005562396 -1.5410760246424702 3.5114159443130597 -1.9586357603453346 -2.4117279230306012 -0.4805129358426972 -2.2237427738472153 2.2442925815411816 1.0005618060393282 -0.004012590252929264 0.0017721132594878993 0.010117996587327736 -0.0018031736893640816 -0.004854186603576761
PC_5 -0.01829613336866359 0.0004632949424678773 -0.02555767038365598 0.000602145366302209 -4.547487143116283e-06 0.0992068473668715 1.0369163100430505 13.754057590746052 -0.664137910476905 -0.3481815209423354 -2.688497069674218 -0.6135309962006962 -1.4837476893405614 -0.569420603205759 -2.9479693302972425 -2.1235636285657233 2.173942813081319 0.5737778980046491 1.0831308562485373 -3.3497292600874653 -6.360984770906719 -3.6157179895656606 -1.3691069502231052 -1.9368551469187503 0.9438108963560524 0.000347576673468224 0.01345285517774452 0.017727801708958924 -0.0035058003998131807 -0.011172225640386104
PC_6 -0.020683664219398188 -0.0041412554733624525 0.12913854681088685 -0.0025752909986626 1.6624797479676278e-05 -1.028588042175704 1.2733082529896975 -0.6641379104769071 22.241900470782337 0.08674758272370023 -3.5778972623242726 1.9994529781870383 -1.6848533575281752 2.636980635237828 2.337278677965747 0.632782648718708 -0.8830509013564349 -1.925592122002643 -0.10349963725258655 3.868828971421973 0.5347114450994503 2.079214562103413 -4.342325180954757 2.0670502461310294 -0.18469209503716888 0.0027035470013386208 -0.014583877247780295 -0.004852208995403126 0.017646446916273397 0.008588235676517609
PC_7 0.08053998175523065 0.0012723206832553453 -0.10810952577096362 0.0019418684739038604 -1.1393635077600178e-05 0.8203562496364835 0.9490123257862342 -0.34818152094231153 0.08674758272369923 29.094934561679498 -0.5053780509991054 3.863008691753159 -2.1753631999683085 -0.31525032352506394 4.372308862806224 -2.374613340460252 5.029025476049752 -2.5602968993109667 -1.708489939435184 6.014470279061569 -2.0044330995101234 -3.2153741837621475 -4.763763494995255 2.982930619216856 -2.345555246541149 -0.0349945468872108 0.019544913183579486 -0.0071003449534541765 -0.000993628747592743 0.025328916819221333
PC_8 -0.04133241274553117 -0.0011805141604008323 0.08665774729717732 -0.0016910259233015 1.0489675081169774e-05 0.5285321235165934 -0.8910247075866198 -2.6884970696742165 -3.577897262324271 -0.5053780509990886 29.92296054487129 -0.7833561123476794 2.6473951088767915 3.4074010623657034 -0.5269744797157768 2.1536231218554747 0.5384636006159491 1.448541489565116 -3.2980932212081795 1.5287022416509353 3.634866155279919 -1.1862861141384229 5.320804954243683 0.05575821455517517 -5.223387313209422 -0.008111582975198045 0.031775923328153946 0.015890331634012 -0.017187749246722443 -0.007743151527840319
PC_9 0.04636591407989388 0.00061147770011709 -0.15258194404409692 0.002935659250933741 -1.8852521735291206e-05 -0.7107946031115296 -1.9624438078320834 -0.6135309962006984 1.9994529781870425 3.8630086917531656 -0.7833561123476792 36.55572299219697 3.795314639363218 -1.527898111726706 -1.1483646505658793 0.30507411199877765 -0.3065888491592964 -0.6832019094897956 -3.1108290531834903 -0.9993043907861974 2.034633318399053 3.746668144967298 -5.470545877429511 -1.8562767384854164 2.3004229491476593 -0.01089114289376142 -0.002433061595104408 0.017017285135182185 0.015662733854027524 -0.009745602253762031
PC_10 0.06712857513480261 -0.0007493649098674894 -0.03861020386796199 0.0004846241537122218 -1.5099496605922063e-06 -0.7438789429444885 2.7747531158840575 -1.4837476893405581 -1.6848533575282012 -2.175363199968273 2.647395108876763 3.79531463936324 52.17754699166432 4.4259803672022064 -8.691926977114699 -1.0317195384418179 -0.021437626163055848 -1.6402256526393852 2.98118505149723 -0.009291416671102322 2.6776785442128874 1.5758545438612162 -0.5819641883710582 -6.8777530901507165 -5.422574066171351 0.004304487931925472 0.008254301070705716 -0.013248312068712468 -0.0113457931886072 0.0065620187045918104
PC_11 0.033102216896188856 0.0017137348561820703 0.07907083812957076 -0.0017495067981398785 1.2948038573509226e-05 -0.7340002991422062 -2.6412823293630097 -0.569420603205767 2.6369806352378133 -0.31525032352503235 3.407401062365705 -1.5278981117267192 4.425980367202245 47.450524214543584 -0.8891110713090595 8.0027146889979 -1.7927714769401635 5.9765550445645275 -1.0585681484442302 8.010130250409176 -1.1379924545705176 -2.508266030881319 2.099666770636112 -9.42023641073415 2.670076110248124 -0.011026508957419337 -0.022732809219381204 -0.0012971513776570997 0.02913999468285639 0.013737079221097992
PC_12 -0.054745666021620794 -0.000554974624260224 0.17946779269777186 -0.003545780539406184 2.2911582325851542e-05 -0.7375852004842244 1.7680630358338243 -2.947969330297236 2.3372786779657186 4.372308862806211 -0.5269744797158072 -1.1483646505658496 -8.691926977114669 -0.8891110713090317 52.99562990313875 6.414943197554045 7.192885826593887 4.745881513929901 1.7503861558104268 -0.41533153329600664 7.7878406658179316 0.41081260766883404 -4.476569803281522 0.7685389103925784 -2.397003851430708 0.007652897192305032 -0.024090313430051923 0.026650578353090478 0.011354651413521148 -0.013622876537306391
