 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.0052329211266994285 -2.44284230385329e-06 0.00046610579356565565 0.0008077783180183491 -0.0001478665260655453 -1.9823782732765196e-05 2.3798168286134844e-07 6.885915702198503e-06 -8.699980557658538e-08 -0.0015225590854152985 0.0007167062562920241 0.00016916471778384375 -0.0006400777683271829 -0.0004083380096291378 -0.001128651383576902 0.0009553460652038303 0.00010116784609843685 -0.0015281357060977752 -0.0026090851466924504 3.9737187107852814e-05 -0.0033865693174904587 -0.0033370442107346007 -0.005091572631412109 -0.0032716593450915765 -0.003345395428262161 -0.0028324166612642555 0.0006714042228661614 0.005422550787741 0.002845913961328756 1.0943402194741346e-05 -1.2748868720287016e-05 2.276349473029125e-07 2.9773820175693923e-05 1.8130308874815782e-06 -1.2811478919502343e-05 -3.0507792787682468e-05
yob -2.4428423038528855e-06 1.5900691909376018e-06 1.3456687924680742e-06 5.074337030207413e-06 -5.563028780088149e-07 -4.042267742646162e-09 -2.9290163430611695e-12 8.701265371690392e-09 -4.5313945847053845e-13 1.6435038923884174e-05 0.0002270909281343934 1.7324260917305467e-05 -0.0001463158238462615 5.0443709981846485e-05 -0.00017253990193582947 -3.511621113441717e-05 -7.268600543956563e-05 0.00020407727304097144 -5.1961947533188826e-05 -0.00015046144976315614 0.0001286793603253475 -0.0001094454270820333 4.2852778941034015e-06 0.00010028221367146537 9.054121146711429e-05 -4.0904924576596545e-05 -5.8621207138384577e-05 4.678262785903322e-05 -0.00020490739416451884 3.122366849896656e-08 7.720336972619637e-07 2.1542938673542806e-07 -1.3735740425118749e-06 -5.578190908177672e-08 4.2642424972594486e-07 -3.1708860502548623e-07
age 0.00046610579356605084 1.3456687924749243e-06 0.00016140924110035957 0.0011727337222416502 -0.0001548126074921224 -5.666922745006224e-06 5.8072266272042324e-08 5.480878123019148e-06 -5.628642863158881e-08 -8.60590551516528e-05 0.0003726994652374614 0.00016833809207861074 -4.375217638187094e-05 -0.0005244476228501159 -0.0002542770878485994 -0.00022382880500801015 -0.0004164308516726044 -0.00047548305948785834 0.0001830123871878364 -0.00016184818237035997 -0.00012220495369458936 -0.0003436468584237925 -0.00017871807949414552 -4.482092727266222e-05 9.536417068206094e-06 -0.0009504962627496395 -0.00029149497595872497 0.0006089593241114399 0.00016472158090771345 3.106648791053304e-06 4.658212146970954e-06 -2.749369647837628e-06 4.6608856786637357e-07 -8.722630113475385e-06 2.0903216376916513e-06 1.5321873136592025e-06
sex 0.0008077783180251582 5.074337030198251e-06 0.0011727337222425813 0.01737821771765467 -0.002014336636508299 -3.9075128219331665e-05 3.864642285981191e-07 6.607688215324113e-05 -6.455455329924489e-07 -0.00032688436314390546 0.0025674161080264167 0.0028861874950086683 -0.0011644214238062797 -0.005901165199573669 -0.0013604223283374248 -0.00033786496291075233 -0.0035885456863419905 -0.008726744930094447 0.0009214734195788911 -0.002560765315959813 4.926632664178054e-05 -0.003979284609991711 -0.0008693931649467042 -0.005952686575070657 0.00021472163607265954 -0.007540426578781487 -0.0022526991478999184 0.0010700466433838486 -7.467128929701332e-05 1.4201028491036021e-05 9.001318982128122e-06 -5.781681791972588e-05 3.084427331819951e-06 -1.1732780587585613e-05 1.4533718906603e-05 7.112579834628946e-05
age_sex -0.00014786652606656178 -5.563028780081033e-07 -0.00015481260749226927 -0.002014336636508385 0.0002589745632868489 5.4796298485088575e-06 -5.63498783159109e-08 -9.0266620202418e-06 9.177821599400479e-08 1.5283401293076377e-05 -0.0003554443214588977 -0.00042998530185115705 0.0001918010086526143 0.0006327693787569868 -7.64101198085609e-06 -6.27231654161805e-05 0.0005771515074820238 0.0010753691170682855 -0.00025331904217007706 0.00032463941995970947 -5.121757852456648e-05 0.0004858554108404346 0.00010465963259821562 0.0006293832306211252 -1.8409351215304875e-05 0.00101290150529717 0.0002591646199243736 -6.831592794604245e-05 -0.00017948614496546785 -1.935907578811516e-06 -1.8703977748329253e-06 7.559686688946295e-06 -1.9701402683294183e-06 5.154583120542893e-06 -3.895621319223241e-06 -6.3395689329899865e-06
age2 -1.982378273278265e-05 -4.042267742717506e-09 -5.666922745006829e-06 -3.9075128219299715e-05 5.479629848503793e-06 2.1021882637261428e-07 -2.234230778839068e-09 -2.0378252707094877e-07 2.170175852635264e-09 2.397694910643594e-06 -8.862909034766475e-06 -7.482600831592691e-06 -4.5324292849199235e-07 2.1502113661702722e-05 8.44712108256361e-07 4.201499267698605e-06 1.1054294181624127e-05 2.105909868676578e-05 -9.223366879716104e-06 3.3074539307906634e-06 7.939973718527839e-06 1.2328175937986014e-05 8.746264069155627e-06 2.9900747850864887e-06 5.95325883213928e-06 3.367621052331495e-05 3.893577262502711e-06 -2.5081619462871077e-05 -8.58160375336538e-06 -9.899710271651444e-08 -1.1752862325737852e-07 1.25951036978856e-07 -7.656276518867312e-08 3.034893260128297e-07 -1.1725516739734724e-07 -1.7630504404611408e-08
age3 2.3798168286156216e-07 -2.9290163429614344e-12 5.8072266272053236e-08 3.8646422859779797e-07 -5.634987831585988e-08 -2.234230778839253e-09 2.4449342658830586e-11 2.170762672360157e-09 -2.379219847239993e-11 -2.4443745651556115e-08 1.0512357179555044e-07 8.695758147171461e-08 -2.0206926917750626e-08 -2.191523299216014e-07 8.080469870452254e-09 -1.4836179161099296e-08 -9.790832755695189e-08 -2.0706592583733397e-07 8.397825577285564e-08 -4.464224379656598e-08 -9.321403116915626e-08 -1.5297658340314608e-07 -1.326326869340322e-07 -4.1494245344537695e-08 -9.372440959116748e-08 -3.5411761799513775e-07 -5.08558544223133e-09 2.9776480717917506e-07 1.0267351833053001e-07 1.0089002323465303e-09 8.772657326990516e-10 -1.5961006284758883e-09 1.0743652186807157e-09 -2.9725579202513952e-09 1.5034203435597619e-09 1.2838192421732018e-11
age2_sex 6.885915702238571e-06 8.70126537172438e-09 5.480878123025205e-06 6.607688215324764e-05 -9.026662020242236e-06 -2.0378252707115675e-07 2.1707626723622576e-09 3.2983163013403097e-07 -3.473360266251678e-09 -1.8356194608825763e-07 1.306012667465444e-05 1.633717460948034e-05 -7.769716790675607e-06 -2.032583825133351e-05 4.19731022402236e-06 5.015125626726342e-06 -2.1457439129325077e-05 -3.578637280495795e-05 9.59424372466108e-06 -1.1534181535659174e-05 1.9011519263631908e-06 -1.5779652611267153e-05 -4.1744629301158085e-06 -1.7580905209276908e-05 -9.659091235063206e-07 -3.6415472694035955e-05 -7.74422624937834e-06 3.033316269301665e-06 1.1634913762120986e-05 7.163415372730068e-08 7.046080934735583e-08 -2.858756086341132e-07 9.47590304633576e-08 -2.499083279702927e-07 1.876045510412993e-07 1.815452160219283e-07
age3_sex -8.699980557701482e-08 -4.531394609342633e-13 -5.6286428631659e-08 -6.455455329925434e-07 9.177821599401303e-08 2.1701758526376465e-09 -2.3792198472424027e-11 -3.473360266251817e-09 3.765091699008206e-11 -1.7854224579386996e-09 -1.3256234244508343e-07 -1.7404622495608893e-07 8.80505817323756e-08 2.026410119485543e-07 -6.635526251539259e-08 -7.532099607635322e-08 2.185871202065134e-07 3.485401833541295e-07 -9.411927837137274e-08 1.2449048125380985e-07 -1.4407162368849272e-08 1.5533638122722775e-07 5.5286011751519775e-08 1.5313236245688667e-07 2.7898807126982705e-08 3.72658376867054e-07 5.763750831850351e-08 -5.8533943062431673e-08 -1.7852129726432357e-07 -8.432781567374045e-10 -6.866118724790557e-10 3.1432373036639857e-09 -1.1138084289881494e-09 2.923335623681871e-09 -2.2507803517266494e-09 -1.6367777725411183e-09
PC_3 -0.0015225590854147572 1.6435038923884103e-05 -8.605905515148898e-05 -0.0003268843631426082 1.528340129287721e-05 2.3976949106371398e-06 -2.444374565148441e-08 -1.835619460805021e-07 -1.785422458025677e-09 0.34266204253881094 -0.05693207022174259 0.023303770899981237 0.0547511423124673 0.011400290949368409 0.014217766923892582 0.016587905358557208 -0.054429242642447535 -0.05126233471465538 -0.0255558617740036 0.06614656810067449 0.006990733408878403 0.09472679223375001 0.014342650219511434 -0.1443418581080856 -0.04180690654219261 -0.00725243102830384 0.03871498465178677 -0.0659789491781091 0.13972841546427509 -1.7276647039699823e-05 0.00039570783793774184 0.0004502542053894896 -0.00017727073129620275 -0.0003607614766611351 -0.0004626489249324579 -0.00010035940273767793
