 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.00811676098798295 -5.281556992407421e-06 0.0006953621137496683 0.0007559926547058512 -0.00014343849738942735 -2.9260551473379967e-05 3.4892162662353134e-07 6.952236151129188e-06 -8.948991353708954e-08 -0.0018354630848624774 0.0025371955077241417 -0.001398492289557086 0.000413474402934651 -6.668800892883621e-05 -0.0024891327045743323 0.0012780746669672554 -0.00023012531611017986 0.00015123127598742832 -0.0036713950022318875 -0.0009027675055263203 -0.004061489846838109 -0.0032672592522912844 -0.006136554033972106 -0.0019281198959817788 -0.003526551049841792 -0.004199936175789329 0.00010859598105354176 0.007163511584749474 0.004057311808245726 1.1131765124323359e-05 -2.237838852753376e-05 1.1313570835019482e-05 4.726536721392302e-05 1.8351705925063014e-05 -2.635766153128483e-06 -6.057695559095391e-05
yob -5.281556992407176e-06 2.3200891108045095e-06 1.3237157100961047e-06 6.242435016872181e-06 -8.177603931246442e-07 1.3468006418181106e-08 -1.9062680502907455e-10 1.2501967221153737e-08 1.269690984829641e-11 2.2679510927057794e-05 0.0002934317641298361 3.577650614181199e-05 -0.0002354940213408188 9.963215695049576e-05 -0.00024219528924714951 -3.3065093773898954e-05 -9.356943872792032e-05 0.00025806355872217286 -8.378107753390902e-05 -0.00020692368893154923 0.00018672661093391705 -0.00014115437139518015 -6.60919051808375e-05 0.0001351226465701428 0.0001633753611403821 -3.738936380798433e-05 -9.653190008583822e-05 6.107425318279801e-05 -0.0003117147929053638 3.224036804879241e-08 1.1858066576532712e-06 6.952085506920084e-07 -1.609503869287737e-06 -3.4049167937991514e-07 1.0162600948216232e-06 -8.61202378633863e-07
age 0.0006953621137467604 1.3237157100992275e-06 0.000241247563469574 0.001820929328666704 -0.00023807145346249663 -8.480729212788377e-06 8.7028658400519e-08 8.405298944770417e-06 -8.629174681946324e-08 -0.0001255517531285213 0.00043381021542600377 -0.00017285150372721816 8.262880726573677e-05 -0.0004482156556581718 -0.00014854779668734154 -0.0003948254171435505 -0.00018834604489393564 -0.00034157214946355666 0.00013495328065404327 -5.8962549203940364e-05 -0.0004993396897749788 -7.358726375483083e-05 -0.0006003678449239636 -0.00029048112138845147 0.00023746624512479078 -0.0009387310448142241 -0.0005077668382087478 0.0013906362378843125 0.0005792594143635794 2.705780628102747e-06 4.887378917003369e-06 -1.6351573775899668e-06 3.88939309208931e-06 -8.85819741853563e-06 8.546245429003413e-06 -3.9463592935179256e-06
sex 0.0007559926546664895 6.242435016939283e-06 0.0018209293286615606 0.029032176663876547 -0.0033577946470554516 -6.073889554825381e-05 6.017480758564115e-07 0.00011019286767639925 -1.0776116117162222e-06 8.748662131696349e-05 0.0013384318895825564 0.0018007837434199435 -0.0019986183361195425 -0.006585994275771466 0.000824521988466664 -0.0004961931959618049 -0.0021984739196846776 -0.010746325038222933 -0.0007165644574772815 -0.0027114580684280388 -0.0028219890473191976 -0.004392790637694303 -0.006489975897824937 -0.014666051000390836 0.003980576019395016 -0.008727793186134276 -0.0020479432730996384 0.008960056523537933 -0.00014598560812155645 8.168934971117152e-06 -3.519538570312335e-05 -5.158134887010283e-05 8.08179796724916e-05 3.087977308406946e-05 4.314822816927104e-05 6.34426695537121e-05
age_sex -0.00014343849738409712 -8.17760393128981e-07 -0.00023807145346183928 -0.0033577946470561408 0.00042798928373244594 8.397220288585573e-06 -8.628927855734184e-08 -1.4872638806232832e-05 1.510409928586652e-07 -5.6958564706728576e-05 -0.00027740568998280434 -0.00032644113176539874 0.0002740161033300865 0.0007076049002587689 -0.00021431482717501827 2.1936858394790244e-05 0.0004255763926976682 0.0012666488240823664 -5.8141885830591156e-05 0.00031973455658936375 0.00021579805662166592 0.00032321034225634153 0.0006394684925727659 0.0016675824175005826 -0.00031443768314336966 0.0011722087161409641 0.00038079397648097836 -0.000995401841756705 -0.00015753271011934177 -4.1673374421229857e-07 1.3997530144683588e-06 6.499144892143634e-06 -1.0261448958232447e-05 2.0314125842605296e-06 -8.326137103334319e-06 -3.772064142856288e-06
age2 -2.9260551473272617e-05 1.3468006418058736e-08 -8.480729212789443e-06 -6.0738895548459094e-05 8.397220288611806e-06 3.1363152037484643e-07 -3.3300365819154218e-09 -3.105424160603946e-07 3.300115092835764e-09 2.987017609037666e-06 -1.1536801549305077e-05 4.172634567198213e-06 -6.944397498609425e-06 2.2518891086832567e-05 -1.7400778276640825e-06 9.672741549386208e-06 1.2640383421981685e-06 1.5435172331541263e-05 -8.170577218437025e-06 -6.965018933640931e-07 2.006978508129795e-05 1.5663702689980037e-06 2.0186498629444737e-05 1.2485847243315993e-05 3.4861203913260437e-06 3.6969964614036804e-05 1.049096862103422e-05 -5.238157063796307e-05 -2.125558650876095e-05 -6.12799701991628e-08 -9.599967275328993e-08 7.321146565370047e-08 -2.0700137793204608e-07 2.5632610240766247e-07 -3.222162928245743e-07 1.826026682451244e-07
age3 3.489216266224041e-07 -1.9062680502761468e-10 8.702865840053947e-08 6.01748075858711e-07 -8.628927855763645e-08 -3.3300365819157464e-09 3.635087853825518e-11 3.2997244771013812e-09 -3.60463969439363e-11 -2.361312656608181e-08 1.5756101774332387e-07 -3.452589511155937e-08 5.576251564097756e-08 -2.41232678817034e-07 1.6821746319549686e-08 -7.022991754419686e-08 6.129787614942489e-09 -1.198976064891047e-07 7.335852908419363e-08 -1.1493320966405105e-08 -1.9368454545820895e-07 -3.291359749064379e-08 -2.4111965815511413e-07 -1.364540294131092e-07 -8.754488412216164e-08 -4.162554152797045e-07 -7.371457458109233e-08 5.674043807021381e-07 2.071091754757936e-07 4.525965889414937e-10 3.829281741596865e-10 -8.912647281168081e-10 2.578609894890011e-09 -2.059339279365051e-09 3.492184796746271e-09 -2.084606623378885e-09
age2_sex 6.952236150936423e-06 1.2501967221247538e-08 8.405298944747771e-06 0.00011019286767644484 -1.4872638806235607e-05 -3.1054241605948866e-07 3.2997244770911875e-09 5.404662237253068e-07 -5.675695650720837e-09 2.616099252175851e-06 1.2560772556058616e-05 1.2714744451853267e-05 -8.283910873007617e-06 -2.3706117674413782e-05 1.0464151275194001e-05 1.174967392304021e-06 -1.5130449191051323e-05 -3.8661659975254454e-05 4.413689349174815e-06 -9.508325290096755e-06 -5.22275646123337e-06 -4.419555815754766e-06 -1.911515121020271e-05 -5.2062106432211965e-05 5.699230731442926e-06 -4.48860113045365e-05 -1.4020988779202575e-05 3.174345207922257e-05 1.1448726449024939e-05 -1.201539827655731e-08 -2.6008883614089325e-08 -2.3774518755045842e-07 3.5458566009358595e-07 -1.2996209711173e-07 3.5011021780743505e-07 8.296254340341488e-08
age3_sex -8.948991353501742e-08 1.2696909845072621e-11 -8.629174681923401e-08 -1.077611611716869e-06 1.5104099285871703e-07 3.30011509282652e-09 -3.604639694383206e-11 -5.675695650721655e-09 6.129024878028322e-11 -3.545334940709105e-08 -1.4630793514605343e-07 -1.2713690673547554e-07 6.064936237975518e-08 2.472364323278721e-07 -1.2909880303922298e-07 -2.0877098115433515e-08 1.3996899940506852e-07 3.348363398224265e-07 -5.665077770452926e-08 8.804348986845484e-08 3.622638993636136e-08 -5.312738358725591e-09 1.8076812138365773e-07 4.931537819927051e-07 -1.8463033013285432e-08 4.7467212035104604e-07 1.3477504363031746e-07 -3.2039583408543054e-07 -1.8821825061653917e-07 2.2755011812675437e-10 3.5197680284311957e-10 2.4906074622735963e-09 -3.638652615929845e-09 1.4245471435453917e-09 -3.8574339072237935e-09 -6.15460974270757e-10
PC_3 -0.0018354630848637973 2.2679510927059152e-05 -0.0001255517531291555 8.748662131069358e-05 -5.6958564705859025e-05 2.987017609061472e-06 -2.3613126566336947e-08 2.6160992521434104e-06 -3.545334940674249e-08 0.445126243379904 -0.06999047243011118 0.04122657155435689 0.07252711905560566 0.016228311941840785 0.014027016874036765 0.044089085269718546 -0.07105306836601841 -0.050469247163619106 -0.02001177264341233 0.0824713665870492 0.006424759013985717 0.12375426424739217 0.03221596674114278 -0.21668692491671607 -0.057238892464150544 -0.029037231584619835 0.0475554378775645 -0.0731978858510315 0.1722786363435497 -5.985884417648869e-06 0.00042607215893303817 0.0005276770045774491 9.623143158308393e-06 -0.0005075595094000405 -0.0006589954621047477 3.200358722818952e-05
