(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband paternal maternal gpp gpm gmp gmm
(Intercept) 0.00882900444653568 0.00769763615886631 0.00258144502314016 -0.00690364989284963 -3.73863062717094e-05 -3.62998828973621e-05 1.08412253703354e-06 0.000128563942847556 0.000167321481444734 -0.000111971373257925 -2.24037342353204e-05 -0.000290579285439391 -0.000109700926721024
covarage 0.00769763615886631 0.0112095320186081 0.00828853903119856 -0.0180573558815022 -6.13366979245841e-05 4.17703991026718e-05 1.86269033315248e-05 -3.81254241069397e-05 -1.52310937918441e-05 -0.000192078640815931 0.000179525621658252 -0.000144045858135781 0.000272871072711622
covarsex 0.00258144502314016 0.00828853903119856 0.0107605345802763 -0.0199942779254221 -4.11469605089266e-05 -5.5162975967289e-06 -5.88934515413838e-06 -7.66872137768234e-05 4.41570316946641e-05 -0.000264161113906207 0.000288016968889499 -0.000130198301777674 0.000242664108765714
covarage_sex -0.00690364989284963 -0.0180573558815022 -0.0199942779254221 0.0421801242017036 2.70124879898493e-05 9.99605247218981e-05 -6.8628144074471e-05 0.000111282957121506 -0.000118268830243079 0.000370514161104997 -0.000401985344771532 0.000335153020060057 -0.000363660018331338
covarPC_3 -3.73863062717094e-05 -6.13366979245841e-05 -4.11469605089266e-05 2.70124879898493e-05 0.00126010463410838 -0.00012172699584805 2.33174721420854e-05 9.10693082892598e-05 0.000114327798789198 6.19606131346619e-05 -0.000186197602321033 -0.000128997124073482 -5.7930590492435e-05
covarPC_4 -3.62998828973621e-05 4.17703991026718e-05 -5.5162975967289e-06 9.99605247218981e-05 -0.00012172699584805 0.00113914505538817 -5.58262013733251e-06 1.00110584719607e-05 -1.59235607344427e-05 5.08056600905518e-05 -0.000131763653110576 -7.74651202126277e-07 -2.89598608451632e-05
proband 1.08412253703354e-06 1.86269033315248e-05 -5.88934515413838e-06 -6.8628144074471e-05 2.33174721420854e-05 -5.58262013733251e-06 0.00247928359030037 -0.00122310155424755 -0.00124054732456099 4.86855873252102e-08 -3.03843989113521e-05 -1.66704753470045e-05 -1.05897510222827e-05
paternal 0.000128563942847556 -3.81254241069397e-05 -7.66872137768234e-05 0.000111282957121506 9.10693082892598e-05 1.00110584719607e-05 -0.00122310155424755 0.00753693399434345 0.000469246183438959 -0.00563957443003328 -0.00482853896512232 0.00016335419510811 -0.000239667285107109
maternal 0.000167321481444734 -1.52310937918441e-05 4.41570316946641e-05 -0.000118268830243079 0.000114327798789198 -1.59235607344427e-05 -0.00124054732456099 0.000469246183438959 0.00732282974989838 3.0922384109423e-05 8.34423846134002e-05 -0.00480412533614406 -0.00525045914247706
gpp -0.000111971373257925 -0.000192078640815931 -0.000264161113906207 0.000370514161104997 6.19606131346619e-05 5.08056600905518e-05 4.86855873252102e-08 -0.00563957443003328 3.0922384109423e-05 0.0213206817443427 -0.0112726238613017 -1.48315429424242e-06 -1.87356660027896e-05
gpm -2.24037342353204e-05 0.000179525621658252 0.000288016968889499 -0.000401985344771532 -0.000186197602321033 -0.000131763653110576 -3.03843989113521e-05 -0.00482853896512232 8.34423846134002e-05 -0.0112726238613017 0.0202333049705191 -0.000322749376443923 0.000308987874570166
gmp -0.000290579285439391 -0.000144045858135781 -0.000130198301777674 0.000335153020060057 -0.000128997124073482 -7.74651202126277e-07 -1.66704753470045e-05 0.00016335419510811 -0.00480412533614406 -1.48315429424242e-06 -0.000322749376443923 0.0110447828336358 -0.00221924579995163
gmm -0.000109700926721024 0.000272871072711622 0.000242664108765714 -0.000363660018331338 -5.7930590492435e-05 -2.89598608451632e-05 -1.05897510222827e-05 -0.000239667285107109 -0.00525045914247706 -1.87356660027896e-05 0.000308987874570166 -0.00221924579995163 0.0117785085876787
