 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.013192644970571786 -9.403640626473735e-06 0.001783367349140615 -0.00408970617434584 0.00019942037780343243 -6.355200090874654e-05 6.789849753593467e-07 -5.314839736715008e-07 -3.870144245911275e-08 -0.0034832223045321814 0.000792575400337742 -0.0025944392713174174 1.4294273143430736e-05 -0.0033116631273039094 -0.0038001368086646304 0.0040802925127277736 0.0019393872282989716 -0.0025025797059028865 -0.005465498212269341 -0.0012590181384816313 -0.004666496286688622 -0.0005716272578080347 -0.008503162189533378 -0.004060704260253464 -0.00795451040788984 -0.004342718552565019 -0.0015428136927483815 0.011103463786301533 0.0067064559094159905 3.4596487201241046e-05 -3.956153071832962e-05 2.2697939471111985e-05 0.0001608591751980156 -7.566561830063578e-05 -7.527649218004294e-06 -0.00015892912760774228
yob -9.403640626474018e-06 3.2169629587983785e-06 3.090813371489179e-06 1.7325854429017225e-05 -2.226401541824355e-06 -7.772064895499463e-09 -8.533942735787705e-11 5.3488277303032404e-08 -3.282171906887191e-10 2.1615022346952067e-05 0.000545424886191502 8.778126038383859e-05 -0.0003983329615187536 0.0002055704162049631 -0.00047222891271897927 -6.876498758845323e-05 -0.00019409540573381789 0.0003933992129588546 -0.00011539197746154089 -0.00031436141969766625 0.0002647239751341549 -0.00017895392516064314 -4.937898554554153e-05 0.00021165480786586736 0.00019441520994006666 -8.013291439155582e-05 -0.00015121782914038259 2.729108086247931e-05 -0.0004106559606460323 -3.7768073246084285e-08 2.2472700991030883e-06 6.37056887353817e-07 -8.753216487336196e-07 -2.9209063683686394e-06 1.4256478727934098e-06 -9.74106759005816e-07
age 0.0017833673491517935 3.0908133715326774e-06 0.0010977421231695107 0.011106767260355884 -0.0010944366047588175 -3.268372386062676e-05 3.004944093983267e-07 3.2655036005934594e-05 -3.0024323268162294e-07 -0.0003697590637164984 0.001046259999440031 -0.0004085807430318814 -0.0009766118874093602 -0.0019700663115629507 -0.0008406721346004444 0.0015528573615875949 -0.0010761171042973432 -0.002871335267718782 0.0015746688749652474 0.00014456492038900155 0.000648333068166693 0.0003767667471148127 -5.705591263077407e-05 -0.0006886652613007337 -0.0006238515739617204 -0.0013480905522630891 -0.0010892099576105005 0.002460652535956895 0.0024073892659120842 3.900501984677163e-06 1.0994476342099718e-05 2.3271317812418712e-06 9.889349672337018e-06 -3.614382450794198e-05 1.0646289387577989e-05 -2.1156500321712607e-05
sex -0.004089706174084935 1.7325854429119736e-05 0.011106767260431229 0.28703074076754675 -0.02588620738506499 -0.00031604869087661973 2.8060160838026534e-06 0.0007224679862474542 -6.3105601941852855e-06 0.0020601780084237562 0.02445324358163569 -0.0005720385468069853 -0.0029538039048316524 -0.015288960007648228 7.651710667778752e-05 0.049166042223971834 -0.02979096994700494 -0.04443676089806653 0.038955348756498365 0.0052133184427655315 0.008296522181585705 -0.025806153633770975 -0.016441581316311862 -0.032214150851058845 -0.011695608130043852 -0.03358651930770361 0.024671819762696924 0.0379391858843765 0.02988538320769738 -0.00018037709002399188 0.0001057838641381589 -1.1020632718744174e-06 -0.0003200795217468913 0.0001457185756808852 0.00020617993037237443 -3.123854347099712e-05
age_sex 0.0001994203777780517 -2.226401541836655e-06 -0.001094436604765899 -0.025886207385057956 0.002446760910036064 3.2627652662955464e-05 -3.0021630677918547e-07 -7.08770583571757e-05 6.37604489348135e-07 -0.00020608973541842574 -0.0023600532167725014 -0.0003719165114358708 0.0006152186702740157 0.0015943686599075172 -0.00013406753448279217 -0.004600089104438824 0.0027004813859562798 0.003956666392248794 -0.0034242293182866136 -0.0005110497824028267 -0.001312447742051289 0.0018657214401710588 0.001643811459832367 0.0033780201323598213 0.0010492927674032573 0.004182660387692297 -0.0017021291300572628 -0.0032260103270126865 -0.0030372924899135225 1.3304892040137844e-05 -1.3365703835707278e-05 9.78858715253344e-06 1.2669414756815618e-05 7.324976189106578e-06 -2.4311795836533987e-05 -3.5253773086561397e-07
age2 -6.355200090910815e-05 -7.772064895938385e-09 -3.268372386062904e-05 -0.00031604869087430127 3.2627652662737255e-05 1.0141198035241456e-06 -9.621216896283276e-09 -1.012455143298801e-06 9.605062653134603e-09 1.0493384035717899e-05 -2.229419778979805e-05 9.611140161780084e-06 1.6312955888716036e-05 7.204316705713343e-05 1.0340339306024286e-05 -5.046653898934e-05 1.6644520741543845e-05 8.126733276292589e-05 -5.239111426348254e-05 -1.2407404857496918e-05 -1.4556206663912541e-05 -1.8649692201804624e-05 1.0197482389353979e-05 2.8179245154274938e-05 3.697650371701246e-05 6.436725237039299e-05 2.09092623285899e-05 -8.70752682839588e-05 -7.489268262973761e-05 -1.4080252786734858e-07 -2.72563617883688e-07 7.526338062821634e-08 -6.272036784813639e-07 1.2795151807516388e-06 -5.029480500713246e-07 7.565963545751401e-07
age3 6.789849753627189e-07 -8.533942734790553e-11 3.00494409398358e-07 2.80601608378061e-06 -3.002163067771101e-07 -9.621216896283638e-09 9.367501005653973e-11 9.608082042670834e-09 -9.353434931694346e-11 -9.59709682645773e-08 2.5159057420716066e-07 -7.066858326834751e-08 -1.3322785480711065e-07 -6.995595293994795e-07 -7.41347168925161e-08 5.087857815437378e-07 -7.207666760963549e-08 -6.413112163910891e-07 4.7171843179894357e-07 1.105658979499716e-07 1.2240618029470456e-07 1.8334239483081934e-07 -2.0784352356193135e-07 -3.105187035671431e-07 -4.4639638622459443e-07 -7.784975414671723e-07 -1.2290619222546316e-07 9.158445532928984e-07 6.932970151663134e-07 1.4754007450419122e-09 1.8841361328383243e-09 -1.8335533321172886e-09 8.125750271074825e-09 -1.2847942432201104e-08 6.004325162832898e-09 -7.699484640698344e-09
age2_sex -5.314839729164687e-07 5.348827730448116e-08 3.265503600613983e-05 0.0007224679862470666 -7.087705835715872e-05 -1.0124551433051087e-06 9.608082042730822e-09 2.1207415789178188e-06 -1.9597658071664216e-08 6.248707492799531e-06 7.05761511871967e-05 1.93722122774466e-05 -2.2302693796131397e-05 -5.107112939807938e-05 8.820402859840138e-06 0.00013459643051426468 -7.208924173676462e-05 -0.00010522056258115904 9.429539543476041e-05 1.626073255369507e-05 4.720888822450122e-05 -3.833621779563569e-05 -4.830459331649177e-05 -0.00010214424565947227 -3.259631517658051e-05 -0.00014715033311366125 3.935920861286268e-05 8.677263812299261e-05 9.748610158963507e-05 -3.244609742789381e-07 4.1059734105978054e-07 -5.230344110776029e-07 -3.269892367521987e-08 -5.765258396139127e-07 8.840928113961015e-07 7.483179096810449e-08
age3_sex -3.8701442465971776e-08 -3.282171907120791e-10 -3.0024323268346386e-07 -6.310560194180393e-06 6.376044893478487e-07 9.605062653191112e-09 -9.35343493174808e-11 -1.9597658071660325e-08 1.8540844800607884e-10 -6.551147448624327e-08 -6.472792390001216e-07 -2.1707025832862867e-07 2.0621222556407152e-07 5.0737119560247e-07 -1.2601002660618412e-07 -1.2236749990139691e-06 5.873062299125061e-07 8.545445055402472e-07 -8.21073105582682e-07 -1.5040046716236322e-07 -4.710996189072684e-07 2.3568597623465373e-07 4.3648769099735636e-07 9.519792315654339e-07 3.265993394999364e-07 1.4922366600903736e-06 -3.129575531325048e-07 -7.729278989496452e-07 -9.965808699990543e-07 2.3606457941059473e-09 -3.461626842586308e-09 6.361714532291966e-09 -1.875595830396687e-09 7.142275432492134e-09 -9.232451028772283e-09 -9.867702350377701e-10
PC_3 -0.0034832223045298794 2.1615022346957444e-05 -0.0003697590637129688 0.002060178008488429 -0.0002060897354248911 1.0493384035607056e-05 -9.597096826351425e-08 6.2487074929956225e-06 -6.551147448807534e-08 0.7148932709221795 -0.11189224081771303 0.02847373122430297 0.12284588618224772 0.05206421910060301 0.02937996615977253 0.05823024415642629 -0.13301598751352553 -0.05840956166324104 -0.03963626936859999 0.1575177408598154 0.015357409243948652 0.2160870614784909 0.050206687743782334 -0.4325712193831106 -0.109236896593156 -0.059729365831967245 0.12157337688537091 -0.14773027512960749 0.28916972882548825 0.00010384756084614146 0.00028008457205718184 0.0011851258390923793 0.00032084118485056274 -0.00047877843386982973 -0.0017687561660548407 -0.00020933699988444357
