 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.5549799149188684e-05 2.4267941545342965e-07 -3.287879211746719e-06 -7.474924113797592e-06 5.878438980368012e-07 6.039607891320076e-08 -3.409639872514762e-10 -1.4045264020637899e-08 9.932493215519863e-11 2.997313683863734e-05 -4.1128249921142134e-05 2.844056553926455e-06 -5.850868796883136e-05 6.573410407667764e-06 -7.497131552893863e-05 8.862484147015913e-05 -6.790638160369307e-05 -6.9706365092107825e-06 -0.00010299796303344734 -2.2327665376573803e-05 -9.662388902318367e-06 -8.568252778024075e-05 1.398350702595659e-05 -4.12774011054793e-05 4.378897896853666e-06 1.5737044139772673e-05 -5.023762896015831e-05 -3.869716727711386e-05 5.877829830901951e-05 3.4503585127979375e-06 3.89463845449967e-06 -4.666596895457628e-06 -5.650651054752506e-06
yob 2.4267941545335373e-07 1.3054630158488969e-07 3.893833855487595e-07 1.501506240247271e-06 -1.288626388970198e-07 -4.720228548578184e-09 2.274710469527719e-11 2.2275483965140745e-09 -1.0298253660110001e-11 2.7939932021676786e-06 5.139444965990276e-06 -8.375023037113139e-07 -9.745167331758573e-06 -5.50866124883453e-06 -1.5359028993774675e-06 1.981300841245658e-06 -2.98435388271001e-06 5.6022291961807856e-06 -2.849452772673436e-06 -5.813779663558313e-06 9.159841410286926e-06 -6.8966943492775025e-06 -2.6846492597483046e-06 1.0656816156718925e-05 3.629838147069283e-06 2.5820612433424127e-07 -2.846678464884457e-06 3.907971703890554e-06 -1.5001702652610676e-05 2.3761904784944318e-08 1.540462352950197e-08 -1.856852864615396e-08 -3.6961201323673316e-08
age -3.2878792117599867e-06 3.893833855468941e-07 6.20375767761348e-05 0.0009218043765340147 -6.0309171931935534e-05 -1.2153717229785587e-06 7.442383462746421e-09 1.1898159480944559e-06 -7.297954359651548e-09 1.6800752165308074e-05 -6.537360166647886e-06 2.0397779413571835e-06 -3.31483819809278e-05 -1.6337251308350804e-05 3.880792265749549e-05 3.0455437273677488e-05 -1.1891120857153287e-05 4.162971683111975e-06 4.035431000746097e-05 5.049844922265332e-06 4.6654410002218717e-07 -1.4738280253841166e-05 -2.141652413375843e-05 1.371697874641793e-05 2.9241218307047675e-05 -3.108839214616164e-05 -2.5716091432450972e-05 -1.91617960356606e-05 -1.7463411846896886e-05 -8.822737445085088e-08 3.288206490746949e-08 -1.509344877362065e-07 -2.0822303010785972e-07
sex -7.474924113773151e-06 1.5015062401921133e-06 0.0009218043765284375 0.026484299482383414 -0.0016709993208299284 -1.7711766162775967e-05 1.0670572479599063e-07 3.220815109601627e-05 -1.9420757527169363e-07 -8.186084479325889e-05 0.0002800473926967835 0.00020667881092035643 0.00025003415203651434 -8.489383773355843e-05 0.00010293674660386461 0.0007009108477278024 -0.0004144354237942992 0.00025968986122256425 0.0006719673637420597 2.4545193247483563e-05 -9.038148459814998e-05 -0.0003352312071100609 -0.00012977342761898253 -0.00018384799744771728 0.00024280943405267336 0.0003602732196014806 -0.0003991230622655608 -0.0002685535800355628 -0.0005926911416144461 -3.907718229314552e-06 3.3841646894478533e-06 -9.6118149699133e-06 8.934733215911666e-06
age_sex 5.878438980410208e-07 -1.2886263889296404e-07 -6.0309171931583386e-05 -0.0016709993208305926 0.0001090709421466963 1.187865681757065e-06 -7.290464458524569e-09 -2.1518572264365194e-06 1.3203219686234723e-08 3.547335948223008e-06 -1.289663221611503e-05 -5.100880414178309e-06 -1.0691448769508352e-05 2.1714270865619503e-06 -1.6797246839803157e-05 -4.239040263397044e-05 2.4310621884954465e-05 -9.23726696248334e-06 -4.5539377189390757e-05 1.8590862441521568e-06 2.4571861500591673e-06 2.0144647391756606e-05 1.4374217499296922e-05 1.4229366395096558e-05 -1.263842435821623e-05 -2.6222873032370267e-05 2.926800423883975e-05 2.0609620510055544e-05 3.868151387962765e-05 2.0084468395595086e-07 -1.3870034351738847e-07 3.9709889011036805e-07 -5.335814520233221e-07
age2 6.039607891347985e-08 -4.720228548536769e-09 -1.2153717229786894e-06 -1.771176616289299e-05 1.1878656817644623e-06 2.434793853064331e-08 -1.5163541985197724e-10 -2.390381515074582e-08 1.4904614348302e-10 -1.9248564545232587e-07 5.264636412904074e-07 8.94988976779626e-08 4.7388278375484923e-07 3.0466902981472437e-07 -8.672028558194883e-07 -5.978812563570734e-07 6.176247333740507e-08 1.7003809002119127e-07 -1.0146982083383137e-06 -3.4009598020177866e-07 1.676925061525232e-07 1.2232587795715754e-07 5.476295880090641e-07 2.593721705840363e-08 -2.973131894342777e-07 6.241142691451744e-07 4.4986719358229383e-07 3.8383264018405524e-07 -1.4891570752969415e-07 4.830477158486973e-10 -4.892218052701072e-10 -2.514121777271493e-10 4.6336929837696105e-09
age3 -3.4096398725082477e-10 2.2747104695024555e-11 7.442383462747942e-09 1.0670572479674658e-07 -7.290464458572444e-09 -1.5163541985199172e-10 9.579680851330753e-13 1.4907003515549776e-10 -9.426815583651992e-13 3.40676036133681e-10 -4.384926950835863e-09 -1.2875378843364958e-09 -3.054284914415387e-09 -1.6051148159540946e-09 5.2851963533369644e-09 3.6938807984667106e-09 2.4449095777590136e-10 -1.8986648485257748e-09 6.813900995821751e-09 2.9729498993152493e-09 -1.3464101304802752e-09 -4.4029560898690564e-10 -4.552491492914386e-09 -9.81918550826162e-10 5.117903579809101e-10 -3.9753207226541e-09 -2.8407520606939067e-09 -2.102306764664738e-09 2.729825429381268e-09 6.622771687371901e-12 3.9681692555971394e-12 1.316019474034641e-11 -2.998353890843849e-11
age2_sex -1.4045264021778904e-08 2.227548396429114e-09 1.1898159480876718e-06 3.220815109603915e-05 -2.15185722643715e-06 -2.3903815150602876e-08 1.4907003515457111e-10 4.3249156068432416e-08 -2.694738768350301e-10 -5.613054486279157e-08 1.6682618899875752e-07 -4.311234573345155e-08 1.5417873583775824e-07 -1.2386297834219056e-08 4.801898119132757e-07 7.850532950690791e-07 -4.2941858659859273e-07 8.926194114143736e-08 9.681660434845033e-07 1.3243330205631183e-08 -1.2937991376250343e-08 -3.5166795460494814e-07 -4.089194057144224e-07 -3.4537481241361176e-07 2.254575457006325e-07 5.183983069507794e-07 -6.160982610005823e-07 -4.2116156144448995e-07 -7.129351913173355e-07 -3.2705747841112303e-09 1.5783179322214587e-09 -4.583336438878388e-09 9.833901036869217e-09
age3_sex 9.932493215739788e-11 -1.0298253659609702e-11 -7.2979543596105505e-09 -1.9420757527188048e-07 1.320321968624164e-08 1.490461434821556e-10 -9.426815583595903e-13 -2.6947387683509057e-10 1.7022011144849546e-12 4.527379604251105e-10 -5.493949049064548e-10 1.0731726950782232e-09 -7.252513428115605e-10 -2.6462971449088105e-12 -3.685813647267364e-09 -4.453376112450755e-09 2.371534595866283e-09 -1.84015056049498e-10 -6.450511217077157e-09 -5.460614379928274e-10 -8.977077840666207e-11 1.9576398130834713e-09 3.204473440300815e-09 2.4264978172146757e-09 -1.364380487612557e-09 -3.0913485279316104e-09 3.954498965549258e-09 2.3208853095213315e-09 4.0786801282512945e-09 1.5479926160686888e-11 -4.533399024725936e-12 1.3451310732496272e-11 -5.730778508945027e-11
PC_3 2.9973136838634922e-05 2.7939932021681152e-06 1.6800752165502895e-05 -8.186084478850096e-05 3.5473359479053537e-06 -1.9248564545623887e-07 3.4067603615808545e-10 -5.613054485641037e-08 4.5273796038536297e-10 0.03362973524883894 0.0006897900623892114 0.003286314728395565 -0.00046509563741781585 -0.006976550764520761 0.0018804162336759707 0.005636736580387571 -0.004462115663700842 0.00029613498432295093 -0.001272493628028147 -4.8321241444031875e-05 0.007221483301553521 0.00293876062134649 -0.0011165013979990881 -0.012090279469972078 0.0028413385306129053 -0.00043942264229473603 0.003548443438302843 -0.0006542825442904769 0.0058080003879607345 2.1002591477587994e-05 2.4304217678496528e-05 -1.8314123872237945e-05 -2.7207274697297002e-05
PC_4 -4.11282499211477e-05 5.139444965989842e-06 -6.5373601669170606e-06 0.00028004739268955694 -1.2896632215623708e-05 5.264636412959126e-07 -4.38492695087068e-09 1.668261889887419e-07 -5.493949048432949e-10 0.0006897900623892148 0.11151149083978885 -0.0040792557554540166 0.006442885083329989 -0.00561524500949537 -0.0017513069167153156 -0.004261045253437644 -0.00199438368057933 -0.007442907209907934 0.0021335409636505146 0.004995246684001265 -0.011734968896662179 -0.008690806919859129 0.008030278449820955 0.006477150123979555 -0.0032343999305412393 0.002662711253252847 -0.004568955579787349 -0.0003360243512647632 0.0033967192333300535 1.1897480965342994e-05 1.8753692979551914e-05 -5.618994046383248e-05 -6.833869127803434e-05
PC_5 2.8440565539258166e-06 -8.375023037113689e-07 2.039777941271462e-06 0.0002066788109175483 -5.100880413990846e-06 8.949889767968741e-08 -1.2875378843472592e-09 -4.311234573721906e-08 1.0731726951016982e-09 0.0032863147283955785 -0.004079255755454039 0.15001305769222903 -0.0053409732688492915 -0.009151590806328278 -0.001961309524980659 0.00942286942468459 -0.011354004710710347 -0.001496193086426113 -0.010216304982555342 -0.008900856765671497 -0.0008599769780113341 -0.012065010897511948 0.010545739945924707 -0.020025237317547358 0.00753376679707568 0.005436425973175882 -0.0014199359858897988 -0.002154857795348402 0.012523877604082549 -1.2953987915717986e-06 -2.3206198746384127e-06 -1.1990616837201043e-05 3.559134937423585e-05
PC_6 -5.8508687968824354e-05 -9.745167331759377e-06 -3.314838198135759e-05 0.00025003415202597693 -1.0691448768800229e-05 4.738827837635322e-07 -3.054284914469793e-09 1.54178735823456e-07 -7.252513427220574e-10 -0.00046509563741781173 0.006442885083330003 -0.005340973268849259 0.1847475651355644 0.005198769162327803 0.007131822416495781 -0.014091313445834724 -0.004650800476426152 0.0027819711130129127 -0.008811733793995422 0.003423207458715904 -0.0006468737795587668 -0.01482230878898766 0.010133986888481626 0.016574048207681342 -0.006390685127770689 -0.0016408826704074593 -0.00870738209634844 -0.0021583975048574087 -0.0062310326955379485 -3.2556910021268527e-06 3.468486210017948e-06 -2.917523885224972e-05 2.2906879636438847e-05
PC_7 6.573410407671549e-06 -5.508661248834851e-06 -1.6337251308524524e-05 -8.489383773771953e-05 2.1714270868393545e-06 3.0466902981821356e-07 -1.6051148159758602e-09 -1.2386297839789439e-08 -2.646297110206411e-12 -0.006976550764520758 -0.005615245009495327 -0.00915159080632826 0.005198769162327795 0.23224097206607933 0.009941604116045083 -0.002815740210283331 -0.010238280804242623 0.0089832482319943 0.00594693038895826 0.02458722856983294 0.005590072360541928 -0.023070665904064088 -0.018988265303279853 0.02171962746939962 -0.010933864131967501 -0.008596918631477475 -0.0022716913512164107 0.008854536299714562 -0.011277248484227537 -5.1540564836226956e-06 -8.823171596079455e-06 4.1033287450473836e-05 6.11402697169998e-05
PC_8 -7.49713155289399e-05 -1.5359028993785594e-06 3.88079226575199e-05 0.00010293674660735764 -1.679724684003285e-05 -8.6720285581998e-07 5.285196353339991e-09 4.801898119178535e-07 -3.685813647295741e-09 0.0018804162336758838 -0.001751306916715163 -0.0019613095249806276 0.007131822416495982 0.009941604116045161 0.2452809040034336 0.011406654002202017 0.010363828418057698 -0.005340608713084467 -0.002525401986869556 -0.013902896687499102 0.00840345830927928 0.021550836191600753 -0.01384071743888203 0.009146477040418072 0.016784633776821795 0.004098316772767775 0.00034374912653905605 0.0017436328610041458 -0.012263867152868054 -4.8462308331327205e-06 -2.9021333916955435e-06 -3.940288532694669e-05 8.570159776433857e-05
PC_9 8.862484147016428e-05 1.9813008412446146e-06 3.0455437273782656e-05 0.0007009108477340748 -4.239040263436834e-05 -5.978812563590302e-07 3.693880798478086e-09 7.850532950767751e-07 -4.4533761124972624e-09 0.005636736580387433 -0.004261045253437471 0.009422869424684668 -0.014091313445834442 -0.002815740210283225 0.011406654002202019 0.3346192706613344 0.006310337028799609 0.0029001953461436484 -0.020303372668679907 0.008484748736673084 -0.0027345610785944417 -0.0027234641859261856 -0.010912181875187334 -0.0072137938838799 -0.005525099844589742 0.0007623666335556843 0.0008186103304566148 -0.006160337994144213 0.018641504150141878 -2.161493728272526e-05 -4.1926601600340546e-05 1.6157430555761418e-05 3.6736965448065686e-05
PC_10 -6.790638160368497e-05 -2.984353882709461e-06 -1.1891120857134383e-05 -0.0004144354237953693 2.4310621885013167e-05 6.176247333691523e-08 2.4449095777951924e-10 -4.2941858659958286e-07 2.3715345958715215e-09 -0.004462115663700777 -0.001994383680579429 -0.0113540047107104 -0.004650800476426285 -0.010238280804242664 0.010363828418057722 0.006310337028799664 0.39874804654956125 0.02089285509634911 -0.006458975066143331 -0.0010183168018535343 -0.001922029254826076 0.015755304132915555 0.0008382429361577992 -0.0026252589421466746 0.011764847617059858 0.004845151751318624 -0.003855476914584554 -0.0017590525337344441 -0.01081588827090642 6.52063865914703e-06 -1.3432238237316059e-05 1.2726064196319293e-05 4.518726115448108e-05
