 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 0.0016748806142741798 -1.0037075550101904e-06 -0.001521385514390082 2.3463113584971702e-05 -1.1835678432297295e-07 -0.00022931783070124942 -0.00028110408189873 -0.00019680675403137719 -0.00014652887815732276 0.0007408727198903554 -0.00039861978253626903 0.00033177873941426736 -0.0004018621418940473 0.00013940891247887674 -0.0003772547017115497 7.283912194169003e-05 -0.0002247559601969464 -5.654356347033449e-05 -0.00033023213018069177 -0.00047687708619545085 -0.0004842589720697986 0.0002663354902091495 -0.00024127551019971957 -0.000705501640648326 0.00029563611625081046 2.394339418213484e-06 -1.4767351900531701e-06 -2.782619291960371e-06
yob -1.0037075550094313e-06 3.383349357341404e-07 1.5545011621371735e-06 -2.0236010302735064e-08 1.0449065655212898e-10 6.624579046571515e-06 2.5332315405185548e-05 6.470346371533312e-06 -3.45907810903558e-05 -1.5956604717327503e-05 -1.780099531248213e-06 1.778155238676931e-06 -1.3732734526002749e-05 1.8468398196912276e-05 -1.017055075313724e-05 -2.5480838110421152e-05 3.2329053405425585e-05 -2.8738777309527866e-05 -6.50455347443534e-06 3.533951884888758e-05 1.5060447352995161e-05 2.3882882699859584e-07 -8.23466134134418e-06 2.2400920636636613e-05 -4.579572021668434e-05 2.2747545346110315e-08 -1.6634966384962444e-08 -1.9484901644298378e-07
age -0.001521385514390469 1.5545011621377048e-06 0.0014729686519786846 -2.3046145581511408e-05 1.1790994978727364e-07 0.00023777420400741977 0.0003707712318643635 0.00025781282232140536 3.252174417323994e-06 -0.0005675604521252399 0.00020821616515558433 -0.00019667104837794975 0.00023601619706480233 -0.0001841860515332957 0.00022759604785667172 -2.281834502504609e-05 8.140895001865413e-05 -9.455130231798713e-05 0.0002777157093956106 0.0004289788637376854 0.0004188943419689423 -0.00029096195157857473 0.0001271608535325448 0.0006007092727670539 -0.00015758183921310462 1.4508303612687255e-06 -5.486037467008759e-07 -4.7399015997826285e-06
age2 2.346311358498029e-05 -2.0236010302738443e-08 -2.3046145581513308e-05 3.6231892951433806e-07 -1.862258126165052e-09 -3.4157344793503506e-06 -5.474988265665801e-06 -4.210320974761775e-06 -4.3105635008413223e-07 8.575427873968724e-06 -3.168374529315421e-06 3.0534849083980788e-06 -3.9472673543934056e-06 3.3966081817291807e-06 -3.993418869646926e-06 -7.259336989161643e-08 -4.6597306078824316e-07 1.0379897625193017e-06 -4.246335690081166e-06 -6.315816128611599e-06 -5.910261631828611e-06 4.7544157425419676e-06 -2.090861117151181e-06 -9.380270632033878e-06 1.7255769690538286e-06 -2.5261974532379656e-08 6.451608154664659e-09 7.964595697860454e-08
age3 -1.183567843230245e-07 1.04490656552211e-10 1.1790994978729287e-07 -1.8622581261652011e-09 9.616336221412082e-12 1.5988443126548032e-08 2.8022785911133902e-08 2.293026963769205e-08 1.4582699386104405e-09 -4.2508829860257675e-08 1.4955890014727226e-08 -1.5149400470775897e-08 2.0768372174417968e-08 -1.90126425853266e-08 2.1320951006166725e-08 9.748970615793607e-10 2.0630206114040124e-10 -4.8916369080229415e-09 2.0317749974694424e-08 3.207792973099676e-08 2.7203802622262772e-08 -2.544128885736056e-08 1.0468572949361684e-08 4.878201035290817e-08 -6.8455752260866676e-09 1.4444779608459046e-10 -2.5618360230630848e-11 -4.334348710910243e-10
PC_3 -0.0002293178307011157 6.624579046571481e-06 0.0002377742040072321 -3.415734479347127e-06 1.5988443126529993e-08 0.06387867350760842 0.0019435233619800563 0.0020929990476328754 -0.004816403137840659 -0.013542877774125314 0.005685117525885397 0.0077814591247274065 -0.010107807499079738 -0.001059755649284012 -0.0006509706346341185 0.003323950454085709 0.015037675731816507 0.006146789173058227 -0.0064463983073262685 -0.022557973815617 0.0025595862012225035 -0.001451427918653106 0.0075118325953409115 -0.002329046252853827 0.013351295032913725 3.562182156412481e-05 5.7266489220818545e-06 -3.398482528251606e-05
PC_4 -0.00028110408189870837 2.5332315405185602e-05 0.000370771231864248 -5.474988265663562e-06 2.802278591112005e-08 0.0019435233619800464 0.22873059668787507 -0.01020950076178826 0.006981681766515322 -4.569801711146836e-05 -0.005131230375603477 -0.011114379808743127 -0.0010991497654775516 -0.02152145797895934 0.004458440173269945 0.01839839351355486 -0.029594064056696366 -0.010543099478208025 0.017925161464843017 0.014686981652606053 -0.010211874358193066 0.005945775307749375 -0.0070468533651496 -0.0004641417755523182 0.009784831162519216 1.9304650130687167e-05 -0.0001246554011420369 -0.0001017111016266554
PC_5 -0.00019680675403174609 6.470346371533647e-06 0.00025781282232169447 -4.210320974765972e-06 2.2930269637711866e-08 0.0020929990476329643 -0.010209500761788153 0.3000518450133586 -0.003536985661527751 -0.001361989457533822 -0.001236454059149727 0.004756634627281632 -0.02586492724414946 0.009482703910461812 -0.02716749613448138 -0.022215444467776766 0.001430415615336742 -0.02129885888212334 0.020057432088164854 -0.03472477940731915 0.013643809215447155 0.007685862144086719 0.0010880782829414406 -0.002992781396774804 0.024644107979597044 -9.408157289474836e-06 3.715212713873904e-05 4.775385392665447e-06
PC_6 -0.00014652887815720742 -3.459078109035587e-05 3.2521744172012595e-06 -4.3105635008215827e-07 1.4582699386000521e-09 -0.004816403137840642 0.006981681766515279 -0.003536985661527781 0.3721820313825542 0.0115152382232181 -0.0048551915208208144 -0.017176112532888352 -0.01762178459363323 0.011527176144888665 -0.01444935906395965 -0.0006150595275266178 -0.00876475860036798 -0.03549709618585239 0.02309643937860745 0.037529002707349365 -0.009969222723137388 -0.00022133715326460665 -0.009080430578089873 -0.003465453370154387 -0.01735292367255412 -4.411464860050552e-05 1.2496109575913122e-05 3.140530806469591e-05
PC_7 0.0007408727198906226 -1.5956604717327612e-05 -0.0005675604521253324 8.575427873969466e-06 -4.250882986025796e-08 -0.013542877774125455 -4.569801711152243e-05 -0.001361989457533739 0.011515238223218047 0.45797286413016364 0.015334303240537464 -0.014255716664835971 -0.029118982272931724 0.01851321898014414 0.013001892672902462 0.04697797174249652 0.015253218879818689 -0.0428666347123731 -0.029979667306171714 0.04366759665876194 -0.019278799365145455 -0.01936449547339232 0.003438289009713007 0.008092118364094524 -0.017877992747311947 -3.678242561403679e-05 9.310853450780285e-05 0.0001170993977593951
