(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.363621139656392 0.136866002781394 0.00934393999737642 -0.0207595369214079 0.0184813445360921 -0.0173394771602178 0.00766674520987229 0.0135243097269248 -0.0438424538334918 -0.03936017710971
covarage 0.136866002781394 0.147582937419331 0.0648292532452229 -0.109807910759762 -0.00362587052994453 -0.00428024899445555 -0.00692827995829013 -0.00269011901494628 0.0100255265817134 -0.00498337205533965
covarsex 0.00934393999737642 0.0648292532452229 0.12662415762085 -0.187257424572021 -0.00240417777896644 0.000859600273819506 0.00291442665622973 0.00566920612147397 -0.00117369525250417 -0.0123352501899099
covarage_sex -0.0207595369214079 -0.109807910759762 -0.187257424572021 0.309408645453704 0.00184717184815543 0.00147231558738123 -0.00506910040911818 -0.00865810370904095 0.00219601101363221 0.0193439056451376
covarPC_3 0.0184813445360921 -0.00362587052994453 -0.00240417777896644 0.00184717184815543 0.230742541173109 0.0165982158351342 0.0114371074531481 0.012551848819909 -0.0393825185273285 -0.0110537384471023
covarPC_4 -0.0173394771602178 -0.00428024899445555 0.000859600273819506 0.00147231558738123 0.0165982158351342 0.208479194723679 0.000250692272895812 -0.000888407717197138 0.00347095916969836 0.0319024241684015
proband 0.00766674520987229 -0.00692827995829013 0.00291442665622973 -0.00506910040911818 0.0114371074531481 0.000250692272895812 0.207580714924354 0.207929713304648 -0.253733283125882 -0.244076586059482
sibling 0.0135243097269248 -0.00269011901494628 0.00566920612147397 -0.00865810370904095 0.012551848819909 -0.000888407717197138 0.207929713304648 0.239429957341028 -0.273422812315805 -0.262843966567226
paternal -0.0438424538334918 0.0100255265817134 -0.00117369525250417 0.00219601101363221 -0.0393825185273285 0.00347095916969836 -0.253733283125882 -0.273422812315805 0.754169855558502 0.0468228085652477
maternal -0.03936017710971 -0.00498337205533965 -0.0123352501899099 0.0193439056451376 -0.0110537384471023 0.0319024241684015 -0.244076586059482 -0.262843966567226 0.0468228085652477 0.792380474332138
