 intercept yob age age2 age3 PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 2.876334303302086e-05 3.890040052193002e-07 1.5775354034379187e-06 -3.536009415634831e-08 2.536203211158402e-10 7.443461427740042e-05 -0.00011058246196307414 -9.341147418531005e-06 -0.00012426777601423918 1.8622483538269072e-05 -0.00015007149240903485 0.00019505501910720466 -0.00013496912893328042 -2.3167154131212578e-05 -0.00021216333534111902 3.582776828960322e-05 -5.553060546202361e-05 -0.00014812082018966584 -2.1799216716530544e-05 -8.831796186320049e-05 -5.823297192433144e-07 -4.408999045240457e-06 -9.098101622040791e-05 -0.0001452183811174232 0.00016110412734119073 5.122761657541496e-06 6.502335751134402e-06 -8.113474791520371e-06 -9.955954943014779e-06
yob 3.89004005219278e-07 3.0612661453308675e-07 1.554496644714786e-07 2.236637326318075e-09 -1.6525346688676885e-11 3.1027009008466317e-06 2.296993111587393e-05 9.750720514880655e-06 -2.479764524438451e-05 -1.7068910230305977e-05 -4.946920292226909e-06 4.293020067856548e-06 -1.3632813772957202e-05 1.7430241187768573e-05 -1.1400554470392656e-05 -2.03957345656265e-05 2.5902429565135728e-05 -1.9706436415338835e-05 -8.511292727074594e-06 3.0463507949110493e-05 1.2452278543623256e-05 -5.971240385237303e-07 -5.0109357351975775e-06 1.870160564168297e-05 -3.9576628586203815e-05 -1.8264573561461293e-08 -6.460015556892632e-09 2.4255812818285405e-08 -4.7901465137856716e-08
age 1.5775354034367305e-06 1.554496644714614e-07 1.7213436127081792e-05 -3.637197599777779e-07 2.349583444765455e-09 -5.726511657209495e-07 -1.4770301440018057e-05 5.14309686327775e-06 -3.339751004660663e-05 1.4723953949363878e-05 -1.4381914967137933e-05 -2.773176915868965e-06 -3.485349206705613e-05 1.9130476895470733e-05 2.5433734787841533e-05 2.6111164361363727e-05 -1.2871459432762065e-06 2.424346161934658e-05 -2.1331977502965818e-05 3.1160296492182056e-05 1.3865435372475785e-05 -3.776822701082443e-05 2.008346969364563e-05 1.9842402609660702e-05 3.5674825098436776e-05 4.85387964366031e-07 4.2208929643682424e-07 -1.6877227076920724e-07 -1.0392248101063066e-06
age2 -3.536009415630811e-08 2.2366373263185786e-09 -3.6371975997778e-07 8.085938748909602e-09 -5.377515501900339e-11 1.93672493189794e-07 1.0868138596415522e-06 3.386806219984613e-08 2.2409933140408872e-07 -3.146735468788344e-07 2.728008015616015e-07 -5.910651274031268e-08 3.0466665853560004e-07 6.86034923822647e-10 -8.340991353808754e-07 -8.894234074383455e-07 4.275656246873841e-07 -7.135430996380636e-07 4.186241493724714e-07 -9.635453792422635e-08 2.5100341039083677e-07 8.120955195545225e-07 -4.91120755659068e-07 -3.2330842700128914e-07 -1.6008340015453558e-06 -1.1088400240055903e-08 -1.020515839370446e-08 3.5093231571280625e-09 2.0438926736505188e-08
age3 2.5362032111524836e-10 -1.652534668868305e-11 2.349583444765484e-09 -5.377515501900367e-11 3.659616675029552e-13 -2.2538810838757923e-09 -7.953667944452679e-09 7.922016679690392e-11 -1.7401015971831066e-09 2.019902421585946e-09 -2.784361120506768e-09 1.3175929018955428e-09 -1.054538517575573e-09 -6.31828923795753e-10 4.99828716148242e-09 5.612976621295178e-09 -2.834341873180022e-09 3.925448609521185e-09 -3.842900248890486e-09 -3.4771060524414974e-11 -3.613256507832878e-09 -5.465393173460518e-09 2.7280730820973385e-09 2.531782248538009e-09 1.1924808410475746e-08 7.53994132022442e-11 7.221446611756225e-11 -2.4059770993776114e-11 -1.2339421448746065e-10
PC_3 7.443461427740384e-05 3.1027009008466148e-06 -5.72651165721309e-07 1.9367249318980614e-07 -2.2538810838758622e-09 0.06671459047868664 0.0013102315074007022 0.005419501759062 0.0023620309472808555 -0.01307644788603336 0.0034814401418264023 0.012524249476008453 -0.006867799922967595 -0.0022116061423789702 -0.0009064442938086492 0.004618997817113231 0.012346671742836511 0.008008050288627888 -0.004748375729649705 -0.024442776304060766 0.0010896547435060627 0.00016005647489303538 0.005996053181417971 -0.004611079058131498 0.01667416798121776 5.3883627605965765e-05 4.3188938764763524e-05 -3.699110260047874e-05 -5.309273082003493e-05
PC_4 -0.0001105824619630754 2.296993111587396e-05 -1.4770301440020925e-05 1.0868138596416212e-06 -7.953667944453036e-09 0.001310231507400695 0.22711911573320973 -0.015380020996219972 0.012580677955081556 -0.018098209017403187 -0.003389997978367243 -0.007047223917056052 -0.003066385474378199 -0.01865654501843837 0.006417485384103384 0.014035479556781671 -0.029707915748324102 -0.015898761270433725 0.0165261720703514 0.011951224947694869 -0.004412620312317206 0.008765582959673416 -0.007452587397337082 -0.0017269159247305884 0.010773365306249191 2.5341653745584804e-05 3.3591305212433456e-05 -0.00012839871002071534 -0.0001444929403754495
PC_5 -9.341147418529347e-06 9.75072051488063e-06 5.143096863279903e-06 3.38680621997978e-08 7.922016679722245e-11 0.005419501759062008 -0.015380020996219974 0.3085250903351322 -0.009120662778975271 -0.01835730428100311 0.0002626633244438341 0.015084474554229897 -0.02113560921139551 -0.0017817083558876667 -0.02037217441662676 -0.01941018691445323 -0.0013593907450034557 -0.026737870085585473 0.02233876080536329 -0.03763732142900573 0.009164419383392597 0.0086218912414831 0.0025016204800495435 -0.006687555769452484 0.02970142087519983 3.7173615220495473e-06 -5.675574482577732e-07 -2.9259480683093425e-06 4.488999194277664e-05
PC_6 -0.00012426777601423964 -2.479764524438451e-05 -3.339751004660683e-05 2.2409933140408706e-07 -1.7401015971830775e-09 0.002362030947280845 0.012580677955081547 -0.009120662778975261 0.36957581896094643 0.007851960782572434 0.02472127343910242 -0.03522682074049969 -0.008126428042201508 0.009851274564474426 -0.020795351279007286 -0.0004839527488072142 -0.000485570616979585 -0.03246115715488621 0.021404805265429445 0.039723070367915975 -0.013938865381438539 -0.003885887220468013 -0.01351582684349603 -0.0029737486552672177 -0.019768749414290635 5.624950826236486e-07 1.2018377018778397e-05 -2.5943102119186925e-05 -1.9791278278387896e-05
PC_7 1.8622483538243075e-05 -1.7068910230305943e-05 1.472395394935616e-05 -3.146735468786457e-07 2.019902421584728e-09 -0.013076447886033576 -0.018098209017403333 -0.01835730428100308 0.00785196078257242 0.4609343095706165 0.02398158253543471 -0.0009369612758175756 -0.0239440222171302 0.028121030376151206 0.0014622729628064415 0.0458069250419374 0.012823485850863927 -0.05075226494461307 -0.041937560048156096 0.04187907735393369 -0.013297162866320461 -0.018755204045431986 -0.0006840148480895583 0.017201799653092337 -0.02822119964254131 -5.5165034249363495e-05 -1.6636297170239318e-05 0.00012509068291006079 0.00011595769772078484
