 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.017754491725924745 -1.237135435592151e-05 0.0025598089198881433 0.005724019416973717 -0.0007022576721641074 -9.070008682185786e-05 9.66650712722353e-07 2.5422071552668543e-05 -2.734916978600966e-07 -0.006475111984475608 0.0007924053661548783 -0.0008557743362741844 0.0007831063581250494 -0.005382779219709692 0.0005517289771228457 0.007716901502050609 0.0021915462990020214 -0.002149878723894533 -0.007555913818082983 -0.003916677897970891 -0.007932351240137542 -0.006926829489042511 -0.014685957839293474 -0.0020907197074857167 -0.007619905792386511 -0.007486240219408066 -0.002908965217183021 0.01581334391795862 0.011401231876591793 3.249911865901564e-05 -3.723330337592402e-05 7.450997295127872e-05 0.00026836371577549197 -0.00016511946852183909 -6.790418112729919e-05 -0.00013531315388207543
yob -1.2371354355896101e-05 3.950866442326921e-06 3.5210741020547356e-06 3.0616414359176866e-05 -3.607256802789483e-06 -8.081501130060606e-09 -5.846775794874632e-11 9.403143316662938e-08 -7.018779642117405e-10 1.708961354834756e-05 0.0006833866011087486 0.00011536735156382626 -0.0004492687336303163 0.00023848520882987416 -0.0005121463717362504 -0.00011485754072341689 -0.0002086198697286453 0.0004886336030556921 -0.00018862466680116973 -0.00041742374683231885 0.0003117833577504274 -0.00027270387377145613 -0.00010905057474235016 0.00028671446611713185 0.00024263705433660168 -5.268075144898292e-05 -0.00013776922153629605 0.00012048377504259176 -0.0005283406532379908 1.11126705442127e-08 1.8370189691064662e-06 3.1939189321178697e-07 -1.8433442092006455e-06 -1.5673810766909932e-06 1.5727834710991148e-06 -3.467875232770481e-07
age 0.002559808919894518 3.5210741020639196e-06 0.001534684435876322 0.015418506127475813 -0.0015223595246024533 -4.588472215037383e-05 4.235273509959427e-07 4.561306186209611e-05 -4.211940851168302e-07 -0.0011816703577397017 0.0008027217085308214 -0.00039709057253920827 -0.0004080042812491878 -0.003971383199910719 0.0013003211524178979 0.0006667981338833249 -0.0012534813217349168 -0.0006490062692324248 0.0011080846346688941 -0.004140705734837702 -0.0009915654109865853 0.00014092221706810593 0.0004901172171900767 0.0006631698404553613 -0.0012534315978613752 -0.003375406656974745 0.000665366899918349 0.002530859285250124 0.0034481505363422992 8.816625071199168e-06 4.026338766446214e-05 1.1581980869927769e-05 5.442555231890204e-05 -0.0001224612197211052 -2.2214655793441877e-05 3.285842477590066e-05
sex 0.005724019417121346 3.0616414358979196e-05 0.015418506127516595 0.2675102755136076 -0.024896877905180494 -0.0004413283451736117 3.9399000103321775e-06 0.0007138573044359549 -6.380288318557239e-06 -0.001699854852193019 0.009638660927427135 -0.00035486067938904825 -0.008516429799808127 -0.047876278848185926 -0.0016354094917785532 0.00832093501068603 0.0021919684671493963 -0.014024362641381563 0.018999890269635243 -0.04273959175175305 0.0018964277608306066 0.0026450005345095137 0.009848053204566356 -0.02829047279553376 -0.01590780421719014 -0.026985118124649106 0.03293699721974503 0.012014836818477703 0.016166450589504965 -7.880745395199737e-06 0.00035587655271522676 3.6040926036326025e-05 -0.0002442916065086061 -0.0003496931294454472 -0.00013370847114250694 0.0004931850483324722
age_sex -0.0007022576721804821 -3.607256802771124e-06 -0.001522359524607301 -0.02489687790518666 0.002455817123073679 4.554656422022052e-05 -4.2064812294828273e-07 -7.359247621897357e-05 6.802821904874943e-07 0.0001373637040220495 -0.0011903966725231045 -0.00017220280664846345 0.0008373186172319724 0.004525725156769782 -0.00014074600464573212 -0.0009417469683188113 -0.00011381991005767438 0.0016840504553348578 -0.0017820996877729658 0.0036746515155886743 -0.000853263635504761 4.353861835747866e-05 -0.0006741783337391202 0.002834626229540007 0.0017414857375406636 0.0036480331304575937 -0.002680602330496692 -0.0018518473433641474 -0.002060066448699496 -7.511711517264851e-07 -3.742395645231921e-05 7.084433834967963e-06 1.582870949081093e-05 4.2864549199412945e-05 2.8525090002496713e-06 -4.6206818894095184e-05
age2 -9.070008682208615e-05 -8.08150113060407e-09 -4.588472215039064e-05 -0.0004413283451725023 4.5546564220085746e-05 1.4261410021316152e-06 -1.3560380506989076e-08 -1.4164942372623886e-06 1.3474707964774205e-08 3.4088832504054046e-05 -1.4533375988256086e-05 1.1754861012435521e-05 -2.8884457120194733e-06 0.0001332162400193196 -5.3171381184973935e-05 -2.692889313223847e-05 1.415758928184716e-05 2.798894445263761e-05 -3.509217420011301e-05 0.00010254204796571518 3.0425725333966552e-05 1.0429580892821174e-07 3.4348661204767286e-06 -1.1625682021096284e-05 5.518616931762449e-05 0.00011684419813709635 -2.7135235737969476e-05 -0.0001004446485282181 -0.00010546236449827687 -2.45016126389254e-07 -1.062641633827086e-06 -1.9842799305709562e-07 -1.647002439873902e-06 3.3837982676601833e-06 3.739240156019418e-07 -6.740355859872391e-07
age3 9.666507127249257e-07 -5.846775795238246e-11 4.235273509962403e-07 3.9399000103228974e-06 -4.2064812294713177e-07 -1.356038050699343e-08 1.3217184915158697e-10 1.3473324362850419e-08 -1.3138021111019304e-10 -3.116100739078523e-07 2.0073333057296332e-07 -1.0727696374154664e-07 5.502465080184927e-08 -1.2513333622221624e-06 4.972270897598939e-07 3.0466199579794454e-07 9.018288165434269e-09 -2.1526857595515116e-07 2.8191085135239893e-07 -8.784709655279219e-07 -2.4778464979294517e-07 -7.968148054778966e-08 -2.6051941867852015e-07 8.382722220788658e-08 -5.936215873967482e-07 -1.1877495991231115e-06 2.8279152665822156e-07 1.1530960033946486e-06 9.635932003977723e-07 2.3377668182449947e-09 8.200973414368695e-09 6.294155099215026e-10 1.569021954428617e-08 -2.886292853696807e-08 -1.4620559612926902e-09 4.361534813661703e-09
age2_sex 2.5422071553216492e-05 9.403143316612252e-08 4.561306186226548e-05 0.0007138573044363161 -7.359247621899128e-05 -1.4164942372671606e-06 1.3473324362891743e-08 2.2873245460626398e-06 -2.176883639659402e-08 -3.307575940296905e-06 4.2541825338147867e-05 7.468911568483349e-06 -2.187248242758639e-05 -0.00013144026329504885 1.448992085833271e-05 3.37504661271352e-05 3.900908379904135e-06 -4.798219723085728e-05 5.152672817676912e-05 -0.00010039670876379497 3.7627359789249674e-05 -2.757522612374495e-06 9.482545746437145e-06 -7.890611268231001e-05 -5.6335851084492664e-05 -0.000131138710986716 7.380197857697681e-05 7.090318043935585e-05 7.626674984860045e-05 4.1635728653739654e-08 1.0966378472823383e-06 -4.873102864916356e-07 -3.6594684570824084e-07 -1.3339644537399754e-06 2.024365143068421e-07 1.3650456409381758e-06
age3_sex -2.734916978652422e-07 -7.018779642398364e-10 -4.211940851186086e-07 -6.3802883185621596e-06 6.802821904878132e-07 1.347470796482462e-08 -1.3138021111063405e-10 -2.1768836396598675e-08 2.123466848788679e-10 1.0760452549670739e-08 -4.4017437107122804e-07 -5.217109430888459e-08 1.3001973184650964e-07 1.1881832920736108e-06 -2.2049902197203907e-07 -3.422852494645297e-07 -6.329854517126345e-08 3.8283529094133224e-07 -4.708208177855437e-07 8.809258965687751e-07 -4.2351956672468437e-07 1.7260662170298247e-08 3.0217463661785496e-08 6.561524242662165e-07 5.525908332838433e-07 1.3281187549397783e-06 -6.674924135934952e-07 -8.20200948918577e-07 -8.536688519230546e-07 -9.198917368369621e-10 -9.254901777035667e-09 6.4653069007832885e-09 2.639641615479522e-09 1.1973158415642637e-08 -3.7302057651382386e-09 -1.251183635757888e-08
PC_3 -0.0064751119844695835 1.7089613548358758e-05 -0.0011816703577337295 -0.0016998548521017186 0.00013736370401210167 3.408883250385569e-05 -3.1161007390585665e-07 -3.3075759399724747e-06 1.0760452546457819e-08 0.8793519150542861 -0.1532901273380499 0.05693417914794238 0.14038298042926362 0.04063223427143824 0.059538282625346 0.06952614948618782 -0.16821667737749435 -0.10259241286601695 -0.048520214795148515 0.18568461240217604 0.03824345967684364 0.26829436122327116 0.06288553594854152 -0.5022623375139816 -0.12656682378438086 -0.05225165320053233 0.1574375615640482 -0.15558191199634208 0.3923108578474238 0.00020501723522655491 0.0007838665532491498 0.0016490205442471694 0.00032352366961148474 -0.001154561687718251 -0.002254384899827211 -0.0005614788810265046
