(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.00013389857771539 -1.4748437859027e-05 2.08827675231547e-05 -1.33511735884165e-05 5.04657946351783e-06 -1.37851397268501e-06 3.52935922577739e-05 3.96255910841661e-05 -4.87865519658405e-05 -5.90620050427751e-05
covarage -1.4748437859027e-05 0.000394658679846497 0.000592670750984078 -0.000612003434428441 -1.07058116471343e-05 1.75859034927867e-05 -3.82774920409591e-06 -1.7028884330301e-06 -4.22930317154132e-06 4.62637550628091e-06
covarsex 2.08827675231547e-05 0.000592670750984078 0.0016773599761376 -0.00164369508226663 -8.7548079580748e-06 4.14766637244208e-06 -8.54226446893801e-06 5.98556201915529e-07 -1.41542785473899e-06 -1.08402193740407e-05
covarage_sex -1.33511735884165e-05 -0.000612003434428441 -0.00164369508226663 0.00174849233813479 1.44806123730023e-05 -2.82519054376498e-06 -6.27775389456335e-06 -2.13335920900278e-07 -5.27266873292182e-07 4.48754543927565e-06
covarPC_3 5.04657946351783e-06 -1.07058116471343e-05 -8.7548079580748e-06 1.44806123730023e-05 0.000109258584586815 4.2842926802042e-06 3.64127338366451e-06 5.77695933767709e-06 -6.80749608652428e-06 -4.01001466765144e-06
covarPC_4 -1.37851397268501e-06 1.75859034927867e-05 4.14766637244208e-06 -2.82519054376498e-06 4.2842926802042e-06 0.000124030304360465 1.80518336637871e-06 2.32638811765256e-06 -5.70221423597936e-06 -6.8119526509022e-06
proband 3.52935922577739e-05 -3.82774920409591e-06 -8.54226446893801e-06 -6.27775389456335e-06 3.64127338366451e-06 1.80518336637871e-06 0.000422714559457336 0.000213315601169725 -0.000397898645765636 -0.000381672175903958
sibling 3.96255910841661e-05 -1.7028884330301e-06 5.98556201915529e-07 -2.13335920900278e-07 5.77695933767709e-06 2.32638811765256e-06 0.000213315601169725 0.000480809773637072 -0.00044285783678445 -0.000420802347740823
paternal -4.87865519658405e-05 -4.22930317154132e-06 -1.41542785473899e-06 -5.27266873292182e-07 -6.80749608652428e-06 -5.70221423597936e-06 -0.000397898645765636 -0.00044285783678445 0.00155926199429205 -0.000367324775287247
maternal -5.90620050427751e-05 4.62637550628091e-06 -1.08402193740407e-05 4.48754543927565e-06 -4.01001466765144e-06 -6.8119526509022e-06 -0.000381672175903958 -0.000420802347740823 -0.000367324775287247 0.00151711449710266
