 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.008733316487513952 -8.804754610477164e-06 0.0012989965540846748 -0.0015874422137910364 6.447949813216222e-05 -4.456019291117663e-05 4.633820648610667e-07 4.985754092273948e-07 -2.3530809002950917e-08 -0.002237632772517654 -0.00011695590008242882 -0.0008217188961395189 0.0008799129830801608 0.00010539394788648705 0.0005715052774105493 0.006090272731472184 -0.0006629411224265133 -0.0010845079091587168 -0.00300564512611464 0.0005419446804620153 -0.0037088355966529408 -0.0023451913681577377 -0.007240971535192137 -0.002238695376288201 -0.0030226303728718693 -0.003466058320837317 -0.0037900950533216447 0.004780360466152624 0.006020098342224633 2.7414100422485854e-05 -1.0803453121978019e-05 4.93155860455632e-07 7.234321466498648e-05 -1.626444713380476e-05 8.230503349068239e-06 -5.820295880086601e-05
yob -8.804754610488758e-06 2.0021369801974215e-06 4.152731222689626e-07 6.995105770737457e-06 -1.0605867504040875e-06 3.385337538130219e-08 -3.669283580414572e-10 2.5300369323738716e-08 -1.4513987617883984e-10 1.4306537796246489e-05 0.00033403453881808095 6.440079578161e-05 -0.00024345610024818974 0.0001196140233567695 -0.00028539451616451625 -4.298392194763552e-05 -0.00012544707384811682 0.00025109832593341925 -7.529110785604175e-05 -0.00019497500969408658 0.00014868635625749744 -0.00013958989930955016 -4.4636605283136733e-05 0.00014318587885822883 0.00010064399795491565 -5.016022539761604e-05 -8.097620010625209e-05 2.6472149172074758e-05 -0.0002652590168064896 -1.2140825099856034e-07 1.211604404324621e-06 5.133816218226145e-07 -9.11449559714657e-07 -1.1384147125421972e-06 7.428233868972648e-07 -4.945232457971796e-07
age 0.0012989965540803063 4.152731222745194e-07 0.0008426913244986268 0.008688558785679066 -0.0008382213556346402 -2.4772320197746768e-05 2.2533876184826753e-07 2.4640263287783473e-05 -2.2412365601467556e-07 -0.000142526987929582 0.00015741145305883696 -0.0006111622124205437 0.0006362373432434345 -2.9123893769332167e-05 0.0010463852920517553 0.0010629530734975977 -0.0009236416334536239 -8.173401256026609e-05 0.0014042216099268115 -0.0008358155870122573 -0.0002478275805825955 -0.0005755119462169056 -0.0010690090669238552 -0.0006764829875960605 -0.00046424923452369286 -0.0010141351814341502 -0.001541485261700957 0.00023127004221616454 0.0015745397669570495 1.5587554383054456e-05 1.1740046517131143e-05 -5.891581735269686e-06 3.2986521236811754e-05 -3.933190157203003e-05 4.056721920023828e-06 1.611888938014498e-05
sex -0.001587442213888489 6.995105770886105e-06 0.008688558785654256 0.2006618084020439 -0.018123203080442383 -0.00024622806551807943 2.177888307860761e-06 0.0005071930258584339 -4.446868089653266e-06 0.004067201400228522 0.007018565528607723 -0.007451549277488896 0.006989632538018883 -0.0013993924092433959 0.0039657621476347675 0.005394256525969006 -0.014400140713895204 0.0012327593843369355 0.025786565389004163 -0.020513983713253966 0.0026176092980286815 -0.012890953504438156 -0.013026553613383965 -0.031801667787074696 -0.017685962057771742 -0.013104511346241611 0.015429669603863062 0.0007597609977055111 0.011073738096745075 0.00010015469296690962 3.7901131319442864e-05 -4.6114342496112986e-05 0.00044553202560381296 -0.00028509026753233016 -0.00014687332555698675 0.00037543087638511753
age_sex 6.447949814121765e-05 -1.0605867504001761e-06 -0.0008382213556323024 -0.018123203080442667 0.0017041844771449475 2.4633333029423855e-05 -2.2416742037774934e-07 -4.925315211765933e-05 4.4299810766989723e-07 -0.0003661877122102272 -0.0007805028204015761 0.00044541834038314896 -0.00042882796229932167 0.00023488391010139062 -0.00043578140768097936 -0.0006266276284153628 0.0014173443224076677 0.00010290700800388745 -0.002268892011240662 0.0017909022039021179 -0.00044340675445131634 0.0010640330739769802 0.001175869573619682 0.0030132092062469477 0.0017134024784537592 0.001786718199471718 -0.0013283957618813128 -0.0002614887495774554 -0.0011347305768598462 -9.636764762659786e-06 -5.384705663198641e-06 1.030622081631135e-05 -3.903314052450343e-05 2.7792847672997632e-05 7.308425884442291e-06 -3.458426843928699e-05
age2 -4.456019291102708e-05 3.385337537939938e-08 -2.4772320197747412e-05 -0.00024622806551883035 2.4633333029494213e-05 7.528903076511457e-07 -7.030369049755711e-09 -7.475687783361414e-07 6.980120145142198e-09 4.2301894980432524e-06 -6.276282162637519e-07 1.5634590162132942e-05 -2.221876051907108e-05 1.071448332105126e-05 -3.6259969527947075e-05 -3.475159694938244e-05 2.0086592590465997e-05 6.7469187975055356e-06 -4.2506436021439036e-05 1.7698715799632965e-05 1.0143628423164285e-05 1.1849205703844742e-05 3.323661181565967e-05 2.3549583267575312e-05 2.5695947793198302e-05 4.060834696984669e-05 3.3130515230742805e-05 -2.0223278493457024e-05 -4.8031010005142685e-05 -4.3369018078947995e-07 -2.963508962822453e-07 2.4986525118694015e-07 -9.378334389807059e-07 1.0565736427859181e-06 -2.3152263811177538e-07 -3.628948001533077e-07
age3 4.63382064859845e-07 -3.6692835804077855e-10 2.2533876184826825e-07 2.177888307867764e-06 -2.2416742037840367e-07 -7.030369049755688e-09 6.714047338490126e-11 6.981565631728925e-09 -6.666376511913108e-11 -4.02018522675996e-08 4.3963642054646616e-08 -1.2291851741734064e-07 1.841711135951476e-07 -1.3486328756251235e-07 3.171973732781101e-07 3.474942089747209e-07 -1.4893608200143626e-07 -4.3137646181402e-08 3.6893921398892835e-07 -1.483730802322514e-07 -9.814827289985384e-08 -9.85463198365253e-08 -3.534840159654646e-07 -2.350348904074919e-07 -3.0342806850855127e-07 -4.598954879893111e-07 -2.2936909203220288e-07 2.8634427506463153e-07 4.4264861089236504e-07 3.790854936687352e-09 2.161456975998543e-09 -2.9155431624861964e-09 8.475723090400564e-09 -8.748787620599255e-09 2.95993537027738e-09 2.6485667015033493e-09
age2_sex 4.985754089600173e-07 2.5300369324305923e-08 2.4640263287715714e-05 0.0005071930258584444 -4.925315211765951e-05 -7.475687783340921e-07 6.981565631709872e-09 1.4644537050022394e-06 -1.3487766700854601e-08 1.0123390162511228e-05 2.6199077396224074e-05 -8.025616402394808e-06 9.376985843670564e-06 -1.0185578786584754e-05 1.5342250214083946e-05 2.1249637886110648e-05 -3.998386582279212e-05 -5.068261288046091e-06 6.259730891981074e-05 -4.8639546997856664e-05 1.5670751766434013e-05 -2.4418860739626708e-05 -3.244007436899638e-05 -8.5459418125732e-05 -5.227278084231549e-05 -6.56129830569426e-05 3.7541085485239986e-05 1.280005500636079e-05 3.7207748130452226e-05 2.724842879481036e-07 1.5713649531601431e-07 -4.4688700253019046e-07 1.0552979763122677e-06 -7.743428011432416e-07 -3.2957786539484874e-08 9.88220432734799e-07
age3_sex -2.3530809000622754e-08 -1.451398761898047e-10 -2.2412365601406607e-07 -4.446868089653298e-06 4.429981076698948e-07 6.980120145123495e-09 -6.666376511895721e-11 -1.3487766700854492e-08 1.2685428099456011e-10 -9.234166203226898e-08 -2.6071735800392787e-07 4.883433974530758e-08 -7.972838209300699e-08 1.254964697760035e-07 -1.6167183570565338e-07 -2.1041872165476668e-07 3.367489237568946e-07 4.089804562060763e-08 -5.480135221181669e-07 4.2193099568927145e-07 -1.5078060975889466e-07 1.681366506223006e-07 2.826637943431588e-07 7.560212721228162e-07 4.979621274651003e-07 6.789204088665966e-07 -3.460907396107261e-07 -1.72637677535321e-07 -3.9972488049771963e-07 -2.5133543624786188e-09 -1.1450064110883731e-09 5.076719410423997e-09 -9.029768786200526e-09 6.502685426628777e-09 -9.411047892450087e-10 -8.784562087636973e-09
PC_3 -0.0022376327725200608 1.4306537796255704e-05 -0.0001425269879303724 0.004067201400224034 -0.0003661877122098006 4.230189498067076e-06 -4.020185226782039e-08 1.0123390162499035e-05 -9.234166203216416e-08 0.44449588832892883 -0.06598522518561285 0.021149740777103805 0.06767344688909557 0.028144946251010928 0.01797832961498891 0.041238972844158374 -0.09035684405666132 -0.047437789400712346 -0.03453827896086952 0.09650570156142088 0.015462537647173666 0.12975370139292877 0.02740287183203315 -0.2528043696692927 -0.06751129390016898 -0.03186468780390909 0.06466096587079859 -0.08537088815186653 0.17893249484242144 6.327312859665188e-05 0.00022467036170646076 0.000861646361316937 0.00039229484204766896 -0.0006643882887602763 -0.0011634917159398547 -0.00021005835702300426
