 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.008422968673213979 -5.592540891772388e-06 0.001024647041177464 0.0012191040531120822 -0.00021242825038895108 -3.851279111715607e-05 4.25493896619493e-07 9.119353740710284e-06 -1.0769913592767819e-07 -0.0021781489223510263 0.0009452728783133066 -0.0007290441172232358 0.0007894895087530909 -0.0011211424443847554 -0.002089371645651161 0.003354286703842145 0.0005293122423440347 -0.0008056928546729327 -0.0037609486600108286 -0.0005534029288721497 -0.0026191631936718536 -0.0026224237828944338 -0.006647682984296022 -0.00230655538966995 -0.005625690236168555 -0.003270167728002814 0.0005752482393551069 0.00961683835251238 0.0053232356255563775 2.1639721187999315e-05 -2.027393689849253e-05 1.985425712189824e-05 7.74423833516083e-05 -2.7524795085773884e-05 -1.1901455428664545e-05 -9.006277185155634e-05
yob -5.592540891784067e-06 2.2368945995176342e-06 2.3965922187186312e-06 1.7109184826856665e-05 -1.9032701970726465e-06 -1.4239931264060842e-08 3.162311298856031e-11 4.5405796538373715e-08 -2.91714107532199e-10 2.2169329699077e-05 0.00035976094912732517 5.6416830942994266e-05 -0.0002648439746469344 0.0001371721805165945 -0.00031230639886030946 -4.6179094699337984e-05 -0.0001418586649516899 0.00028252776496391776 -7.46744909128808e-05 -0.00020998569843281813 0.00018304827452292563 -0.00014597297653406785 -4.0065499073360665e-05 0.00012605292468595352 0.000115765955475009 -5.198249879489042e-05 -9.594677150138892e-05 3.67593881621384e-05 -0.0002907436566548174 -1.5716385412980277e-08 1.1528307402158351e-06 4.222774555693211e-07 -9.933296342644966e-07 -1.0671141939281464e-06 1.0502264588054601e-06 -7.779303373525616e-07
age 0.001024647041173444 2.396592218708151e-06 0.0005395238822793283 0.005099773241751923 -0.0005360064049691508 -1.674471223706057e-05 1.585257220242571e-07 1.66847537958239e-05 -1.5795290977637695e-07 -0.00027459196016584194 0.0004874584180843517 -1.8381105444853355e-05 -4.578415699274844e-05 -0.0009287173906348992 -0.00035834676004535256 9.811233782206431e-05 -0.0009167160727251511 -0.0005455261680365377 0.00017301491098184102 0.0002064679423164645 9.995651553483953e-05 -0.0005903888663414581 -0.000564775971621056 -0.0006091046294151326 -0.0012607171436555516 -0.0003323234810013165 -0.000672149266342573 0.0019906115814604013 0.001091834263690958 7.239658225002591e-06 1.1024753204673929e-05 -3.7795029529454303e-06 -3.4339104957503534e-06 -1.9385699495232948e-05 4.227493441783116e-06 1.8777323111631147e-06
sex 0.0012191040530446294 1.7109184826793432e-05 0.005099773241738243 0.09626837244694844 -0.009196791100512913 -0.0001494780486651646 1.3575942954143515e-06 0.00026776334349573356 -2.414815059882301e-06 -0.0009282057809835473 0.009230783448911454 0.0008996514452045074 -0.0021129864618909026 -0.012757870121224653 -0.004249022852409396 0.005222885567643181 -0.01535684553025848 -0.013909688812826079 0.0018312310259085097 0.00016630994781276378 -0.007173902703195306 -0.015433646630170444 -0.011085293564775762 -0.028667747368625922 -0.009258678856634618 -0.00578984361750733 -0.002118130768367355 0.01441590534553433 0.009106397207674373 2.0327199263450755e-05 6.90565592000994e-05 -0.00014073559349704945 -0.00018688536927839817 6.785421046672492e-05 -4.598130621945032e-05 0.0002877868814882797
age_sex -0.0002124282503813981 -1.9032701970654433e-06 -0.0005360064049675816 -0.009196791100512185 0.0009491977982575986 1.66556236116356e-05 -1.5779806326987977e-07 -2.9200084882889185e-05 2.74200861687691e-07 2.6958064082253333e-05 -0.0009617736787023886 -0.00024672164236170656 0.00035917892506731055 0.0012460543621451523 0.0002519194637207435 -0.0007849014797809035 0.0013414442074953037 0.001361800253612871 -0.00024101458965463342 -3.545681087365688e-05 0.00016465236447607182 0.0011623323870863676 0.0009937645318692017 0.0028347902750250854 0.0009620768757391937 0.0013536458919878322 0.00039440162696044147 -0.0012418284065147675 -0.0010367919505705734 -3.626439358695565e-06 -9.013356620062506e-06 1.7010523744052652e-05 9.622965852659035e-06 4.103466483143509e-06 -1.5390561429778906e-06 -2.2954902939970844e-05
age2 -3.8512791117024246e-05 -1.4239931263666414e-08 -1.674471223705946e-05 -0.00014947804866559595 1.665562361168513e-05 5.453546933491975e-07 -5.344615477577142e-09 -5.426471866623332e-07 5.318291584981364e-09 7.130294895707507e-06 -9.58498228912254e-06 3.7124079841426043e-07 -5.124304942114905e-06 3.732730289836094e-05 1.522238868485065e-06 -9.667886675078445e-06 1.4291248616601416e-05 1.9860932639255304e-05 -1.0438558198266353e-05 -9.938179394961709e-06 -1.192984486473094e-06 1.1040347438172077e-05 1.9612115711690942e-05 2.124467244033018e-05 4.621165475381019e-05 2.6900785778663383e-05 1.1977882438995655e-05 -6.850820544958469e-05 -3.6151490233249076e-05 -2.2557095439791974e-07 -2.9198419124477617e-07 1.606796438911949e-07 -8.475586738455538e-08 6.721546798522288e-07 -2.188888313781287e-07 8.749764620112729e-08
age3 4.254938966181764e-07 3.1623112989288797e-11 1.5852572202424237e-07 1.3575942954184765e-06 -1.577980632703543e-07 -5.344615477576952e-09 5.383318213389428e-11 5.318986961464547e-09 -5.35730603178801e-11 -6.00320167536609e-08 1.2714677899178504e-07 -8.718654114209516e-10 4.423549599304304e-08 -3.738748764932937e-07 -6.037308148024967e-09 1.4361904813739316e-07 -6.384346913932508e-08 -1.515702905298827e-07 9.935569498621106e-08 8.056999834524743e-08 1.686906578977621e-08 -8.591479940068214e-08 -2.4162992888576065e-07 -2.1894974888607873e-07 -4.719110376961116e-07 -3.7847620363183965e-07 -6.258015854628107e-08 7.069959892581446e-07 3.4801000014143725e-07 2.1639831131902427e-09 2.2088198708614957e-09 -1.966425598767556e-09 2.095952065224892e-09 -6.523736268523119e-09 2.745859611472902e-09 -1.6611355731857799e-09
age2_sex 9.119353740464675e-06 4.540579653781834e-08 1.6684753795771382e-05 0.00026776334349569084 -2.9200084882887003e-05 -5.426471866606802e-07 5.318986961448694e-09 9.377521390475446e-07 -9.102588004284868e-09 4.2505383568545135e-07 3.098421579203283e-05 1.0254766993489847e-05 -1.2102737093647132e-05 -3.8232951400127316e-05 -2.432720585636796e-06 3.0248759517084763e-05 -3.4501018283221874e-05 -3.781876991243866e-05 8.658248260448092e-06 2.0876400523332462e-06 4.625715018217529e-06 -2.4277063567809384e-05 -2.7737929552270405e-05 -8.265522771218314e-05 -3.150446840076423e-05 -5.9339725134099544e-05 -1.3366274545312595e-05 3.4470451758091277e-05 3.6792406377308875e-05 1.2667459619307815e-07 2.847098288761398e-07 -5.973098068510838e-07 -1.3662629884855056e-07 -2.876122644338454e-07 2.0694586741289288e-07 5.920769426833256e-07
age3_sex -1.0769913592524645e-07 -2.917141075363526e-10 -1.579529097758573e-07 -2.4148150598816845e-06 2.7420086168765105e-07 5.318291584964808e-09 -5.3573060317721286e-11 -9.102588004284284e-09 9.079303523632088e-11 -1.7205409691681475e-08 -3.005730964198566e-07 -1.0351232908155472e-07 1.044402230618912e-07 3.698302676846473e-07 -1.7555284852517057e-08 -3.2473398133974186e-07 2.674032488851564e-07 3.094480914226027e-07 -9.114355466254713e-08 -2.4565174305489663e-08 -9.716244241122224e-08 1.4928811587567958e-07 2.487614845478953e-07 7.49377504566226e-07 3.1720071045805497e-07 6.649668255373933e-07 1.1761422302833443e-07 -3.2198142813196357e-07 -4.1650341864968175e-07 -1.3884125101876904e-09 -2.4846016257538523e-09 6.132242529840775e-09 3.5053129733156195e-10 3.4094130393979982e-09 -2.9476727779676296e-09 -4.85217929697102e-09
PC_3 -0.002178148922351556 2.2169329699074473e-05 -0.0002745919601668169 -0.0009282057809978293 2.695806408386091e-05 7.130294895739529e-06 -6.003201675397809e-08 4.2505383563243884e-07 -1.720540969115666e-08 0.4984703162479743 -0.07770523774929093 0.023916646129391823 0.07584480346343841 0.02600649868763893 0.02311307233813726 0.041784117267065705 -0.08985493479971314 -0.04132945950333631 -0.02888426954282925 0.10832680703589771 0.013249221973925926 0.1468870170270635 0.027182261366256413 -0.2915282346853857 -0.07081676842435865 -0.03837067491473687 0.08555107179495668 -0.09575892736655561 0.19466268586045068 0.00010996583296499026 0.0003307145154435133 0.0008588169836188153 0.000366457171255841 -0.0007344918383366312 -0.0010821648069556144 -0.00028862963295725805
