 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband sibling paternal maternal
intercept 1.4648628245180682e-05 2.531907527723666e-07 -1.3500325147957243e-06 -9.9427488430936e-06 7.459598922817057e-07 2.4613722153077924e-08 -1.3109017441979855e-10 -1.716480394131297e-08 1.1838529891020647e-10 3.0491539482532492e-05 -3.7294031081661854e-05 4.295509483509204e-06 -5.9051053163322554e-05 4.980082314525536e-06 -7.043820329775631e-05 8.668074172234147e-05 -6.231347951360729e-05 -2.9947109737672753e-06 -0.0001004874682326959 -2.3242648770399916e-05 -8.221691321035631e-06 -8.110942984115941e-05 1.3913247736419204e-05 -4.0114290761076765e-05 1.0541111611576927e-05 8.794522929756535e-06 -4.89819942716664e-05 -3.753722376483376e-05 5.5179810005221996e-05 3.2913717461089176e-06 3.7106423201938997e-06 -4.442588324493335e-06 -5.463424400173853e-06
yob 2.5319075277233495e-07 1.2804677816474078e-07 3.003795322747922e-07 1.5998121491144405e-06 -1.356019052187378e-07 -3.074910998147271e-09 1.3086671013392543e-11 2.3600957205332466e-09 -1.1089825566002867e-11 2.6373883592639776e-06 5.201268841445095e-06 -7.394077296832033e-07 -9.491573225219684e-06 -5.1985858643317236e-06 -1.7389955304871006e-06 1.8116165475449513e-06 -3.0716623581362073e-06 5.510269995424202e-06 -2.8610262804383872e-06 -5.753569039164357e-06 8.888161043810754e-06 -6.90940763535758e-06 -2.566583972473672e-06 1.0583886052272708e-05 3.3531016674013826e-06 4.847789267433855e-07 -2.693145925692582e-06 3.792492086452792e-06 -1.473133474075639e-05 2.4192107108478997e-08 1.4625912589839047e-08 -2.0323152687682973e-08 -3.230147348784398e-08
age -1.3500325148262455e-06 3.0037953227445513e-07 4.408759647650332e-05 0.0006433516201195104 -4.3431051203887564e-05 -8.806665986842902e-07 5.46914258713463e-09 8.73697739042083e-07 -5.43252236697846e-09 1.1831710609883464e-05 -1.3232037728272002e-05 -1.0870018024974885e-05 -3.31222025287232e-05 -1.4505475710429439e-05 2.802211493867494e-05 1.773578858283834e-05 -2.042752715291318e-05 -1.298903517580861e-05 3.296850688855909e-05 1.4688029238452215e-07 -7.685555988932713e-06 -1.4649936937038585e-05 -2.2408835949791573e-05 1.77014136136994e-05 -3.378906379628584e-06 -8.114037431447135e-06 -1.8580005363210017e-05 -1.1719242908752641e-05 -6.946618380960467e-06 -1.0994108177747626e-07 -9.844944284203749e-08 -2.607483579991256e-07 5.016020522090913e-07
sex -9.94274884285933e-06 1.5998121491273006e-06 0.0006433516201206268 0.01783991361751793 -0.001144686352312072 -1.2484008224910495e-05 7.577599304902004e-08 2.2311151029629206e-05 -1.3562683380155745e-07 -8.769831559379312e-06 0.00025711271860037754 -6.73187133415783e-05 2.320392090665358e-05 -0.00018531809502619944 0.0001229631310314605 0.000429331533738963 -0.00021164919757811138 1.8657402933814997e-05 0.0003338998516936468 -0.00013519612909965913 -0.0002799445886290709 -0.00025809440781153465 -0.00019602524930036758 -1.7190381990097417e-06 -0.00020797100506161103 0.00030167942939947416 -0.0002572061771196211 -0.00010809031502570598 -0.0005099893848742064 -5.8423169423179954e-06 -2.986975234945899e-06 -7.835061162825154e-06 2.045203927987463e-05
age_sex 7.459598923332584e-07 -1.356019052197583e-07 -4.343105120396398e-05 -0.0011446863523120027 7.706138610801116e-05 8.713821729460822e-07 -5.42011566568703e-09 -1.550548749193909e-06 9.64736435649912e-09 -1.029437645150782e-06 -1.0909340785173237e-05 1.2327459741241305e-05 3.254597660866449e-06 8.800946354515467e-06 -1.8515436615215968e-05 -2.6018917434056724e-05 1.1887726852446912e-05 5.110969349060857e-06 -2.447889412696858e-05 1.1500755569145126e-05 1.4357513909772296e-05 1.4627451544157128e-05 1.8101051290263423e-05 3.563978209591248e-06 1.436472923353624e-05 -2.119278436908699e-05 2.1331449833967208e-05 1.187149532495784e-05 3.35901400503303e-05 3.1286875853433905e-07 2.4985119261722863e-07 2.931219920658332e-07 -1.2354646888877791e-06
age2 2.4613722153354367e-08 -3.074910998155462e-09 -8.806665986843173e-07 -1.2484008224887903e-05 8.713821729445515e-07 1.8111185694671938e-08 -1.1489694021531419e-10 -1.798462340712949e-08 1.1416669894004244e-10 -1.0115707933633727e-07 6.50493543797635e-07 3.4053226838825557e-07 4.850094403196184e-07 2.733365557743829e-07 -6.699801157777285e-07 -3.5911657035453877e-07 2.237958516816445e-07 4.875872513540672e-07 -8.705638895527669e-07 -2.4484518051751755e-07 3.227764467767103e-07 1.0662060830606383e-07 5.67195577838913e-07 -4.333800686184958e-08 2.9956985108208413e-07 2.154747541354011e-07 3.260316423688208e-07 2.455349206282856e-07 -3.4538727092315394e-07 9.079568117744057e-10 2.002372519812857e-09 1.8458481131409802e-09 -8.739848240526128e-09
age3 -1.31090174420436e-10 1.3086671013454027e-11 5.4691425871348765e-09 7.577599304887786e-08 -5.420115665677398e-09 -1.148969402153157e-10 7.41768361402174e-13 1.1413889124562489e-10 -7.371681057589679e-13 -1.988404886453532e-10 -5.112007809523347e-09 -2.810925449510779e-09 -3.171586566720208e-09 -1.4214541086832743e-09 4.130011400148975e-09 2.274996856924693e-09 -7.276122314261961e-10 -3.759733383658525e-09 5.933566537521413e-09 2.3897727925406327e-09 -2.2765439976040876e-09 -2.887948411137783e-10 -4.66390311418671e-09 -5.952058942186745e-10 -2.965950000773535e-09 -1.6615577115822378e-09 -2.147208752203932e-09 -1.2775976284165627e-09 3.895522761740674e-09 4.1105243079043285e-12 -1.0897776220886443e-11 5.614098017174724e-13 4.942659303779151e-11
age2_sex -1.7164803941887166e-08 2.3600957205424147e-09 8.736977390436176e-07 2.231115102962676e-05 -1.5505487491938362e-06 -1.798462340716045e-08 1.141388912458196e-10 3.1966873643211184e-08 -2.028375940766471e-10 3.2021436312008675e-08 1.215314605310685e-07 -3.8184679861715866e-07 -1.122989946883442e-07 -1.4202882944346788e-07 5.195236398303473e-07 4.782906193611074e-07 -1.9496795960242986e-07 -1.7824174487989413e-07 5.684163508975453e-07 -1.6833953641962242e-07 -2.4067671320152586e-07 -2.3605333715796165e-07 -4.744853627974987e-07 -1.498824097814382e-07 -2.7470700195874667e-07 4.0228108758592625e-07 -4.756212076212283e-07 -2.6582640452503906e-07 -6.168580146456057e-07 -5.304376155011678e-09 -5.740030581093105e-09 -2.687752332497643e-09 2.301920521274837e-08
age3_sex 1.1838529891214362e-10 -1.1089825566103037e-11 -5.432522366988055e-09 -1.3562683380153582e-07 9.647364356498241e-09 1.141666989402354e-10 -7.371681057601805e-13 -2.028375940766386e-10 1.3091675197262116e-12 -7.591024025876872e-11 -2.434608762500948e-10 3.130895251569154e-09 8.782832175951795e-10 7.810891091591442e-10 -3.948337459122987e-09 -2.633001618783721e-09 9.838870929137705e-10 1.3935079030673251e-09 -4.0747066747792045e-09 5.373757032523888e-10 1.2702044183414339e-09 1.2207919900982323e-09 3.565588820975196e-09 1.2848383519451876e-09 1.5607414065793288e-09 -2.3018145490945285e-09 3.1616782002412125e-09 1.4175041761349218e-09 3.5090100466305733e-09 2.718164908757705e-11 3.8846809166681604e-11 2.5292563702255713e-12 -1.352855363749098e-10
PC_3 3.0491539482532828e-05 2.63738835926392e-06 1.1831710609857897e-05 -8.76983156007527e-06 -1.029437645102499e-06 -1.0115707933581133e-07 -1.988404886486874e-10 3.202143631101307e-08 -7.591024025245067e-11 0.032733809932034716 0.0006710666717983216 0.003217667913276377 -0.00047861318020036116 -0.006787797228766078 0.0017816176009090006 0.005505826565169015 -0.0043715695511978665 0.00036401860404194247 -0.0012988578321641955 -0.00017234191351440703 0.007063166982024667 0.002815496345131814 -0.001089045247306894 -0.011743714002369217 0.0028384125738075312 -0.0003531489542738479 0.0034907574602751684 -0.0005471310135002134 0.005634325808733527 2.068342280286497e-05 2.3566241524741817e-05 -1.81330000907917e-05 -2.5987428857582805e-05
