 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal
intercept 1.0503374412874218e-05 3.2230917487005546e-08 -3.2556972297081856e-06 -1.7340038372427038e-05 1.1020773823062523e-06 6.361739641826478e-08 -3.7666484558848285e-10 -2.2268640847704833e-08 1.4083596885541066e-10 4.0476213998393176e-06 6.071851640113164e-08 3.3605445302831574e-06 -3.8364190488926954e-05 4.5253038433962734e-05 -6.97727992265816e-05 4.719196315575685e-05 -4.2019119919710405e-05 -6.703532111681284e-06 -7.607631944144822e-05 -7.86333842827377e-06 -1.765274667435887e-05 -4.662382200843969e-05 5.749715810124474e-06 -3.666208563146944e-05 -5.795755862704056e-06 5.330377391528929e-06 -3.7853018676580856e-05 -4.486168654055613e-05 6.717718632580365e-05 1.6073882237372185e-06 -1.272896422084514e-06 -1.6932716895003625e-06
yob 3.2230917487017147e-08 9.853436768621445e-08 1.5602475580419977e-07 3.847731033964518e-07 -4.441200292933067e-08 -6.906375253765775e-10 -2.9148541822224926e-13 6.26622937458435e-10 -1.3669801391874842e-12 7.564477888175515e-07 6.985481347786538e-06 5.33642398270783e-07 -6.802438512789711e-06 -1.6236900197152153e-06 -3.1118772996604017e-06 1.5399342559496746e-07 -2.4628260759673923e-06 4.5949963957328374e-06 -1.7113095580566226e-06 -4.242604816710586e-06 5.715906787863474e-06 -5.421812028294587e-06 -2.698506252926391e-06 8.521542544511277e-06 2.7081885253129447e-06 8.292758463298641e-08 -2.2359401309329866e-06 2.9070642291803903e-06 -1.1346528961055905e-05 2.6928209772345333e-08 -1.4799615321643103e-08 -2.5569292768221987e-08
age -3.2556972297242488e-06 1.5602475580443477e-07 4.263378661219887e-05 0.0006346702733056209 -4.234196117308298e-05 -8.551590818815735e-07 5.342113454773178e-09 8.52731651945206e-07 -5.329957313312284e-09 1.2541514097515404e-06 -2.5746118195400725e-06 -6.006465372384224e-06 -1.6970396402503624e-05 7.553613158544199e-06 1.4998616256093613e-05 1.0771394803946768e-05 2.8637116016052942e-06 3.136083169953913e-06 1.352385803062427e-05 -6.763038536212772e-06 -1.5564550868408406e-05 -1.0194131881436298e-05 -3.653981674580575e-05 9.381664529226392e-06 8.02317862516842e-06 -4.757702244533711e-06 -4.088845933877558e-05 -2.0051464149324368e-05 1.0717579125092776e-05 8.83482158887894e-08 -1.1906491215441334e-07 9.508961148072849e-08
sex -1.7340038372748094e-05 3.8477310340847127e-07 0.0006346702733059917 0.01652606741286397 -0.0010709405516871717 -1.247459815971953e-05 7.660416373084071e-08 2.1164329166811547e-05 -1.3044529933885071e-07 1.6775163417401455e-05 9.017062967067157e-05 -4.065451494460613e-05 0.00010534588178147114 -2.580440774233292e-05 0.00017910441259116688 0.0002087882778390622 9.20718114926567e-05 0.0002629295277155506 0.00018083757367119902 -0.0003952081613192041 1.8462217010607787e-05 -3.75224973895229e-05 -0.00010921308745333769 -6.749623811223027e-05 0.0002996914021496987 0.00032213144252377 -0.00040800636051551136 -0.00021378005140312088 -6.0945933013926996e-05 -3.1271298571768413e-08 -1.9768148943464482e-06 4.608067379710623e-06
age_sex 1.1020773823242068e-06 -4.4412002930054235e-08 -4.2341961173143186e-05 -0.0010709405516879469 7.164945538035371e-05 8.520352744915725e-07 -5.3275400688096905e-09 -1.4487984528663727e-06 9.087583185120635e-09 -2.244124534078318e-06 9.473224693731688e-07 9.713907730475201e-06 -5.127780942460915e-06 6.680679739670196e-07 -1.7928971742932504e-05 -1.313619448867615e-05 -8.98045389175952e-06 -1.2666503206577524e-05 -1.542857411603151e-05 2.2641772163320763e-05 -1.989318563592728e-06 2.5255857793691194e-06 1.0148269724499248e-05 8.351952900407035e-06 -1.6910092383415912e-05 -2.2127773958336012e-05 3.0211376527543606e-05 1.5422942155752628e-05 4.425288717633353e-07 -5.119500310231748e-08 6.358384553246915e-08 -2.933074707611019e-07
age2 6.361739641847128e-08 -6.906375253874837e-10 -8.551590818819775e-07 -1.2474598159720587e-05 8.520352744909347e-07 1.755770615369376e-08 -1.1162501648848391e-10 -1.7507897146427162e-08 1.1131355615499347e-10 5.2402588650800656e-08 3.9319116886622374e-07 2.4411213876793066e-07 2.1631093711366422e-07 -1.2520137661858032e-07 -4.340791954201349e-07 -2.402078181527756e-07 -2.0503596589510886e-07 1.2484099887515954e-07 -4.251088858141172e-07 -7.857214621774134e-08 4.2209819899030066e-07 2.9789812891353867e-08 7.761460231665896e-07 9.044880968733447e-08 1.3952754677903732e-08 1.3071125790437572e-07 7.521868112351747e-07 4.347384132060601e-07 -6.341444529192513e-07 -2.595189523057287e-09 1.3960955113837909e-09 -2.228539815256422e-09
age3 -3.7666484558989894e-10 -2.9148541817145253e-13 5.342113454777846e-09 7.660416373089352e-08 -5.327540068808761e-09 -1.1162501648852714e-10 7.204742815521404e-13 1.1130032538785016e-10 -7.182816237318688e-13 -8.472236678714594e-10 -3.355073796135904e-09 -2.076648544399984e-09 -1.5434012122779798e-09 8.248648216399705e-10 2.8397295859292346e-09 1.6353382843311955e-09 1.7483523937587176e-09 -1.3669656958856183e-09 3.0685697197452514e-09 1.2167606739563237e-09 -2.734116060734074e-09 1.700320831411348e-10 -5.4829480657416195e-09 -1.3524236651121341e-09 -8.457645092435806e-10 -1.052040486356147e-09 -4.599346289810083e-09 -2.5484837618465972e-09 5.37823721860164e-09 2.2146926589942035e-11 -4.372735566183573e-12 1.6488096613580056e-11
age2_sex -2.2268640847781132e-08 6.266229374690883e-10 8.527316519470442e-07 2.1164329166840804e-05 -1.4487984528672854e-06 -1.7507897146452603e-08 1.1130032538794775e-10 2.987060190448242e-08 -1.9046317496352634e-10 5.1575065725985164e-08 -1.134861932634713e-07 -3.003686862180238e-07 8.185385785460934e-08 -1.2526013748076115e-08 4.5788047248347385e-07 2.585064765064315e-07 2.103135317227443e-07 1.8762268289388652e-07 3.916950577517442e-07 -3.3915158576940036e-07 5.35414434519555e-08 -2.8747792786342484e-08 -2.7854734856212344e-07 -2.5272969086091995e-07 3.1322101723045906e-07 4.1785486514555045e-07 -6.311216497282439e-07 -3.02855524385839e-07 6.842467702577205e-08 1.5968543780760327e-09 -2.933546288755304e-10 5.545248619677661e-09
age3_sex 1.4083596886122346e-10 -1.3669801392429925e-12 -5.329957313327204e-09 -1.304452993391096e-07 9.087583185131367e-09 1.1131355615522203e-10 -7.18281623732912e-13 -1.9046317496362733e-10 1.2326914844923524e-12 -2.1265796455075896e-10 1.162811662138698e-09 2.428790539148215e-09 -4.1399547920953886e-10 1.2494992247037826e-10 -3.348690362869165e-09 -1.5047534281977662e-09 -1.416256525659336e-09 -8.942131365753744e-10 -2.9607350372043596e-09 1.4493384381219798e-09 -4.3315230403461336e-10 7.63416189700957e-11 2.1753967242735265e-09 1.9651767394075778e-09 -1.8992761649987723e-09 -2.3897932100229095e-09 4.009032217828149e-09 1.597898688825823e-09 -7.917053616345964e-10 -1.3260110771494433e-11 -2.5938547031898013e-12 -3.2729141773101846e-11
PC_3 4.047621399839184e-06 7.564477888175259e-07 1.2541514097471985e-06 1.6775163417435435e-05 -2.244124534079346e-06 5.2402588650900996e-08 -8.472236678721584e-10 5.157506572598425e-08 -2.1265796455063475e-10 0.025723121069642533 0.0007029128743973271 0.001795141679106555 -0.00033809894756980485 -0.0043802949743176785 0.0018636569162029095 0.003694533943128126 -0.003925841190935833 -0.0002498836490151722 -0.0012760326401818488 0.0006090691545899266 0.004949842042178513 0.0025549294378382193 -0.0015685438436513163 -0.009253731058508966 0.0010664625539823093 -0.0008249569933933691 0.003073730855563416 -0.0006684239184783298 0.004612288502769927 9.924922379492365e-06 -1.0155758539830595e-06 -4.335098572881401e-06
