(Intercept) covarage covarsex covarage_sex covarPC_3 covarPC_4 proband sibling paternal maternal
(Intercept) 0.000412010564731762 -7.99900589969448e-06 -3.60028531908453e-05 1.16446514410845e-05 1.79101612206082e-05 2.85153444391013e-06 2.07833894839119e-05 3.44107685588091e-05 -4.31825681371742e-05 -4.94797635936587e-05
covarage -7.99900589969448e-06 0.0004180033247623 0.000635593604223893 -0.000661281250830481 -6.39834530664323e-06 1.25307180585525e-05 -1.46983080632691e-07 1.18804170194585e-06 -7.19020403370003e-06 6.46755863264031e-06
covarsex -3.60028531908453e-05 0.000635593604223893 0.00162334796366406 -0.0015802952007104 -7.23724019508703e-06 2.06309487083934e-06 -1.60184590912292e-07 3.70463512473009e-06 -1.03816343992562e-05 5.07547699696456e-06
covarage_sex 1.16446514410845e-05 -0.000661281250830481 -0.0015802952007104 0.00167223401519154 9.8753163274965e-06 -1.57994725164553e-06 -1.31376271828202e-06 -3.81584448788072e-06 1.06689927215981e-05 -5.48816907860359e-06
covarPC_3 1.79101612206082e-05 -6.39834530664323e-06 -7.23724019508703e-06 9.8753163274965e-06 0.000124289712838798 4.90588492042528e-06 4.37791755387436e-06 4.82157255982485e-06 -3.84842161134408e-06 -4.87022531161074e-06
covarPC_4 2.85153444391013e-06 1.25307180585525e-05 2.06309487083934e-06 -1.57994725164553e-06 4.90588492042528e-06 0.000133617707804369 7.72004252611924e-07 1.57318220640517e-06 -5.50327643879119e-06 -6.2202598627002e-06
proband 2.07833894839119e-05 -1.46983080632691e-07 -1.60184590912292e-07 -1.31376271828202e-06 4.37791755387436e-06 7.72004252611924e-07 0.000426371749906711 0.000192800489127278 -0.000388034802413448 -0.000373541404028909
sibling 3.44107685588091e-05 1.18804170194585e-06 3.70463512473009e-06 -3.81584448788072e-06 4.82157255982485e-06 1.57318220640517e-06 0.000192800489127278 0.000502330484036408 -0.000435053712119273 -0.000419728086069355
paternal -4.31825681371742e-05 -7.19020403370003e-06 -1.03816343992562e-05 1.06689927215981e-05 -3.84842161134408e-06 -5.50327643879119e-06 -0.000388034802413448 -0.000435053712119273 0.00123795668358535 -7.21806408667268e-05
maternal -4.94797635936587e-05 6.46755863264031e-06 5.07547699696456e-06 -5.48816907860359e-06 -4.87022531161074e-06 -6.2202598627002e-06 -0.000373541404028909 -0.000419728086069355 -7.21806408667268e-05 0.00120090260613148
