 intercept yob age sex age_sex age2 age3 age2_sex age3_sex PC_3 PC_4 PC_5 PC_6 PC_7 PC_8 PC_9 PC_10 PC_11 PC_12 PC_13 PC_14 PC_15 PC_16 PC_17 PC_18 PC_19 PC_20 PC_21 PC_22 proband paternal maternal gpp gpm gmp gmm
intercept 0.02219723770594307 -1.1425794484472224e-05 0.006179205849786561 0.02426413285369496 -0.002442724483768386 -0.0001880160818422829 1.7879747527993865e-06 7.563901078956833e-05 -7.265002932584926e-07 -0.009887244676074047 0.0002828863118304139 -0.00955193357881835 0.006706571419334027 0.010801459923231636 0.0034372168343587244 0.0028847326085868537 0.005782026796295238 0.00791606231333823 -0.000442542262226158 -0.007144266832543438 -0.014091626043947435 -0.0005998361012243322 0.00612717278878896 -0.0012274746012440696 0.0003931541526547029 -0.002182289093018889 -0.008097613451381488 0.004199952165257334 0.006206825020981016 0.00010066107447606734 -0.00011649901270105685 -9.920029627508849e-05 0.00037955112453569865 -0.00019673847019141655 4.5140134969943924e-05 -0.0001241319627481672
yob -1.1425794484286148e-05 5.7891221638225e-06 1.8382199939848397e-05 1.0934443061608268e-05 -2.3778785366758122e-06 -3.0218853120057613e-07 2.0375422526489763e-09 5.503975671488165e-08 -2.883605872609429e-10 1.4938992386198428e-05 0.001651998917986987 0.00023311901603511193 -0.00029173013902521536 0.0003555185447855659 -0.0011726410666973441 -0.00015021111991945688 -0.00047774849375791824 0.0004646650676635892 -3.400146262449281e-05 -0.0008783320502590366 0.0003775510480015723 -0.0004484018076064959 0.0005925205339359709 0.0006140461288687599 0.0002461110086279724 -7.120847296782964e-05 0.00024744206511936157 5.2864185689735846e-05 -0.0009339974189126928 -7.119567648515756e-07 2.3580551154639172e-06 4.427191764623709e-07 2.4764912988655066e-06 -5.0370002662515715e-06 5.386614581520298e-07 2.040329164866817e-06
age 0.006179205849824084 1.838219993977648e-05 0.005561522853134194 0.06296170209127104 -0.005472730787261612 -0.00015077666125746578 1.2950041223939519e-06 0.00014899515754268443 -1.2813896390947425e-06 -0.0013189372426486723 0.0054281364043635445 0.000735621440545764 -0.0007461085174736468 -0.0005350370387453037 -0.003769295145415459 0.0021874171574081734 -0.0016806266536622885 0.005834477743262486 0.008052637452009875 -0.002656803402780535 0.009063366677781952 0.0021325443077332695 0.00723036302427681 0.0074975694402564024 -0.0009598742977154654 -0.0047395151941545385 -0.003532157761325013 -0.010910920865330825 -0.0011145263641520967 5.5286335932734564e-05 -2.4465875209228367e-05 -1.922482806295047e-05 0.0003982235162595932 -0.0003907791535976496 3.621637918058582e-05 1.509351662878953e-05
sex 0.02426413285449822 1.0934443059535636e-05 0.06296170209153171 1.227317673332533 -0.10303634916906054 -0.0016755020429399673 1.4148194697993087e-05 0.0027221574415233064 -2.2801034096994146e-05 -0.025190735849942726 0.023417585631737025 0.045036230537847034 -0.03954137329378356 -0.05351974553673273 0.020521253556810393 0.025381297676157856 -0.1432321167926803 0.072645489917863 0.072383904932469 0.024314509114489125 0.10311184595354438 -0.000206557213469431 0.032992770612792224 0.06593924089441687 -0.07509839532584608 -0.07559849499101265 0.03622619285569244 -0.1675964313124126 0.034272405053554805 0.0004441727942564802 -0.00038792896244268686 2.2729667462677134e-05 0.0034801826363923243 -0.003460948867150299 -0.0006232490170145532 0.0006076067778043993
age_sex -0.0024427244838428727 -2.3778785363333487e-06 -0.005472730787284917 -0.10303634916905856 0.008878185396988099 0.0001489417122786124 -1.2810449904505174e-06 -0.00023970025531195758 2.0442600159504243e-06 0.002048638733440711 -0.0022759272911196415 -0.004339826875147184 0.0036377689106145777 0.004489918648608875 -0.0006296759701108351 -0.0029553350622430626 0.010952710451682219 -0.0061678297190977975 -0.007568031999001633 -0.001478120468034105 -0.009025232058443166 0.0005327688278953276 -0.0035330915650823584 -0.004980589864023578 0.006090226128595359 0.006719160016637823 -0.000741369683142316 0.015339762632356436 -0.005013064334289277 -3.980605844373957e-05 3.983502033388027e-05 1.3428377696131865e-05 -0.00030547864796482836 0.0002845213913886716 4.515729170537553e-05 -5.440734206819206e-05
age2 -0.00018801608184346516 -3.021885311923039e-07 -0.00015077666125744578 -0.0016755020429323573 0.00014894171227793272 4.17786445937939e-06 -3.652455644849525e-08 -4.13716552067581e-06 3.61969528666622e-08 4.423397430736959e-05 -9.905079534810366e-05 -1.818799737774116e-05 1.416764644901145e-05 4.138975085970927e-05 5.0575057819957836e-05 -6.641386083358087e-05 1.4704853855960405e-06 -0.00017220698118948946 -0.00024437509769128563 4.703485915398596e-05 -0.00019245115377436857 -7.13185290599904e-05 -0.0001993813830505227 -0.0001982286557815459 3.591146436962036e-05 0.00014134179698088164 0.00013504189741214245 0.0002891711693406936 -1.946603373589634e-05 -1.6073537352964036e-06 8.525586133395169e-07 8.22472829432185e-07 -1.0241184025245137e-05 9.721473114237656e-06 -1.1218631342062056e-06 -2.6282902715979107e-07
age3 1.7879747528090827e-06 2.037542252613161e-09 1.2950041223936499e-06 1.4148194697923964e-05 -1.281044990444352e-06 -3.652455644849172e-08 3.2429166838759986e-10 3.6194371095712045e-08 -3.215143453393299e-10 -4.6369363394143444e-07 8.086459401838833e-07 1.8649266058234472e-07 -1.2888904090903006e-07 -4.2062510698571777e-07 -2.5937170477762904e-07 6.059704568616897e-07 2.2251048595637692e-07 1.5799245911288706e-06 2.228545546346e-06 -3.912617579182903e-07 1.29158260430921e-06 5.597982850027623e-07 1.6886911154081857e-06 1.7141407097268013e-06 -3.382539267026401e-07 -1.2479844628048178e-06 -1.3216802238172762e-06 -2.3985598866456447e-06 3.9036106584612695e-07 1.4561157319422298e-08 -8.8506050156118e-09 -1.0602034625684677e-08 8.424058204161642e-08 -7.724094552822614e-08 1.1238096578124643e-08 2.5032903345829867e-09
age2_sex 7.563901079160926e-05 5.50397567082534e-08 0.00014899515754333205 0.002722157441523112 -0.00023970025531194495 -4.137165520694678e-06 3.6194371095883166e-08 6.5996854748343835e-06 -5.7254554894970336e-08 -5.579492059382889e-05 6.506830039722761e-05 0.00012773671356168414 -0.00010414265532851858 -0.00012160258798469805 2.7597074000727993e-06 9.4775412135899e-05 -0.0002574718391088315 0.00015506483910128783 0.00022682225804706771 3.8811276183878825e-05 0.00024478185356426486 -2.88395880918073e-05 9.054883227879971e-05 0.00013526716469107854 -0.00015254183367239554 -0.00018421749014604227 -3.775427293898056e-05 -0.00044247203849609717 0.00016966793313658523 1.1408455565761777e-06 -1.262343620198706e-06 -9.084158057286689e-07 8.285051952088916e-06 -7.346738441011933e-06 -7.563723299225039e-07 1.5869878284766463e-06
age3_sex -7.265002932768582e-07 -2.8836058718168214e-10 -1.2813896391003627e-06 -2.2801034096990823e-05 2.0442600159501736e-06 3.619695286682577e-08 -3.2151434534081307e-10 -5.725455489496645e-08 5.045318965995883e-10 4.860952538891966e-07 -5.48236013637211e-07 -1.166435466719494e-06 9.405297648395709e-07 1.061989926824584e-06 4.174224731297362e-08 -8.97456443274669e-07 1.877805876007233e-06 -1.2068891116605881e-06 -2.1056601677989584e-06 -3.115105038089905e-07 -2.0675779786039305e-06 3.781685950223307e-07 -6.047638577659097e-07 -1.1901978707611908e-06 1.2001982258124911e-06 1.5472064625206677e-06 6.912526808081158e-07 3.966644705307339e-06 -1.7246945596404846e-06 -1.0679407235486667e-08 1.1986771934280778e-08 1.2751953299830874e-08 -7.019881306914951e-08 6.015682336479646e-08 2.2915864685277804e-09 -1.5082346731833035e-08
PC_3 -0.009887244676080936 1.4938992386292944e-05 -0.0013189372426390554 -0.025190735849700895 0.0020486387334193246 4.423397430711011e-05 -4.636936339392104e-07 -5.579492059323947e-05 4.860952538840882e-07 1.1869920803996108 -0.15177723351281697 -0.14798487736802282 0.3627076692335012 0.1278702706171637 0.08686549841330744 0.16638936932657358 -0.36667639896851423 -0.08588585761911419 -0.38159823477825383 0.23392401088099402 0.23487779269963388 0.2956362435518482 -0.18525747852332028 -1.013399644681842 -0.22566852832184295 -0.14757558913655194 0.13267587955980048 -0.32380617337758033 0.381007378759655 0.0003260971591081936 0.0005793064450649804 0.004675098914835288 -0.0014519052126041947 -0.00036939374153859185 -0.005487433495744246 -0.002281963472079524
