 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0002750282841058295 4.993680020369374e-07 -2.333349419115894e-06 -4.858877919800862e-07 7.405337518923812e-07 -1.326344774961243e-07 9.875925964983112e-08 1.2121506882429838e-06 5.611528581411579e-07 4.0797631713302707e-07 -2.708594345161832e-07 6.216019057830102e-07 -2.925674490192215e-07 6.170248581969218e-07 1.762386544909806e-07 -5.66962345126217e-07 -3.2612402329483406e-07 -4.072602020210936e-07 3.377510970596365e-07 9.319562253350586e-07 2.8925783363306635e-07 2.3695418453228767e-06 1.2788557974928768e-05 -2.7986006666704995e-05 4.6662198472955956e-07
PC1 4.993680020369378e-07 9.596795996228313e-07 -7.744327644009599e-07 -2.0204472859141477e-08 -5.363975013267256e-08 -1.395664843898853e-07 2.1427449000755763e-08 9.966169075838662e-08 1.1923949359596276e-07 -4.1925469861800226e-08 1.0945742228239746e-07 -7.332151557515043e-08 2.4242990929477786e-07 -6.918820827935193e-08 -1.1118276104772222e-07 -2.4612368360937594e-07 -1.957547702812052e-07 2.6581735702443398e-09 -1.5212700591907245e-08 6.754986589213224e-08 7.716042804486986e-09 6.925246130680979e-07 -8.27381256090625e-07 1.8159247427083879e-06 4.2061450565102803e-07
PC2 -2.3333494191158927e-06 -7.744327644009597e-07 2.0442244763688638e-05 3.33157348605354e-07 7.210932116436809e-07 -8.2940173260189e-08 -2.947571806207268e-08 -1.738823817920808e-07 2.0169656356209015e-07 3.795016907721244e-09 -3.3284469680250277e-08 -6.869440246866667e-08 -2.0266497512182233e-07 2.014589443571396e-07 -2.8674112509276693e-07 1.8835828299350132e-07 -9.732825306521342e-08 4.855426397250616e-07 6.625215144953794e-08 -2.4124246141453124e-07 7.092613173247523e-08 -5.042220904850057e-07 -1.6118508965515585e-07 6.145949419950369e-07 1.7881640426801892e-06
PC3 -4.858877919800866e-07 -2.0204472859141536e-08 3.3315734860535403e-07 1.9491890839698673e-06 3.457942254942411e-08 4.1540454581835214e-07 2.365195097502921e-08 8.320373784047054e-08 -6.882527238539491e-08 -3.750850558595162e-07 5.899266050287874e-09 1.2240027902354857e-07 9.526245365619469e-08 -3.0877509209462e-07 -5.900354206702018e-08 -2.522983368673923e-09 2.4352663616893068e-08 -1.031828669896045e-07 -2.492157228215701e-07 1.5532114476215962e-07 5.845606719509689e-08 -4.0416548820035113e-07 -1.071274814379068e-06 1.150483764323201e-07 7.337884540420002e-07
PC4 7.405337518923805e-07 -5.36397501326726e-08 7.210932116436812e-07 3.457942254942409e-08 3.4720724539665397e-06 7.510593315688906e-07 -2.405989903048351e-07 6.973950590754585e-08 -6.051173828659316e-07 1.258705824244032e-07 1.2248401597725823e-07 9.595470786783307e-09 -3.14901622786263e-07 -1.6680455925441612e-07 -6.496072962817424e-08 -3.218432680671819e-08 6.176711762103355e-08 1.1533298595724544e-07 -1.3745548072862698e-07 -8.432303134877745e-08 2.6360637263104633e-08 1.8006301423372684e-07 2.543410201369463e-07 -1.1881805882076912e-06 1.1407379616437803e-06
PC5 -1.3263447749612451e-07 -1.3956648438988538e-07 -8.294017326018875e-08 4.154045458183521e-07 7.510593315688907e-07 6.6911995278109765e-06 1.256428342810154e-07 5.753402536563315e-07 -3.9157636949966264e-07 -1.401647444439562e-07 -1.8139767331711918e-07 -4.976670300156849e-07 2.882166935432769e-07 -4.244984757205901e-07 1.7568686785609503e-07 -1.235884534422754e-08 -6.37809435739572e-08 3.238488102798608e-07 -1.286998472554435e-07 2.452717828215947e-07 9.00572116597303e-08 4.1323237534912166e-07 -2.9611289830399415e-06 6.3417451186218765e-06 -9.345373927443592e-07
PC6 9.875925964983103e-08 2.1427449000755767e-08 -2.9475718062072852e-08 2.365195097502927e-08 -2.4059899030483505e-07 1.2564283428101558e-07 6.588797819632048e-06 5.207759812559276e-09 5.399033006929125e-08 2.7397101296031847e-08 3.1830911960907677e-08 -1.1279374378741017e-07 8.799390553732436e-08 -1.7399472591621248e-07 -3.2483796021621994e-08 2.3515902864526784e-08 -2.2671855428859775e-08 2.0981044790607612e-07 -7.165849462712281e-08 -7.794720170076486e-09 -1.8557356980520333e-07 9.150633116611063e-07 -3.038082740005591e-06 2.7428312150994824e-06 1.4329081607511313e-06
PC7 1.2121506882429848e-06 9.966169075838654e-08 -1.738823817920806e-07 8.320373784047053e-08 6.973950590754597e-08 5.753402536563318e-07 5.207759812559218e-09 5.399414840781583e-06 3.159431647567112e-07 -1.0918948496196232e-07 -5.6532547279882766e-08 4.4107081813945817e-07 8.296658214355889e-08 2.2348264581387965e-07 -4.633488491840725e-08 -2.7059795179659386e-07 -9.540999262694547e-09 -4.279811922099261e-08 3.1514767344319115e-08 1.2331074559139138e-08 -1.298307170043795e-07 4.006543770653957e-07 1.0345701011496645e-08 1.653935914553638e-06 -1.969431601151499e-06
PC8 5.611528581411579e-07 1.192394935959627e-07 2.0169656356208996e-07 -6.882527238539495e-08 -6.051173828659316e-07 -3.9157636949966264e-07 5.3990330069291254e-08 3.1594316475671123e-07 5.846653730958173e-06 1.0948687378972257e-07 1.6047686026233972e-07 -1.7002045462857589e-07 1.6503909290045787e-07 -7.553041340011533e-09 -4.291027589230527e-08 -1.4309574786779919e-07 7.038899983344842e-08 5.796614531879765e-08 -1.0497336772780637e-07 -1.6583821286067122e-07 1.250366720355587e-07 8.981183285278995e-08 1.9324970226993423e-06 -1.8701489813273929e-06 -8.785475206214829e-07
PC9 4.0797631713302675e-07 -4.1925469861800166e-08 3.795016907720931e-09 -3.750850558595162e-07 1.2587058242440323e-07 -1.4016474444395605e-07 2.7397101296031758e-08 -1.0918948496196228e-07 1.0948687378972261e-07 5.247458302124053e-06 -4.751684586078574e-08 -1.2137131798712976e-07 -1.0623443815875822e-07 -1.2685348461028746e-08 -1.9603786198725472e-07 1.1102092857386128e-07 2.1885132491412456e-07 2.2083553359133107e-07 -1.3140628341370688e-07 -1.2128838306474048e-07 -1.6621643217959204e-07 3.6530252020645984e-07 2.925137715385112e-07 -7.831319001498661e-07 -7.577383796826779e-07
PC10 -2.7085943451618314e-07 1.0945742228239752e-07 -3.32844696802503e-08 5.899266050287854e-09 1.2248401597725823e-07 -1.813976733171191e-07 3.183091196090773e-08 -5.653254727988274e-08 1.6047686026233985e-07 -4.7516845860785786e-08 5.019970347001013e-06 -1.475728757531198e-07 1.675815375704453e-07 -2.378055273640573e-07 -4.698940145134918e-08 -7.819044085512707e-08 -2.622733666611871e-07 1.3285571611866708e-07 1.6326473476792556e-07 1.6068756514742577e-07 -4.684999339815476e-09 1.2423258846343062e-06 -1.0403499174479198e-06 1.1264287636929271e-06 -7.150888373529015e-07
PC11 6.216019057830104e-07 -7.332151557515045e-08 -6.869440246866689e-08 1.2240027902354867e-07 9.595470786783282e-09 -4.976670300156847e-07 -1.1279374378741021e-07 4.410708181394581e-07 -1.7002045462857586e-07 -1.2137131798712962e-07 -1.4757287575311977e-07 4.9271411340535165e-06 -1.2981346161973394e-07 1.6405062007831763e-08 -2.0558988668615988e-07 1.2227507165446087e-07 1.2713957759710525e-07 1.0776118554888537e-07 -4.4947094020283816e-09 2.0033559036563093e-07 1.443006939236213e-07 -4.0422887093544026e-07 8.699605684247071e-07 -2.1532060398391276e-06 -5.239905803451906e-07
PC12 -2.9256744901922107e-07 2.424299092947778e-07 -2.0266497512182267e-07 9.526245365619469e-08 -3.1490162278626273e-07 2.882166935432768e-07 8.799390553732419e-08 8.296658214355898e-08 1.6503909290045774e-07 -1.0623443815875823e-07 1.6758153757044528e-07 -1.298134616197339e-07 4.612309644039357e-06 6.786792969572527e-10 -5.8092154689019346e-08 -1.2889093294895717e-07 1.5180301252067824e-08 -5.2994047592125075e-08 -1.4067355913966803e-08 3.624058488204837e-08 -7.367396776749331e-08 4.972406882141962e-07 -2.8254249431039297e-06 3.261118324221697e-06 2.1666228334010695e-06
