 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0005460151015570821 1.4539708532153872e-06 -4.3615436590831425e-07 7.393346875961763e-08 6.407925436987165e-07 -9.613095659269085e-07 1.7324334021992928e-06 3.218412500891329e-07 1.9352172329733492e-06 1.3256538136078922e-06 2.0863775879119435e-07 4.582397337858786e-06 -3.236582446804491e-06 1.8531556987048904e-06 -2.140628969857925e-06 -2.375102120003417e-06 -2.6549290422149857e-06 -1.8988424736219496e-06 -1.0855107215165894e-06 2.7605750942938814e-06 9.499581630148594e-08 -6.606758522422362e-06 5.1979101751025105e-05 6.9050671106808e-05 -4.7168453529936947e-05 -4.481447583240913e-05 -0.00011272721826493956 6.122063601409062e-06
PC1 1.4539708532153876e-06 1.9316026110133235e-06 -1.8453997359567681e-06 -1.8104242544312938e-07 -9.059093088056822e-08 -2.782925203529352e-07 8.322850183697897e-08 1.3545477735153146e-07 7.645722098300372e-08 -3.1675718580607616e-08 1.0884431309880315e-07 -4.726674799685024e-08 6.127938111841894e-07 -1.4264727846135346e-07 -3.905978758796605e-07 -7.018717717946607e-07 -6.21726051553208e-07 2.467874269047689e-07 -4.596194667401738e-08 1.933180525973904e-07 -7.248236141565544e-08 2.096708824776709e-07 1.9646536927902963e-06 -1.3880630052251355e-06 -1.29516935617668e-06 2.674502397663244e-06 4.76517219643676e-06 -1.3057158386534018e-06
PC2 -4.3615436590831255e-07 -1.8453997359567694e-06 4.788972479077618e-05 1.0450632846719618e-06 1.456336734208911e-06 -5.235380654241343e-07 -3.066828776630816e-08 -4.1800096866881137e-07 1.25975549197083e-06 -3.108154554203277e-07 3.38774416018285e-07 -6.150226347944155e-07 -9.507304235731794e-07 5.947058495511989e-07 -1.0059114270965152e-06 3.13344650788939e-07 6.546982479766521e-09 7.873948980882339e-07 2.1790802490073542e-07 -5.638736264483001e-07 -3.8623819062832464e-07 2.578998139636416e-06 8.705324359538675e-08 5.15673650625996e-06 -7.905745048679057e-06 6.1580535552939e-06 -1.0185772232296021e-05 4.154956457488854e-06
PC3 7.39334687596167e-08 -1.8104242544312917e-07 1.0450632846719612e-06 3.82379106000224e-06 1.5092987406899587e-07 1.0878783353829524e-06 6.725060969391539e-08 4.064175097899881e-07 -1.3855089815785143e-07 -9.62989788993695e-07 1.5452578949127386e-07 3.058402739748279e-07 5.945959838469679e-08 -6.105450590347408e-07 6.494367802720127e-08 -5.360723542730424e-08 2.0358113495442173e-07 -4.0041163279974174e-07 -4.978765130937516e-07 3.937966301534642e-07 1.228107314895716e-07 -4.87831739412012e-07 -2.535915074959359e-06 -4.938435475759798e-06 5.571450989662314e-07 4.199089082288762e-06 1.1824960158268002e-06 4.707951931454724e-06
PC4 6.407925436987165e-07 -9.05909308805682e-08 1.4563367342089103e-06 1.5092987406899592e-07 7.312788938741656e-06 1.7726211575484362e-06 -3.1006022158050754e-07 1.3925716348266526e-07 -1.253955385020994e-06 4.0617289119331795e-07 2.5820816688069864e-07 2.2591386102211348e-07 -8.619130545925572e-07 -4.83646786569298e-07 -1.266082903617182e-07 -1.925502338706037e-07 1.1426078980931311e-07 1.098641406411025e-07 -4.907460348243392e-07 -1.7826626695760558e-07 1.6410118046470929e-07 1.5191309266562264e-06 -3.1433897523340803e-06 -3.78515886264335e-06 -1.1095212675980325e-06 5.387533445417916e-06 1.7789607353591792e-06 5.64251704406427e-06
PC5 -9.613095659269057e-07 -2.782925203529348e-07 -5.23538065424136e-07 1.0878783353829526e-06 1.7726211575484369e-06 1.523677702874331e-05 4.2355452195255376e-07 1.166598248606326e-06 -9.142646298699421e-07 -4.269359497570714e-07 -3.330053216093744e-07 -1.2370896971293258e-06 5.261189906074299e-07 -1.1440918751746671e-06 6.663870154678927e-07 -1.357790099454487e-07 -1.0867353983019109e-07 7.587467455058553e-07 -3.7657783332446495e-07 3.47015703108857e-07 1.5527879293265947e-07 -1.5288012811169145e-07 2.0197533280444936e-06 -1.0724475031476255e-05 -1.563051299139647e-05 1.3148288799696028e-05 1.4001909949368578e-05 4.637622611328214e-06
PC6 1.7324334021992928e-06 8.322850183697904e-08 -3.0668287766308096e-08 6.72506096939152e-08 -3.100602215805077e-07 4.235545219525537e-07 1.4648276742307985e-05 -9.680064619362877e-08 2.9715499404100015e-07 2.2575947110323867e-07 7.264036792233489e-08 -3.976216977432094e-07 1.2283812436193398e-07 -3.41468255955234e-07 -2.3793744359871318e-07 5.691740599448058e-09 -9.947700364701175e-08 2.4115420044539417e-07 -3.9668691457190104e-07 -2.0008604733925366e-07 -4.903003738175411e-07 2.323870303564413e-06 -4.688767574907438e-06 -7.524849077620358e-06 7.644278282789053e-06 2.0937092043688213e-06 5.57060033732008e-06 3.2981652378521495e-06
PC7 3.2184125008913207e-07 1.3545477735153146e-07 -4.180009686688109e-07 4.0641750978998827e-07 1.3925716348266515e-07 1.1665982486063259e-06 -9.68006461936286e-08 1.2271886927679266e-05 8.950285873514913e-07 -2.2944014661731782e-07 -1.0640886840251499e-07 1.3360188143752532e-06 1.7676486972513862e-07 5.465921070398031e-07 -2.457158790783512e-07 -4.2224839382232786e-07 -3.970130770747138e-07 -1.9360261839700067e-07 1.2044214548054914e-07 7.130055273284671e-08 -2.6989416289650264e-07 4.580124293458231e-06 -6.684195154988122e-08 1.9142569006443295e-06 -3.7893419043013475e-06 -2.87876328641532e-06 9.025230388988823e-07 -1.2790589865597913e-05
PC8 1.9352172329733475e-06 7.645722098300353e-08 1.2597554919708302e-06 -1.385508981578514e-07 -1.2539553850209946e-06 -9.14264629869942e-07 2.971549940409999e-07 8.950285873514911e-07 1.3275949110190377e-05 3.745078930834095e-07 1.3310279420312545e-07 -8.299061389536548e-07 6.167552384593316e-08 7.404058936740231e-08 -1.3882731300784117e-07 -6.168673087318775e-07 6.195894502421112e-10 1.0755913555213306e-07 -5.452325252266541e-07 -3.1966284492694096e-07 3.406505819493707e-07 2.3823723046995854e-06 4.139857962143452e-06 4.156281632728607e-06 -8.454627120149886e-06 -7.3136490721064745e-06 -8.211289151818057e-06 2.3750289337145497e-06
PC9 1.3256538136078934e-06 -3.167571858060742e-08 -3.10815455420328e-07 -9.62989788993695e-07 4.0617289119331785e-07 -4.269359497570714e-07 2.257594711032388e-07 -2.2944014661731795e-07 3.745078930834097e-07 1.1491959276156628e-05 -4.3994899854299067e-07 9.627405947139223e-08 -5.171937251486531e-07 -6.667601203336542e-08 -8.584569653091323e-07 3.3693149462510963e-07 4.882862104850768e-07 6.894421294972982e-07 -1.8914537278454388e-07 -1.119980860516702e-07 -6.369319546675035e-07 -1.5043017413304282e-06 6.120395686828181e-06 1.229635051463917e-06 -6.689623513121755e-06 9.099860216269844e-07 -2.7848934326244866e-06 -1.8271253831379786e-06
