 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0007120525260890286 1.7340516889191056e-06 1.3507159237442039e-06 -1.703127418188769e-07 2.3247442060846457e-06 -1.7653774267013633e-06 9.750574403820735e-07 1.424821708739196e-06 1.3109138781701428e-06 1.3975217318093107e-06 2.8274099435850427e-07 2.9010218085862363e-06 -3.171679183361897e-06 1.7467136677767358e-06 -1.4779944644750712e-06 -1.7643321979772308e-06 -2.2384463992378328e-06 -1.1211231901679122e-06 -8.32402861374073e-07 2.8308950119404286e-06 5.872559623121524e-07 -4.79913782175057e-06 5.005312072983065e-05 6.581079732529278e-05 -6.248311018343818e-05 -3.7700245308406084e-05 -0.00012900712861909432 5.119158741401853e-06
PC1 1.7340516889191058e-06 2.423227555372765e-06 -1.7464425004339281e-06 -1.7647378988846612e-07 -3.7063249278927006e-08 -2.5633907707426644e-07 4.882701692468931e-08 1.6104825924224794e-07 4.59842829134136e-08 -8.970244349244517e-08 1.1758255332448521e-07 -6.204533442508913e-08 6.069987021456243e-07 -1.7899579921174713e-07 -3.524427286549605e-07 -6.375519449282777e-07 -5.185400468461168e-07 2.1448453057919165e-07 -2.9594298920211183e-08 1.8706765463032394e-07 -5.8410023061739466e-08 2.005155350172857e-07 1.4479227723900425e-06 -1.9334563316626316e-06 -1.0812570920254871e-06 3.7533094124474866e-06 5.971176265836218e-06 -7.467075378145136e-07
PC2 1.350715923744203e-06 -1.7464425004339275e-06 4.563667256359293e-05 1.0297751888728015e-06 1.2367104183567873e-06 -5.813514209370195e-07 -1.232034737563347e-07 -2.1944027326736683e-08 9.02001866586033e-07 -4.609401272227864e-07 4.622005449539464e-07 -5.704909302495497e-07 -6.77915992505408e-07 4.788053224185664e-07 -7.426351904266574e-07 4.7387225781761266e-07 -3.382754853734985e-08 6.674565186406031e-07 3.5272596738329733e-07 -1.4740455333088679e-07 -2.225337618171016e-07 4.396626930717953e-07 2.4235410005617788e-06 6.274348466999584e-06 -8.013453372864783e-06 4.7288306498943915e-06 -8.227977284105813e-06 -1.3490458722311196e-07
PC3 -1.70312741818878e-07 -1.764737898884661e-07 1.0297751888728015e-06 4.703250103129687e-06 8.758347428958977e-08 9.54346807814876e-07 -3.214584693033022e-08 3.340206651427809e-07 -2.1140779390452766e-07 -8.888085639879479e-07 1.1831155402742594e-07 2.8897739329125625e-07 2.1559199505572637e-08 -5.454630922112916e-07 1.3194910967251095e-07 -2.328591541893849e-08 1.6629657528468377e-07 -2.8150926257247924e-07 -4.1490934467562255e-07 3.3836617645146616e-07 1.4126054436668127e-07 -6.620593725337845e-07 -2.3116831931434113e-06 -4.156594769127415e-06 6.133830868739536e-07 3.4080419165440385e-06 2.0055029158075493e-07 3.6916603746088843e-06
PC4 2.324744206084645e-06 -3.706324927892716e-08 1.2367104183567868e-06 8.758347428958996e-08 8.565631985991214e-06 1.4584223317785741e-06 -3.5296795345738043e-07 1.2889139154970162e-07 -1.1182312082994313e-06 4.684529779967835e-07 2.5575399768651755e-07 1.4686708234626058e-07 -8.725652846734199e-07 -4.4843276814653393e-07 -3.012503700613995e-08 -1.4071652328231615e-07 7.959888402135014e-08 -1.2177897354896588e-08 -3.588311362907812e-07 -1.9422183137851682e-07 9.93190667188868e-08 9.763468054979261e-07 -3.92052564079867e-06 -5.265711729220018e-07 -2.577753694501577e-06 8.926129432856818e-06 -3.794420728163451e-07 3.4017376026859885e-06
PC5 -1.765377426701364e-06 -2.5633907707426617e-07 -5.813514209370203e-07 9.543468078148755e-07 1.458422331778573e-06 1.530535108502264e-05 3.617467180316331e-07 9.042749349743381e-07 -5.662390416838395e-07 -2.7283246851005867e-07 -4.6058724901496657e-08 -1.0908468921599483e-06 6.246122268243738e-07 -8.639128273613113e-07 4.313797445769716e-07 -1.4837119069460704e-07 -1.688728597674703e-07 7.479536614414926e-07 -2.992127201237121e-07 1.2679863564693626e-07 2.7544447402088388e-08 2.382998973454204e-07 2.353839642417575e-06 -9.236149339596786e-06 -1.5270743546455317e-05 1.0862046734654389e-05 1.2656398164533918e-05 3.41077553696604e-06
PC6 9.7505744038207e-07 4.8827016924689394e-08 -1.2320347375633487e-07 -3.2145846930330167e-08 -3.529679534573805e-07 3.6174671803163316e-07 1.4310186159494785e-05 2.8518918562919087e-08 2.6261708303902377e-07 1.2766560422338455e-07 9.930324400901501e-08 -4.06746038268941e-07 2.0218719312181445e-07 -3.2744181638825766e-07 -2.371201753902299e-07 2.9055127242310313e-08 -1.5929785402382256e-08 2.4051618369286216e-07 -3.544963860100257e-07 -2.5149948219775776e-07 -4.716553379762304e-07 1.672713210114691e-06 -4.896404582537196e-06 -7.606466374815182e-06 6.492423092984294e-06 2.669726105364997e-06 5.085234127661502e-06 4.850967054966048e-06
PC7 1.4248217087391977e-06 1.6104825924224797e-07 -2.19440273267369e-08 3.340206651427807e-07 1.2889139154970178e-07 9.042749349743381e-07 2.8518918562919157e-08 1.19760560660677e-05 7.237835574067412e-07 -3.2625311262717317e-07 -2.106857224455639e-07 9.71207591713764e-07 1.1398079164381148e-07 3.8570330096235307e-07 -1.0145844982502773e-07 -2.805031006495338e-07 -2.942625433071977e-07 -1.3987308183849843e-07 1.397476281972211e-07 -3.3671491764520733e-08 -1.8307317097945942e-07 2.5465078771095194e-06 1.1919775840286236e-06 4.511808292447033e-07 -4.683550741728469e-06 -2.240348832644926e-06 2.588343858985618e-06 -9.236783039036087e-06
PC8 1.3109138781701447e-06 4.598428291341334e-08 9.020018665860336e-07 -2.1140779390452758e-07 -1.1182312082994315e-06 -5.6623904168384e-07 2.626170830390237e-07 7.237835574067408e-07 1.2807316421914195e-05 3.782367364774879e-07 1.7759482327445046e-08 -7.451598958286944e-07 1.5386093834202186e-07 6.464107154742738e-08 -1.8085769700370445e-07 -4.5793806306745966e-07 -3.453782744762494e-08 5.666233828477856e-08 -4.928063796487084e-07 -3.400324568330129e-07 2.1101710628901678e-07 1.7271667941677536e-06 5.212459957115057e-06 3.319899508365131e-06 -9.051059040517169e-06 -7.609144218212283e-06 -4.83068620118954e-06 1.5565591036905492e-07
PC9 1.3975217318093107e-06 -8.970244349244527e-08 -4.6094012722278643e-07 -8.888085639879479e-07 4.6845297799678386e-07 -2.728324685100586e-07 1.2766560422338458e-07 -3.262531126271732e-07 3.7823673647748777e-07 1.1394924291315865e-05 -2.587435233608144e-07 1.0001120227046845e-07 -4.358867446346998e-07 -4.88521762210394e-08 -7.869844018302549e-07 2.665891639450287e-07 6.164664128536644e-07 5.683701495515768e-07 -3.137915363460013e-07 -1.9602411055136052e-07 -5.519004982741028e-07 -9.065429019125923e-07 6.4075687181673675e-06 2.1965435614820617e-06 -8.931626658542569e-06 2.4642142833854744e-06 -3.0353192632600117e-06 -3.614923158725787e-06
