 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0005563623299930584 -7.47019254671857e-07 -9.465745221449022e-06 -1.7973487987207741e-06 9.90624129128387e-07 -1.0903977564473885e-06 3.999964500750047e-06 9.402329669805595e-08 1.4235358792368732e-06 -8.654704894924686e-08 3.005029164890895e-07 3.6991828915848555e-06 4.1473058011322157e-07 2.2672939033717034e-06 -2.988915529422221e-07 1.6475785992974116e-06 1.1007051954265145e-06 -9.334094484136362e-07 1.959402602877287e-06 2.7264343876684926e-06 -7.160512934151174e-07 -1.6327095688716253e-05 5.992970652711917e-05 -7.812446840773076e-05 -3.1471358898623367e-06
PC1 -7.470192546718573e-07 2.108372332628259e-06 -1.8381698391700004e-06 1.675106732781666e-07 -1.8053062493385264e-07 -3.620509269831676e-07 1.4643493099472115e-07 2.136678205413644e-07 3.76021242357357e-07 7.442810753880908e-08 2.850674113342829e-07 -2.277168931016347e-07 6.94299969279997e-07 -1.7279656899806546e-07 -2.673130708370482e-07 -6.656321086818165e-07 -4.305205380224433e-07 3.858235351605333e-08 -1.0567621948050645e-07 1.7839656193758244e-07 1.2850212351952861e-08 1.4158389443109745e-06 -3.7205497685865435e-06 5.875565745350271e-06 1.3881370922540188e-06
PC2 -9.465745221449022e-06 -1.8381698391700006e-06 5.063330197493745e-05 9.13813813355438e-07 1.6359303033129238e-06 -5.523100350809676e-07 -5.288474555710911e-07 -2.3466885728862254e-07 6.136654468922055e-07 -2.2510106176839738e-07 -6.731248536944132e-08 -5.140660959493036e-07 -9.150143377096806e-07 5.937654080746895e-07 -3.6632355856223603e-09 2.9628636074387666e-07 -7.680197482377596e-07 1.4063168456948133e-06 3.872564158103103e-07 -1.2200918616395734e-06 -1.3775007306530272e-07 -8.497431197676598e-07 2.339984775695808e-06 -2.4022633626848208e-06 1.0904438664129527e-05
PC3 -1.7973487987207733e-06 1.6751067327816655e-07 9.138138133554365e-07 4.63097597422408e-06 5.365285552308668e-08 1.1810190758489325e-06 1.5761584250612117e-07 4.0117170990030194e-07 -1.161371598759744e-07 -8.125986964459238e-07 2.5334574237284443e-08 1.0709146871207097e-07 1.652481472118447e-07 -8.801339209316748e-07 -5.007224810199312e-07 -5.631047214207772e-08 3.335049444786053e-08 -3.952077663672535e-07 -5.746758189875218e-07 2.367188152707019e-07 2.066438849557893e-07 -4.385150504391768e-07 -3.4436686676711738e-06 2.490914939693109e-06 2.1040567915410173e-06
PC4 9.906241291283857e-07 -1.8053062493385274e-07 1.6359303033129247e-06 5.365285552308685e-08 7.036140223750058e-06 1.8348360542410488e-06 -7.275802584492693e-07 2.7005823377999963e-07 -1.6378316434330756e-06 2.6348808673892124e-07 3.07986038672525e-07 2.2833300829024708e-07 -6.79865503220341e-07 -2.9176574740756653e-07 -2.9634244706013807e-07 1.0027907112418235e-07 1.2851782094334144e-07 3.136146656691479e-07 -3.602448058854614e-07 -5.6791740815408886e-08 4.309002677926199e-08 6.032737560330718e-07 2.543481786439781e-06 -2.7546538540981785e-06 1.3485814940299577e-06
PC5 -1.090397756447388e-06 -3.6205092698316804e-07 -5.52310035080968e-07 1.181019075848933e-06 1.834836054241049e-06 1.6201624036806167e-05 2.921559560055745e-07 1.8584833795395649e-06 -1.152579447793041e-06 -4.2885832341224373e-07 -4.929249458905077e-07 -1.278358216967536e-06 5.41729648646945e-07 -9.774505095916278e-07 4.2242431409796166e-07 1.301785281860833e-07 -4.175685190914283e-07 1.037109914200981e-06 -8.728576209760509e-08 7.08024375415012e-07 5.312835273325819e-07 1.5044565929676144e-07 -1.1662680548589797e-05 1.6284533268331425e-05 1.9972050181227663e-06
PC6 3.999964500750048e-06 1.4643493099472117e-07 -5.288474555710916e-07 1.5761584250612107e-07 -7.275802584492694e-07 2.9215595600557463e-07 1.576126785723926e-05 1.3140453529929638e-07 -1.1359671483564797e-07 2.4598884069786464e-07 -3.0614407249047185e-07 3.3984633408265336e-08 9.012523182187918e-08 -6.454772706839411e-07 3.828750060342446e-07 1.8693281687959431e-07 -1.3334230771089679e-07 9.918905152219449e-07 -2.1358197858247773e-07 -2.6489073089754315e-07 -2.3931574986944844e-07 1.3456577262979795e-06 -2.986105032182632e-06 2.1513854453583202e-06 4.5775843206709763e-07
PC7 9.402329669805517e-08 2.1366782054136442e-07 -2.3466885728862288e-07 4.011717099003022e-07 2.700582337799995e-07 1.8584833795395662e-06 1.3140453529929643e-07 1.2642202375850614e-05 5.762120214749559e-07 -4.6186707815786845e-07 2.3030941953548008e-07 1.3050685712013906e-06 2.766604766939983e-07 6.740554371243283e-07 -2.2993857572586975e-07 -8.297572178265961e-07 -1.6141885165809546e-07 2.7264372778766706e-07 1.9302850040455166e-07 -1.7724154498730042e-07 -1.3272168449744313e-07 1.3273756219497312e-06 -1.0146817120552625e-06 2.896770631801502e-06 -5.5752972495757294e-06
PC8 1.4235358792368724e-06 3.760212423573571e-07 6.136654468922058e-07 -1.1613715987597434e-07 -1.6378316434330762e-06 -1.1525794477930417e-06 -1.1359671483564797e-07 5.762120214749558e-07 1.468401378088905e-05 2.2575627579241088e-07 8.191520854266972e-07 -5.952177882454768e-07 4.259835245219583e-07 -9.87944781500817e-09 -9.961963584957046e-08 -3.9593276765060035e-07 2.7188667841416894e-07 -1.87789565042312e-09 -9.025767637985477e-07 -1.7655844533503225e-07 3.029180233260395e-07 -1.0588165754716068e-06 6.011372397063862e-06 -9.112511447166065e-07 -3.1049021361988535e-06
PC9 -8.654704894924723e-08 7.442810753880905e-08 -2.2510106176839722e-07 -8.125986964459235e-07 2.634880867389213e-07 -4.288583234122436e-07 2.4598884069786443e-07 -4.618670781578684e-07 2.2575627579241054e-07 1.2342485795569126e-05 -5.543234106461449e-07 -1.388292224114579e-07 -2.5801231500766745e-07 -1.7373299613433382e-08 -4.2933544961840755e-07 1.9841889870135498e-07 4.943771064819213e-07 6.187982472444286e-07 -2.254266654743001e-07 -2.755334198508923e-07 -7.288206619252316e-07 3.564440596055657e-07 6.763639213321259e-07 -4.222492825952536e-06 -1.8760861274258643e-06
PC10 3.005029164890866e-07 2.8506741133428296e-07 -6.731248536944127e-08 2.5334574237284453e-08 3.079860386725251e-07 -4.929249458905078e-07 -3.061440724904719e-07 2.303094195354802e-07 8.19152085426697e-07 -5.543234106461449e-07 1.2742946142420572e-05 -1.7825475107270902e-07 8.779380548473455e-07 -5.951582755312282e-07 -2.5107661986798866e-07 -2.57892705680186e-07 -7.534656020733768e-07 7.158267493865606e-08 4.52454098862662e-07 4.309892346490488e-07 2.3178676599261936e-07 1.973678334611529e-06 -2.4029223666900713e-06 5.59738488263824e-08 -4.5657084356264603e-07
