(Intercept) covarSEX covarYOB covarYOBsq covarSEX_YOB covarSEX_YOBsq covarPC1 covarPC2 covarPC3 covarPC4 covarPC5 covarPC6 covarPC7 covarPC8 covarPC9 covarPC10 covarPC11 covarPC12 covarPC13 covarPC14 covarPC15 covarPC16 covarPC17 covarPC18 covarPC19 covarPC20 proband paternal maternal
(Intercept) 0.00124979922093029 -1.36528076939192 -0.0624128898843002 0.0619194384758348 2.72007686978705 -1.35505313828075 4.85961223882644e-05 -6.66575018514128e-06 -5.5860085381858e-05 -4.97695717544409e-06 -9.02869931899768e-06 6.21553786424322e-06 2.12579656031188e-06 -3.01740523569759e-06 1.94456982392591e-05 3.88226404714743e-06 -1.17290005989651e-06 3.11161831081699e-06 -1.18977096984192e-07 1.48257843216975e-05 -1.21811632923892e-05 -1.09312209368487e-05 1.62131110435315e-05 -6.02437303982387e-06 2.13116492471077e-05 1.4741414593537e-07 2.75338620893573e-05 -1.4893350047246e-05 -3.87751688110736e-05
covarSEX -1.36528076939192 224383.800335881 4203.84637514641 -4198.18943486914 -448637.865135556 224287.333198584 0.168079574936466 0.0808318158412142 -0.218753719259634 -0.0161633876517343 -0.115246012608314 0.123557024637847 -0.173496867978535 0.0827441033959192 -0.253724450242285 0.155024593578473 -0.00995267598763732 0.083196766405943 0.0162120412135066 -0.215604005372337 -0.259060623665819 -0.324649721382519 0.0673674391109964 -0.0359264557436874 0.13545021038089 0.269561888064886 -0.0419422361494604 -0.605181350432246 -0.0592591494408776
covarYOB -0.0624128898843002 4203.84637514641 144.837536501712 -144.643526376266 -8402.98578697657 4199.77660134756 0.0012882450179082 -0.00387590997717936 0.00285752643121973 -0.00414814382697706 0.00113617622606366 0.00607727438405052 0.00150213362694793 0.00452131140653708 -0.00169136808579979 0.00150836428544033 0.000365775261005466 0.000884813272144155 -0.000138231040302649 -0.000338579466852352 -0.0116009955057651 -0.012749700929931 0.0063398212382311 0.00455335965274575 0.00252606066546857 -0.00167358437053431 -0.00304193804546167 -0.00340981883237194 -0.00561024022522595
covarYOBsq 0.0619194384758348 -4198.18943486914 -144.643526376266 144.452640354925 8391.84203977702 -4194.28863011199 -0.00139684506047636 0.00392898379145633 -0.00276156699085178 0.00417237026049787 -0.00111750448423771 -0.00610408921790272 -0.0014793173316742 -0.00450526749867625 0.00170557321692244 -0.00149424446179395 -0.000348290432621352 -0.000900683702154365 0.000175095542318727 0.000293479126512688 0.0116094507837924 0.0127575399023202 -0.00637694935792493 -0.00454441928884776 -0.00255874118448459 0.00170823980511349 0.00303192065195881 0.00339126352888605 0.00561392247988582
covarSEX_YOB 2.72007686978705 -448637.865135556 -8402.98578697657 8391.84203977702 897034.013969414 -448462.633969443 -0.339184654301954 -0.160495144010907 0.438329967882762 0.0332847751168565 0.232822189874643 -0.249022743519066 0.347802546245288 -0.166221451544258 0.507917934560598 -0.308344441703268 0.0191125707043277 -0.164083370950559 -0.0300526715444175 0.430142410423897 0.519334509923255 0.647766976626142 -0.135173453585225 0.0716180672167168 -0.272548943390405 -0.538534482824374 0.0850319988032816 1.21049655842402 0.115800355132799
covarSEX_YOBsq -1.35505313828075 224287.333198584 4199.77660134756 -4194.28863011199 -448462.633969443 224208.523408463 0.171084802064024 0.0796776323400396 -0.219616157617882 -0.0171077030963626 -0.117597385857589 0.125497133462683 -0.174333294247792 0.0834891481713182 -0.254247482835438 0.153349022460465 -0.00913758471220616 0.0809146843285397 0.0138504249755408 -0.21458191185859 -0.260289792535434 -0.32315715342348 0.0678389812132067 -0.0356730076364718 0.137118815744919 0.268992403469793 -0.0431181187927378 -0.605399499337647 -0.0565297177103468
covarPC1 4.85961223882644e-05 0.168079574936466 0.0012882450179082 -0.00139684506047636 -0.339184654301954 0.171084802064024 0.00128704508874461 -0.000214154707156192 6.41510477983315e-05 -5.68076477425593e-05 -2.38750645147478e-05 2.04222374258459e-06 2.3059071725522e-05 5.8200045809647e-05 -9.95800226224822e-06 2.65973723721326e-05 -3.17492920192174e-05 0.000160086814058116 -3.21577911543091e-06 -7.41637890958629e-05 -0.000133660644144914 -0.000119171753970954 2.28030429483367e-05 3.3291904797887e-05 2.18554521089594e-05 1.0007541892641e-05 7.38486059556733e-06 5.70177306044605e-05 1.62690076929241e-05
covarPC2 -6.66575018514128e-06 0.0808318158412142 -0.00387590997717936 0.00392898379145633 -0.160495144010907 0.0796776323400396 -0.000214154707156192 0.00116678207940642 5.18710992463552e-05 0.000107218474305573 -2.57757615903239e-05 -1.2421396714892e-05 -1.39557037437661e-06 1.29359483715417e-05 1.22622550475862e-07 -5.66060532971647e-06 8.19299013271921e-06 -2.89429714955695e-05 5.83259345410057e-06 -2.33670869011108e-05 1.47805811786293e-05 -2.08084805677166e-05 2.63107387949962e-05 -7.39796311459383e-07 -6.11461812897128e-06 1.38789248622715e-06 -2.74286697309054e-05 2.39863275673184e-05 2.26614054394739e-05
covarPC3 -5.5860085381858e-05 -0.218753719259634 0.00285752643121973 -0.00276156699085178 0.438329967882762 -0.219616157617882 6.41510477983315e-05 5.18710992463552e-05 0.00122894255484002 1.53502548860731e-05 0.000118255629032901 7.0263439929566e-06 3.04025580484718e-05 -2.12949381754222e-05 -0.000140751527136573 1.51080005369758e-05 6.34062051638156e-05 2.4661992687269e-05 -8.76503573211212e-05 -1.15841864245213e-05 2.4177509372405e-06 7.51584317095257e-06 -5.90436757790373e-05 -6.95780622589641e-05 5.42383129676171e-05 1.81170452991199e-05 -2.97642184976287e-05 1.4011847741949e-05 -1.11177406401148e-05
covarPC4 -4.97695717544409e-06 -0.0161633876517343 -0.00414814382697706 0.00417237026049787 0.0332847751168565 -0.0171077030963626 -5.68076477425593e-05 0.000107218474305573 1.53502548860731e-05 0.00128531817229124 0.000149676405211011 -6.0743012325972e-05 -2.26957163913994e-06 -0.00012920667266998 7.89463790880115e-05 3.14343816146071e-05 3.33008227991223e-05 -7.79041967597343e-05 1.70488293631543e-06 -4.06538007177216e-05 -1.06878332177151e-05 2.6469507948922e-05 6.51051738239779e-06 -3.63379199677002e-05 -2.28710864012548e-05 -5.0223209973916e-06 9.21009379089909e-06 -3.07076910475795e-06 1.99216429065185e-05
covarPC5 -9.02869931899768e-06 -0.115246012608314 0.00113617622606366 -0.00111750448423771 0.232822189874643 -0.117597385857589 -2.38750645147478e-05 -2.57757615903239e-05 0.000118255629032901 0.000149676405211011 0.0013272139485356 1.39639448139134e-05 0.000131056746728627 -1.09626588786487e-06 -1.65133384535815e-05 -1.90763892325598e-05 -8.2463016242176e-05 4.51443770762568e-05 -7.34051517647339e-05 8.62363269866348e-06 2.02852217555442e-05 -1.45232109718981e-05 7.16892853785161e-05 -3.01822914209672e-05 2.82123739261774e-05 2.10114702649283e-05 4.88764440831211e-06 5.23058817477948e-06 -1.87639239420051e-05
covarPC6 6.21553786424322e-06 0.123557024637847 0.00607727438405052 -0.00610408921790272 -0.249022743519066 0.125497133462683 2.04222374258459e-06 -1.2421396714892e-05 7.0263439929566e-06 -6.0743012325972e-05 1.39639448139134e-05 0.00108332872017037 2.398648477006e-06 -6.5912495545397e-07 2.17648972825142e-05 -4.91718130581821e-07 -3.41715419726378e-05 7.53022602952252e-06 -3.93455362434972e-05 -4.40117980329526e-06 -8.70949846527041e-06 -1.31861400395346e-05 5.74100983777937e-05 -1.26718192704575e-05 -6.58372352836824e-06 -1.90147964791005e-05 2.176138524812e-05 5.81206892840387e-06 -1.38706217678569e-05
covarPC7 2.12579656031188e-06 -0.173496867978535 0.00150213362694793 -0.0014793173316742 0.347802546245288 -0.174333294247792 2.3059071725522e-05 -1.39557037437661e-06 3.04025580484718e-05 -2.26957163913994e-06 0.000131056746728627 2.398648477006e-06 0.00119945517707926 5.96308418882814e-05 -1.73963767869109e-05 -9.10891942206107e-06 0.000104153326166573 1.76918768263978e-05 7.98187775736232e-05 -1.1225167759029e-05 -4.46106881237316e-05 -3.34727457731388e-05 -1.54061262849946e-05 1.6956589874733e-05 -1.0505888173909e-05 -3.1281848452763e-05 1.42789798114436e-05 -7.53803305026426e-06 -5.95206398925024e-07
covarPC8 -3.01740523569759e-06 0.0827441033959192 0.00452131140653708 -0.00450526749867625 -0.166221451544258 0.0834891481713182 5.8200045809647e-05 1.29359483715417e-05 -2.12949381754222e-05 -0.00012920667266998 -1.09626588786487e-06 -6.5912495545397e-07 5.96308418882814e-05 0.00121905315421045 2.08311144419285e-06 4.41630730810611e-05 -6.35592220269763e-05 2.54047131879576e-05 -1.68521753078141e-05 1.60348332899522e-05 -3.2225261771214e-05 1.12491288615979e-05 2.44237966329347e-05 -1.44322258000182e-05 -1.13761410447316e-05 2.88070679701312e-05 1.26408186818922e-05 -2.05052841168079e-05 2.03024997574789e-05
covarPC9 1.94456982392591e-05 -0.253724450242285 -0.00169136808579979 0.00170557321692244 0.507917934560598 -0.254247482835438 -9.95800226224822e-06 1.22622550475862e-07 -0.000140751527136573 7.89463790880115e-05 -1.65133384535815e-05 2.17648972825142e-05 -1.73963767869109e-05 2.08311144419285e-06 0.00118965316536006 -1.56091386034465e-05 -3.84314738803006e-05 -1.27733510391004e-05 -4.49417717728023e-05 -1.97936706703342e-05 3.9059133384654e-06 2.86498922208959e-05 3.46259613778286e-05 -4.27931961273971e-05 -2.17600549366609e-05 -2.55462036651526e-05 -8.86389339515843e-06 3.80330475209755e-05 -9.73701405115473e-06
