 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0009373858547143841 3.1234996097527192e-06 -4.070594507825792e-06 -2.317918696157455e-06 2.50904659514273e-07 -4.951507336971952e-06 2.603960072865106e-06 5.455423628915164e-07 1.511021315974731e-06 1.740518362160049e-06 -1.2317306206292276e-06 4.395054617142429e-06 -5.76882148433892e-06 4.705613172433636e-06 -1.2747149574465418e-06 -3.621954426813295e-06 -3.886656489605718e-06 3.251252300104689e-07 9.791094661547153e-07 5.8363898971585476e-08 -5.05160981576033e-07 -7.503603038215422e-06 7.252558918163818e-05 7.892027057230666e-05 -4.736401849436897e-05 -8.646372926084792e-05 -0.00015700374893276293 3.3845957487519294e-06
PC1 3.1234996097526277e-06 3.1635236962518977e-06 -2.7757913333826077e-06 -7.917462476125561e-08 7.19970067326386e-08 -3.4419110097317625e-07 -5.315898445250778e-08 2.3888015220093215e-07 1.7843606930040228e-07 -2.2493465367377687e-07 1.4985006302907388e-07 -2.2829853484318011e-07 9.674653632153214e-07 -4.3710268938680874e-07 -6.128404293265846e-07 -1.0359585268345466e-06 -5.684035285809523e-07 1.5270498741436216e-07 -1.752051688124631e-08 4.619685253381216e-07 8.855303186199415e-08 -3.4699871010234075e-07 4.013068593917761e-06 -3.406312796671379e-06 -3.6015000757299683e-09 1.8725368980669066e-08 6.645422750950812e-06 3.578525044593592e-06
PC2 -4.070594507825854e-06 -2.7757913333826077e-06 6.681478064875727e-05 2.1239097195699616e-06 1.4505845503363064e-06 -9.268883585834291e-07 -1.1353980485143157e-06 -6.106796061579312e-07 4.299973227787268e-07 -7.014201059436717e-07 -3.8750829226400016e-07 -8.069915498600025e-07 -1.4642995619451745e-06 1.5005899765489503e-06 2.5223031217648063e-07 6.645761723552376e-07 2.713251540369488e-07 7.800230820664826e-07 6.336125759702179e-07 -5.8088689835668e-07 -1.444237606241139e-06 -2.6887041328011538e-06 1.8389522480392308e-06 2.5336444774817687e-05 -1.1033981177065e-05 1.0854997231337451e-05 -2.867870457157017e-05 -1.0026541529670437e-05
PC3 -2.317918696157451e-06 -7.917462476125504e-08 2.1239097195699616e-06 6.425157504713977e-06 4.136578730903253e-07 1.5152571402468081e-06 -3.638479606980199e-07 8.081068770736602e-07 -4.300163891187922e-07 -1.3258128635247973e-06 3.069967112337449e-07 4.58221067876012e-07 1.1704222944621886e-07 -7.160051396261946e-07 1.308623471274159e-07 3.180268021026507e-08 3.420738324250501e-07 -6.351160790453613e-07 -5.845597638822867e-07 6.16722305168886e-07 4.033022803427794e-07 9.004285204212534e-07 -6.8171775407667655e-06 -7.694716131799744e-06 3.03407675749602e-06 4.2771097514317695e-06 1.918435895761582e-06 6.139841284430019e-06
PC4 2.5090465951425696e-07 7.199700673263889e-08 1.4505845503363053e-06 4.136578730903254e-07 1.1490328454860015e-05 2.360494160383014e-06 -3.1498234177139883e-07 -5.614940049741396e-08 -1.615640947387567e-06 3.9238041263890624e-07 4.073825648248116e-07 5.809214471922358e-07 -1.0460298186128506e-06 -6.130849539206244e-07 2.821944907181808e-07 -1.5126768840072775e-07 4.5362072658586113e-07 3.316857054555015e-08 -7.356377812852258e-07 -4.1346804001921306e-08 4.965197395034349e-07 3.0592096553634155e-06 -8.079605006080606e-06 -6.181136354074857e-06 4.674881294578247e-06 9.035417736750182e-06 6.1134642181914206e-06 4.8740069012039365e-06
PC5 -4.951507336972014e-06 -3.4419110097317583e-07 -9.268883585834293e-07 1.515257140246808e-06 2.360494160383013e-06 2.1543292143423507e-05 8.62122390436374e-07 8.933421882870682e-07 -1.0270807592663432e-06 -7.904844023421276e-07 1.1217649870213584e-07 -1.7672140016558897e-06 9.507966269656621e-07 -1.1633813818495707e-06 4.004667504813471e-07 -8.971862914321423e-08 -4.45310749907531e-07 3.990854726431146e-07 -5.166731773509383e-07 1.9597935172358024e-07 1.423676002201111e-07 1.7964460096138875e-06 -3.0125846379394504e-06 -1.7015617259992606e-05 -1.4613639257119369e-05 1.590360860283575e-05 2.237281269287497e-05 9.85077796321241e-06
PC6 2.603960072865098e-06 -5.3158984452507706e-08 -1.1353980485143149e-06 -3.6384796069802e-07 -3.1498234177139926e-07 8.621223904363741e-07 1.978758594035196e-05 3.729018577804705e-07 6.732559351018287e-07 6.959970471178594e-07 6.556833500805689e-07 -3.8204195585876244e-07 1.5033902937749009e-07 -6.323499985794792e-07 -6.970067329230626e-07 6.736172710142818e-07 -4.3389900505122054e-07 3.627824347967573e-07 -6.293835083463948e-07 -4.979748927848023e-07 -7.662643753785882e-07 4.179136662437382e-06 -5.119437290335483e-06 -6.608422770640038e-06 9.734685183139666e-06 -5.403968659744435e-06 -7.276096158402321e-07 6.1546246370197924e-06
PC7 5.45542362891506e-07 2.3888015220093226e-07 -6.106796061579299e-07 8.081068770736605e-07 -5.614940049741421e-08 8.933421882870671e-07 3.7290185778047053e-07 1.707822390576631e-05 7.386122237901406e-07 -2.3539075461609966e-07 2.679093893152889e-07 1.5017334245885857e-06 -6.544836939525128e-09 6.505546617676423e-07 6.627011091243552e-07 -5.538014916366947e-07 -1.2879381901458184e-07 -6.47487731088368e-07 -1.9477391671817873e-07 2.6352808781316293e-07 -8.015073078140607e-09 8.487861894800553e-06 -8.260433185306763e-06 -4.169864585514941e-06 4.70908886244209e-06 -3.890129420245224e-07 5.297637102018329e-06 -1.0937530037337934e-05
PC8 1.5110213159747638e-06 1.784360693004025e-07 4.2999732277872677e-07 -4.30016389118792e-07 -1.6156409473875674e-06 -1.027080759266344e-06 6.732559351018285e-07 7.386122237901403e-07 1.8264275594118036e-05 7.127570001949324e-07 1.1793305872975646e-09 -7.826448061024208e-07 4.748450034596129e-07 -1.1125904684339298e-07 -6.589175279676521e-07 -9.284368180477234e-07 8.130636490347852e-08 9.754856096675452e-07 -1.1937272415071482e-07 -1.2324415676753444e-06 6.072255658768023e-07 -1.0377509951693232e-06 6.2086128173291345e-06 5.476493272440855e-06 -2.061135159816959e-06 -1.8008529340339344e-05 -2.3878845965132957e-06 -5.732499600691289e-06
PC9 1.740518362160057e-06 -2.2493465367377679e-07 -7.014201059436712e-07 -1.3258128635247973e-06 3.923804126389062e-07 -7.904844023421289e-07 6.959970471178591e-07 -2.3539075461609974e-07 7.127570001949336e-07 1.5701685676930505e-05 -6.909822915050434e-07 1.9382795252195646e-07 -7.883035539016527e-07 -2.1319669825931635e-07 -7.311606549479336e-07 2.1883562484323676e-07 9.804449784573771e-07 1.2191724697026097e-06 -5.9229223518544645e-08 -7.903334025141414e-07 -7.196524483693623e-07 -2.3182606591293555e-07 5.474882051312714e-06 3.831885693022042e-06 -1.4643794033184625e-05 8.448281901859669e-06 -6.168517825009553e-06 -4.951027410095629e-06
