 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003752954340802922 6.177180416396199e-07 -3.054352347813593e-06 -6.906140062255612e-07 9.206552690696657e-07 -2.3184724040414318e-07 1.4360397937299363e-07 1.710764528416441e-06 7.656686678467258e-07 4.870965051168989e-07 -4.1613311928590003e-07 6.647294389901919e-07 -4.013413445001448e-07 8.271597800001959e-07 2.4124366535767593e-07 -8.195772264253001e-07 -4.355532376898379e-07 -5.3283546069024e-07 5.09943422158946e-07 1.219266964708659e-06 3.905879146142826e-07 3.0563582497376066e-06 1.572693742201193e-05 -3.4727702206760995e-05 -1.1716170090222716e-06
PC1 6.177180416396199e-07 1.3082477860186533e-06 -1.0432208377707184e-06 -1.7895558446083365e-08 -7.463214032259891e-08 -1.866576824111758e-07 2.7241869951091267e-08 1.3907778794883423e-07 1.5111706534209875e-07 -6.139354866102891e-08 1.415401548336888e-07 -9.536314036089212e-08 3.213164203962533e-07 -9.080382157057241e-08 -1.4590654333763635e-07 -3.225043572427081e-07 -2.509341649241979e-07 1.2645438188885314e-09 -1.8584590931516148e-08 8.745590711448399e-08 1.1468463568760498e-08 9.195555105800392e-07 -1.1341249862022449e-06 2.493436193833844e-06 6.234559445883295e-07
PC2 -3.0543523478135908e-06 -1.043220837770718e-06 2.7267127497594935e-05 4.521516853012207e-07 9.529908221754986e-07 -1.2007847213784348e-07 -4.36047757742709e-08 -2.1055089353680557e-07 2.68229766923523e-07 -1.0246115391479151e-09 -4.286209295881498e-08 -9.185213464140353e-08 -2.5050395009483053e-07 2.6815617453366864e-07 -3.7412329874225144e-07 2.64304309548366e-07 -1.228291114119631e-07 6.499840893075061e-07 8.125316147164104e-08 -3.07298361713498e-07 9.854013386591646e-08 -6.427626302337445e-07 -1.4045817658307334e-07 1.0347003858645187e-06 1.9381253388521324e-06
PC3 -6.906140062255607e-07 -1.7895558446083372e-08 4.5215168530122065e-07 2.6652348504661014e-06 4.906706939354344e-08 5.386172212814823e-07 2.1597049134746984e-08 1.0264004628460425e-07 -1.0235007087853032e-07 -4.950998876204951e-07 1.2537669135149495e-08 1.670333004709173e-07 1.2647161476803482e-07 -4.1232474531354977e-07 -7.007543387193799e-08 -1.5476428754166723e-09 2.6868020168104957e-08 -1.3442819169703106e-07 -3.27187174835697e-07 2.0648556519251417e-07 7.342185162030572e-08 -5.562265814699557e-07 -1.283743960060542e-06 5.426247762545838e-08 7.754471061656296e-07
PC4 9.206552690696653e-07 -7.463214032259894e-08 9.529908221754985e-07 4.906706939354344e-08 4.731071826282873e-06 1.021487580730623e-06 -3.194948013741432e-07 9.20016619938461e-08 -7.960126029586828e-07 1.6903744651940792e-07 1.647540183206646e-07 2.347567166024197e-09 -4.1985006904501173e-07 -2.0890790157071483e-07 -8.612230034781996e-08 -4.198258398223972e-08 7.302956505726632e-08 1.3753068346156205e-07 -1.715086661175273e-07 -1.1578720622051246e-07 2.6437148855331658e-08 2.3022208173015173e-07 5.553371513020372e-07 -1.841559672441602e-06 1.371387836546283e-06
PC5 -2.3184724040414427e-07 -1.866576824111759e-07 -1.2007847213784348e-07 5.386172212814821e-07 1.021487580730623e-06 8.964180436045382e-06 1.6420508717646116e-07 7.756466202658833e-07 -5.02228891158515e-07 -1.7888594301847899e-07 -2.363735777324032e-07 -6.600539925973937e-07 3.749886781573497e-07 -5.502020246407137e-07 2.3236419420138342e-07 -2.3258849210180596e-08 -9.432708983982999e-08 4.222553534793607e-07 -1.5739015534190801e-07 3.163876704310497e-07 1.138685210441633e-07 6.279437405654876e-07 -3.907855351527142e-06 8.629367427937537e-06 -1.4410253663169624e-06
PC6 1.4360397937299416e-07 2.7241869951091307e-08 -4.360477577427087e-08 2.1597049134746842e-08 -3.1949480137414336e-07 1.6420508717646095e-07 8.803597199430335e-06 1.3476383135038213e-08 7.754848642224448e-08 3.079784374801603e-08 3.8150458565933286e-08 -1.557134119864251e-07 1.1990003088064e-07 -2.4630971451478973e-07 -4.16509478443483e-08 2.823339530657758e-08 -2.9313367159787118e-08 2.7946598626527055e-07 -1.0103685486975555e-07 -1.8300711884088627e-08 -2.449131841527097e-07 1.20346399217181e-06 -3.9370845813239e-06 3.5538705758643125e-06 1.912088229843894e-06
PC7 1.7107645284164404e-06 1.3907778794883426e-07 -2.1055089353680565e-07 1.0264004628460421e-07 9.200166199384596e-08 7.756466202658831e-07 1.347638313503815e-08 7.228304598841954e-06 4.1768066194346144e-07 -1.4276077300703875e-07 -7.934266526276717e-08 5.777577913108105e-07 1.0478814891740895e-07 2.9782802753165596e-07 -6.150579097801226e-08 -3.5705293095034034e-07 -2.1617927890675293e-08 -3.915848924272019e-08 5.105308901728277e-08 8.041078965634404e-09 -1.6683272190633583e-07 5.845989476672031e-07 -1.1680219799268291e-07 2.347190965841582e-06 -2.1800901421339605e-06
PC8 7.656686678467262e-07 1.5111706534209883e-07 2.6822976692352236e-07 -1.0235007087853039e-07 -7.960126029586829e-07 -5.02228891158515e-07 7.754848642224427e-08 4.176806619434613e-07 7.813262799872561e-06 1.511928566796017e-07 2.066110868497668e-07 -2.2814055452830898e-07 2.2233306627431647e-07 -8.352792129032303e-09 -5.180738970221001e-08 -1.9111755464629662e-07 8.901338026313575e-08 7.981578803869399e-08 -1.409951858718509e-07 -2.251445108788948e-07 1.65834758588037e-07 9.36768899236832e-08 2.4438118256839522e-06 -2.0239745884457225e-06 -1.4533800528547481e-06
PC9 4.870965051168988e-07 -6.139354866102893e-08 -1.0246115391480975e-09 -4.950998876204949e-07 1.6903744651940776e-07 -1.788859430184789e-07 3.079784374801613e-08 -1.4276077300703873e-07 1.511928566796017e-07 7.021640663766215e-06 -6.400973864099491e-08 -1.6323238522458547e-07 -1.4557409876556488e-07 -1.2402553252647004e-08 -2.6559459429482445e-07 1.469152574724303e-07 2.930230247276521e-07 2.90383771789812e-07 -1.764717465186769e-07 -1.6411441734019364e-07 -2.1741570998473625e-07 4.836359665256745e-07 4.334493859492721e-07 -1.0680270175621083e-06 -1.042441240205659e-06
