 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband maternal gpm gmm
intercept 0.0003624124634405268 6.208379430610058e-07 -3.1307357491269007e-06 -6.501248571423321e-07 8.818777770211863e-07 -1.7649259577905543e-07 1.9579876968866897e-07 1.648819258000691e-06 7.662725331385159e-07 5.263727165975632e-07 -3.4227481689408775e-07 8.218377505426448e-07 -4.078283380086473e-07 8.542371977162524e-07 1.7804661627402227e-07 -8.068920824070951e-07 -4.7585845258952416e-07 -5.846062081582902e-07 4.5279578390569435e-07 1.2431624434971182e-06 3.5556456600589777e-07 3.2693347456373003e-06 1.6737449241188316e-05 -3.621190682668478e-05 -8.726700159881246e-08
PC1 6.208379430610061e-07 1.2682421331247244e-06 -1.0485229531488437e-06 -2.2071470074321917e-08 -7.521445868248996e-08 -1.8398857839501196e-07 2.930273099676185e-08 1.3616215680733096e-07 1.5535063160524055e-07 -5.62928914590875e-08 1.4435656459318827e-07 -9.494795511521856e-08 3.25219763143762e-07 -9.152376215334527e-08 -1.499159010607575e-07 -3.29214775176107e-07 -2.6018146270997825e-07 3.3476281774885284e-09 -1.8710195966481e-08 8.862969057784776e-08 9.791051225622025e-09 9.329892893036656e-07 -1.147004126690141e-06 2.4381183971337255e-06 5.839080168041667e-07
PC2 -3.1307357491269003e-06 -1.048522953148843e-06 2.747073015014324e-05 4.5304790258037603e-07 9.74366773398086e-07 -1.0509459086113423e-07 -4.242789484939959e-08 -2.2783771564995983e-07 2.689018254353505e-07 -5.022044048995195e-09 -5.079084361019343e-08 -1.0121066490036793e-07 -2.830465464133685e-07 2.7116908610153096e-07 -3.873871476866298e-07 2.5170976960550466e-07 -1.2208050911185116e-07 6.577460972318188e-07 8.330593233968189e-08 -3.2609475566609524e-07 9.479118047692525e-08 -6.27308100512413e-07 -9.986655134969675e-08 6.812063512549789e-07 2.2381113464630285e-06
PC3 -6.501248571423324e-07 -2.2071470074321904e-08 4.5304790258037587e-07 2.588133351198904e-06 5.1081126046470854e-08 5.492698297353693e-07 2.814851580727827e-08 1.094738902742626e-07 -1.0112735473191101e-07 -5.027421652360961e-07 1.3375791374248021e-08 1.686491969204309e-07 1.257569340094736e-07 -4.1606098743643364e-07 -7.451808126051391e-08 -2.8630687199446396e-10 3.249695662051611e-08 -1.4064498922181076e-07 -3.342373566797977e-07 2.1232506689898036e-07 7.592786880187598e-08 -5.463715368301655e-07 -1.3541963577059879e-06 9.609221419516223e-08 9.489816787207453e-07
PC4 8.818777770211867e-07 -7.521445868248983e-08 9.74366773398085e-07 5.108112604647083e-08 4.615012090836209e-06 1.0266415986087623e-06 -3.219536314257384e-07 9.693549166084077e-08 -8.166645622566195e-07 1.712872530957052e-07 1.6435985010458883e-07 9.829629824019625e-09 -4.205863818387419e-07 -2.1873717467472377e-07 -9.490156622327141e-08 -4.6745380882332617e-08 8.182180606906427e-08 1.5143346346608207e-07 -1.8355337532239507e-07 -1.144232799451735e-07 3.257350175461002e-08 2.4073871273820045e-07 3.2470199339286655e-07 -1.549317034326118e-06 1.5358699682789477e-06
PC5 -1.76492595779055e-07 -1.839885783950119e-07 -1.050945908611343e-07 5.492698297353693e-07 1.0266415986087621e-06 8.953715828030727e-06 1.7102367895804205e-07 7.895080714730271e-07 -5.335298742888619e-07 -1.8820868414614704e-07 -2.467407977315063e-07 -6.776085027757224e-07 3.8613726043896133e-07 -5.708886912107886e-07 2.3433212247369725e-07 -2.0075054844449685e-08 -9.574550269524774e-08 4.4011859316709983e-07 -1.7006285440049976e-07 3.33614103800518e-07 1.2188439004687056e-07 6.041588953534153e-07 -3.983173619733461e-06 8.618006669033657e-06 -1.3113991568538348e-06
PC6 1.9579876968866767e-07 2.9302730996761827e-08 -4.242789484939984e-08 2.814851580727836e-08 -3.219536314257385e-07 1.71023678958042e-07 8.832004926561201e-06 1.211472685540138e-08 7.545813293719742e-08 3.914061694631728e-08 3.7608544901176964e-08 -1.5451532365266658e-07 1.1899536360779786e-07 -2.487601339739499e-07 -3.918862030060454e-08 2.6183725910736743e-08 -3.1888002354372236e-08 2.83020041535689e-07 -1.0032974725993138e-07 -1.6380439064803208e-08 -2.5002214965607834e-07 1.223169220729391e-06 -4.00746350747674e-06 3.6416429287727196e-06 1.8988682883965485e-06
PC7 1.6488192580006918e-06 1.3616215680733096e-07 -2.2783771564995962e-07 1.0947389027426259e-07 9.693549166084083e-08 7.895080714730273e-07 1.2114726855401464e-08 7.2506688105969745e-06 4.282326824124787e-07 -1.4198752858955086e-07 -7.265181966614303e-08 6.013006910273147e-07 1.0726611416101673e-07 3.07918003393973e-07 -7.74271537293748e-08 -3.6647243270526246e-07 -2.5259314119782455e-08 -4.537073932797708e-08 4.679294654511365e-08 1.16457862433774e-08 -1.7067038576583438e-07 5.854591763541141e-07 -6.575481863209467e-09 2.322672467674485e-06 -2.6230097152977104e-06
PC8 7.662725331385157e-07 1.5535063160524047e-07 2.6890182543535056e-07 -1.0112735473191094e-07 -8.166645622566195e-07 -5.335298742888619e-07 7.54581329371976e-08 4.282326824124788e-07 7.851172819940368e-06 1.5629419916538672e-07 2.1757086225346898e-07 -2.3037336995531752e-07 2.1570660674358742e-07 -6.825954190359392e-09 -5.560659337692511e-08 -1.922517995846842e-07 9.058047253634223e-08 8.61015440487901e-08 -1.437842576589534e-07 -2.2293494931591706e-07 1.737027679462121e-07 1.0932752942495439e-07 2.5992909585115264e-06 -2.4107561826205045e-06 -1.2910304555110246e-06
PC9 5.263727165975632e-07 -5.629289145908751e-08 -5.022044048995284e-09 -5.027421652360961e-07 1.7128725309570515e-07 -1.882086841461472e-07 3.914061694631728e-08 -1.4198752858955094e-07 1.562941991653868e-07 7.038521059246077e-06 -7.104930600068935e-08 -1.6321009196287773e-07 -1.502651436442137e-07 -1.6043800276234203e-08 -2.749565377336946e-07 1.4514778650154815e-07 2.8854785328498357e-07 3.012523755551434e-07 -1.7125697221189963e-07 -1.6147829916587455e-07 -2.2709163661904554e-07 4.679508614629204e-07 4.2024312167581334e-07 -1.0598528199435696e-06 -1.0337105051169886e-06
