 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.00042478343810028687 1.0074546010778777e-06 -1.48783063738596e-07 4.8753735131427206e-08 5.504067015405014e-07 -8.250431224179217e-07 1.3266226026266479e-06 2.4919723347446726e-07 1.2977969981426573e-06 9.965305466265195e-07 1.3170799967239577e-07 3.3865987149715143e-06 -2.6792745710746123e-06 1.4316965788227973e-06 -1.5964305178599152e-06 -1.7832147875568307e-06 -1.958359240995194e-06 -1.4792483124604665e-06 -6.993600432452154e-07 2.0294494342647236e-06 1.964250372748342e-07 -5.769006186402506e-06 3.86857958460719e-05 5.197131274891539e-05 -3.756119181584043e-05 -3.4118370719440674e-05 -8.582967523320749e-05 5.374375803192051e-06
PC1 1.0074546010778777e-06 1.503964327948226e-06 -1.4191261033672424e-06 -1.2946912721194195e-07 -6.657158184289555e-08 -2.0732842357127548e-07 8.229719095088064e-08 1.1826407366990318e-07 4.811909922994515e-08 -3.675531178002879e-08 7.768544295878323e-08 -3.6795667532340193e-08 4.757759334317779e-07 -1.1164243998855428e-07 -2.9182974612180473e-07 -5.202353438826589e-07 -4.644116110810699e-07 1.96412643844744e-07 -3.450012846842759e-08 1.4732355122955997e-07 -6.737020956885591e-08 2.37340726930844e-07 1.3877820240160128e-06 -1.1982290954692236e-06 -9.234063009106055e-07 2.1841966061742935e-06 3.74054270444794e-06 -9.695404449823985e-07
PC2 -1.4878306373859521e-07 -1.4191261033672422e-06 3.6685721781798316e-05 8.087838969793898e-07 1.0654779909740398e-06 -3.930462819228829e-07 2.9864036008408993e-09 -2.8185003691314283e-07 9.520195641513035e-07 -1.9719816039408355e-07 3.462208953760167e-07 -5.184077798308163e-07 -7.238753081290852e-07 4.322837020096485e-07 -7.986591584787113e-07 2.4775152955596063e-07 -3.1085408151358583e-09 6.165020633383668e-07 1.8227235603872658e-07 -4.39057577090673e-07 -2.95703283273163e-07 1.6162671964352946e-06 9.644130303590715e-08 4.170831074390513e-06 -5.9842427522140565e-06 4.6344756389055496e-06 -7.638489388713233e-06 2.689331940815985e-06
PC3 4.875373513142873e-08 -1.2946912721194185e-07 8.0878389697939e-07 2.9878054979612354e-06 1.2089534263632585e-07 8.110735966329306e-07 3.3850356758914604e-08 2.873790621198616e-07 -1.4403700238537965e-07 -7.298370593758908e-07 1.0943641527577459e-07 2.5816712465372127e-07 2.203906883876816e-08 -4.697981980311426e-07 4.985810028947928e-08 -2.5610737380481746e-08 1.5486161931044604e-07 -3.1817487198509337e-07 -3.6821824021747483e-07 3.0452112027140896e-07 8.946322565159618e-08 -4.866201627897476e-07 -1.8513187065556e-06 -3.605430381197849e-06 2.63465121080789e-07 3.205184540396774e-06 8.41402754814811e-07 3.613724542116466e-06
PC4 5.504067015405005e-07 -6.657158184289548e-08 1.0654779909740402e-06 1.2089534263632585e-07 5.657591357320368e-06 1.346198674201512e-06 -2.392601136975221e-07 1.3509703194374512e-07 -9.663391828378407e-07 2.8470359887268945e-07 1.991919602072995e-07 1.691507775518456e-07 -6.59591979880364e-07 -3.6779526549844954e-07 -8.281111883563538e-08 -1.2760031281555278e-07 8.041740338675817e-08 8.038929864586984e-08 -3.3784651381041897e-07 -1.4808022587635263e-07 1.1802881776190205e-07 9.999240548226765e-07 -2.5441090606565257e-06 -2.7263825136104345e-06 -6.990661879958428e-07 4.427381261734629e-06 1.2638984291426344e-06 4.357468771764173e-06
PC5 -8.25043122417922e-07 -2.0732842357127556e-07 -3.930462819228821e-07 8.110735966329305e-07 1.3461986742015114e-06 1.1685875628833626e-05 3.397016417248748e-07 8.925456801959465e-07 -6.83545769716829e-07 -3.234145531375629e-07 -2.614666254057246e-07 -9.46263212835224e-07 3.97992048758056e-07 -8.822399213227822e-07 5.12436479868345e-07 -9.06806022627837e-08 -9.032608920000496e-08 5.979438224817778e-07 -2.7683897542985283e-07 2.3030461521789912e-07 1.2943380889010842e-07 -7.801685151898775e-08 1.1106999895466506e-06 -8.185625851650178e-06 -1.1635958685306069e-05 1.0014187926101163e-05 1.0697718007923826e-05 3.443816267685568e-06
PC6 1.3266226026266493e-06 8.229719095088071e-08 2.9864036008408707e-09 3.385035675891464e-08 -2.392601136975223e-07 3.397016417248749e-07 1.1294410217617078e-05 -4.835264879677269e-08 2.1950134209745948e-07 1.720952486107353e-07 5.290780656719312e-08 -3.3530419667042787e-07 1.093595198866869e-07 -2.6297184843895594e-07 -1.6671282827615932e-07 2.613413718166767e-08 -5.2116183458839234e-08 2.149262086921516e-07 -2.7614311461531184e-07 -1.7868021119099283e-07 -3.815380860836869e-07 1.794435460855467e-06 -3.65993756151965e-06 -5.94110864868557e-06 5.776075607743205e-06 1.7704772999541732e-06 4.266239564289102e-06 2.5715909775164418e-06
PC7 2.491972334744674e-07 1.1826407366990317e-07 -2.818500369131427e-07 2.873790621198615e-07 1.350970319437452e-07 8.925456801959464e-07 -4.835264879677245e-08 9.392835218065895e-06 6.738436107521196e-07 -1.760287956323579e-07 -8.194923289290892e-08 1.0051950022997861e-06 1.4665000980076656e-07 4.168206004080061e-07 -1.7060844859350654e-07 -2.699649670065442e-07 -3.4181012901401914e-07 -1.4772706894069567e-07 8.454587825294469e-08 3.966961431642721e-08 -1.9398315670180566e-07 3.3295791188754794e-06 -1.2348540081709382e-07 1.3536951579801371e-06 -2.636146967157636e-06 -2.1214618978855697e-06 9.008602253864196e-07 -9.616171200479431e-06
PC8 1.2977969981426584e-06 4.811909922994515e-08 9.520195641513031e-07 -1.4403700238537968e-07 -9.663391828378403e-07 -6.835457697168294e-07 2.1950134209745942e-07 6.738436107521198e-07 1.0200458232266204e-05 3.3207375615398736e-07 7.190230578917663e-08 -6.371941825367516e-07 5.302105660423477e-08 5.456416916105238e-08 -8.264262036291553e-08 -4.5580719819122394e-07 -5.505726247986211e-09 7.337856620182325e-08 -4.6682154460884647e-07 -2.3486989289483635e-07 2.6686231342033155e-07 2.00944112914905e-06 3.096947887397711e-06 3.1299645136133764e-06 -6.368127531850578e-06 -5.534983134870365e-06 -5.9507606536103314e-06 1.5712720935870393e-06
PC9 9.9653054662652e-07 -3.6755311780028866e-08 -1.971981603940836e-07 -7.298370593758908e-07 2.847035988726896e-07 -3.2341455313756303e-07 1.7209524861073527e-07 -1.760287956323578e-07 3.3207375615398694e-07 8.81248172434197e-06 -3.331529209927936e-07 7.28703401214278e-08 -4.0034488160371905e-07 -4.736012422122236e-08 -6.736359902179449e-07 2.4968466485395255e-07 3.8900355604231743e-07 5.182845332031301e-07 -1.7412047341745756e-07 -7.602792104739189e-08 -4.82011141886743e-07 -1.1038809237274824e-06 4.838639560535459e-06 9.424395716496125e-07 -5.40710687800037e-06 7.556436285763101e-07 -2.08881137372902e-06 -1.6891362349342096e-06
