 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.000766785520388784 1.9440731375281297e-06 1.2660610127900065e-06 -1.6397975621511726e-07 2.261463993083603e-06 -1.978618243988316e-06 1.2596577291874368e-06 1.4869454216740506e-06 1.9003574556186222e-06 1.7413976591317958e-06 6.312702259355662e-08 3.344357005520406e-06 -3.6799172352300034e-06 2.0094399711134855e-06 -2.010983802610439e-06 -2.142240514400254e-06 -2.5782847521497394e-06 -1.0533920531848955e-06 -6.291469101324919e-07 3.3810969506778575e-06 5.189553029734092e-07 -7.649614674375388e-06 5.4261939095098045e-05 7.204872806894334e-05 -6.269515330055307e-05 -3.978851899223352e-05 -0.00014010449974667067 5.774528375633271e-06
PC1 1.9440731375281297e-06 2.618330789731753e-06 -1.9878789034487672e-06 -1.804362432798351e-07 -5.6283820099292106e-08 -3.457213350366312e-07 5.627416732527729e-08 1.8849544588293345e-07 5.07591747903037e-08 -1.1786245241123641e-07 1.2202554171005476e-07 -6.14023917169687e-08 6.592052124058167e-07 -1.8614886594665066e-07 -3.740591273936346e-07 -7.312947885560294e-07 -5.706279299253246e-07 1.9706064488573708e-07 -4.7464118535990516e-08 2.20246535206722e-07 -8.694937692676207e-08 3.207182373335038e-07 1.8552824524603706e-06 -2.23748265854983e-06 -1.6315066177255283e-06 4.053985432659376e-06 6.450652254949884e-06 -7.809307836495066e-07
PC2 1.2660610127900031e-06 -1.987878903448768e-06 5.1071633629111805e-05 1.0733854926767982e-06 1.3834640729631678e-06 -5.604017559943558e-07 -8.037235866544307e-08 -1.5617126861131225e-07 1.216681385807069e-06 -3.32941594904273e-07 4.777210224314504e-07 -5.712263539835169e-07 -7.87716403055031e-07 6.270083925967722e-07 -8.840739903616962e-07 3.804379864122085e-07 1.1166003459859305e-08 8.583791486488155e-07 3.7541971423819385e-07 -4.041795407468209e-07 -3.4978105249241615e-07 1.3316492230525656e-06 2.5391095025261814e-06 6.994006671287553e-06 -9.063259509511785e-06 4.928474503229682e-06 -7.5341222623415365e-06 -6.536940534591634e-07
PC3 -1.6397975621511882e-07 -1.8043624327983528e-07 1.0733854926767978e-06 5.119972138969563e-06 1.397214235846271e-07 1.1002018480637754e-06 -8.878759239326021e-10 3.818517514479522e-07 -2.990958954076386e-07 -9.863311842320775e-07 1.3464838990113586e-07 3.511011341003512e-07 2.1608435483191292e-08 -6.256078014950342e-07 1.2413578691138605e-07 -4.283683450403472e-08 2.1321828922214364e-07 -3.253264368143499e-07 -4.5869501170767015e-07 3.5274350763144923e-07 1.39668839351344e-07 -6.946422139397042e-07 -2.5723089358342574e-06 -4.844000484873169e-06 1.7445807202798153e-07 4.398835836498098e-06 7.372681650298077e-07 4.081907259932273e-06
PC4 2.261463993083604e-06 -5.628382009929194e-08 1.3834640729631674e-06 1.3972142358462707e-07 9.374799203899127e-06 1.682975698576969e-06 -3.839575428747038e-07 1.838803779609414e-07 -1.2686442651602957e-06 4.800755791006121e-07 2.6281889036056484e-07 1.859993534078167e-07 -9.71388151685856e-07 -4.825042985070821e-07 -1.0310226238270726e-07 -1.1605971150657814e-07 5.276061105763964e-08 -1.2371512606870632e-08 -4.34456626333921e-07 -1.9955433680942e-07 1.4925923211385965e-07 1.5292113891864826e-06 -4.141389820933593e-06 -1.3687562521649794e-06 -2.5144590486790455e-06 8.964708815985857e-06 -7.346945949474324e-07 4.458778644791497e-06
PC5 -1.9786182439883153e-06 -3.4572133503663097e-07 -5.60401755994355e-07 1.1002018480637752e-06 1.6829756985769679e-06 1.724650088566156e-05 4.414026258168866e-07 1.076687405247309e-06 -7.25349975260927e-07 -3.7911575504256444e-07 -1.8096749341322354e-07 -1.2079681475448394e-06 6.38360403376869e-07 -1.0065972283167814e-06 6.370604379336293e-07 -1.886547369072188e-07 -1.5311390919046922e-07 7.465315259612202e-07 -3.5931228278426587e-07 2.0680899222386915e-07 7.822844688779285e-08 4.69705763209819e-07 2.213797292762397e-06 -1.0583907147045324e-05 -1.6900811374813058e-05 1.2796260373408861e-05 1.3874652059943761e-05 4.420448138598684e-06
PC6 1.2596577291874368e-06 5.627416732527731e-08 -8.037235866544274e-08 -8.878759239322516e-10 -3.839575428747041e-07 4.414026258168869e-07 1.6183029729182004e-05 -7.275587900508604e-09 4.0757076934452104e-07 1.9068030680854645e-07 1.0057493623522718e-07 -4.67385372010918e-07 2.6491050702961343e-07 -3.9199923937641155e-07 -2.3168600436496057e-07 5.351745320913207e-08 -6.981550649884269e-08 2.888457001225629e-07 -4.4827554900078037e-07 -1.9808759787610737e-07 -5.151985800980575e-07 2.430070297749779e-06 -5.560565957261583e-06 -8.565598525080072e-06 7.2370643671393595e-06 3.2615284068442377e-06 5.788360968332611e-06 5.240411991849244e-06
PC7 1.4869454216740487e-06 1.884954458829332e-07 -1.561712686113113e-07 3.8185175144795236e-07 1.8388037796094143e-07 1.0766874052473094e-06 -7.275587900508594e-09 1.3447957629150574e-05 8.198160556966396e-07 -2.709486506434157e-07 -2.0507597959350792e-07 1.203396268076356e-06 1.8642313117309118e-07 5.389754718258946e-07 -7.471698193206356e-08 -3.9170483143685046e-07 -3.448127581975774e-07 -1.0064300667464778e-07 1.2492737714868828e-07 2.5425555087999314e-08 -2.3345288564826976e-07 3.3468122716652288e-06 9.899871424703506e-07 7.80611855120648e-07 -4.440961290556334e-06 -2.0250254419061698e-06 2.698982994700764e-06 -1.0108389299220178e-05
PC8 1.900357455618619e-06 5.075917479030355e-08 1.2166813858070691e-06 -2.9909589540763864e-07 -1.2686442651602959e-06 -7.25349975260927e-07 4.075707693445209e-07 8.198160556966399e-07 1.4440647672552743e-05 3.914425885244573e-07 9.417676295053938e-09 -8.505553369262043e-07 1.719564501365274e-07 9.364189767947986e-08 -1.3418424697787405e-07 -5.421041908129287e-07 -6.600512586817694e-09 8.433325308367943e-08 -5.394142376421032e-07 -3.8567854439924624e-07 3.2495139154550777e-07 2.1427670998092983e-06 4.974070953431294e-06 3.196498459105066e-06 -9.90610978644683e-06 -7.607862824615576e-06 -5.569340255418881e-06 9.455494934562653e-07
PC9 1.741397659131795e-06 -1.1786245241123643e-07 -3.329415949042739e-07 -9.863311842320773e-07 4.80075579100612e-07 -3.7911575504256444e-07 1.9068030680854677e-07 -2.7094865064341586e-07 3.914425885244571e-07 1.2785113667335712e-05 -3.8100215344899264e-07 1.0455254019294967e-07 -5.500781728809066e-07 -5.9421921331210726e-08 -8.611706795446426e-07 3.714537218025646e-07 6.466547552192693e-07 6.392480088323636e-07 -3.062826843134851e-07 -1.5956980641361416e-07 -6.205426548789917e-07 -1.12045318729707e-06 7.4410227656642414e-06 2.1463286611275346e-06 -9.898504573298309e-06 2.4687460118206846e-06 -3.620026105630629e-06 -4.089012503209393e-06
