 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0008983989122963213 5.056194143965123e-08 -5.953595794872828e-06 -7.914278793859077e-07 3.250948324803879e-06 -3.162893830030486e-06 8.68071141111982e-06 -1.0759211929250078e-06 2.6322262243478487e-06 2.0331157158700007e-06 3.721133237077582e-07 1.183142654735335e-05 -4.953194112959533e-06 2.0097616966068404e-06 -2.0253219961211296e-06 3.793564700254068e-07 7.403842118389206e-07 -9.533786609787604e-07 4.425350070436171e-07 4.661495418572615e-06 -1.2124735080810927e-06 -3.195518948857881e-05 8.36736190157746e-05 0.00016703412106807054 -7.109275015285372e-05 -7.103869000385704e-05 -0.00026261647854680713 2.418150968731011e-05
PC1 5.05619414396485e-08 3.361789589897746e-06 -3.0850471331348793e-06 -1.0036873853025237e-07 -3.136344232555686e-07 -6.126259377706862e-07 2.657684730776955e-07 -1.89609738158487e-08 1.2963317848219496e-07 2.833727123233045e-08 1.900661119822554e-07 -3.193371765089732e-07 1.1189034422415835e-06 -2.2584257630761028e-07 -6.798919488990841e-07 -1.3216758661597378e-06 -1.0958170402824818e-06 3.7798459674573437e-07 -2.145641684095995e-07 3.3123446122528585e-07 -1.2556723792848013e-07 1.922238950936301e-06 3.356843613178412e-06 -6.7360074909728345e-06 -1.2339996367625538e-06 2.770203801971409e-06 1.235875291619925e-05 -3.952099095086986e-07
PC2 -5.953595794872814e-06 -3.085047133134879e-06 8.317951940724795e-05 2.0123242385079667e-06 2.4596083461626842e-06 -6.93656909730106e-07 7.351195496879752e-08 -2.40861084498377e-07 2.425835653466774e-06 -6.276981339118132e-07 6.086464615659427e-07 -9.610773130225414e-07 -1.5021317784811211e-06 1.2032934996363816e-06 -2.0464474882775358e-07 -2.2111343796161112e-07 -1.4361723517309408e-06 1.6759534302908476e-06 5.331124114333538e-07 -7.629341053088012e-07 -9.79713014913356e-07 -9.528942938973618e-07 -3.373271044729563e-06 1.2656507665006833e-05 -2.6439610197178405e-05 2.8640048392466704e-05 -1.4707024059323264e-05 1.1808643434041578e-05
PC3 -7.914278793859073e-07 -1.0036873853025225e-07 2.0123242385079663e-06 7.041985433648943e-06 1.0354491558287822e-07 2.2104064908486204e-06 6.331820106222129e-08 1.100897136984118e-06 3.2065357262972735e-08 -1.4738091527853128e-06 2.577757405242273e-07 3.1927376457580375e-07 1.9994515199649543e-07 -1.386492462913286e-06 -4.3644106706279364e-07 -4.348767516167578e-07 4.7307365119370965e-07 -8.723125755521313e-07 -8.520716791498265e-07 6.159943940194406e-07 2.993541793268296e-07 7.07526043970205e-07 -1.7986777539856966e-06 -1.1923650215008011e-05 -6.192536392573679e-06 5.8506154755269e-06 9.78096664764641e-06 8.14992229516068e-06
PC4 3.25094832480388e-06 -3.1363442325556873e-07 2.4596083461626842e-06 1.0354491558287795e-07 1.1543733644461141e-05 2.89758006917399e-06 -5.021489094074576e-07 5.170160406991692e-07 -2.0878911146269294e-06 8.514791556007224e-07 3.330260118784436e-07 9.550015594854996e-07 -1.594660275135642e-06 -7.077119361282591e-07 -3.1741326034778527e-07 1.3910821395733e-07 1.3899522518318798e-07 4.017232097806611e-07 -6.072994068468934e-07 -1.9980013375555252e-07 2.446091491297257e-07 2.9103975016755364e-07 -6.835849873510022e-06 4.526978339758884e-06 -2.582259003958979e-06 1.4329336613596959e-05 -1.7091662312948633e-06 1.9678186822381973e-06
PC5 -3.1628938300304857e-06 -6.126259377706861e-07 -6.936569097301094e-07 2.21040649084862e-06 2.8975800691739903e-06 2.6676553828486527e-05 1.028805970376143e-06 3.49509980471652e-06 -1.3071273178852367e-06 -6.669899820611267e-07 -2.8944980166780523e-07 -1.4970561606752488e-06 5.998536757077733e-07 -1.68002591853089e-06 5.016000391173385e-07 6.282859824985375e-08 -3.6040003878591243e-07 1.293609450830735e-06 -4.351024375182372e-07 2.0993397183110492e-07 4.869438158233078e-07 -3.180298729101999e-07 1.1346482725073575e-05 -1.677059139806428e-05 -4.693929908739705e-05 3.024203777550247e-05 2.0303562535515926e-05 1.0260967506542369e-05
PC6 8.68071141111982e-06 2.657684730776954e-07 7.351195496879869e-08 6.331820106222143e-08 -5.021489094074579e-07 1.0288059703761426e-06 2.46631499279991e-05 -1.5052154596803358e-07 -7.418364856567885e-08 6.367364160566568e-07 -2.437564367435728e-07 -1.6423152909066452e-07 -2.9880749807837076e-07 -8.362474491288554e-07 3.4417266907576973e-07 1.2923117416114103e-07 -3.8452747761001785e-07 8.159676687694668e-07 -6.273564608870046e-07 -8.851423310067777e-07 -4.917095013861144e-07 3.1501653223819802e-06 -6.819418409563955e-06 -6.869149000116879e-06 2.009284357555048e-05 -1.2041053413058378e-05 -1.2332748941844297e-06 1.8966319985291938e-06
PC7 -1.0759211929250071e-06 -1.8960973815848584e-08 -2.408610844983781e-07 1.1008971369841175e-06 5.170160406991693e-07 3.4950998047165208e-06 -1.5052154596803258e-07 2.1101075969780464e-05 1.1331503584332298e-06 -6.513948038573276e-07 3.6390317493103675e-07 2.175647012770265e-06 5.60262212687934e-07 1.3268725567798655e-06 -4.724954974278617e-07 -5.76290559862884e-07 -4.6912566925479405e-07 1.205886200712745e-07 4.67250447280604e-07 -2.805894771871823e-07 -6.424624477891676e-07 5.478112413848577e-06 8.104212636443801e-06 -3.34271025934259e-06 -1.8480831919939515e-05 -8.018090427250449e-06 6.097736113241121e-06 -1.677377589608288e-05
PC8 2.632226224347848e-06 1.2963317848219515e-07 2.425835653466776e-06 3.2065357262972894e-08 -2.087891114626929e-06 -1.3071273178852359e-06 -7.41836485656797e-08 1.1331503584332298e-06 2.3038012338689686e-05 3.1820746532677055e-07 5.686467333133331e-07 -1.6466214952238492e-06 2.807001157316071e-07 -2.2955163997613763e-07 -1.3274916321928452e-07 -6.605976925925284e-07 -2.3308883706107808e-07 -3.318464920528191e-07 -1.8118972152476095e-06 4.82489026251801e-08 2.3915142976239404e-07 3.810480449700155e-07 1.4512794861753866e-05 5.955508377515257e-06 -1.613421309344784e-05 -1.5654438915619354e-05 -8.550001206915476e-06 1.0408301235011969e-05
PC9 2.0331157158700036e-06 2.833727123233059e-08 -6.276981339118128e-07 -1.4738091527853136e-06 8.514791556007224e-07 -6.669899820611265e-07 6.367364160566567e-07 -6.513948038573285e-07 3.182074653267698e-07 1.8422195702954202e-05 -1.300984612956142e-06 3.917283030914181e-07 -9.182857746927401e-07 -3.026210895854368e-08 -1.4355961714226337e-06 4.1466908566456004e-07 4.910115983833986e-07 1.4248643251003253e-06 -3.0122737374749986e-07 -2.678685053519391e-07 -9.979382084777117e-07 -9.281551003513659e-07 9.928196051032756e-06 -8.528869863580805e-07 -1.42895724829389e-05 -1.0201065846675928e-06 -9.255668576878788e-06 7.49851576343628e-07
