 intercept PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 PC11 PC12 PC13 PC14 PC15 PC16 PC17 PC18 PC19 PC20 proband paternal gpp gmp
intercept 0.0007067949375427327 1.8860885175854476e-06 -3.0790024085674027e-06 -4.0504882442886433e-07 3.978969275374606e-08 -3.7753530165688077e-06 2.340107667489933e-06 -2.6692168975278285e-07 -4.6026859055776707e-07 2.1039165916804546e-06 -9.394707879270985e-07 -1.1609925564844246e-06 -2.9881984794144135e-06 2.3073636887923694e-06 -3.483578195947469e-06 -3.4848988986685634e-06 -2.530687006587154e-06 2.5258249939699615e-07 5.409817694174487e-07 1.2945942254238286e-06 1.9362296978196715e-06 -7.757863731747909e-06 3.941386212793908e-05 -2.684003609690512e-05 -4.7607313674663636e-05
PC1 1.8860885175854478e-06 2.358202243332741e-06 -1.901657863637287e-06 -8.334618779110261e-08 -4.653628875320468e-08 -1.0931194767708614e-07 -9.352553764833509e-08 3.7724895619930575e-08 1.3341545747758383e-07 -7.092382648709283e-08 1.228687318958406e-10 -2.4707403986765263e-07 7.571025992869838e-07 -2.7543209654223222e-08 -4.77459783136249e-07 -7.539023560748135e-07 -4.888888101455609e-07 3.493759543639979e-08 7.254411830875988e-08 2.990325565005635e-07 8.65291883753129e-08 4.453958034125847e-07 3.363071263511694e-06 1.8530515761152284e-07 -3.8771415554038625e-06
PC2 -3.079002408567401e-06 -1.9016578636372863e-06 5.099643270419128e-05 1.2966439773251465e-06 1.2929171326722854e-06 -1.3062955443808184e-06 -1.095796823144536e-06 1.1231952973647011e-07 1.1868890553922159e-06 -4.572448341365426e-07 -3.296198979538372e-07 2.1219731866416033e-07 -6.622774833856494e-07 3.012703560808271e-07 9.945428398465201e-07 -2.548845103441227e-07 -2.59147458437574e-07 5.727403789831776e-07 -9.697024316351267e-08 -4.69566347958936e-07 -8.068762433575974e-07 1.0843709698328865e-08 8.135722136223097e-06 -1.0437866796368118e-05 2.0085267487519844e-06
PC3 -4.050488244288638e-07 -8.334618779110258e-08 1.296643977325146e-06 4.928277311196053e-06 2.0649846925610164e-07 1.2146968655717086e-06 -2.681323584474151e-07 7.461302024783017e-07 -6.537864969027686e-08 -1.0432206539544936e-06 3.038259555959829e-07 5.071702375076034e-07 2.8903240387242858e-08 -4.597863715980476e-07 2.1364195443849918e-07 -1.834234721742171e-07 5.025048003514374e-09 -3.3421859236695014e-07 -3.196160333028515e-07 4.351050513252406e-07 3.570308244726865e-07 4.859322854042548e-07 -4.330035392959363e-06 2.568106272149209e-06 1.3657863192413107e-06
PC4 3.9789692753745174e-08 -4.653628875320466e-08 1.2929171326722859e-06 2.0649846925610182e-07 8.828983592312396e-06 2.0016860168340195e-06 -3.169306455344121e-08 -2.36856313618215e-08 -8.395871288288688e-07 6.567789865853087e-07 1.2808242551381228e-07 5.713436849208993e-07 -7.231573008456175e-07 -1.0390863264078861e-07 -6.197531186543434e-08 -5.314133573696879e-08 3.7566016675186243e-07 -2.9465872874630655e-07 -4.069673353844252e-07 -7.359585556353066e-08 9.948165667185785e-08 3.2394471277016705e-06 -3.22769905587092e-06 -9.572115624556394e-08 2.926195087911206e-06
PC5 -3.775353016568808e-06 -1.0931194767708616e-07 -1.3062955443808188e-06 1.214696865571709e-06 2.001686016834019e-06 1.665905069939136e-05 7.807331095073412e-07 1.1349409927042069e-06 -5.622166230105322e-07 -7.117242480645345e-07 -5.294793825374999e-08 -1.0642644684038814e-06 7.361077215194458e-07 -1.1391344644603814e-06 3.3924436671733036e-07 1.244847437676684e-07 -2.268219948050927e-07 3.201179428659098e-07 -4.6928256902337835e-07 1.411470173502593e-07 -1.077725599398556e-07 5.780594411484535e-07 -1.952960816914831e-06 -4.4313897859072334e-06 7.1777323754309705e-06
PC6 2.340107667489935e-06 -9.35255376483351e-08 -1.0957968231445368e-06 -2.6813235844741544e-07 -3.16930645534415e-08 7.807331095073408e-07 1.5548045945274635e-05 1.8352533656881582e-07 2.2195932188815868e-07 6.593169720440308e-07 4.893565878590585e-07 -5.007181398878558e-07 -3.0705470072598383e-07 -5.927507530959071e-07 -3.7370272832306685e-07 3.200741865558394e-07 -2.424547237057012e-07 4.522980009290942e-07 -3.583369425685773e-07 -1.2440254002093945e-07 -4.2725251976137944e-07 2.05921295104345e-06 5.6684463203608885e-08 6.621928240431157e-06 -8.369951156678233e-06
PC7 -2.669216897527807e-07 3.772489561993082e-08 1.1231952973646921e-07 7.461302024783013e-07 -2.3685631361821677e-08 1.134940992704206e-06 1.8352533656881568e-07 1.296089907066643e-05 3.3943637321894944e-07 -3.513333791941021e-07 1.4131415999933016e-08 9.889000682035655e-07 1.0264277168252597e-08 7.093416015998669e-07 1.4210722068733417e-07 -3.245414062655289e-07 -1.9049035724188032e-07 -5.544272976038222e-07 -6.171176350189128e-08 1.8208723576620344e-07 2.4753837520067164e-08 5.3603524125405105e-06 -6.495212774181614e-06 2.6511318212985376e-06 6.331907342792598e-07
PC8 -4.6026859055776797e-07 1.3341545747758383e-07 1.1868890553922157e-06 -6.537864969027665e-08 -8.395871288288684e-07 -5.622166230105315e-07 2.2195932188815874e-07 3.3943637321894955e-07 1.373736992743242e-05 1.6934318745784495e-07 -1.5844506391710264e-07 -9.132225199345448e-07 3.387838234917573e-07 5.73537731985686e-08 -1.5364444555535977e-07 -3.9799461290909254e-07 3.41406006900558e-07 6.369192066606195e-07 -1.4474886475290207e-07 -8.505219549186701e-07 5.498433260789877e-07 1.710716744357305e-06 7.53227047579762e-07 1.0757307788086217e-06 -1.0535796618905335e-05
PC9 2.103916591680453e-06 -7.09238264870927e-08 -4.5724483413654266e-07 -1.0432206539544938e-06 6.567789865853086e-07 -7.117242480645344e-07 6.593169720440303e-07 -3.513333791941022e-07 1.6934318745784497e-07 1.260840499726502e-05 -4.853400180167927e-07 -2.1885088926546767e-07 -3.076486936833535e-07 -3.8284292871992405e-07 -1.950622720265495e-07 -6.492475394429533e-08 5.729244256864951e-07 5.144802530960431e-07 -5.035914778402544e-07 -5.993193603137688e-07 -2.8103886192481956e-07 -5.23349735259803e-07 1.6922778396681945e-06 -5.965182191749815e-06 8.502478920724719e-06
