 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.004287205124489389 0.0001301954327740914 0.0024481414456141576 0.006838864564636635 0.007850242005081463 0.002387248778642778 4.547800975926737e-06 1.080159534856677e-05 -3.5811343090263272e-06 3.5334535045711535e-06 -1.8021180734305122e-06 -2.338805431392929e-06 2.6756601380536414e-06 -1.6053712011773045e-06 -6.003623856445531e-06 -2.7145553772315796e-07 -6.949003133061012e-06 -1.1246007687909012e-06 -1.0976484168867514e-05 4.504019143006386e-06 2.4598221767186665e-06 2.7074706141324732e-06 -7.08123464785548e-07 2.8784050100940787e-06 5.2586769822661995e-06 3.353747295822933e-06 0.00013301769022391156 -8.796999906579496e-05 -0.00015047947814782414 -0.00013983537612859414 0.000224738184415651 -3.907820148894219e-06 9.441094525255011e-05
AGE 0.00013019543277409157 7.116559400781822e-06 -1.0805633460027857e-05 -3.158176995752732e-05 -3.4175694090440956e-05 -1.0113725219899475e-05 7.98577419983442e-08 5.394458219720466e-07 -1.8124477242351076e-07 8.206565948190314e-08 1.2905972784450374e-07 -2.3010319275395658e-08 -2.8591345588374164e-08 -1.2481605610964343e-07 -3.430590363297218e-07 1.4795733091616035e-07 -2.0196878222552988e-07 -3.2453140811347344e-07 -4.2636952245273523e-07 2.3708386269812102e-07 2.2657861946809804e-07 -1.3799005070528041e-08 -2.8272934544170113e-08 -4.241588367004804e-08 1.0835524829840258e-07 -1.5216146989451964e-07 2.8662948314247074e-06 -4.426859116961701e-06 -1.2077683527533071e-05 3.1727744371361396e-06 5.153154395732482e-06 9.176444323528113e-06 4.797763063782793e-06
sex 0.002448141445613936 -1.0805633460027325e-05 0.02451986852135675 0.028841612787590287 0.020311128275155143 0.0044179786848234145 -5.520844547894331e-06 8.947411265414484e-06 -1.0398021729539626e-06 -6.5011374794767165e-06 1.2268044996510993e-05 -5.595667789927794e-07 1.034555957927955e-06 8.800060687905722e-06 5.195047788901728e-06 3.0041897739511892e-06 -1.0319177904369707e-06 1.420892332627307e-05 -2.171229305325641e-06 1.0110575563097633e-05 3.5156062018772715e-07 -1.0942389651431317e-05 3.40059580747128e-06 -3.1713377399574164e-06 1.5747006088748422e-05 8.98828598153285e-06 0.00015955992316908638 -4.0822190021250006e-05 9.587206558688509e-05 -0.00012034202821069944 -0.00021186059222948062 -0.00024994154617031855 -5.793043356498575e-05
age_sex 0.006838864564636463 -3.158176995752764e-05 0.02884161278759145 0.06138049504892607 0.06097402753701213 0.016894773951008604 -5.37191716715767e-07 7.868819339726813e-06 1.6713996381594362e-05 -5.482687323959817e-06 9.498941041440923e-06 1.2252827132882294e-05 -1.7088277002506154e-06 1.3800531286841068e-05 4.6644703582220194e-06 1.3596520912651406e-05 -4.8879783854287785e-06 2.0470984224581422e-05 -3.818678357400677e-06 2.1020499084497924e-06 5.722141322754217e-06 2.1920937864269176e-06 3.5158912173428238e-06 -1.0432680677673093e-05 8.129444736542936e-06 -5.203249707990119e-06 0.00042820649499722635 -0.00016007088083301452 0.00026043497907223863 -0.00034962200841596184 0.00023863410775033916 -0.0003728315612754184 -0.00045633016315333976
age2_sex 0.007850242005081415 -3.417569409044235e-05 0.02031112827515696 0.06097402753701332 0.07029918090000964 0.02128530510734089 3.773762716135507e-08 4.333072506611605e-06 2.272414877809953e-05 -4.457465777666093e-06 5.029867762153752e-06 1.7923551004827036e-05 -1.0245220742337084e-06 1.2756940684026806e-05 3.7088189480466093e-06 8.019460743492122e-06 1.983761811428497e-06 1.7745729686432357e-05 -2.9438598439293578e-06 -5.237479378677101e-06 7.304471918604463e-06 1.6063295625356262e-05 3.950094860917443e-06 -1.0693186859007833e-05 1.6716293742671259e-06 -9.2075284031547e-06 0.0005490593668897162 -0.00031643297621120455 0.00024694028199371686 -0.0003703170938854027 0.0006139156483134171 -0.00031593563313057823 -0.0004453600349675047
age3_sex 0.0023872487786427902 -1.0113725219900173e-05 0.004417978684824061 0.0168947739510092 0.02128530510734115 0.006803107496386461 -9.30316504983347e-08 8.86653121119187e-07 7.142996898866343e-06 -1.0118057580046434e-06 1.1188969418946392e-06 6.0167965097216285e-06 9.936586364398908e-08 3.482747472429439e-06 7.242830723668322e-07 8.660372703787093e-07 1.831635323731518e-06 4.603108106764046e-06 -8.823281417816969e-07 -2.7952861080954028e-06 1.8473612057713009e-06 7.217277946425126e-06 1.2344694921146852e-06 -2.9682447654953236e-06 -2.738716121416175e-07 -2.440355672723071e-06 0.0001767826507610347 -0.00012518999131887266 7.567771395031518e-05 -0.0001264451813956964 0.0002597082670465812 -0.00010543193372202262 -0.00010966613562239477
PC.PC1 4.547800975927372e-06 7.985774199834102e-08 -5.5208445478932255e-06 -5.371917167112362e-07 3.773762716716666e-08 -9.303165049647233e-08 1.9591198189186433e-06 -4.333769141287062e-08 -2.5167596815795194e-08 -1.0493494707097023e-07 1.2454394125175778e-07 9.758600779591156e-09 -1.4371264355203402e-07 8.548512535249543e-08 9.76469300035513e-08 -5.105768354272759e-08 -3.214873071677342e-08 2.2784763153825177e-07 -2.5388541073037293e-07 -1.1787811741270646e-07 1.437052242474141e-07 -1.4660718582004996e-07 -7.20384930870872e-09 2.153928593769073e-07 3.7346822060192424e-07 -2.2751453331818664e-07 5.283621496545309e-07 -2.7208651511986038e-06 -7.907835036793213e-07 -1.8839460075582752e-06 1.2595935737393145e-07 -7.510567926452042e-06 -1.6094264236434636e-06
PC.PC2 1.0801595348566602e-05 5.394458219720434e-07 8.947411265413314e-06 7.868819339725833e-06 4.333072506611056e-06 8.866531211190781e-07 -4.333769141287105e-08 3.041932048135015e-06 -4.012354506398665e-08 4.5707286843146276e-08 1.3329778168046414e-07 -9.447556367210367e-07 -1.9321530580966913e-07 -5.485724980795096e-08 9.837096400786145e-08 1.1770711751926013e-07 -7.434058923110214e-07 -4.3223310653685773e-07 5.864300977852741e-08 -2.5539086727897896e-07 -1.9278098207179306e-07 7.011783662172342e-08 -3.4430502519119374e-08 -2.220931945913066e-07 -2.784720843681241e-07 8.6802020287311e-08 1.22223134415661e-06 1.417485579620649e-06 -1.4990949971364154e-06 -3.2411420833361146e-06 6.57050846183066e-06 4.3040772089380647e-07 1.5526816127380846e-06
PC.PC3 -3.5811343090259672e-06 -1.8124477242351446e-07 -1.03980217295192e-06 1.6713996381598245e-05 2.2724148778103123e-05 7.142996898867276e-06 -2.516759681579761e-08 -4.0123545063986966e-08 3.5597769860482825e-06 2.891599849482393e-08 3.179272193972132e-07 3.9736017756981385e-07 8.134012744911404e-08 -3.5924022288522105e-08 2.0850723895231217e-08 2.40204880510625e-07 2.7368266966980114e-07 -9.683093315514114e-08 5.582557634075128e-09 1.3321649553197466e-07 9.156481164084028e-08 -3.735949187635858e-08 1.3178935285548871e-07 -3.968504264750211e-08 -3.7182467423168015e-07 -1.700317170456948e-07 1.5852629996078088e-06 -3.034356384273343e-06 1.954088048168433e-06 -3.5345121885860574e-06 -1.8335003971523511e-06 -2.0902748890063176e-06 -1.0210198840731829e-05
PC.PC4 3.533453504572781e-06 8.206565948191301e-08 -6.501137479471274e-06 -5.482687323948739e-06 -4.457465777655195e-06 -1.0118057580016277e-06 -1.049349470709691e-07 4.5707286843148e-08 2.8915998494826475e-08 4.689474475933812e-06 6.64755453460594e-07 -3.3655660769086275e-07 1.8216198683594197e-07 -1.0589990455837718e-07 1.5281903491470935e-07 -4.93028152196635e-08 -1.5959381647045045e-07 3.0149914191199835e-08 -2.5103449568316446e-08 -4.262244720326395e-08 -5.997336632723151e-08 1.648255138411967e-07 -1.292414690635445e-07 -7.233595907765326e-07 2.419522273008741e-07 3.975951334078422e-07 -2.2381768361462e-06 1.9386377297363384e-06 7.971111199199636e-06 -7.443297960654303e-06 -3.721625195630978e-06 -2.0217635392736237e-06 -7.164413987393033e-06
