 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00016997875885937423 1.2942669434159661e-06 -7.485469827696981e-07 -7.024726510497115e-06 2.844011615418352e-06 3.3954801535438107e-06 -9.558445912224624e-08 6.786990752767821e-07 -3.453256043017958e-07 1.5616939309982436e-07 1.272742788692893e-07 1.117682189478524e-07 -3.8381705740779165e-07 2.1970168381086968e-07 1.1295889718220903e-07 1.0849006510321482e-08 2.8904279209671683e-07 2.0646845642206345e-08 -2.0566752064292577e-07 -1.6097003038077347e-07 -2.3305568978602712e-07 1.4091874174624715e-07 5.450267737105768e-07 -2.9938952086703827e-08 7.914097279959958e-08 -4.0524595279994e-07 7.796438434272729e-07
AGE 1.2942669434159953e-06 5.296039775871807e-07 6.375001369993512e-07 2.875822931756188e-07 -7.486000483966318e-07 -3.4052545307150267e-07 -1.2766760667426879e-08 4.9523409670551284e-08 -3.596677572907388e-08 2.46362058908452e-08 5.7149004447789333e-08 3.5477919466424435e-08 -3.526891751446728e-08 1.2740978953189334e-08 2.5065034649039417e-08 3.20551123478374e-08 5.521874475578356e-08 -2.088756370444369e-09 -5.4930190689912264e-08 1.347764887864e-08 1.1802420577820683e-09 -1.064605191320919e-08 1.9480560224927372e-08 -2.1688667691338435e-09 3.1855464858025773e-09 -3.1387415618452065e-08 -8.92106043433695e-08
sex -7.485469827696235e-07 6.375001369993538e-07 0.001034031731668323 9.484231034295672e-05 -0.00026364709532761504 -6.951178878861418e-05 2.6145123240651146e-07 2.4373389226848023e-07 -3.6623048115520435e-07 1.978306881978097e-07 1.2175423427818591e-06 -5.651657101198014e-07 -2.5383963896100966e-07 -6.814367929604527e-08 -4.204933880636959e-07 1.3083054929783187e-07 6.017378093754111e-07 -5.286272655308217e-07 -2.1437335526833157e-07 2.46620363436348e-07 -1.9032322412199145e-07 -7.134728901977855e-07 3.5482960559339074e-07 -4.873740299716807e-07 -3.7587792436534007e-07 2.8460631773288116e-07 -8.899533838501586e-07
age_sex -7.0247265104970886e-06 2.8758229317562026e-07 9.484231034295584e-05 0.0004685852964496731 -6.417139394631661e-05 -0.00015270383392116201 3.651318399020849e-07 1.8721017357990706e-07 1.6708067926818504e-07 2.5587436899252525e-07 4.545705499183616e-08 2.448057838671571e-07 -3.588973124271199e-07 -2.8932180371396245e-08 -1.9708827891510324e-07 9.61496581723968e-07 -5.832288563024277e-07 -1.1545966455154043e-08 4.779998803002276e-07 -5.330125394457543e-08 -1.5646158687720434e-07 -3.323976879165373e-07 -8.228246511834499e-07 -2.0983641580590952e-07 1.4803802296718618e-07 2.429227565372444e-07 -6.703894890143638e-06
age2_sex 2.844011615418351e-06 -7.48600048396633e-07 -0.00026364709532761493 -6.417139394631702e-05 0.00014858563061908545 5.282842264572823e-05 -1.652457541305861e-08 -5.6243018891211905e-08 2.5654352401409645e-07 -8.315458172986156e-08 -3.7431444339977546e-07 5.6022639651728596e-08 1.0378336289927298e-07 5.0410029929177275e-08 1.906541964479751e-07 -1.4416109658589612e-07 3.965610731228665e-08 1.2405853191038337e-07 1.3431951613989593e-07 -2.4257177980867567e-07 9.32553230925724e-08 -3.867310801468631e-08 6.234612839831054e-08 3.159875115715297e-09 1.204191508665325e-07 4.151500202063156e-08 1.6378989462768568e-06
age3_sex 3.3954801535438013e-06 -3.405254530715031e-07 -6.951178878861386e-05 -0.00015270383392116207 5.282842264572806e-05 7.402749896438474e-05 -8.750053597936386e-08 -5.0969415923970275e-08 6.098186769498281e-08 -5.508405112170988e-08 -8.434151354911057e-08 -1.1721907380081281e-07 1.101859236820354e-07 4.9993335877136605e-08 4.42762616078947e-08 -3.2659352252987187e-07 2.3074762680280741e-07 -5.888717327947121e-08 -1.5538247084473875e-07 -9.685469485287375e-08 2.9004606810806464e-08 4.096957031817165e-08 2.649640042722855e-07 -1.0404396134770822e-08 -3.614084926100213e-08 -2.610081035652378e-09 1.6791908242504282e-06
PC.PC1 -9.558445912224626e-08 -1.2766760667426843e-08 2.614512324065185e-07 3.651318399021202e-07 -1.652457541306319e-08 -8.75005359793753e-08 3.4566336790983734e-07 -1.5360109728591526e-09 3.250165528341492e-09 -2.1660507918892833e-08 -2.1490836963196486e-08 3.868679556756748e-09 -1.8264381842120232e-08 1.712953655224033e-08 1.8910372336474198e-08 -1.039892975061205e-08 -3.6736484892323778e-09 1.5114204394761066e-08 -9.844813788597441e-09 -1.329140881118541e-08 2.4623838797496572e-08 -6.193110673651679e-09 5.6208392513714435e-09 -7.636561984581274e-09 -1.0809531591263292e-09 -1.2694702789569565e-08 -7.286855924063703e-07
PC.PC2 6.786990752768306e-07 4.9523409670551635e-08 2.437338922684796e-07 1.8721017357990526e-07 -5.62430188912111e-08 -5.0969415923969434e-08 -1.5360109728592577e-09 5.873353973899271e-07 -2.662280574022722e-08 3.526704705644381e-08 2.8635187199708936e-08 -3.5563171487967294e-08 -3.0893932465361845e-09 -9.05789754087582e-09 -1.245977185422949e-09 1.6419196836801146e-08 4.349087581662995e-09 -1.1370723480115955e-08 2.3873729754963178e-08 4.930538356362965e-09 -1.2873992093588529e-08 1.4023084076491492e-08 -2.9613613738936937e-08 -4.204018242497576e-09 -2.560948446897362e-09 1.4011480519205408e-08 2.4909742954475055e-09
PC.PC3 -3.453256043017961e-07 -3.5966775729073853e-08 -3.6623048115520366e-07 1.6708067926818483e-07 2.5654352401409623e-07 6.098186769498299e-08 3.2501655283415325e-09 -2.6622805740226973e-08 7.012976858988956e-07 3.471050188168394e-08 3.400266163960734e-08 1.4451238555424722e-08 2.630085561098943e-08 -3.745967314554452e-08 5.699261971690433e-09 2.6995243908871533e-08 -1.7104385032820637e-08 -1.7302274203495602e-08 -1.3219676308872231e-08 1.6470092027913118e-08 2.497132228712289e-08 -2.5706398412979102e-08 7.935915160646954e-09 5.2550296879642735e-08 1.0922806233303904e-08 -6.968866079670431e-09 -1.0145784969147402e-06
PC.PC4 1.5616939309982807e-07 2.4636205890845226e-08 1.9783068819780808e-07 2.558743689925186e-07 -8.315458172986045e-08 -5.50840511217077e-08 -2.166050791889296e-08 3.526704705644372e-08 3.471050188168398e-08 9.080396950545402e-07 7.165432361765494e-08 -4.081265797573794e-08 1.214800151901577e-07 4.312854445219862e-08 4.160022537335241e-09 -3.0800294359921186e-08 -1.3246624678634099e-08 4.8490877766684955e-08 -5.885824967605213e-09 4.003693824319865e-08 1.3173342910239594e-08 3.332483707771854e-08 -1.2615795105652507e-08 4.0107341618567175e-09 -4.976919642309937e-09 -2.567318338533805e-08 -2.2229168806367742e-07
