 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00025046996006843303 1.7173292953167608e-06 -1.2970301380632182e-06 -1.0377148474484073e-05 4.2486696778858055e-06 6.468284157683612e-06 7.370628012292336e-08 1.70233974132146e-06 -9.55303655246587e-07 6.100467157273039e-07 -2.6060479538312475e-10 3.839799468243638e-07 -1.9933926842919162e-07 2.581663083518454e-07 2.480162902789663e-08 2.463737395541808e-07 7.609849472411346e-07 1.3495685779729636e-07 -7.165086487305092e-07 -1.543155957799613e-07 -5.102841342563553e-07 2.8668814220083825e-07 1.3882487254273702e-06 1.0759072742060235e-07 1.6970074017847503e-07 -8.088657354163584e-07 -1.2477870347228709e-08 -5.1047707481737154e-06 8.065326521137587e-06
AGE 1.717329295316782e-06 6.573429554144668e-07 4.045818140204935e-07 6.237005211787541e-07 -5.988517141600845e-07 -4.988158607340275e-07 -1.7179764340146333e-08 4.2005196725656455e-08 -4.039334992252096e-08 2.0965764325048127e-08 7.243004561263319e-08 3.698242023572015e-08 -4.6130903053665046e-08 1.2881585061171746e-08 1.795439873145929e-08 4.386931762017492e-08 5.821848097133894e-08 -6.470218462620282e-10 -6.117674767581498e-08 1.6580014397437767e-08 4.024515682751561e-09 -1.1366179023826805e-08 4.131824601312247e-09 -6.08425771812293e-09 8.269509579351932e-09 -3.6554931595752563e-08 -1.808970456142831e-07 2.4932820763225094e-07 -1.8464301449664037e-07
sex -1.2970301380632737e-06 4.045818140204904e-07 0.0010654970829491691 7.283560983036672e-05 -0.000281050286364094 -5.97051118550804e-05 2.7434384871051637e-07 3.0055554311329867e-07 -1.4956760429248008e-07 3.0115177486135034e-07 1.363933649355774e-06 -7.244128580535066e-07 -1.7058376822244188e-07 1.6288253712418276e-07 -5.510044187194745e-07 1.2277038222527212e-08 4.833174600023285e-07 -5.822258451157059e-07 -1.651168803469089e-07 4.1096754527263446e-07 -1.6117593795641828e-07 -8.125259754382867e-07 2.127952465281838e-07 -3.6704788669270487e-07 -3.190917444557225e-07 3.498807481423949e-07 -4.1059087303267955e-06 -1.0965056877186109e-06 7.562834496693858e-06
age_sex -1.03771484744841e-05 6.237005211787513e-07 7.283560983036684e-05 0.0005625916411010772 -5.736457779666258e-05 -0.0002063120574712135 4.173947549041108e-07 1.3484074890481642e-07 1.5180450875524742e-07 4.6630915767210615e-07 6.746715865450712e-08 2.5188081337405244e-08 -4.7517634767894723e-07 6.427720163973249e-08 2.047423107887909e-08 1.0126456938752359e-06 -7.00452077348297e-07 -6.891063124790546e-08 4.785395450664216e-07 5.34387348587371e-08 -2.2642295431869885e-07 -3.2945795785916986e-07 -9.49488420687612e-07 -2.2884434085535155e-07 2.5962580091641567e-08 2.266444749552339e-07 -7.393174259688582e-06 6.525667163079353e-06 -6.5147535703400505e-06
age2_sex 4.248669677885829e-06 -5.988517141600834e-07 -0.0002810502863640941 -5.73645777966626e-05 0.0001622982437502528 5.098861619957526e-05 -9.746137272702718e-09 -5.997367972233251e-08 1.949688303219755e-07 -1.808900651057467e-07 -4.352223075745982e-07 1.5319555387947935e-07 6.425600225002538e-08 -7.962288452639305e-08 2.749890304317857e-07 -1.403812197067673e-07 1.1038265415085001e-07 2.1201351178043316e-07 1.257748000779916e-07 -3.2793167851872785e-07 7.353654090629647e-08 -6.463014593098331e-08 5.841023263354121e-08 -5.156305409144575e-11 9.559998179763783e-08 5.47661618611774e-08 3.846121349414739e-06 -4.200385236133078e-06 -2.300819299337268e-06
age3_sex 6.4682841576836034e-06 -4.988158607340264e-07 -5.970511185508035e-05 -0.00020631205747121352 5.0988616199575245e-05 0.0001062506046908266 -7.15478879547361e-08 3.3451004298025474e-09 9.153961469081597e-08 -1.607923127170499e-07 -1.2127049720359483e-07 5.7862538517703816e-08 1.3738005330455642e-07 -2.0188980835901773e-08 -8.65375938862738e-08 -3.0510872662023886e-07 2.749843280855495e-07 4.090426136673649e-09 -1.9779803206739907e-07 -1.8299381313169858e-07 2.6124166987199767e-08 5.0788148083193246e-08 2.5886324606377115e-07 1.2634572438869935e-08 -5.2429559312295996e-09 5.261135680977877e-08 3.315695402170149e-06 -4.792935286114743e-06 1.3035324557864034e-06
PC.PC1 7.37062801229261e-08 -1.7179764340146313e-08 2.743438487105159e-07 4.1739475490411047e-07 -9.746137272702496e-09 -7.154788795473582e-08 4.875990727762957e-07 -1.493249395433504e-08 5.553042895497458e-09 -1.8825450150742747e-08 -3.158415580620589e-08 1.4285679043882052e-08 -1.2763926020531259e-08 2.637104506594924e-08 4.5220421171015015e-08 -1.360127725489452e-08 -1.867369294464493e-08 2.091603243030842e-08 -6.704281244654933e-09 -2.8110129551581046e-08 3.463494756710942e-08 1.8886049063523238e-09 1.2814107050258381e-08 -7.794324972245225e-09 -9.992857482367295e-09 -2.7351847875048234e-09 -1.9820948276473687e-07 -6.116032232698579e-07 -8.582151267939799e-07
PC.PC2 1.7023397413214721e-06 4.200519672565655e-08 3.0055554311330015e-07 1.3484074890481478e-07 -5.997367972233222e-08 3.3451004298035765e-09 -1.4932493954335054e-08 9.263295485426422e-07 -5.459711029278139e-08 5.997157318560427e-08 1.7810580194278026e-08 -1.7586976225189138e-08 -4.1170461425831806e-09 -2.5863256275660686e-08 1.4194580439559872e-08 1.954932447399517e-08 8.923001618709152e-09 -1.6150205340391355e-08 -6.464899485973127e-09 -8.353219118389917e-09 -2.4562852907917793e-08 4.400079129677591e-08 1.016214299470324e-08 -3.0009001685683995e-10 5.8872763896193396e-09 1.230219628788568e-08 -4.8807021156706844e-08 3.685352410297098e-07 -1.0488885474686101e-07
PC.PC3 -9.553036552465918e-07 -4.039334992252111e-08 -1.4956760429248063e-07 1.5180450875524678e-07 1.949688303219758e-07 9.153961469081637e-08 5.553042895497451e-09 -5.4597110292781376e-08 1.0188694482389273e-06 2.1689324026437242e-08 6.041959417125086e-08 1.498411145553111e-08 2.465359441497923e-08 -5.122628165055234e-08 7.01418578087525e-09 2.826376471741428e-08 -2.2368106092432936e-08 -1.5313325441002358e-08 -7.430296931931053e-09 2.7240911814638123e-08 3.3973066196049115e-08 -4.942258565201542e-08 -5.768336253154515e-09 6.125528069100345e-08 1.926856607574835e-08 1.7955125305165512e-09 5.2616890844659924e-08 -1.6304499975279231e-06 -1.2207922275453468e-06
PC.PC4 6.100467157273046e-07 2.0965764325048108e-08 3.011517748613502e-07 4.6630915767210557e-07 -1.8089006510574656e-07 -1.6079231271704957e-07 -1.88254501507428e-08 5.997157318560422e-08 2.1689324026437107e-08 1.3023583235242898e-06 9.686851725948149e-08 -4.227068461765624e-08 1.2726496107088105e-07 5.735217463510005e-08 8.740069194598762e-09 -3.303135657393378e-08 -1.9230474844907377e-08 6.373838159677221e-08 -1.524667730065756e-08 5.2335660736568036e-08 8.977885815636974e-09 4.213621782915286e-08 -4.852024923038735e-09 3.4223971196215735e-10 -8.317257781367795e-09 -4.3224713100756716e-08 -1.4124527358694614e-07 -9.129143593833607e-07 6.03181408522933e-07
PC.PC5 -2.6060479539042854e-10 7.243004561263315e-08 1.363933649355775e-06 6.746715865450716e-08 -4.3522230757459804e-07 -1.21270497203595e-07 -3.158415580620582e-08 1.781058019427794e-08 6.04195941712509e-08 9.686851725948144e-08 1.735142155553823e-06 4.5492329789375445e-08 7.659366782558717e-09 -2.2479633234500286e-08 -8.22597358146269e-09 2.6431927984362708e-08 8.105128361668624e-09 2.9456759864084365e-08 -8.124560041903668e-09 -3.0499595174647495e-08 -1.2666235755658806e-08 -3.6263400019664095e-08 -6.1157217530580724e-09 1.0433906905996231e-07 2.240653868882498e-08 5.7493185126222746e-08 2.7365051444984974e-08 -7.73472896875648e-07 -5.680636952529575e-07
PC.PC6 3.839799468243619e-07 3.6982420235720165e-08 -7.24412858053506e-07 2.518808133740511e-08 1.5319555387947945e-07 5.786253851770398e-08 1.4285679043882016e-08 -1.7586976225189393e-08 1.498411145553111e-08 -4.227068461765618e-08 4.549232978937546e-08 1.9311323889490515e-06 9.375521971802075e-08 -2.287289588049804e-08 -9.204037208949822e-08 1.0699094306814751e-08 -2.5442448554038442e-08 -2.9478473393821913e-09 -2.725812444739096e-08 1.3333442999801953e-08 3.809226153025125e-08 -6.13329442408897e-08 -1.184568264257121e-07 6.484930646221406e-09 -2.227309656458424e-08 -1.4437243772369227e-08 -2.4472154474617665e-07 -1.6408502739573206e-06 1.5008712471633014e-07
PC.PC7 -1.993392684291905e-07 -4.613090305366508e-08 -1.705837682224422e-07 -4.751763476789481e-07 6.425600225002542e-08 1.373800533045566e-07 -1.2763926020531297e-08 -4.117046142583206e-09 2.465359441497914e-08 1.2726496107088087e-07 7.659366782558618e-09 9.375521971802073e-08 1.5229757467409361e-06 1.4612079408980596e-07 2.1385527909354483e-08 -3.581517993506131e-08 -1.2407450884611391e-08 -6.095931638510361e-08 9.169611151782625e-09 1.2414498448619555e-08 9.780300959620704e-09 -1.0660988954000825e-09 -2.3187325397404018e-08 -4.466193016800495e-08 -8.993639258056909e-09 -4.338420829261971e-09 2.320785187606846e-07 2.1199934788700513e-07 7.262880758668048e-07
PC.PC8 2.5816630835184784e-07 1.2881585061171741e-08 1.6288253712418062e-07 6.427720163973066e-08 -7.96228845263923e-08 -2.0188980835901022e-08 2.6371045065949273e-08 -2.5863256275660732e-08 -5.1226281650552325e-08 5.735217463510005e-08 -2.247963323450024e-08 -2.2872895880498083e-08 1.4612079408980607e-07 2.115909962942514e-06 -4.2547219252026234e-08 -9.03606634104006e-08 1.5001073853916143e-09 -3.7909814921062396e-08 1.4549035911142531e-08 -2.832595962046317e-08 -8.660000626669627e-10 8.961442376793778e-08 -8.856391024922568e-08 -3.33037330004067e-07 1.4183568459383476e-08 -6.311806609549691e-08 -3.266496442071088e-07 1.8967795186561158e-07 -2.9925953967621426e-07
PC.PC9 2.4801629027896418e-08 1.7954398731459233e-08 -5.510044187194743e-07 2.0474231078878785e-08 2.7498903043178545e-07 -8.653759388627352e-08 4.522042117101503e-08 1.4194580439559775e-08 7.0141857808752315e-09 8.740069194598727e-09 -8.225973581462702e-09 -9.204037208949784e-08 2.1385527909354596e-08 -4.2547219252026174e-08 2.092372352299637e-06 7.294573238070219e-08 1.1147844662520857e-07 -4.702380378452192e-10 -1.6731984876833535e-07 -8.911304003227345e-09 -3.584742382823803e-08 -6.5393548178669065e-09 5.440492366271103e-08 8.092364018637083e-10 1.777068820363864e-08 -5.374645497654173e-08 2.4446044132755703e-07 1.6566156306891377e-07 -5.743622181785524e-07
