 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00017009397886937636 1.2949325101228071e-06 -5.895096991151329e-07 -7.2426492219070855e-06 2.8168715961387575e-06 3.4865672567014416e-06 -1.0012958828058747e-07 6.713594379186378e-07 -3.427310952972663e-07 1.721787271056084e-07 1.2958133005969105e-07 1.3368541530725405e-07 -3.786388276926934e-07 2.1521522250914978e-07 1.0239195255600126e-07 -1.8385616088867293e-09 2.86185318186339e-07 2.2247301016896333e-08 -1.8648428912978348e-07 -1.6903975190075192e-07 -2.2515232781227712e-07 1.358019535452511e-07 5.577067169580414e-07 -3.151691151905139e-08 7.742726250122867e-08 -4.0517130256025023e-07 4.97493735803812e-07 -5.214093655133762e-06 5.57195631881559e-06
AGE 1.294932510122804e-06 5.299357718454208e-07 6.375046889317264e-07 2.8805018916332133e-07 -7.49990210256626e-07 -3.418983775103709e-07 -1.3102762071548e-08 4.96173406768337e-08 -3.6676091999955676e-08 2.4520066718160413e-08 5.6802787690743455e-08 3.5029731326477574e-08 -3.510194406773413e-08 1.2808316941102192e-08 2.499989783695343e-08 3.223085091503584e-08 5.5450777334108516e-08 -2.3600148365034584e-09 -5.468513242628971e-08 1.3820668158668245e-08 1.199214810831405e-09 -1.0508999791557187e-08 1.9273955251670433e-08 -2.4438089308104216e-09 3.268002460292845e-09 -3.161842723639348e-08 -2.0527953999122389e-07 1.5613112964177063e-07 9.014233191919269e-08
sex -5.895096991151161e-07 6.375046889317263e-07 0.001034438059830798 9.464692230094318e-05 -0.0002637453669969495 -6.944228971177737e-05 2.557197586183468e-07 2.382498926952722e-07 -3.693265949909697e-07 2.1433229810796198e-07 1.2175022832433324e-06 -5.445002166436687e-07 -2.4669698973107164e-07 -7.28964356193793e-08 -4.315358033774584e-07 1.1965645611455748e-07 6.016102240632109e-07 -5.28139018460388e-07 -1.9487452084173455e-07 2.402024541601935e-07 -1.8287988407582002e-07 -7.171505346799172e-07 3.6987929919222266e-07 -4.900327251655123e-07 -3.770430266922821e-07 2.822437160057289e-07 -1.7347359213699356e-06 -4.504191085103143e-06 6.058026289157138e-06
age_sex -7.242649221907136e-06 2.8805018916332334e-07 9.464692230094313e-05 0.0004690022974399063 -6.414465519035061e-05 -0.0001528633074150721 3.727797751414762e-07 1.950240016005067e-07 1.702118835442587e-07 2.3324038386226882e-07 4.504231165638471e-08 2.162253993916411e-07 -3.6818559181296053e-07 -2.2792316406355e-08 -1.8172187692213435e-07 9.772881205881355e-07 -5.823547532680434e-07 -1.2093548936888441e-08 4.515467780928917e-07 -4.414200664449283e-08 -1.6648870417071678e-07 -3.2712456191758884e-07 -8.424475691066235e-07 -2.0692192794779176e-07 1.4973272288740315e-07 2.454075324967498e-07 -5.693322140726303e-06 6.344094631184442e-06 -8.167990953451453e-06
age2_sex 2.816871596138764e-06 -7.499902102566261e-07 -0.0002637453669969498 -6.414465519035061e-05 0.000148647798251871 5.284056250413982e-05 -1.046727600374466e-08 -5.574748939725612e-08 2.6724572227274626e-07 -8.465036138004112e-08 -3.690049522126316e-07 5.786144101525774e-08 9.96300401149666e-08 5.0624369014660134e-08 1.945159969168248e-07 -1.4416657688329582e-07 3.692974406250141e-08 1.2803235058065664e-07 1.2599135519546503e-07 -2.4607200436307204e-07 9.110309435755019e-08 -3.958889456507308e-08 6.325747728464642e-08 7.777902083279901e-09 1.1957567385974235e-07 4.4785527350382636e-08 3.500502708232661e-06 -1.2037362194951697e-06 -2.687883768894257e-06
age3_sex 3.486567256701436e-06 -3.418983775103716e-07 -6.944228971177737e-05 -0.0001528633074150721 5.284056250413982e-05 7.410923355735387e-05 -8.61473022702716e-08 -5.465487077580274e-08 6.876077234120124e-08 -4.443854844668079e-08 -7.945913527531444e-08 -1.0048493815155867e-07 1.1151127714183196e-07 4.683413181050818e-08 3.961412181083377e-08 -3.348454751110035e-07 2.278505445442775e-07 -5.5042113583289516e-08 -1.487762679817418e-07 -1.047760771025607e-07 3.2433803980662736e-08 3.729446591566776e-08 2.7623504186480455e-07 -7.906009794879252e-09 -3.780962265732149e-08 -1.0563714925335613e-09 2.7898422657042425e-06 -4.430139727046394e-06 1.9547228604920025e-06
PC.PC1 -1.0012958828058729e-07 -1.3102762071547977e-08 2.55719758618349e-07 3.7277977514148834e-07 -1.0467276003746328e-08 -8.614730227027557e-08 3.4723410180664697e-07 -1.4578775323958264e-09 6.254890592929015e-09 -2.178108896229071e-08 -1.9971432699682728e-08 4.8095727780443055e-09 -1.9304847464246993e-08 1.7063703244130772e-08 1.975244418900361e-08 -1.0617779138588444e-08 -4.411421960880813e-09 1.6253733661943333e-08 -1.1829545495316152e-08 -1.4367516094168462e-08 2.4138201029722848e-08 -6.558482340057907e-09 6.199209810608468e-09 -6.379441405882309e-09 -1.3393017938592424e-09 -1.1827663005614987e-08 -2.170238575762768e-07 -4.3737576132351814e-07 -6.368544089079321e-07
PC.PC2 6.713594379186244e-07 4.96173406768336e-08 2.382498926952683e-07 1.9502400160048828e-07 -5.574748939725391e-08 -5.4654870775796894e-08 -1.4578775323957962e-09 5.872246527941059e-07 -2.6832095596745483e-08 3.462433470645633e-08 2.849935403225193e-08 -3.6601715789892115e-08 -3.251792272015654e-09 -8.841394146375551e-09 -9.945823641102014e-10 1.689221926559016e-08 4.37232896326095e-09 -1.1520295476208171e-08 2.342352552272617e-08 5.344783936349527e-09 -1.3078751330735032e-08 1.4114696402048579e-08 -3.0508741547941874e-08 -4.296044204530964e-09 -2.52325030762315e-09 1.4030811935908745e-08 -2.5334711064857877e-08 2.2895339106214375e-07 -1.6229064067268262e-07
PC.PC3 -3.427310952972635e-07 -3.6676091999955656e-08 -3.69326594990969e-07 1.7021188354426223e-07 2.672457222727458e-07 6.876077234120022e-08 6.254890592929051e-09 -2.6832095596745507e-08 7.070561506576203e-07 3.553725145664942e-08 3.7033908320954306e-08 1.7620813789784485e-08 2.464596905157018e-08 -3.7862337313637954e-08 6.896966372035862e-09 2.5972039669380507e-08 -1.8671679705831384e-08 -1.496296587442782e-08 -1.6107611399577393e-08 1.384583453743601e-08 2.4418126929568127e-08 -2.656008175481941e-08 1.0017383868012335e-08 5.500627214161104e-08 1.0250814291622405e-08 -5.284412198521159e-09 -1.9703773453590073e-08 -1.1467160281435235e-06 -9.537968873005719e-07
PC.PC4 1.7217872710560882e-07 2.4520066718160407e-08 2.1433229810796167e-07 2.3324038386226676e-07 -8.465036138004095e-08 -4.4438548446680184e-08 -2.1781088962290692e-08 3.4624334706456375e-08 3.55372514566494e-08 9.09660822198822e-07 7.215970061582554e-08 -3.807894063260828e-08 1.2199938115398663e-07 4.2589809863769625e-08 3.1553081888438364e-09 -3.222077898722796e-08 -1.3603833778795083e-08 4.892811728324333e-08 -4.273079342867779e-09 3.88778537490661e-08 1.3901256909895908e-08 3.274086605188442e-08 -1.080729943397425e-08 4.176479438602124e-09 -5.216306284744211e-09 -2.5566249728400228e-08 -1.3332771325733484e-07 -6.863557951292181e-07 4.7387552326981617e-07
PC.PC5 1.295813300596963e-07 5.6802787690743474e-08 1.2175022832433334e-06 4.504231165638542e-08 -3.690049522126319e-07 -7.945913527531482e-08 -1.997143269968269e-08 2.8499354032251934e-08 3.703390832095432e-08 7.215970061582547e-08 1.258896285006552e-06 2.756089206353688e-08 -1.2841878416481944e-08 3.3486645511228556e-09 8.920051786706893e-09 1.7797451731571195e-08 1.2079625164137758e-08 2.6064957523879543e-08 -1.292584385205594e-08 -2.3794443882667488e-08 -1.6471442650602534e-08 -4.5054707081953883e-08 1.4347709510839976e-08 8.455212689431186e-08 1.9047229630052003e-08 3.204367319975414e-08 -4.2251875340956116e-08 -6.468231061070669e-07 -4.498380955062418e-07
PC.PC6 1.3368541530725614e-07 3.502973132647762e-08 -5.445002166436692e-07 2.1622539939163925e-07 5.786144101525819e-08 -1.0048493815155801e-07 4.80957277804427e-09 -3.660171578989206e-08 1.762081378978448e-08 -3.807894063260827e-08 2.756089206353685e-08 1.174041627149755e-06 3.52260069625508e-08 -1.889399618964589e-08 -7.730129004969646e-08 1.3977825751108809e-08 2.5274299739750776e-08 1.3777208261152283e-08 6.67393398750338e-08 1.9496992360152877e-08 4.8810925461250956e-08 -7.085780668324778e-08 -1.2039109197625338e-07 1.862407381340797e-08 -1.6748170303104016e-09 -2.8045927874663574e-08 -2.8491440140534413e-07 -1.3259532071226102e-06 2.766799429490146e-07
PC.PC7 -3.7863882769269353e-07 -3.5101944067734135e-08 -2.4669698973107074e-07 -3.681855918129546e-07 9.963004011496609e-08 1.1151127714183007e-07 -1.930484746424691e-08 -3.2517922720156518e-09 2.46459690515702e-08 1.2199938115398663e-07 -1.2841878416481805e-08 3.522600696255081e-08 1.016271497879948e-06 1.1445931469896477e-07 5.619405564859351e-09 -3.804533575462664e-08 -6.215387758183361e-10 -4.684449099511115e-08 1.8505390366428817e-08 4.316803315841368e-08 1.636561802829617e-08 1.570816101729673e-08 -2.439119484998921e-08 -2.5992145985297955e-08 3.148990568196306e-10 -5.6585914587182595e-09 2.2183703547770914e-07 1.2678419474987845e-07 4.881525113019741e-07
PC.PC8 2.1521522250915182e-07 1.2808316941102224e-08 -7.289643561937694e-08 -2.27923164063495e-08 5.0624369014659195e-08 4.683413181050645e-08 1.7063703244130828e-08 -8.841394146375477e-09 -3.786233731363795e-08 4.258980986376961e-08 3.3486645511228965e-09 -1.8893996189645855e-08 1.1445931469896477e-07 1.4555845036600512e-06 -2.8351809493308405e-08 -1.271330616741856e-07 1.5771296485394108e-08 -3.8614851539802564e-08 8.530154666376889e-09 -3.099577247795872e-08 -4.7846007675154225e-09 6.262112682474068e-08 -5.6327925420495834e-08 -2.6497688089351604e-07 1.346662280272169e-08 -4.8797744369988527e-08 -2.96361981146688e-07 2.321836083558886e-07 -1.0243745135365731e-07
PC.PC9 1.0239195255600098e-07 2.499989783695347e-08 -4.315358033774583e-07 -1.8172187692212752e-07 1.9451599691682394e-07 3.9614121810831436e-08 1.9752444189003682e-08 -9.945823641100362e-10 6.896966372035885e-09 3.155308188843882e-09 8.920051786706848e-09 -7.730129004969646e-08 5.619405564859422e-09 -2.835180949330845e-08 1.3364260777989256e-06 4.9172003560794696e-08 4.058268825010401e-08 2.614944060013266e-09 -1.4987959079091568e-07 -1.5639757269131165e-08 6.237435994451401e-09 -1.8775886227032572e-08 3.4592174847535e-08 9.744061087588417e-10 3.168347614066441e-08 -5.103830501018516e-08 1.2072816372390983e-07 1.1242816576508566e-07 -5.719214543542762e-07
