 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.002383483239448462 7.499577956508552e-05 0.001366250340206605 0.0038502560752359674 0.004441287128925699 0.0013548720396406454 1.924588791534459e-06 5.527045370640936e-06 -3.424001798730337e-07 1.3124726854528306e-06 -7.079773935410825e-07 -1.8343692791491187e-06 1.2638719315270068e-06 -1.037987422384487e-06 -3.483252151792731e-06 4.561591103659859e-08 -4.025718209624655e-06 -2.304991160470659e-06 -4.832053829054141e-06 2.9084645333144883e-06 1.4170288743838477e-06 9.08129411687435e-07 -6.536108663338266e-07 5.395814714081896e-07 1.720843381607313e-06 2.2573128550904234e-06 6.851139597392606e-05 -2.709070307419696e-05 -7.994605692131331e-05 -4.25190843082508e-05 5.0945267167542566e-05 6.354513880180034e-06 4.2890041707546804e-05
AGE 7.49957795650858e-05 4.131988580561119e-06 -8.02033592029997e-06 -2.1932059173352324e-05 -2.35728283863775e-05 -6.93042635245373e-06 4.3089749384002645e-08 3.1910477946607804e-07 -1.0112626914420576e-07 6.07265687755591e-08 7.927648679404467e-08 9.098972472136781e-10 -1.0651162223440334e-08 -9.064673926344784e-08 -1.9942534664490395e-07 7.944640664489698e-08 -9.669363873322554e-08 -2.28765700901218e-07 -2.114894583719339e-07 1.5366465192021135e-07 1.1977003167445e-07 -2.3772717160008848e-08 2.475960518751881e-08 -4.729140757975922e-08 -2.4829072103018582e-08 -1.0691118967237435e-07 1.435259778833769e-06 -1.7392869701564387e-06 -6.30156562404005e-06 3.1386973175145806e-06 1.4136699375099235e-07 5.189938776372604e-06 2.2965203167416747e-06
sex 0.0013662503402066743 -8.020335920301205e-06 0.014068850261682985 0.016486132791703707 0.011579049354585048 0.002512963102371871 -3.6526479494963306e-06 4.599675417424006e-06 -1.580349980832603e-07 -2.8726803008336093e-06 7.3948810252509295e-06 -4.435868794085332e-07 1.2293802817238267e-06 5.1341975799808994e-06 2.9731667913455404e-06 2.3639317712098428e-06 -5.262724093116319e-07 3.925863644155941e-06 -1.2007058280935634e-06 5.4573573240685625e-06 5.3002932037682954e-08 -7.626215750958147e-06 1.0712001746672428e-06 -2.5735126556283336e-06 9.671932337685367e-06 5.2351293289444084e-06 9.2416757586983e-05 -1.3653516203396623e-06 6.0745937257988975e-05 -0.00011777504987351087 -0.00010397375282392 -9.314172183970127e-05 -9.234454328587216e-05
age_sex 0.003850256075236035 -2.193205917335419e-05 0.016486132791703283 0.03516301790314391 0.03498939250193457 0.009707716165068435 -6.079865440645001e-07 3.171648281699456e-06 1.0326861598701916e-05 -3.041518031496401e-06 5.705484211178165e-06 5.299056462365925e-06 -5.985007755871349e-07 7.710032170991776e-06 3.911853482292897e-06 8.631825030731088e-06 -2.111311442084119e-06 5.680266995043185e-06 -1.5942991912384811e-06 9.958689276001136e-07 3.2853629290939533e-06 3.461015964924395e-08 1.6147983909999504e-06 -7.269188582147127e-06 6.3664724701440916e-06 -2.2386759613410864e-06 0.0002380998797175275 -3.4909772174454905e-05 0.00015895364778167748 -0.00026312536855584525 0.00011823524362263271 -0.00013465740864509402 -0.000342343089951257
age2_sex 0.00444128712892571 -2.3572828386378886e-05 0.011579049354584356 0.034989392501934 0.04045454001199889 0.012271413158411314 3.9071566343361324e-08 1.1982491208676261e-06 1.3616252564095493e-05 -3.3460524712896655e-06 2.273306099863158e-06 8.34556454496141e-06 -5.892395786699542e-07 6.9521836771558414e-06 3.743863673826437e-06 5.494299112765338e-06 1.9074671618435175e-06 4.718301740301759e-06 -1.2250038432488763e-06 -3.2557395150578438e-06 3.827838209321807e-06 8.685674491181007e-06 3.0016399606346177e-06 -7.207983359835253e-06 3.1459932582834917e-06 -3.907114082593474e-06 0.0002968058285209911 -0.00010944093359661355 0.00016337751814798616 -0.0002562003103934855 0.0003013215799075862 -0.00013597073894159952 -0.00031630753158626344
age3_sex 0.0013548720396406296 -6.930426352454253e-06 0.0025129631023716437 0.009707716165068157 0.012271413158411187 0.003930250338541141 5.044919472048897e-09 1.7144464371206819e-07 4.207490174401977e-06 -1.0037075559838315e-06 2.3285394820847431e-07 2.939666985121197e-06 3.9560458088448286e-09 1.8743336240022489e-06 8.529787215743586e-07 7.903376080589958e-07 1.2248335348658788e-06 1.0822197790921657e-06 -4.418196022209431e-07 -1.720652141199264e-06 8.22596939406303e-07 4.1126209811713565e-06 1.1145717526488113e-06 -1.9614094422144795e-06 4.7442875598718474e-07 -9.318734544879926e-07 9.366311671201053e-05 -4.881245535296929e-05 5.3702666531570424e-05 -7.985985253839354e-05 0.0001285370316356425 -5.715331515926151e-05 -7.676068710665329e-05
PC.PC1 1.924588791534067e-06 4.3089749384002585e-08 -3.652647949498152e-06 -6.079865440678051e-07 3.9071566340326325e-08 5.044919471249712e-09 1.0120016853533556e-06 2.5585302817669127e-09 2.4011944415117168e-08 -8.679166013903266e-08 7.642156097721152e-08 -7.304924912253719e-09 -8.946992162457512e-08 5.7672164521436686e-08 3.564309504491517e-08 -1.549906218371313e-08 -5.3324981257389185e-09 1.1657979806976904e-07 -1.4663873030383966e-07 -6.298015747540748e-08 7.856111355300348e-08 -8.038291729547314e-08 -1.2684313296082182e-08 1.1269791778508291e-07 2.2458569153258739e-07 -1.4103735416888803e-07 2.1531031667068672e-07 -1.4753155631057848e-06 -6.49156143052441e-07 -7.303248531284778e-07 1.52705879598127e-08 -3.428083681178842e-06 -8.929275360452925e-07
PC.PC2 5.527045370640799e-06 3.1910477946607847e-07 4.599675417422642e-06 3.171648281697874e-06 1.198249120866458e-06 1.7144464371179475e-07 2.5585302817672956e-09 1.4211932522559707e-06 -2.124698125374811e-08 2.595935146606084e-08 9.701829534090536e-08 -6.17525442898081e-07 -1.3276385330175856e-07 -2.8399960402179826e-08 -2.9276525322408492e-08 3.800502671899414e-08 -4.573744542740279e-07 -2.2947278763450396e-07 8.459311984612607e-08 -1.2986190431999165e-07 -9.430673921022269e-08 -5.161899864821835e-09 -1.2622448991495065e-07 -1.2106414386223925e-07 -1.7505498668840242e-07 9.289141453959106e-08 7.501305961949911e-07 -6.597879525457998e-07 -1.5403815252674484e-06 -1.7629261134863285e-07 3.8292933207736336e-06 9.920610520473849e-07 1.3209595520087267e-06
PC.PC3 -3.4240017987317065e-07 -1.0112626914420449e-07 -1.5803499808354714e-07 1.0326861598700473e-05 1.3616252564093979e-05 4.207490174401573e-06 2.4011944415117787e-08 -2.1246981253748038e-08 1.8186100052518305e-06 6.684933767263437e-08 1.5869351318269062e-07 2.28689593108585e-07 4.1504984159936816e-08 -3.6162819486425924e-08 2.187318539358453e-08 1.2495078497975346e-07 1.615926277987214e-07 -3.724934867112365e-08 -3.061816717899544e-08 6.05020606608306e-08 4.092740691907111e-08 2.0400696313215995e-09 9.552548598147011e-08 -5.048172775976355e-09 -2.2473231650004792e-07 -1.1381121325825953e-07 1.0002708657971515e-06 -1.4233428486671846e-06 1.2216255660157788e-06 -2.3468207252538293e-06 -3.8189058682199994e-07 -1.2945178025393224e-06 -5.610829228617606e-06
PC.PC4 1.312472685452897e-06 6.072656877555912e-08 -2.8726803008333912e-06 -3.0415180314958064e-06 -3.346052471289034e-06 -1.0037075559836507e-06 -8.679166013903311e-08 2.595935146606056e-08 6.684933767263499e-08 2.3703982188225925e-06 3.4141618099182524e-07 -2.0396016285504415e-07 1.3368157197281273e-07 -1.26363843318033e-08 6.519885917167505e-08 -3.290217700814059e-08 -8.572677335069842e-08 4.930582082920701e-09 -1.490620405000623e-08 -2.121012706907561e-08 -3.5822081186122226e-08 8.77345154912655e-08 -8.556205492581554e-08 -3.8308151015895996e-07 1.3443506683438177e-07 2.1598446555029915e-07 -1.4145897494992818e-06 4.627337923776637e-07 4.6618461371242826e-06 -2.8267712605436746e-06 -2.1406257233110073e-06 -1.216481904000391e-06 -4.34482805819055e-06
