 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0032239723237107625 9.659124737722723e-05 0.0020402834732271696 0.005121957200835337 0.005626936060122738 0.0016575465812035059 3.1683101088833195e-06 1.1884370414858571e-05 -2.8281531139387123e-06 3.5402741981492265e-06 -3.9554282395991495e-06 -2.9769421406318135e-06 3.0314853296532913e-06 -2.6433149435763897e-07 -4.5577296396158125e-06 1.0814646201994709e-06 -4.783765417467582e-06 -1.383787374046663e-06 -8.219509622529112e-06 3.2119946720120885e-06 2.3890857085104775e-06 1.1045714293766239e-06 -1.7659958602881408e-06 1.6788351493712698e-06 3.979303740620118e-06 3.689422379839233e-06 6.609054650789688e-05 -8.226560380035555e-05 -2.973517421578336e-05 -8.470597206487012e-05 0.00020329578288213367 -3.586714427796734e-05 5.470003176054894e-05
AGE 9.659124737722722e-05 5.2182502426152816e-06 -1.177836836247232e-06 -1.8585878585079322e-05 -2.3196565044113613e-05 -6.933354586684356e-06 -2.5779940945974387e-08 7.060412447943951e-07 -1.0670500449962903e-07 1.3178918276383352e-07 -3.6497619609924055e-09 -7.710613258466137e-08 -9.769610739714413e-09 -6.571779887617087e-08 -2.454326117876501e-07 2.334680192296821e-07 -1.7138714015874472e-07 -3.062494196275017e-07 -3.2878687449816227e-07 1.0699181552793048e-07 1.874173993169632e-07 -9.833170675913802e-08 -4.40679055761518e-08 -9.135221670725733e-08 8.796223086348084e-08 -4.2228485170002535e-08 8.3865925220162e-08 -3.314232640156041e-06 -1.9633437765825756e-06 3.6807858723953776e-06 3.0933857933939588e-06 3.707668156945833e-06 8.832423081376232e-07
sex 0.00204028347322717 -1.1778368362470858e-06 0.019103069584916223 0.02241337288573814 0.015684112965113826 0.003379802770681682 -2.8880609229444424e-06 7.145156892222148e-06 3.580057773238775e-08 -5.671940392972315e-06 5.667850137730364e-06 2.5695357625301714e-07 -5.260225363309104e-07 1.1891713046204643e-05 3.686970360211269e-06 3.9328665186716285e-06 -2.006641683964762e-07 5.913443871818597e-06 -9.407678371376476e-07 7.342185794292924e-06 3.162981823581176e-07 -8.472945594894332e-06 3.032384155901473e-06 -1.7021480749796293e-06 1.1827477327340838e-05 7.077256277622616e-06 0.00013553494359435676 -6.071621408330702e-05 7.86439808684847e-05 -7.60220428183759e-05 -0.0001172697795222632 -0.0001444848622486238 -7.364720003024792e-05
age_sex 0.005121957200835326 -1.8585878585079596e-05 0.022413372885738247 0.046157058560516606 0.04469374746023406 0.01207180262746713 1.4943621862425706e-06 4.341385079342851e-06 1.1943456327106684e-05 -3.4551586989808327e-06 5.974389616837961e-10 5.537418662825808e-06 -2.5468892388552524e-06 1.567057152997354e-05 5.763581199159075e-07 8.670689905228352e-06 -3.640226534824849e-06 1.387105518189968e-05 -3.4853474707998735e-06 2.2106446159166296e-06 5.735928071575412e-06 5.7528980112374186e-08 -5.291658213291653e-07 -6.043251370665864e-06 4.476654480413044e-06 -4.461103746109111e-06 0.00036033663566482715 -0.0003098660111325319 8.802116004894747e-05 -0.0003005586105560714 0.00048239628811924825 -0.0002048112186661242 -0.00018264749637986278
age2_sex 0.005626936060122729 -2.319656504411428e-05 0.015684112965114006 0.04469374746023419 0.05004652536505628 0.014745194131836855 1.1242360075184708e-06 6.256931093078055e-07 1.667333844211481e-05 -2.717809548965577e-06 -3.6842215202918036e-06 5.830418327267666e-06 -2.7060055381758995e-06 1.1321993930101799e-05 -1.2568542445032202e-06 3.4129036646554893e-06 1.4765209435622918e-06 1.5213141519975505e-05 -4.750603111659144e-06 -2.2125812857611684e-06 7.682732851318835e-06 9.099082316994775e-06 -2.568872280257254e-06 -4.661263375164482e-06 -1.5674443539618005e-06 -7.3606908238823914e-06 0.0004404025820359594 -0.00052500010200008 2.464583881241583e-05 -0.00033752829725930243 0.0009320458516332378 -0.00015029168058796203 -5.772187480225504e-05
age3_sex 0.0016575465812035078 -6.933354586684579e-06 0.003379802770681746 0.01207180262746721 0.014745194131836906 0.004582160517812643 1.3344571167248042e-08 -2.2584344134951253e-07 5.4177783994475884e-06 -8.734286279801106e-07 -1.3948977514460225e-06 1.3496418600581964e-06 -6.209953956615749e-07 2.5731992227636723e-06 -5.535254094346934e-07 -4.209241124227166e-07 1.5073971076111713e-06 4.264563257838424e-06 -1.908007361757616e-06 -1.1754271897082947e-06 2.324085746187211e-06 4.140000010504627e-06 -1.1820877093516007e-06 -9.74298643476361e-07 -1.395201410428374e-06 -1.9470819634983174e-06 0.00013607678384419227 -0.0002017830393476878 1.2007256676184084e-06 -0.00010863801947581718 0.00036813441942591235 -4.616404368340627e-05 1.4167670825389163e-05
PC.PC1 3.168310108883535e-06 -2.5779940945972057e-08 -2.888060922944617e-06 1.4943621862435869e-06 1.1242360075198578e-06 1.334457116766836e-08 1.5464901529631137e-06 -6.293997868488106e-08 -5.240001265321489e-08 -6.407365089208803e-08 7.900793291158418e-08 -9.63529861026515e-09 -1.1191893256196158e-07 7.46768530739917e-08 5.999482411493915e-08 -6.2049143582086e-08 -2.6176147872927024e-09 1.8272431981717796e-07 -2.0043489167354592e-07 -8.673394148516709e-08 1.2044624154756532e-07 -1.0779465995387815e-07 -1.3781190464168283e-08 1.5200652254338054e-07 2.7375842937080943e-07 -1.8114304215070113e-07 4.1891854796203614e-08 -1.610282207578289e-06 -7.921511370943588e-07 -1.7933315059946063e-06 -7.435121316507557e-09 -4.79277804279711e-06 -2.0678907912370298e-06
PC.PC2 1.1884370414858246e-05 7.060412447943876e-07 7.145156892221555e-06 4.341385079341619e-06 6.25693109306664e-07 -2.258434413498097e-07 -6.29399786848816e-08 2.3707559448825318e-06 5.742637485753182e-08 -2.3383844152688458e-08 1.2441134288282002e-07 -6.258619263520163e-07 -1.280716846114404e-07 -4.825332816502955e-08 1.0206732982250548e-07 1.8568787712744936e-07 -5.137288899615308e-07 -3.7790367875242235e-07 3.8174715825827525e-08 -1.6244264287222044e-07 -1.1727743164588547e-07 2.388689179714e-08 -1.1137484367089173e-08 -1.7316432707830525e-07 -2.1101679647939618e-07 3.3639877914588324e-08 1.8299072231366363e-06 1.2055809962928092e-07 -2.240030304238593e-06 -2.022642403472767e-06 6.0381262635670775e-06 -7.122591123071076e-07 2.756463657518788e-06
PC.PC3 -2.828153113938766e-06 -1.0670500449963256e-07 3.58005777325086e-08 1.1943456327106951e-05 1.6673338442115114e-05 5.417778399447673e-06 -5.240001265321655e-08 5.7426374857532034e-08 2.868964715552564e-06 2.212718196518244e-08 2.6436785298620975e-07 2.611756895433619e-07 5.7246015779203075e-08 -1.103381047908355e-07 8.215178543866296e-09 3.127804383778057e-07 1.6510567087235713e-07 -9.208857609116869e-08 8.9224964713042e-09 9.469058694815548e-08 2.7603461205313435e-08 -5.448541211828282e-08 1.0177353218364155e-07 4.308431478391603e-08 -2.8749406926306994e-07 -7.668462235810346e-08 1.248782742930951e-06 -1.672484105442239e-06 3.0224769133405783e-06 -2.8893215318222486e-06 -1.7964054353753779e-06 -4.4664827049198645e-06 -7.1831177500953184e-06
PC.PC4 3.5402741981491955e-06 1.3178918276383265e-07 -5.671940392972758e-06 -3.4551586989811685e-06 -2.7178095489656963e-06 -8.734286279801126e-07 -6.407365089208778e-08 -2.3383844152689024e-08 2.2127181965182736e-08 3.837946584353429e-06 5.980018068820696e-07 -2.2210551215928607e-07 1.1717179669430192e-07 -1.4119381839965216e-07 1.3050556579132415e-07 -4.7592647551828285e-08 -1.1472864471417629e-07 -2.8567097473877927e-08 1.777679894499233e-09 -4.050424884472387e-08 -3.871621624730955e-08 1.35551157011412e-07 -9.358052292958803e-08 -4.6622699819055846e-07 2.1820604113194233e-07 3.1161922569777746e-07 -1.366086415848714e-06 1.559223830559966e-06 5.416838563939752e-06 -5.126854599909038e-06 -3.957087668619796e-06 5.699463603290404e-07 -6.616788564841113e-06
PC.PC5 -3.955428239599285e-06 -3.6497619609924973e-09 5.667850137729705e-06 5.974389605518888e-10 -3.6842215202928493e-06 -1.3948977514462982e-06 7.900793291158398e-08 1.244113428828198e-07 2.643678529862096e-07 5.980018068820696e-07 4.194473035217864e-06 6.023459357332546e-08 2.665664989642375e-07 -4.0673768346758454e-07 5.0224150842807624e-08 3.301342770444443e-07 -8.023309835984269e-09 3.97524830897109e-07 -3.3621900590395947e-09 2.1640078139774198e-07 3.314171434638674e-08 6.140311153422002e-08 -6.267023048628725e-08 1.5844691310267245e-07 2.986218582643755e-07 -2.021815104234974e-09 2.7579371177918643e-07 4.446788912610659e-06 8.563739514708132e-07 -4.325057701106229e-06 -5.8350166593168e-06 5.08364503498796e-07 -7.5936873291690635e-06
PC.PC6 -2.9769421406309665e-06 -7.71061325846647e-08 2.569535762568621e-07 5.537418662833536e-06 5.830418327275127e-06 1.349641860060212e-06 -9.635298610265337e-09 -6.258619263520153e-07 2.61175689543364e-07 -2.2210551215928758e-07 6.02345935733256e-08 4.631762226709066e-06 1.0488374058809377e-07 -4.5422247408998445e-08 -3.548916748615696e-07 1.2218113216435214e-07 1.2030705800288901e-06 1.8275971718203607e-07 2.16754712575737e-07 2.7903145329131026e-07 2.888575280446862e-07 -2.5058040704400924e-07 -2.891071300764735e-07 2.3144810872583962e-07 2.195199718605706e-07 -2.8490922218756614e-07 1.50321819891531e-06 1.3870501907162994e-07 5.006137200275154e-06 -6.855710334705471e-06 -3.8144215149251626e-06 -1.2689556463223102e-05 1.1501520930182694e-06
