 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0002509171327559822 1.9091776533777894e-06 -1.7418385809228974e-06 -8.965766624084382e-06 4.1190011180854435e-06 5.432439772756259e-06 3.805465287485324e-07 1.587181128816079e-06 -8.043536972011708e-07 6.666099893340664e-07 1.9682977603159484e-07 4.207865927491496e-07 -1.497789395826721e-07 2.311577284735515e-07 -4.3649962717685714e-08 2.2507452621626175e-07 7.613111434322576e-07 7.86883616439315e-08 -6.980744647178782e-07 -5.0027861752712455e-08 -6.854679612615843e-07 4.120151447448596e-07 1.365944536286161e-06 -7.209068356703829e-09 8.886064808974122e-08 -7.866819995786854e-07 6.308599439686805e-07
AGE 1.9091776533778165e-06 6.218002686522127e-07 4.944027594868217e-07 5.452260227816015e-07 -6.566555412797587e-07 -4.446078408516867e-07 -1.842583100706865e-08 6.10117877904685e-08 -2.795550826700955e-08 2.949692802062237e-08 7.181685155899998e-08 3.30615758996637e-08 -5.154178947620994e-08 1.4757623283741156e-08 6.685909272068485e-09 4.48888854347814e-08 5.7931810152057546e-08 4.363689683742018e-09 -5.814401094122421e-08 1.3685947030411292e-08 3.5605125327871467e-09 -1.5688373132100904e-08 2.8344876589964535e-11 -9.222910237846175e-09 1.4907836646430536e-08 -3.5475783812198095e-08 -1.2531036628043213e-07
sex -1.741838580922905e-06 4.944027594868216e-07 0.000965750619981969 7.62682210607356e-05 -0.00025675652115380394 -6.16930473656095e-05 2.423329096151911e-07 2.739093718724241e-07 -2.2837738936761703e-07 1.209001100703146e-07 1.4210308837193359e-06 -7.21194701296549e-07 -2.9157063747097614e-07 1.6071798063267695e-08 -3.0621704771490346e-07 -2.3975516753936116e-07 4.4168559591956696e-07 -5.319992577829112e-07 -2.4160022011639545e-07 3.2595726304131235e-07 -1.9532354419680678e-07 -7.524498444077811e-07 -1.2080730439914993e-07 -5.298910458920495e-07 -2.8461177479893183e-07 5.337793929760987e-07 -2.868222318234467e-07
age_sex -8.965766624084377e-06 5.452260227816037e-07 7.626822106073597e-05 0.0004894416750855352 -5.8052388742399706e-05 -0.00017519084547578705 3.981590133952571e-07 2.2726548317726022e-07 -3.301035546167287e-08 3.780838888835397e-07 4.4063517187413006e-08 2.0435905375243204e-07 -2.8490188789286143e-07 1.0299660353489753e-07 -1.061650756584787e-08 8.905560998111169e-07 -6.998282772053223e-07 -1.2275696580895881e-07 5.805892540506596e-07 6.725091560366198e-08 -2.0210061854862846e-07 -8.516308202164594e-08 -6.0933441125689e-07 -3.8409043502105135e-07 1.3483099247419347e-07 1.6625786430301692e-07 -6.881794523810161e-06
age2_sex 4.119001118085438e-06 -6.56655541279759e-07 -0.0002567565211538037 -5.805238874239953e-05 0.0001504866703170685 5.167906613751359e-05 -6.596335823240164e-09 -9.505481918799746e-08 1.9494845364110413e-07 -8.400652201494899e-08 -4.7004572719444315e-07 1.5371880780697717e-07 1.3620202582508206e-07 -8.014205955380779e-08 1.1690744049261001e-07 4.21966141791984e-08 9.509850641099811e-08 1.5651707962525195e-07 1.684594308856366e-07 -2.953520439658231e-07 1.3917914326549748e-08 -4.389593693722069e-08 2.2265771950526116e-07 1.3998333817792205e-07 7.890531392867483e-08 6.255257808938548e-09 6.80929457758067e-07
age3_sex 5.4324397727562705e-06 -4.4460784085168745e-07 -6.169304736560956e-05 -0.00017519084547578705 5.167906613751365e-05 9.014666965409203e-05 -7.901513698674365e-08 -5.308610144075708e-08 1.4425785318969312e-07 -1.1340928983696985e-07 -1.2312633106804933e-07 -4.560396984698072e-08 1.046691267122286e-07 -2.4090535817783576e-09 -4.266986556531226e-08 -2.862915049160323e-07 2.890473697248342e-07 -2.0918566700856882e-08 -2.607889042584517e-07 -1.3436779179480377e-07 4.412481582812148e-08 -5.1147067730059775e-08 6.460073504550918e-08 7.749554118834806e-08 -8.804195836818113e-08 5.030776503820596e-08 1.3123556332910033e-06
PC.PC1 3.805465287485333e-07 -1.842583100706865e-08 2.4233290961519123e-07 3.9815901339525753e-07 -6.5963358232402195e-09 -7.901513698674379e-08 4.792822463852854e-07 -2.137859350750198e-08 1.0525399455278689e-08 -7.723060385411365e-09 -3.597136080115506e-08 1.0136541251004128e-08 -1.0255943212116367e-08 2.4041484733871624e-08 3.943980231473499e-08 -1.3462255430549441e-08 -1.546846916023047e-08 1.622909115396401e-08 -7.57831744350439e-09 -2.5039545981835596e-08 3.490648488698857e-08 6.296516959522839e-09 1.2167941887197325e-08 -1.4490313825237133e-08 -9.51251871323152e-09 -5.438936548045004e-09 -8.017269460540524e-07
PC.PC2 1.5871811288160554e-06 6.101178779046826e-08 2.7390937187242233e-07 2.2726548317725816e-07 -9.50548191879969e-08 -5.30861014407565e-08 -2.1378593507502e-08 9.074221379298316e-07 -3.9655355416060735e-08 4.8548953475850075e-08 1.9017743515572166e-08 -1.298425820222352e-08 -5.041617462343316e-09 -2.3884466216851784e-08 1.717187106123526e-08 1.9373585178217322e-08 3.4269225664108113e-09 -1.6178180287441735e-08 -1.3068346041415821e-08 -9.775837899520648e-09 -2.6655062264673394e-08 4.837347312263098e-08 7.68971315128195e-09 9.879368941311994e-09 6.108634897187101e-09 1.1972452286788008e-08 9.060897410288498e-08
PC.PC3 -8.043536972011699e-07 -2.7955508267009515e-08 -2.2837738936761626e-07 -3.301035546167141e-08 1.9494845364110381e-07 1.4425785318969246e-07 1.052539945527873e-08 -3.965535541606085e-08 1.0327795160105876e-06 1.2916035857369068e-08 5.324816095873568e-08 1.1184320817936322e-08 1.9670845701680778e-08 -5.1223160897941334e-08 2.3339510553044397e-09 3.683629860515564e-08 -1.4044672762036433e-08 -8.29184451596954e-09 -3.97578340687772e-09 3.166380349069549e-08 2.8256105225549603e-08 -4.7550806197006785e-08 -5.897031549555128e-09 6.58195870413265e-08 2.1741908938681387e-08 7.391419507134404e-09 -1.1209739661261145e-06
PC.PC4 6.666099893340648e-07 2.9496928020622297e-08 1.2090011007031414e-07 3.7808388888353983e-07 -8.400652201494887e-08 -1.1340928983696994e-07 -7.723060385411398e-09 4.854895347585005e-08 1.2916035857369122e-08 1.3085665528404977e-06 9.831275388999715e-08 -4.207860062542344e-08 1.1593101350064575e-07 4.825367284361921e-08 8.509558843706144e-09 -2.3370067975388682e-08 -1.5139588572566264e-08 4.659230529349622e-08 -1.985740195322417e-08 4.141774658231702e-08 5.760917617149175e-09 3.694421068131689e-08 -9.73353322204794e-09 1.0585701159332264e-08 -1.2765709279402032e-10 -3.951655662692717e-08 -2.2236790856607943e-07
