 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.03901152323148373 0.0006934648298902841 -0.001693898993983721 0.04238534105807908 0.10873808505913067 0.061237756250319894 0.0002761522636991994 -2.1987462739496577e-05 0.001250721960326463 0.00012144408392254456 -9.456103441120862e-05 9.444081227670739e-05 -9.329022887503813e-05 4.9006752634748454e-05 -2.8319793220402056e-05 -1.2822999301999485e-05 3.4787233008289e-05 3.78732018926329e-06 -5.6552479297508885e-05 1.0905300063084346e-05 -0.0001727795079565208 -9.114978956520799e-06 1.6839693332476963e-06 -1.9530748904761814e-05 4.917730611767006e-05 4.9181134225712056e-05 0.00021748144885972407 2.7074464031571236e-07 0.00270398186480071 0.00021078814783992168 -0.0008675086389966015 -0.0027151595285594852 -0.0007090343042261516
AGE 0.0006934648298902899 5.805601286165741e-05 1.2621710675214857e-05 -7.916344318388045e-05 -0.00010444700064607949 -1.8682736266834618e-05 -2.671948592144948e-06 3.807783901296413e-06 -4.03900296362229e-06 -9.536148148904255e-07 8.811166033796334e-07 -2.620540166394579e-06 1.434027679864053e-06 5.614437595325628e-07 3.874440712447773e-07 2.110276888315536e-06 -1.7810988648249723e-06 -6.379607355581808e-06 -6.533893918215974e-07 -5.118376013737377e-08 -2.0506312449260455e-07 1.2823889496520782e-06 4.228031023139581e-07 -2.8788906153918625e-06 1.3974135956039654e-06 -1.9936849581017675e-06 -1.7010309136548284e-05 0.00014804260795356323 3.088648207760221e-05 4.5049120842424224e-05 -0.00026437894977207924 4.7983779411896e-05 -9.429981704770337e-05
sex -0.0016938989939838988 1.2621710675218194e-05 0.05165670628713806 0.03833560941467975 -0.019948906812625334 -0.028737686777384485 4.056136677864756e-05 3.419866653468635e-05 0.00016194658695694463 1.8608358385028053e-05 2.9506021901317743e-05 4.9859173587840294e-06 -1.0340507441840987e-05 2.285612328243447e-05 -1.9987682706486308e-05 3.647631042906649e-05 2.624767042566826e-05 3.077891840549826e-06 -1.4548026702888683e-05 3.1691848219725644e-05 1.3777677177609194e-06 -1.5119552864586994e-05 2.6416580779321793e-05 -5.725314275491258e-05 -1.4261749847553901e-05 5.215728817555533e-05 0.000730357245094095 -0.0009902960787392901 0.00034883018792213836 0.0018523169570319822 -0.0015241712604626687 0.00036794169366773013 -0.0017879989433294311
age_sex 0.04238534105807951 -7.916344318388682e-05 0.038335609414680095 0.1850981976096842 0.314851059301816 0.14356419476666618 0.0001104722105812962 4.1204797823053154e-05 0.000307131487800732 2.723556135053691e-05 2.5798481687661674e-05 9.884650698281083e-05 -1.8665814354069782e-05 4.913522435119638e-05 1.946636240960527e-05 -4.961298499512481e-05 -1.6058405478300046e-05 8.800107703272366e-05 -1.1066899145332092e-05 5.003537858018824e-05 -0.0001313217821375836 -9.67262371188049e-05 1.1011744183109408e-06 3.6468052523376846e-05 6.514864363405956e-05 -7.386139194596869e-05 0.002220416402515384 -0.0035767460266932062 0.0027158028000931872 0.002031396381843923 -0.0004128992008491455 -0.0031874243702272364 -0.0028934716872690176
age2_sex 0.1087380850591325 -0.00010444700064610802 -0.01994890681262451 0.31485105930181845 0.7823599574628471 0.4288213021251281 0.00032267175335274647 3.0836341179340606e-05 0.0005649913965403558 -3.2790186640326596e-05 0.00011630153435234945 0.0001920489422780015 -7.130447112264142e-05 0.0001182990535709012 5.8264233868720576e-05 -0.00020416758370501043 8.550401329624e-05 0.00024153349507468908 -5.421115034233771e-05 7.323901920918091e-05 -0.00027843687249609313 -0.00020462325081020238 -4.705421212956789e-05 0.000157288516999653 0.00022367379126605742 -0.00017619951573743983 0.0022186358477055603 -0.003592557917652994 0.007349046565923913 -0.00080146180680973 0.001345909644351754 -0.009679893010674442 -0.0023170104106283902
age3_sex 0.0612377562503212 -1.868273626684823e-05 -0.028737686777384374 0.14356419476666793 0.42882130212512964 0.2531429982779885 0.0002220708795979397 2.6477879217534443e-07 0.0003128788929533835 -4.248154519193503e-05 9.921736557198801e-05 8.921622123746541e-05 -6.234223305932216e-05 7.190363609532181e-05 2.858237521640598e-05 -0.00011684700837321156 8.55307296180157e-05 0.00014403820103601583 -5.101059639445392e-05 2.9735275769910904e-05 -0.00014123734985392386 -0.0001076098081781542 -3.41981587723671e-05 7.924039250974828e-05 0.00013925701746046073 -8.258262986873162e-05 0.00018028985692683297 -0.0002883542302539077 0.004465796697646531 -0.0028446153277619872 0.0016142037641013727 -0.005843206400759964 -0.0005245636600310268
PC.PC1 0.00027615226369919366 -2.6719485921451546e-06 4.0561366778630586e-05 0.00011047221058127046 0.0003226717533527259 0.00022207087959793566 5.9542109185474904e-05 1.2029993898491687e-05 5.9860376569557274e-05 -8.825832776694513e-06 1.9642457521003897e-05 2.8543952913173774e-06 -1.9954638223272726e-05 7.7573861814506e-06 -1.0304775517223607e-05 4.918263844975806e-06 1.3396512074292078e-05 1.6955386603854772e-06 -5.661359565335102e-06 -7.467932550249649e-06 6.388896922277802e-06 -3.7211866648113547e-07 3.9397891612256913e-07 9.258826158197911e-08 -1.3563045973203403e-06 2.192729799233647e-06 -7.622467887477771e-06 -5.615873429122476e-05 -6.961299666942891e-05 8.924387450138251e-05 3.121226708661993e-05 -4.3689826338204936e-05 9.104992255407693e-05
PC.PC2 -2.1987462739472406e-05 3.8077839012964024e-06 3.419866653467773e-05 4.1204797823116654e-05 3.083634117950794e-05 2.647787922686717e-07 1.2029993898491784e-05 1.4570862475800555e-05 1.7335212789459743e-06 -3.6936060501310646e-06 6.489089118022391e-06 -1.0546881888086035e-06 -3.935069069467853e-06 2.1696946768835713e-06 -3.2514549418218355e-06 2.4744108503226253e-06 7.403344601811374e-07 -2.871975239897074e-06 -3.4396557535773417e-06 -3.020368628193154e-06 3.1565802503873157e-06 1.5235119946318239e-06 3.529860033965319e-07 -1.1586228956711808e-06 -4.249135220607757e-06 2.3196883333639713e-06 -3.999794540757826e-06 3.134987546602369e-05 -3.5482298044443336e-05 6.220029908301487e-05 -6.877418309991203e-05 6.305022643720659e-06 4.026317934848231e-05
PC.PC3 0.001250721960326423 -4.03900296362263e-06 0.00016194658695694493 0.00030713148780062507 0.0005649913965401054 0.00031287889295324406 5.986037656955728e-05 1.733521278945787e-06 0.0001574231152043073 4.5093660909301735e-06 4.317498776472608e-06 1.0324092461623752e-05 -2.2451251880452696e-05 9.20198385147266e-06 -1.0690831428502153e-05 4.919112412549704e-06 1.7036540038911343e-05 2.5641053762306777e-06 -2.8906212789914265e-06 -5.555360204967572e-06 -4.963406366554775e-06 1.4609838128758198e-06 1.4723749698961984e-06 -3.3981133141798585e-06 -7.163563412213352e-06 8.673866908389995e-06 -1.3690669043150589e-05 -0.0001562953180806873 0.00013195653237595815 0.00017313291103808291 7.2548824624166e-05 -0.00011749989745516496 -3.864996011469282e-05
PC.PC4 0.00012144408392253972 -9.536148148903879e-07 1.8608358385027664e-05 2.723556135051916e-05 -3.279018664036878e-05 -4.24815451919588e-05 -8.825832776694507e-06 -3.6936060501310625e-06 4.5093660909302175e-06 1.7049374113739657e-05 -6.668069728014561e-06 8.922577036984199e-07 3.9628461536221055e-06 -2.605795736904589e-06 1.6148180907604356e-06 -1.141592271248293e-06 -1.96541997493165e-06 9.425800055975375e-07 2.081556606553747e-07 2.8086062825536603e-06 -5.929941803065054e-06 7.117520862065352e-07 -5.278785037532623e-07 -3.26345699591023e-06 1.7340498070422045e-06 4.853163247710363e-06 6.621320371516204e-06 -2.452654163226289e-05 8.317004099149052e-05 5.982128705087875e-06 -3.0525921374002e-05 -3.40419962559076e-05 -8.138066751543595e-05
