 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00014597229688954555 1.3214704233119435e-06 -6.555633065078569e-07 -8.4868588820229e-06 3.027265417505787e-06 4.9372390689737615e-06 -4.344196943428113e-08 6.700912359791701e-07 1.8434934087402803e-08 8.003173967100245e-08 1.2596501245248926e-07 6.785056639113782e-08 -4.2893488811707945e-07 2.3990826910461895e-07 1.067752021066278e-07 -7.264835301309751e-08 1.4734996953217714e-07 5.261651908476106e-08 -1.7181592468658696e-07 -1.5394954913055872e-07 -1.7935012212090185e-07 3.659790204614985e-08 2.2561508640236018e-07 -5.538672040631944e-08 8.131780846438105e-08 -1.8049375905234124e-07 1.889512031527252e-07
AGE 1.3214704233119465e-06 5.073798396261003e-07 3.618932824449171e-07 4.68518281437767e-07 -4.984675458955955e-07 -3.9802909039348085e-07 -1.3187094634063853e-08 3.4682552901364343e-08 -2.9574006130922692e-08 2.2744410717567846e-08 5.645595439676396e-08 3.016731197614011e-08 -3.1161076981192386e-08 9.210029749314515e-09 1.948843165580218e-08 2.920514832917754e-08 4.5580191863534036e-08 2.7103971265058467e-09 -4.886023086960732e-08 1.2818102756888108e-08 -1.1581222847167672e-10 -5.7999000280443686e-09 1.8269618096517788e-08 -5.210982379673045e-09 5.092050017112485e-09 -3.260379395068696e-08 -8.742995701484291e-08
sex -6.555633065078247e-07 3.618932824449184e-07 0.0008321251165743906 5.7810257805124176e-05 -0.00022001243777360213 -4.7044884060066505e-05 2.3211621348989902e-07 2.3444220483038372e-07 -1.7103891991028915e-07 2.968627598064401e-07 1.0778551525025496e-06 -4.6114609856058637e-07 -5.955077841014699e-08 5.3798815199159576e-08 -3.6464932936715435e-07 6.988607722209878e-08 4.476666115902525e-07 -4.706800584463742e-07 -2.1314712108874252e-07 2.598066918358986e-07 -8.168061701083136e-08 -5.291377803293006e-07 4.138889649268631e-07 -3.1512584312089076e-07 -2.2008819366845693e-07 2.2325320824519638e-07 -8.993439557930025e-07
age_sex -8.48685888202287e-06 4.6851828143776857e-07 5.781025780512401e-05 0.00044054042382992917 -4.472035731010103e-05 -0.00016149941612930363 2.9357486146824045e-07 7.95349288243179e-08 1.3689724320925975e-07 3.415383873902792e-07 1.2363643326482053e-07 -4.8259966891430165e-08 -3.256197399349189e-07 5.197968173251859e-08 -6.694955981895017e-08 7.440121583673381e-07 -5.143262236859319e-07 6.515573384059335e-08 4.805484155788299e-07 6.876016551213681e-08 -4.400823568410487e-08 -2.72928970419465e-07 -7.299070173016198e-07 -2.285357703432127e-07 -1.3614396572910466e-08 1.0567800413828287e-07 -5.545286660032914e-06
age2_sex 3.027265417505797e-06 -4.984675458955959e-07 -0.00022001243777360213 -4.472035731010099e-05 0.0001269586232663388 3.9905074646067415e-05 -7.014555096048119e-09 -5.0998216102938426e-08 1.5650045409833564e-07 -1.5039217777570533e-07 -3.7607481670819006e-07 7.64167528952294e-08 7.204735856445013e-09 -1.1872555700843748e-08 1.7902327380351167e-07 -1.2246971364678676e-07 6.687176424020107e-08 1.6419957926677955e-07 1.0879617809827004e-07 -2.507410917852432e-07 6.866091546154847e-08 -3.007501779146282e-08 -2.1824362796199723e-09 -8.258076886942338e-10 9.124867076902494e-08 1.866996556283783e-08 7.209624070493741e-07
age3_sex 4.93723906897374e-06 -3.9802909039348143e-07 -4.704488406006649e-05 -0.0001614994161293036 3.9905074646067415e-05 8.315889445810102e-05 -4.404805544643172e-08 7.339129116527036e-09 6.654236076161722e-08 -1.391702504862905e-07 -1.4279184243873385e-07 5.278109828395636e-08 8.731568657539217e-08 -1.1229691742844256e-08 -4.951910126610908e-08 -2.2659281052430008e-07 1.8586323167577085e-07 -5.236096431160105e-08 -2.1256303656864545e-07 -1.5759237614828e-07 -6.832147969014553e-09 4.063739850578088e-08 2.2385485850345047e-07 3.072111808802225e-08 2.0094478564282865e-08 4.7862267771757637e-08 1.2251194651474059e-06
PC.PC1 -4.3441969434282176e-08 -1.3187094634063853e-08 2.3211621348989912e-07 2.9357486146824125e-07 -7.014555096048301e-09 -4.4048055446432135e-08 2.9751448128527956e-07 2.583094191048752e-09 1.7798578786675398e-08 -2.1914706223951343e-08 -1.9360155216328713e-08 1.6340371292365035e-09 -1.8583381426396535e-08 1.714755669099195e-08 1.439262559635197e-08 -1.1814035942416593e-08 -1.0264463363255847e-09 1.4894279804390636e-08 -1.11886462745196e-08 -9.956879354599352e-09 1.860516844664407e-08 -6.494883195092757e-09 5.304252948703768e-09 -5.360829202878115e-09 -2.738945208527857e-10 -1.1417242391168462e-08 -6.173809676624507e-07
PC.PC2 6.700912359792009e-07 3.4682552901364635e-08 2.3444220483038367e-07 7.953492882431954e-08 -5.099821610293816e-08 7.33912911652664e-09 2.5830941910487143e-09 5.00911384977245e-07 -2.7161490372714572e-08 3.7234169806853845e-08 2.2442224077284208e-08 -3.933192303685485e-08 -3.741509556179161e-09 -8.94878829966731e-09 -5.765110724209241e-09 1.525987067598709e-08 -7.867016344886723e-09 -7.515195108338852e-09 2.6359673393925048e-08 4.337221160743181e-09 -8.82826697523331e-09 4.794129659308554e-09 -5.027464977787615e-08 -1.0420500263878304e-08 -4.41042056179846e-09 1.7115177150511006e-08 2.382410812355764e-08
PC.PC3 1.8434934087399147e-08 -2.957400613092274e-08 -1.71038919910289e-07 1.3689724320925927e-07 1.5650045409833564e-07 6.654236076161743e-08 1.7798578786675468e-08 -2.7161490372714602e-08 6.202314935639246e-07 3.6888286555316313e-08 2.8406037409278768e-08 1.5902498457545042e-08 1.8019818113175755e-08 -3.037998738865428e-08 4.846895458136225e-09 3.1203653899400426e-08 -7.52340045442703e-09 -1.0985021649178788e-08 -1.0975153021250908e-08 1.4426498131235273e-08 1.688617380484793e-08 -1.5510901442558728e-08 1.0570721909711861e-08 4.598210189730579e-08 6.122709816866331e-09 -6.8087149641091354e-09 -8.172186732450759e-07
PC.PC4 8.003173967100317e-08 2.2744410717567856e-08 2.9686275980643977e-07 3.4153838739027895e-07 -1.5039217777570528e-07 -1.3917025048629038e-07 -2.1914706223951366e-08 3.72341698068538e-08 3.688828655531628e-08 7.554115255730994e-07 5.652563920651731e-08 -3.675574229809065e-08 1.0880776936891989e-07 4.331672089591836e-08 2.1705202411777744e-09 -3.3763922044080454e-08 -1.376392369481159e-08 3.663365749507102e-08 -3.065285517350366e-09 3.1975017651268237e-08 1.2143578285920005e-08 2.679701427457756e-08 -1.7045436059916157e-08 -7.970339876293964e-10 -4.8294589838485744e-09 -1.808684501685464e-08 -1.87721055516508e-07
