 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.005009306339489001 0.00015343111634410312 0.003104954270009079 0.007773085246811411 0.008536342602264506 0.00251428247855222 4.521234421461103e-06 1.8361350740636993e-05 -3.220775936649508e-06 4.87108544685525e-06 -5.683183221476736e-06 -5.329524485341468e-06 4.472421968708002e-06 -5.687601990586112e-07 -7.324336777826381e-06 1.9363704873774633e-06 -7.151066637276678e-06 -3.2091827708838565e-06 -1.2041506611321884e-05 5.394123833924637e-06 3.478676701647663e-06 1.0629383562740347e-06 -2.734593479229396e-06 1.996358142002491e-06 5.8757243458163695e-06 5.841869034263849e-06 9.453364706223293e-05 -9.559410695760871e-05 -5.399054769954009e-05 -0.00013303586911125255 0.00027198455877409467 -7.098906595840961e-05 0.0001055455850910773
AGE 0.00015343111634410337 8.310698087231957e-06 -3.4802878837183023e-06 -3.216489609089886e-05 -3.9445486356350714e-05 -1.182715731159682e-05 -4.223767585858597e-08 1.1024779570900762e-06 -1.5715124641038322e-07 2.0320592608269275e-07 1.2229200219225204e-09 -1.245336199455742e-07 -1.387165634059117e-08 -1.0408590583948375e-07 -4.1551844816043925e-07 3.8307339509739273e-07 -2.5075683239319815e-07 -5.324044488293506e-07 -4.950536996121264e-07 1.897799928414048e-07 2.772242457154407e-07 -1.8508161717262648e-07 -3.838420557068098e-08 -1.3933074402586644e-07 1.075549611394545e-07 -7.345206112008373e-08 6.940009782284761e-08 -4.353828535635555e-06 -4.031844388778546e-06 5.483409743548987e-06 3.6477002105086703e-06 5.236526469823427e-06 3.194085958046667e-06
sex 0.0031049542700089298 -3.4802878837187275e-06 0.029171435669435298 0.03433410977792098 0.02410783247416907 0.005214019510444519 -4.445093372059214e-06 1.0561174844199414e-05 6.07769267001995e-07 -8.508556804833608e-06 9.07532197150158e-06 7.802919774744761e-07 -5.105978779216613e-07 1.8459237598355667e-05 5.470432547236759e-06 5.420103199107652e-06 -2.769572562817152e-08 7.448339557730144e-06 -9.951837662161012e-07 1.111295903598682e-05 4.825716952308092e-07 -1.366048916116547e-05 4.265532868277692e-06 -2.74341670277959e-06 1.839011374559255e-05 1.0658747128561142e-05 0.00020582003197045222 -5.919402449905015e-05 0.00012897348543060966 -0.00017865503898014477 -0.00016324395123570664 -0.00021155917282113847 -0.00014923196205291064
age_sex 0.00777308524681132 -3.216489609090024e-05 0.034334109777921944 0.07064759457599573 0.06842647518903788 0.018493154912005965 1.964889457046887e-06 6.036759020657197e-06 1.812088213000259e-05 -4.3781288431460685e-06 1.0844170286512676e-06 7.0043785313589645e-06 -3.894312454654017e-06 2.3772314008211386e-05 1.754670770334679e-06 1.246647627301526e-05 -4.225228835350327e-06 2.0093998323824252e-05 -4.107489515510369e-06 3.516605033598876e-06 9.324464451302299e-06 -6.048306202275949e-07 -1.6088549934233702e-06 -9.307337385815497e-06 8.634764675469525e-06 -5.5284728616249504e-06 0.0005347326699850854 -0.0003903993660191921 0.00018245816033777117 -0.0005376536383607673 0.0007208327791578617 -0.0002634608024319528 -0.0004110850081994752
age2_sex 0.00853634260226453 -3.944548635635198e-05 0.0241078324741704 0.06842647518903881 0.07657333026657806 0.022563812675334135 1.4009242113829265e-06 5.104139349495518e-07 2.5016344190230464e-05 -3.238201532313937e-06 -4.616307935479448e-06 6.431085023730789e-06 -4.344640017012798e-06 1.6792528246649508e-05 -7.160141181991664e-07 4.523996418425731e-06 3.5967430037676368e-06 2.3089071769664446e-05 -6.058521349597446e-06 -3.1481053506214246e-06 1.2368618152369494e-05 1.3620836907914044e-05 -4.446665316946789e-06 -7.251536682793527e-06 1.20571309101162e-07 -9.297571256384237e-06 0.0006487584463843179 -0.0007095308548120824 9.703354549205336e-05 -0.0005681861470338554 0.001376796770598564 -0.0001824467087654201 -0.00022917698556175115
age3_sex 0.0025142824785522448 -1.182715731159746e-05 0.005214019510445021 0.018493154912006433 0.02256381267533433 0.00701163525499033 -4.4418664433974393e-08 -4.69724012715134e-07 8.094302855049889e-06 -1.056901298094931e-06 -1.8717759991682344e-06 1.2259446738786367e-06 -9.99467546578164e-07 3.779840205718112e-06 -4.888202291813216e-07 -7.957102147543095e-07 2.63011667288153e-06 6.506555538392488e-06 -2.539140612788531e-06 -1.7219990079777874e-06 3.6856126674531163e-06 6.322500715918219e-06 -1.8871735181545619e-06 -1.4675375771391196e-06 -1.293916589388931e-06 -2.304569426098413e-06 0.00019894296487185277 -0.00027983024263682053 1.9265508211489886e-05 -0.00017475745309118875 0.000540348977651307 -5.894985978174565e-05 -1.678501451793055e-05
PC.PC1 4.52123442146098e-06 -4.223767585858498e-08 -4.445093372057424e-06 1.9648894570470592e-06 1.4009242113816494e-06 -4.4418664434547484e-08 2.345646506808148e-06 -7.7226827404173e-08 -4.893654723367719e-08 -1.2197375964001966e-07 1.1905941958928963e-07 -2.2111155430613893e-08 -1.7917791970783673e-07 1.1598953927861266e-07 8.441121775183935e-08 -9.370878451364722e-08 4.4075465116593794e-09 2.861863646952729e-07 -3.11522920031849e-07 -1.3183103141820708e-07 1.8629775477222858e-07 -1.648369225569787e-07 -2.673991857876991e-08 2.219821577379322e-07 4.271878293672755e-07 -2.867624308696079e-07 3.1379723067375296e-11 -2.4983062572081037e-06 -1.1707650592965279e-06 -2.698640455455745e-06 1.7909445387290478e-07 -7.72629449333028e-06 -2.9198014966832247e-06
PC.PC2 1.836135074063694e-05 1.102477957090076e-06 1.0561174844199553e-05 6.0367590206567796e-06 5.104139349488925e-07 -4.6972401271534865e-07 -7.72268274041745e-08 3.515463360480168e-06 8.264642776056993e-08 -2.214008251565619e-08 2.0315196154255082e-07 -1.011699220844172e-06 -1.9883636236154483e-07 -6.203998474238749e-08 1.3155991053795853e-07 2.8457349410531185e-07 -7.95402271847582e-07 -6.020433489678361e-07 9.417489988350436e-08 -2.3362474301638138e-07 -1.7941450747138035e-07 1.491906277234677e-08 -5.349100331618048e-08 -2.3807033424611006e-07 -3.3315316953727755e-07 7.777499199796169e-08 2.683975949663822e-06 -6.316320256079728e-07 -4.823609641723865e-06 -1.953576223831056e-06 9.267646331349055e-06 8.542828114744631e-07 4.5287294770887805e-06
PC.PC3 -3.2207759366499306e-06 -1.5715124641037806e-07 6.077692670003559e-07 1.812088212999842e-05 2.5016344190226022e-05 8.094302855048608e-06 -4.8936547233676036e-08 8.264642776057054e-08 4.35045960503285e-06 7.145828308769811e-08 3.9537969608253393e-07 4.033791438995618e-07 9.096409773731795e-08 -1.670255455472237e-07 4.187921060045631e-09 4.792352736415653e-07 2.543398645322125e-07 -1.575606228272238e-07 1.0589980158197918e-08 1.4399632097136614e-07 3.7238177865263623e-08 -8.911432590153726e-08 1.69036845540641e-07 1.0704109767404488e-07 -4.4727501280793897e-07 -1.1827012645774026e-07 1.982899375000453e-06 -2.8642984397555494e-06 3.63578273030005e-06 -4.611832579518509e-06 -2.4147297181842694e-06 -5.22922937470286e-06 -1.0828813978039148e-05
PC.PC4 4.87108544685668e-06 2.0320592608269082e-07 -8.508556804834267e-06 -4.378128843137552e-06 -3.2382015323015965e-06 -1.0569012980909475e-06 -1.2197375964001797e-07 -2.2140082515656855e-08 7.145828308770344e-08 5.769837988421846e-06 8.925021037019088e-07 -3.4812628271266683e-07 1.955819346000029e-07 -1.9467743882237327e-07 2.0760354744716964e-07 -8.957619962283034e-08 -1.704583166315166e-07 -3.8685390859223165e-08 -1.7976670646157238e-08 -6.442292451936929e-08 -5.82479501482287e-08 2.1452465663283715e-07 -1.476640190946614e-07 -7.567801569161926e-07 3.244504043396232e-07 4.530443289771938e-07 -2.159626660022538e-06 2.2309829746110536e-06 9.558745417178304e-06 -7.016119736671932e-06 -6.422285398149108e-06 -1.0592551243210276e-06 -1.0530512725709973e-05
