 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.000296131907446699 2.337667077461428e-06 -1.6137564071581362e-06 -7.320188153161206e-06 3.2243483585597127e-06 4.496945857219444e-06 -2.1570239067114306e-08 2.1558241044796645e-06 -1.926024036499209e-06 7.884301626559689e-07 -9.341587693496573e-09 5.358760346227943e-07 7.59399046793697e-08 1.9923813662599726e-07 1.120176395317944e-08 3.734136514220461e-07 7.986564303963356e-07 6.695828496377468e-08 -9.925741597425394e-07 -1.7360620195682434e-07 -5.962084865639619e-07 3.1764987481420815e-07 1.6219583669252664e-06 1.7519713533596563e-07 1.8119972545137794e-07 -1.0121836772381562e-06 -1.1894792511061508e-07 -2.8632562072173434e-06 7.572972603483901e-06
AGE 2.337667077461443e-06 6.557950580232375e-07 5.28626007957387e-07 5.615279835430982e-07 -6.588628581369503e-07 -4.7106019128368895e-07 -1.788790899852507e-08 6.103147149282398e-08 -4.735134311495671e-08 2.5206394458688396e-08 6.332162090456446e-08 2.778620623656356e-08 -5.496374437324627e-08 8.952659932657852e-09 1.921797744175903e-08 4.48068048685378e-08 6.556201227239225e-08 -3.3414502991859802e-09 -6.375108375088339e-08 1.4753446006016033e-08 1.1285934227109162e-09 -8.839598959308017e-09 1.2921806909699215e-08 -3.8358800035062165e-10 1.3956658590746245e-08 -3.664334536494934e-08 -1.9839187542866267e-07 9.292551885560264e-08 7.158579761327946e-08
sex -1.6137564071581413e-06 5.286260079573878e-07 0.0009615062503238919 8.509650232113174e-05 -0.0002574208500224391 -6.853627765171456e-05 2.3778587970668255e-07 2.925526975026172e-07 -2.650074689713472e-07 1.4808706980411882e-07 9.788475768078906e-07 -6.543893902195533e-07 -3.1411330618069735e-07 1.1024075722907907e-07 -5.366037436799932e-07 -9.555720864202233e-08 2.9849713073086354e-07 -4.939880285534031e-07 -1.0165641146458497e-07 4.2784509262260595e-07 -1.9120151368906318e-07 -6.489652695410555e-07 -6.692275039312703e-08 -2.7690840539248944e-07 -3.9435339511684133e-07 3.882180267984634e-07 -6.446245135049097e-06 4.457211836059314e-08 1.0526096644577355e-05
age_sex -7.320188153161154e-06 5.615279835430973e-07 8.509650232113167e-05 0.0004575753827720299 -6.634689135401304e-05 -0.00015817624837773152 4.485999294138946e-07 8.282922407703448e-08 1.5924809646771058e-07 2.731631264474824e-07 -1.1349682716924695e-07 5.346426166944854e-08 -4.776674394399791e-07 2.3506957300011003e-08 7.318552916395e-08 1.084318050678461e-06 -6.867467223239731e-07 -1.9076704844671545e-07 4.105135309021084e-07 -1.3811058828345762e-08 -4.3918569749261304e-07 -2.0985913771430013e-07 -9.777600392900653e-07 7.536244504477487e-08 1.779417392291844e-07 3.8552106306784487e-07 -7.790543031823426e-06 8.376384354418573e-06 -5.099997413915811e-06
age2_sex 3.224348358559717e-06 -6.588628581369507e-07 -0.0002574208500224388 -6.63468913540131e-05 0.00015138097563176361 5.61692831940043e-05 -6.006139998722071e-08 -9.359561109368849e-08 2.0156868617731716e-07 -7.08112124517775e-08 -1.6057089253435833e-07 1.2219731312390323e-07 1.8637521394814502e-07 -4.396306261260459e-08 2.518832316947029e-07 -1.1142442616674064e-07 1.3291776898665297e-07 2.4842969131441985e-07 5.759584199275931e-08 -3.026317910206022e-07 8.70837803857861e-08 -1.324826755231284e-07 1.3712884690208104e-07 -7.996702135009526e-08 4.565332655995507e-08 -9.669302683283496e-09 5.524579648930697e-06 -4.350654466785003e-06 -4.2601098811385295e-06
age3_sex 4.496945857219404e-06 -4.710601912836889e-07 -6.853627765171458e-05 -0.00015817624837773157 5.6169283194004295e-05 8.049431275191782e-05 -1.1290233811489001e-07 4.281921531011388e-08 5.719236715021996e-08 -2.1219551434625718e-08 1.4229486699493933e-08 1.4083106527401766e-08 1.69804051841986e-07 9.940347198145737e-10 -3.8616032978737005e-08 -3.610756411036409e-07 2.807398045509564e-07 9.686556587596099e-08 -1.8359825724583231e-07 -1.0962792667516789e-07 1.2798239111877205e-07 4.121579558213805e-09 2.728549185351698e-07 -1.6417219847243297e-07 -1.1867298718732928e-07 -5.703765262974643e-08 3.658403535889992e-06 -6.057179424628545e-06 9.217975457879477e-07
PC.PC1 -2.1570239067114464e-08 -1.788790899852508e-08 2.377858797066829e-07 4.4859992941389464e-07 -6.006139998722081e-08 -1.1290233811488997e-07 5.618451149537783e-07 -2.3043109612309498e-08 -2.6536765140103967e-08 -1.9133149902757433e-08 -3.7728451476501594e-08 1.5826519654379217e-08 -4.873912167658847e-09 2.9754201036347554e-08 5.356318567351894e-08 -1.117509301759632e-08 -2.6122726579632958e-08 1.8845123391014394e-08 -6.561517857309339e-09 -3.456964939783099e-08 4.452299782013227e-08 4.295675328507881e-09 1.2027547501628009e-08 -7.855030454905059e-09 -1.125542917216684e-08 -2.3172627711264625e-09 -1.9022162947648237e-07 -6.473052748202655e-07 -9.630200797825261e-07
PC.PC2 2.1558241044796912e-06 6.103147149282422e-08 2.925526975026175e-07 8.282922407703317e-08 -9.359561109368857e-08 4.281921531011448e-08 -2.304310961230947e-08 1.1170669866860367e-06 -6.95238122440669e-08 7.142894391505607e-08 2.134295171328097e-08 -8.683170521311452e-09 -3.373812318130198e-09 -3.693157268088074e-08 1.984242018212421e-08 1.5980938337682657e-08 -1.2921199343731008e-08 -2.272550289709364e-08 -2.807342122031369e-08 -2.008585336675744e-08 -3.118532189147155e-08 5.080235989524804e-08 1.0612644645319614e-08 7.692669038028138e-09 5.318881278414321e-09 1.262168739347632e-08 -2.4808715354629857e-08 4.197094111529506e-07 -2.7030362203291135e-07
PC.PC3 -1.9260240364991614e-06 -4.735134311495633e-08 -2.6500746897134704e-07 1.5924809646770912e-07 2.0156868617731785e-07 5.719236715022095e-08 -2.6536765140103927e-08 -6.952381224406638e-08 1.1355785686957587e-06 1.3128432114398244e-08 7.541053516835179e-08 1.4082530001143895e-08 3.635796096974043e-08 -6.685984471089157e-08 1.114063596137522e-08 2.2198021861678142e-08 -1.718470151585517e-08 -2.5116805400884954e-08 -7.101962343891909e-12 3.3299281496421466e-08 4.9314369304898426e-08 -5.988308996785142e-08 1.0446356022799905e-09 6.361212353343599e-08 2.078737705002382e-08 -4.279108067179397e-09 1.7144149643770933e-08 -1.7701386080349366e-06 -1.3333483872794985e-06
PC.PC4 7.884301626559622e-07 2.52063944586884e-08 1.4808706980411835e-07 2.7316312644748253e-07 -7.081121245177736e-08 -2.1219551434625678e-08 -1.9133149902757373e-08 7.142894391505573e-08 1.3128432114398361e-08 1.5455284661194018e-06 1.1858244950858138e-07 -4.533859169008982e-08 1.254462186106853e-07 6.770648729364981e-08 1.69610796093123e-08 -2.8192002052388802e-08 -3.137902523332328e-08 7.023191203293865e-08 -2.1405603062925944e-08 5.6082312752766716e-08 5.274278594258311e-09 4.359407607830088e-08 -4.009179428434692e-09 -3.389036536430954e-09 -8.918144410248657e-09 -4.885469470646397e-08 -1.298815553707371e-07 -9.58576227316958e-07 5.887858115002154e-07
