 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gpm gmp gmm
intercept 0.0046131512136405985 0.00014449953884701123 0.002510114909643187 0.0057236528020036676 0.005827762306108212 0.0016010407865701772 4.581573989538256e-06 1.590810032757466e-05 -1.0007993784078491e-05 6.926801138313942e-06 -4.2334854521665076e-06 -7.5683805153041644e-06 3.087508113641186e-06 -1.3729086537061743e-06 -3.783075859858991e-06 -1.8448945735050114e-06 -6.0907017760446535e-06 -3.097378929670899e-06 -1.3859831528313437e-05 5.178635486708709e-06 1.6460540309398253e-06 2.458475925335409e-06 1.5843899845828916e-06 3.733407572546087e-06 6.801669150349191e-06 4.99495673359165e-06 9.466743041810515e-05 -0.00011474056166415964 -0.00011343741156159232 -1.8877265038990042e-05 0.0001749160251815727 9.086897175124743e-05 6.909823425639456e-05
AGE 0.00014449953884701158 7.524604913570509e-06 -1.0250271329637945e-05 -2.4737357658736253e-05 -2.2459360677284053e-05 -5.764219387610311e-06 5.0835255892409273e-08 8.238396917245024e-07 -3.5279052867132775e-07 2.5394624157612766e-07 1.6939158504704476e-09 -2.324158992708159e-07 -9.161668351930635e-08 -6.468807612422903e-08 -1.9375128093227676e-07 1.2565538542455567e-07 -4.903379673569887e-08 -4.6133844650343504e-07 -5.569342979967592e-07 1.9691003723651718e-07 1.9345441714184552e-07 -1.7057594117316246e-08 7.903768561863146e-08 1.6491782092076763e-08 1.9509426476955354e-07 -7.003799634038618e-08 1.633429665327595e-06 -8.675322060230502e-06 -8.751616926472686e-06 1.236539939962564e-05 3.478926962320374e-06 1.3856434598998735e-05 2.8387828799445668e-06
sex 0.0025101149096430518 -1.0250271329637962e-05 0.025999942883492277 0.03031462294629444 0.02082845921656091 0.004364195581841442 -4.742677647646885e-06 8.753290782185974e-06 -7.915393921226156e-07 -7.85826695928089e-06 1.461352998268821e-05 -5.785911269553733e-07 1.0392819698682783e-06 1.0951353475285597e-05 4.5428750852082484e-06 2.2846197427631034e-06 -1.0253420880651228e-06 1.7394820284345175e-05 -1.6369987069857383e-06 1.1165396610112918e-05 -4.6520787851534443e-07 -8.888739356750875e-06 4.155400019485349e-06 -3.5440148313798227e-06 1.5012467264899914e-05 7.527861014323786e-06 0.00018410761434053347 -1.158734720420192e-05 8.51074170431389e-05 -0.0001649791541657252 -0.0001967836274886277 -0.0002829533587818509 -8.039914852008836e-05
age_sex 0.0057236528020035374 -2.473735765873848e-05 0.030314622946295267 0.05675902425456143 0.05085667355791964 0.012776348485413902 3.1667513785192815e-07 8.98144664754367e-06 1.4833652836529036e-05 -5.368618362066834e-06 1.1593190661712874e-05 5.616877492251174e-06 -2.3729378403175063e-06 1.2874570643178748e-05 3.651329978974162e-07 1.3475833984789665e-05 -1.0993869635861403e-05 2.456957030628161e-05 -3.5637543719924277e-06 6.6724062796192364e-06 5.621116895607875e-06 -6.825369316859435e-07 7.945706265001673e-06 -1.3181714721669546e-05 3.1143207705487864e-06 -9.08892576831288e-06 0.0003793832478609469 -7.675073488325455e-05 0.00023059076895200437 -0.00039752253609243 0.00016485139006034973 -0.0003343093237300536 -0.0005234349543194864
age2_sex 0.005827762306108137 -2.2459360677286943e-05 0.02082845921656197 0.050856673557920215 0.05202184743660518 0.014222033608993333 -1.4370762114829201e-08 6.596913574964803e-06 1.906051622901404e-05 -2.412368436434134e-06 6.400124359039992e-06 6.397064099463097e-06 -2.6827504005011725e-06 9.704792324484967e-06 -3.3864473785196018e-06 6.744199573836552e-06 -6.985296925747257e-06 2.1211209517045752e-05 -3.2587488083584176e-06 1.4504030724552097e-06 8.926948826719846e-06 8.947682335632169e-06 9.834485267383598e-06 -1.6914515961719053e-05 -7.878897019726456e-06 -1.5048450762743335e-05 0.0004196346520475389 -0.0002004476342209281 0.00020168868568398084 -0.00044000080009030636 0.0004973872811940128 -0.00013315607165980515 -0.00056530648573991
age3_sex 0.0016010407865701677 -5.764219387610968e-06 0.004364195581841745 0.012776348485414106 0.014222033608993394 0.004115797661880817 -3.529270774967549e-07 1.8824727333266213e-06 5.6651237735645855e-06 -4.130022476683769e-08 1.179137087004493e-06 1.571471980940084e-06 -6.739499655760056e-07 2.3136359128906767e-06 -1.7092547513957052e-06 2.17556315020079e-08 -1.0750176176119825e-06 5.450300635226667e-06 -1.0313291926921811e-06 -2.830368229531754e-07 2.7306633753737005e-06 4.3093451214771685e-06 3.1038553354435246e-06 -5.588672436750716e-06 -4.066886646984197e-06 -4.527900433698918e-06 0.00011752375121820234 -8.916235328232487e-05 5.7022113536001364e-05 -0.00014925086384721026 0.0002226015300812682 -4.0235708889190775e-06 -0.00016104804772331906
PC.PC1 4.5815739895381004e-06 5.0835255892411265e-08 -4.742677647649292e-06 3.1667513784944735e-07 -1.4370762116294734e-08 -3.529270774970141e-07 2.385387102584423e-06 -4.321181874160457e-08 -1.3569372909396692e-07 -1.1625969489306052e-07 1.1885581060685938e-07 -1.914078526304633e-08 -1.5722881002724268e-07 9.112775997889712e-08 1.0921633873215892e-07 -3.986153953528189e-08 -3.1612084241067945e-08 2.5397181706298555e-07 -3.0675544578948285e-07 -1.3004266580219814e-07 2.0364169157589493e-07 -1.7103878272826567e-07 -2.4713280009615337e-08 2.2945880456333358e-07 4.2912752594808535e-07 -2.576031961366211e-07 1.9464337796172094e-07 -2.9823229520388204e-06 -9.813014634759406e-08 -3.0190229396702484e-06 1.1236362042444564e-06 -9.602477630329687e-06 -3.0101866973956803e-06
PC.PC2 1.5908100327575096e-05 8.238396917245014e-07 8.753290782188036e-06 8.981446647547589e-06 6.596913574968456e-06 1.8824727333275714e-06 -4.321181874160473e-08 3.7279293880363748e-06 -3.7331629398359625e-08 4.755219066095949e-08 1.923351587054127e-07 -1.0135631376109802e-06 -1.8706399200574162e-07 -3.357855720458441e-08 1.1657908022831048e-07 1.5662187167138756e-07 -8.755423772115372e-07 -4.833786546848888e-07 -6.6332482457833685e-09 -2.67578800512384e-07 -2.212238507859142e-07 8.575237827668652e-08 -1.0340935728180259e-07 -2.0325262697618156e-07 -3.201188105565376e-07 7.404017177063707e-08 1.3889002244956425e-06 9.261245329897727e-07 -3.6936577858236163e-06 -4.851432783572827e-06 1.012547020823958e-05 2.1946516288411628e-07 4.244528915807386e-06
PC.PC3 -1.0007993784078417e-05 -3.52790528671328e-07 -7.915393921216282e-07 1.4833652836530024e-05 1.9060516229014573e-05 5.665123773564669e-06 -1.3569372909396837e-07 -3.733162939836134e-08 4.2520992813046775e-06 3.9930251207002674e-08 3.5051237236400675e-07 4.51506273803307e-07 1.1468479561163203e-07 -5.527542468267937e-08 4.308184738093287e-09 2.808600254398704e-07 3.383014057139752e-07 -2.1105582522026388e-07 1.1474564651910005e-07 1.4680640255041178e-07 1.3112176109281812e-07 -6.825094834966105e-08 1.8335434073218595e-07 2.14056695878414e-08 -4.000861548119994e-07 -1.9574702628488024e-07 1.9227386855127657e-06 -3.6422653190432075e-06 9.566975210797355e-07 -1.5931249703859313e-06 -5.069499936890073e-06 -5.951583291857514e-07 -1.1583134649203638e-05
PC.PC4 6.92680113831403e-06 2.5394624157612724e-07 -7.85826695928149e-06 -5.368618362066447e-06 -2.4123684364331784e-06 -4.1300224766505893e-08 -1.1625969489306017e-07 4.755219066095875e-08 3.9930251207003336e-08 5.902285109566093e-06 8.164862133439263e-07 -3.5349047077603193e-07 1.9730730698335523e-07 -1.2792892885102534e-07 2.194599657682966e-07 -4.3999928713066554e-08 -2.0760648083224476e-07 -3.83268201053976e-08 -3.493675013524709e-08 -5.138076905412302e-08 -8.328605056110825e-08 1.6216708842495685e-07 -1.347985291695631e-07 -7.960505209634833e-07 3.398149006855855e-07 4.91062446036586e-07 -2.155243431021949e-06 2.2498292982226797e-06 7.817813327407545e-06 -7.70643199075793e-06 -5.975343357755067e-06 -3.713295611756304e-06 -5.594419997902656e-06
