 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
PC.PC5 -8.897603140621449e-07 3.971122340478208e-08 1.9520719623197567e-06 -9.62092193878021e-08 -1.1511022794226931e-06 -3.859578275277481e-07 5.244468190183797e-08 5.79341247821793e-08 1.0145141540215255e-07 1.714598474370322e-07 2.2057415711885614e-06 1.0314268001494055e-07 5.703218744098081e-08 -5.149861674309005e-09 1.1833942842651353e-08 -2.5914758807004867e-08 1.399218226426927e-07 1.183111095270451e-07 -5.0582703672503474e-08 8.958037378693519e-10 9.27632825034395e-09 -7.623868752328684e-08 -2.1491419434093918e-10 6.99093312760176e-08 1.798182075022694e-07 -1.2145645940671076e-08 1.7803234622030816e-07 -1.9062438608938353e-06 6.01689118067999e-06 1.4261685530515692e-06
PC.PC6 -3.656297889556956e-06 -7.980704916995604e-08 1.0190615910900786e-06 6.754222417855158e-07 -8.356062903750246e-07 -6.460079681985997e-07 6.680101768054319e-10 -5.036424960007123e-07 1.9807104982019364e-07 -2.1120143019764774e-07 1.031426800149393e-07 2.5992825166982905e-06 1.235176429740485e-07 4.100900167991949e-08 -8.197378474393546e-08 1.0093551759367592e-07 7.858326403051043e-07 4.5384310977301225e-08 1.0872944101030816e-07 2.784123532651743e-07 2.0395809348257796e-07 -1.2670496470705522e-07 -1.994957550245464e-07 3.7165302760001456e-08 1.3335388442426003e-07 -1.6837029308881235e-07 3.8380955669801986e-07 -3.4060719844420613e-06 6.339552545649709e-06 1.6616315901988693e-06
PC.PC7 -1.5147497367045566e-06 -1.0211047506177396e-07 6.42299951182988e-07 -1.2650241905671055e-06 -1.571108192570567e-06 -3.820938060212445e-07 -7.225441439193408e-08 -9.002153355348105e-08 9.77432272252269e-08 1.6206379783838537e-07 5.7032187440980414e-08 1.2351764297404912e-07 2.031742528089394e-06 1.8873775384053754e-07 1.3243681047534659e-08 1.3924052552701781e-08 1.7544606425310058e-07 -1.3230345545278617e-07 1.5087562154075103e-08 3.383367542556384e-08 3.48409609924453e-08 -1.673227315169744e-09 -1.0567598413881345e-08 2.1984887265308432e-08 -6.77763781714421e-08 -3.6691575035303614e-08 -2.0381242895395925e-07 -2.1984550791161727e-06 9.838092656182841e-07 1.4759830566006102e-06
PC.PC8 5.872451604377212e-07 1.4029242860311089e-08 -1.3529777209880555e-06 2.180099697850361e-06 3.6852200689835237e-06 1.1452842581467573e-06 6.712973088380816e-08 -6.817069732493806e-08 -1.8220848342900688e-08 8.120555394698347e-08 -5.149861674309403e-09 4.100900167991931e-08 1.8873775384053772e-07 2.5899496267667484e-06 9.994591032522274e-08 1.6186612437630813e-07 -8.188795890414468e-09 -1.1012388815151197e-08 5.283651252783224e-08 3.463835612238273e-08 -3.4875760077332166e-08 2.5847534279624443e-08 -2.848694608267175e-08 -7.239784102105969e-08 -6.382439259343084e-08 -1.1383116738775091e-07 -2.2142752895932402e-07 2.488740549518939e-06 -4.5486144543162865e-07 -1.2053632646755379e-06
PC.PC9 -4.161702940812336e-07 -5.478593387118485e-09 -1.5314319852496502e-06 -9.424751068541242e-07 -3.5706952215025715e-07 -8.670462333254458e-08 5.032334091592161e-09 -3.296329370301411e-08 5.538404645015303e-09 5.150103728495017e-08 1.1833942842651496e-08 -8.197378474393437e-08 1.3243681047534525e-08 9.994591032522302e-08 2.1039190826635273e-06 2.5955049673755973e-07 1.3483123835119806e-07 4.720672646459439e-08 -3.0830671960278464e-07 6.831180842284744e-08 6.477197487950913e-08 2.766251732589664e-08 -5.532501049482526e-08 -3.478242121476846e-08 2.537166809417772e-07 -1.4248240764342583e-07 1.7031657680649493e-07 1.237894575139194e-06 -1.4830128317325315e-08 -3.86799155908071e-06
PC.PC10 9.308213494050124e-08 8.246025026285793e-08 1.798667167334248e-06 7.48534333487889e-07 -4.153324880928248e-06 -2.1974793080595185e-06 3.684647921581444e-08 -3.753494783216501e-08 6.680854149988576e-08 -4.520833381133084e-10 -2.591475880700492e-08 1.0093551759367595e-07 1.3924052552701015e-08 1.618661243763094e-07 2.595504967375589e-07 3.4200979770556664e-06 -1.759212717439959e-07 -1.0553739506884566e-07 1.466825683364153e-07 9.682892119555977e-09 -4.770116603310945e-08 -4.866450300182733e-09 4.995621446717383e-08 -2.7391122610303017e-07 3.340522958985897e-08 4.08712075716238e-08 1.9066592039607897e-06 -1.7636083431769812e-06 2.7389286539456583e-06 -3.683975758435563e-07
PC.PC11 -3.6825648801396226e-06 -7.994678491604648e-08 1.951540603296162e-06 5.176155488324208e-07 1.6950508039664644e-06 7.626250042469121e-07 1.711325101506548e-08 -3.8675695861076685e-07 1.6281033245372164e-07 -1.3583349674369246e-07 1.3992182264269106e-07 7.858326403051029e-07 1.754460642531011e-07 -8.188795890414132e-09 1.3483123835119734e-07 -1.7592127174399666e-07 2.6288889169830927e-06 -1.1034143022734006e-07 1.1698350092149946e-07 2.324577193840328e-07 1.312674471630052e-07 -5.138453716176031e-08 -1.8986262552649558e-08 -1.0697361664121585e-07 3.3492949547697983e-08 2.01379357490849e-08 -2.2924473901113257e-07 -1.2353618083447393e-07 3.2178907758397296e-06 -1.201874769384251e-06
PC.PC12 -2.4812242643750463e-07 -6.887594505989684e-08 5.280737903814687e-07 2.1864763164268532e-07 3.5483058414687944e-07 -5.830354319849935e-08 6.695082488578263e-08 -1.6680940269930031e-07 -8.996445122821836e-08 3.0127319988631255e-08 1.1831110952704538e-07 4.538431097730115e-08 -1.3230345545278654e-07 -1.1012388815151093e-08 4.7206726464594474e-08 -1.0553739506884614e-07 -1.1034143022734043e-07 3.587818574332065e-06 -2.7371944567893337e-07 9.083418153421529e-08 9.524106981692029e-08 3.46792580174638e-07 -1.9569290355537899e-07 -6.766833972545371e-08 3.480863633561986e-07 6.947292001949087e-08 -5.711219084353486e-07 2.3903545192948543e-07 -1.8448512509814034e-06 4.584413794569593e-08
PC.PC13 -3.5114611131920796e-06 -1.8640773630692568e-07 6.326165706993392e-07 6.173258629367425e-07 -2.268337890855543e-07 -3.2071922546815974e-07 -4.492330311497208e-08 -3.6725570539116595e-08 7.401281837053062e-09 -2.632423722448315e-08 -5.058270367250368e-08 1.0872944101030682e-07 1.5087562154074977e-08 5.283651252783202e-08 -3.0830671960278517e-07 1.4668256833641458e-07 1.1698350092149873e-07 -2.7371944567893316e-07 2.0961112543119755e-06 1.734672108969261e-08 -8.012664519688157e-08 1.0491571669882555e-07 4.446149943185298e-08 -2.803531281438282e-08 -2.464233740536184e-07 -9.01167705942155e-08 -3.864541657303141e-07 -9.87272462951515e-07 -1.5977938504495916e-08 -3.3307538348738185e-07
PC.PC14 -1.1732980632779625e-06 -2.338103648132092e-09 3.701288605127341e-07 -6.321368111543998e-07 -6.204862403507006e-07 -1.560426500602994e-07 -4.941244144516001e-08 -1.1148734221503233e-07 8.760801131996434e-08 5.07210051466274e-08 8.958037378697591e-10 2.7841235326517354e-07 3.3833675425563874e-08 3.463835612238293e-08 6.831180842284764e-08 9.682892119555843e-09 2.3245771938403268e-07 9.083418153421461e-08 1.7346721089691985e-08 2.0157440068748798e-06 6.788726908711838e-08 -6.526742743943036e-08 -1.55540104116277e-08 7.021051040403306e-08 7.804093550734597e-08 -4.675356962244005e-08 -7.403875610342419e-07 2.670139456268893e-06 -1.4692855411323047e-06 -1.5969554192200006e-06
PC.PC15 -1.931611048716129e-06 -3.29916212124738e-08 -7.004258369157299e-07 -8.515420600683287e-07 -3.008529726073176e-07 -8.807007264073138e-08 2.075629775682336e-08 -1.051295215708886e-07 4.3154108176997327e-08 -4.9508975766066776e-09 9.27632825034337e-09 2.039580934825774e-07 3.484096099244521e-08 -3.4875760077332074e-08 6.477197487950908e-08 -4.770116603310939e-08 1.312674471630049e-07 9.524106981691969e-08 -8.012664519688235e-08 6.788726908711812e-08 2.164083673183648e-06 3.182279633531987e-08 -1.2982590244260644e-09 -7.706675911929567e-08 1.8046379586340868e-07 7.812753153094908e-09 -1.0213603377334309e-06 6.002729080359473e-07 -1.763177067088416e-08 -2.3654865358784553e-06
PC.PC16 5.054535639802896e-07 -2.7618421291511793e-08 -1.5522724894693378e-06 8.969724110553603e-07 3.228346543399248e-06 1.2904466212761014e-06 -8.07812743296329e-08 2.524883729358429e-08 -2.755832731815415e-08 9.017468212656377e-08 -7.623868752328662e-08 -1.2670496470705509e-07 -1.6732273151694117e-09 2.584753427962407e-08 2.7662517325896955e-08 -4.866450300183339e-09 -5.138453716176052e-08 3.4679258017463843e-07 1.0491571669882532e-07 -6.526742743942828e-08 3.1822796335320234e-08 2.2544478092498307e-06 -9.803886434677446e-08 -4.3129727027094006e-07 -1.2277793118373855e-07 1.8072641638884522e-07 1.2414922791538632e-07 1.9828607820642575e-06 -2.7712568906950695e-06 -2.443573199416132e-06
PC.PC17 1.3289074172992472e-06 9.720156926935047e-08 -1.1948620090348835e-07 -1.3084266319865183e-06 2.796336161841956e-07 4.763297664243431e-07 -2.995227782403026e-09 -8.305021074107712e-08 5.556045667530753e-08 -5.53740226077031e-08 -2.1491419434095246e-10 -1.9949575502454592e-07 -1.0567598413881075e-08 -2.8486946082671807e-08 -5.5325010494824965e-08 4.9956214467174275e-08 -1.8986262552649435e-08 -1.9569290355537846e-07 4.446149943185236e-08 -1.5554010411627593e-08 -1.298259024425917e-09 -9.803886434677504e-08 1.952784289752101e-06 4.0612889488882875e-08 -1.9854478409238402e-07 -1.59103013176537e-09 -2.2696553803118827e-07 8.211942457925696e-07 -1.7723546586902952e-06 8.299111940787732e-07
PC.PC18 9.14716243495009e-07 8.104003851981289e-08 -1.3704235655011372e-06 -4.470792484103812e-06 -4.703820350110673e-06 -1.316114462225116e-06 1.0692500329293982e-08 -2.8450882087107217e-08 2.2771948922493396e-08 -1.0930262725222758e-07 6.990933127601784e-08 3.7165302760002376e-08 2.1984887265308383e-08 -7.239784102105982e-08 -3.478242121476887e-08 -2.739112261030276e-07 -1.0697361664121618e-07 -6.766833972545409e-08 -2.803531281438213e-08 7.021051040403248e-08 -7.706675911929624e-08 -4.312972702709419e-07 4.0612889488881896e-08 3.2970272322580656e-06 -2.7476858552699623e-09 2.281890810610226e-07 7.285137850476593e-07 4.6308121021879565e-06 -2.7328623466316068e-06 -4.428713855615375e-06
PC.PC19 -1.290119016556122e-06 -6.907977988845648e-08 -8.087117790471832e-07 -5.853590608706574e-07 -1.589441099735362e-06 -7.785405013603358e-07 9.691206450027759e-08 -1.5059106561435977e-07 -3.394867368423976e-08 1.3322969687791865e-07 1.798182075022694e-07 1.3335388442426024e-07 -6.77763781714416e-08 -6.382439259343006e-08 2.537166809417769e-07 3.340522958985866e-08 3.349294954769874e-08 3.4808636335619777e-07 -2.464233740536177e-07 7.804093550734585e-08 1.8046379586340897e-07 -1.227779311837376e-07 -1.9854478409238466e-07 -2.7476858552707775e-09 3.252156449148508e-06 3.980365037380082e-07 4.44276081789877e-09 2.0031448853228614e-06 8.892106820283505e-07 -2.9585578952546806e-06
PC.PC20 1.24331859151979e-06 -3.537497453172491e-08 6.223756825659491e-07 -6.325587650340751e-07 -5.560871682671075e-07 -6.717049253875858e-08 -1.0645845286206668e-07 5.391154476818453e-08 -2.6024823972652175e-08 1.2824598644621346e-07 -1.2145645940671051e-08 -1.683702930888119e-07 -3.669157503530328e-08 -1.1383116738775053e-07 -1.424824076434262e-07 4.087120757162411e-08 2.0137935749084483e-08 6.947292001949121e-08 -9.011677059421487e-08 -4.675356962243976e-08 7.812753153094691e-09 1.8072641638884657e-07 -1.5910301317656327e-09 2.2818908106102267e-07 3.9803650373800806e-07 2.381927731494047e-06 8.575150047687157e-07 1.7017847663782535e-08 9.768512431084198e-07 1.082603270924252e-06
proband -6.58661458549384e-06 -9.526596918567353e-08 3.6404296562472954e-06 2.343273390604468e-06 -1.4790244544380432e-06 -9.175623459859371e-07 1.5279810847400367e-07 -1.0352770855793822e-06 1.3510924114053063e-06 1.2701507021064185e-06 1.7803234622030408e-07 3.83809556698021e-07 -2.0381242895395759e-07 -2.2142752895932426e-07 1.703165768064939e-07 1.906659203960782e-06 -2.292447390111333e-07 -5.711219084353473e-07 -3.864541657303009e-07 -7.403875610342424e-07 -1.0213603377334324e-06 1.2414922791538463e-07 -2.26965538031192e-07 7.285137850476599e-07 4.442760817895216e-09 8.575150047687109e-07 0.0003375806926400866 -0.0001778394099698395 -1.9798317898783767e-05 1.0299205358825638e-05
maternal 7.385102298609127e-06 2.5902967394905186e-06 -2.572094767096387e-05 7.141847807587634e-06 1.1677646978501789e-05 3.3314099600393084e-06 -2.1576235361016683e-07 -6.034858513558663e-08 -1.4531714249322726e-06 -1.1794878309702646e-06 -1.9062438608938382e-06 -3.4060719844420486e-06 -2.1984550791161735e-06 2.4887405495189415e-06 1.237894575139182e-06 -1.7636083431769935e-06 -1.2353618083447695e-07 2.3903545192946494e-07 -9.872724629515406e-07 2.6701394562688966e-06 6.002729080359199e-07 1.9828607820642537e-06 8.211942457925758e-07 4.630812102187948e-06 2.0031448853228674e-06 1.7017847663782506e-08 -0.00017783940996983852 0.001249607007801041 -0.0007943770500361601 -0.0008598920557696076
gpm 4.8041479797195616e-05 1.0416054167516973e-06 2.2995989928818455e-05 -1.4186207370999664e-05 -1.9383997160590574e-05 -3.4892502640081156e-06 -4.2484136557197865e-07 -3.1942802801699613e-07 4.072215100340838e-06 9.91979740343586e-07 6.01689118067996e-06 6.339552545649673e-06 9.838092656182754e-07 -4.5486144543161944e-07 -1.4830128317325596e-08 2.7389286539456985e-06 3.2178907758397136e-06 -1.8448512509813888e-06 -1.597793850447098e-08 -1.4692855411323025e-06 -1.763177067087346e-08 -2.771256890695057e-06 -1.7723546586902982e-06 -2.73286234663159e-06 8.892106820283489e-07 9.76851243108427e-07 -1.9798317898783936e-05 -0.0007943770500361559 0.00209717537237106 -0.0004993697399104738
gmm -2.486508712060487e-05 -5.5160306593334546e-06 2.7643864765707708e-05 1.1451356245445723e-05 8.033304750680346e-06 -3.6226527253577393e-06 1.7004696720213484e-06 -1.4284023957954915e-06 2.2372187392276183e-06 -1.988670879437309e-06 1.4261685530516086e-06 1.6616315901988816e-06 1.4759830566006214e-06 -1.2053632646755552e-06 -3.867991559080698e-06 -3.683975758435633e-07 -1.2018747693842291e-06 4.5844137945716194e-08 -3.3307538348737047e-07 -1.5969554192200156e-06 -2.3654865358784257e-06 -2.4435731994161304e-06 8.299111940787647e-07 -4.428713855615399e-06 -2.958557895254692e-06 1.0826032709242606e-06 1.0299205358825166e-05 -0.0008598920557696145 -0.0004993697399104647 0.0021532137451768223
