 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0045469264701971 0.00014389384552567267 0.0024793004552863237 0.005664007194113484 0.005763171945197376 0.0015837023949022424 4.36156977425427e-06 1.5254561465614372e-05 -9.626281855005163e-06 7.43691160789257e-06 -3.5725778041476987e-06 -6.992319990824089e-06 2.861184583059355e-06 -1.3686294251253895e-06 -3.216711624714705e-06 -1.9346444806546617e-06 -5.687722595812906e-06 -3.0216876614211704e-06 -1.4274673787614221e-05 5.71568142864185e-06 2.288184234586843e-06 2.306422823369784e-06 8.41280341279757e-07 4.6837878293214665e-06 6.72997664244718e-06 4.993710877050212e-06 -6.92550861594833e-06 6.551653902113877e-05 0.0001265762891083236 1.1830009459010673e-05 -0.00013918009562793038 0.00011531403562343895 -0.0003293775779605007
AGE 0.00014389384552567286 7.520904179122813e-06 -8.675085881141053e-06 -2.151085773048638e-05 -1.998195372819027e-05 -5.1331322262931935e-06 7.99047931246186e-08 8.007716755848408e-07 -3.456935051065668e-07 3.281769978966692e-07 3.640245669297801e-08 -1.787461466089404e-07 -9.475325116407812e-08 -5.771529698301089e-08 -1.233113847905973e-07 1.0479727833693644e-07 -2.7358102547215612e-08 -4.053807817522267e-07 -6.719149702914816e-07 2.5709403660556133e-07 2.0375275385997298e-07 3.014200276755178e-09 4.984702643812023e-08 1.0742080392718836e-07 1.967268385336493e-07 -6.98189677608598e-08 4.857831875269466e-07 -2.638030253579087e-06 1.6210208095486025e-05 5.5403544466806855e-06 3.3317175702270803e-07 -1.3885630008906646e-06 -2.611675961687024e-05
sex 0.002479300455285689 -8.675085881138651e-06 0.025682253133499106 0.029962612621908802 0.020601384392575202 0.004318990235270327 -5.7230857064885855e-06 9.252735433878063e-06 -2.562100427289605e-06 -7.463244107808581e-06 1.3631289552740256e-05 -2.3794962866391627e-06 5.384358047489814e-07 1.0999768982866622e-05 2.935750762768825e-06 4.124193725221835e-06 -1.4078855168604248e-06 1.5514872679333715e-05 -1.0190738252755876e-06 1.1709402236449744e-05 -1.7747648793544192e-06 -7.882624963629953e-06 4.188611130171764e-06 -2.54711390812307e-06 1.6038869098035483e-05 7.49991716135633e-06 4.6049544122601345e-05 0.00034307588698319634 0.00017336718146864673 -0.00010831562898931397 -0.0002255670750277616 -0.0002317847125578203 -0.0002088646020290845
age_sex 0.005664007194113053 -2.1510857730485462e-05 0.02996261262191286 0.05614481234585082 0.0503270802949603 0.012646009605162161 -1.4612728724868461e-06 9.213149553231501e-06 1.034339911979558e-05 -4.216109364509533e-06 1.0044869170885954e-05 3.7736369415107433e-06 -4.373155892135006e-06 1.2467267150301985e-05 -3.1006218493105646e-06 1.4170072381969835e-05 -1.0943167560767123e-05 2.141699551855153e-05 -1.1657823800845792e-06 7.918931728281675e-06 5.640892029506767e-06 -5.440578030780851e-10 7.94307279659787e-06 -9.503875507472933e-06 4.298390633264325e-06 -8.93678981392433e-06 -5.2335379266908975e-05 0.0008284529870233326 0.00043450466360247787 -0.00016519089280845895 -0.0008311445749727859 -0.0003868434204871867 -0.0005820878710016285
age2_sex 0.005763171945197363 -1.9981953728190766e-05 0.020601384392580697 0.05032708029496392 0.0514852002694942 0.01407575354263205 -1.3017379206565866e-06 6.291439497428234e-06 1.5465327590049615e-05 -1.2199556623082195e-06 5.952376036095282e-06 6.033618060973158e-06 -4.821174413340538e-06 8.895929695945453e-06 -6.5518588330435425e-06 7.222157933979771e-06 -6.868754805792529e-06 1.8492186633523782e-05 -1.1999059403383967e-06 2.608096543550323e-06 9.342501621623782e-06 8.729025624291001e-06 9.12511188795602e-06 -1.240937555283801e-05 -7.331278574682858e-06 -1.432759412997527e-05 -6.888726965676979e-05 0.0008518673815613014 0.0003209783291089148 -6.504425092143106e-05 -0.0010186691609909673 -0.00018682845303995694 -0.0005546937602829936
age3_sex 0.001583702394902309 -5.133132226293583e-06 0.004318990235272069 0.012646009605163754 0.01407575354263267 0.004073378683335355 -6.878031305187809e-07 1.7290220957176238e-06 4.779893365678541e-06 1.7052002309837496e-07 1.2306954968536172e-06 1.6605790502403662e-06 -1.2415537271784218e-06 2.034428204844068e-06 -2.506031767905458e-06 2.385652139425172e-07 -9.620084835888052e-07 4.700870855209606e-06 -4.481541368880003e-07 1.1383494392193038e-07 2.9916779262594304e-06 4.052703194914243e-06 2.6825826382633056e-06 -4.260545776888803e-06 -4.027243221221973e-06 -4.319099518223657e-06 -1.1297042509415693e-05 0.00022134001134450863 5.9572879922456836e-05 1.482262687490041e-05 -0.00032246295610606474 -7.529569681742042e-07 -0.00015944827611020566
PC.PC1 4.361569774254544e-06 7.99047931246214e-08 -5.72308570648779e-06 -1.4612728724853534e-06 -1.301737920655153e-06 -6.87803130518394e-07 2.2610636273203247e-06 -3.185541345748923e-08 -1.7894014305802666e-07 -1.294930540335426e-07 7.939170816987033e-08 -8.77844224486852e-08 -1.4756388242077474e-07 1.0573725549923595e-07 6.003676001444387e-08 -1.3966992940426131e-08 -4.247568488400833e-09 1.992325456600909e-07 -2.4141165099577113e-07 -9.047263450140047e-08 2.0741342641824202e-07 -1.634633117469447e-07 9.86747869892352e-09 1.4120761498386363e-07 4.609048065610654e-07 -2.763555029170189e-07 1.6378579001688024e-07 -3.523407545423269e-06 2.7359602682207033e-06 -1.4296043070916677e-06 8.677225230330219e-06 -4.892934902614422e-06 4.922995858030685e-07
PC.PC2 1.52545614656149e-05 8.007716755848647e-07 9.252735433879044e-06 9.213149553231593e-06 6.291439497427617e-06 1.7290220957173531e-06 -3.185541345749184e-08 3.5995051253286745e-06 -6.420069561746249e-08 9.152712490570891e-08 1.7166941957687768e-07 -9.89292803813013e-07 -1.610159028348093e-07 -4.492253037029449e-08 1.2699709414143296e-07 1.0141697019707309e-07 -8.899521588244724e-07 -4.3223240076389367e-07 3.2900190865265554e-08 -2.5994621081038e-07 -1.767052496085656e-07 7.525600142478386e-08 -1.2504394158862227e-07 -2.1004887181140067e-07 -3.541610167502556e-07 3.2166388730524144e-08 -1.069378375026101e-07 9.693318624159918e-07 -4.8134083270008e-06 -7.379058491403302e-07 -3.2028609635100174e-06 4.859307087974476e-07 -2.3009728464513424e-06
PC.PC3 -9.626281855004902e-06 -3.456935051065626e-07 -2.5621004272868303e-06 1.0343399119798423e-05 1.546532759005105e-05 4.779893365678696e-06 -1.7894014305802668e-07 -6.420069561746224e-08 4.226387606920116e-06 3.4340960410915545e-08 4.1869361816543744e-07 4.824710769584307e-07 9.492159629458042e-08 -6.6489712787798e-08 -1.0039561512104841e-07 4.340907636957923e-07 3.8678774484639387e-07 -3.4159622555772726e-07 1.5057867048936858e-07 1.1350225242974726e-07 4.231144383817927e-08 -1.2571480248830203e-07 2.1200992205434993e-07 -6.508553477644167e-08 -3.6757714175088896e-07 -1.1561975133744651e-07 1.8010757949891664e-06 -4.314015243842735e-06 -8.04187808155338e-06 8.845869324403347e-06 9.166174920471184e-06 1.5475988288316103e-05 1.0887631937266753e-05
PC.PC4 7.436911607891923e-06 3.281769978966543e-07 -7.463244107812412e-06 -4.216109364513096e-06 -1.2199556623101196e-06 1.705200230980844e-07 -1.2949305403354186e-07 9.152712490570635e-08 3.434096041091702e-08 5.742154100011615e-06 8.010455752531815e-07 -3.9087995671224027e-07 2.1686120808333765e-07 -1.1685417201715424e-07 1.7993639822255705e-07 7.427096865909384e-08 -1.8991232491873926e-07 -6.823986752844647e-08 2.5874429383204195e-09 -1.0968782179621051e-08 -1.4405597810329697e-07 1.934617040365395e-07 -1.3377414798850944e-07 -8.331867009873014e-07 3.2786197807605493e-07 4.596807402902863e-07 -8.155976518966784e-07 -1.1669382064441704e-07 8.377119771550623e-07 1.2022470054884295e-06 1.0636307490722181e-05 1.7681245170888599e-06 -8.111617131504217e-06
