 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00016840668081820093 1.2902956473041466e-06 -7.168855604722481e-07 -6.978619625331505e-06 2.8254027124975943e-06 3.370743533825485e-06 -9.334604200648122e-08 6.555367998641645e-07 -3.1572040879836304e-07 1.4636173300558656e-07 1.345091401797111e-07 1.0985981903262552e-07 -3.943063362563513e-07 2.2323711631489794e-07 1.1340803271097107e-07 5.085165014591138e-09 2.734644398328767e-07 1.9409077082801673e-08 -1.9648105728339575e-07 -1.6287340833335165e-07 -2.2590310206854742e-07 1.3302081787154254e-07 5.168930349071741e-07 -3.0731441750717066e-08 7.665738212931678e-08 -3.888213749823069e-07 3.7029184103383947e-07
AGE 1.2902956473041265e-06 5.286518273619916e-07 6.31828641692954e-07 2.828716027503263e-07 -7.476529132197981e-07 -3.3879256763520554e-07 -1.3388849994742346e-08 5.042461532499845e-08 -3.833721249711823e-08 2.460056988109072e-08 5.570551254364758e-08 3.449410631753122e-08 -3.393974258862238e-08 1.2013012175182895e-08 2.5175460468077547e-08 3.1089588735426334e-08 5.53820908625917e-08 -1.4082739799169913e-09 -5.418273098228994e-08 1.3647628146594194e-08 2.2486607449659283e-09 -1.0521057828727937e-08 2.0493725891852372e-08 -2.7682973391781144e-09 3.5406990393092325e-09 -3.217373181444309e-08 -2.16161815476895e-07
sex -7.168855604722731e-07 6.318286416929409e-07 0.0010332559309188117 9.473666980343428e-05 -0.00026341733802486727 -6.945746446387331e-05 2.6272266816627506e-07 2.262132142251617e-07 -3.3824618221715036e-07 1.976188212400138e-07 1.229925187313366e-06 -5.561098042554846e-07 -2.638449326820843e-07 -6.102573511874835e-08 -4.1656851537748626e-07 1.5112320487217272e-07 6.117231184976449e-07 -5.438539170697967e-07 -2.223210437367241e-07 2.4769811046050466e-07 -2.1513438200763217e-07 -7.090712498149662e-07 3.5181246395024366e-07 -4.883255687373884e-07 -3.8047762937793525e-07 2.9308505671269236e-07 4.0835704756053735e-06
age_sex -6.978619625331492e-06 2.828716027503164e-07 9.47366698034338e-05 0.0004679117962734111 -6.404216469706171e-05 -0.00015250235674693432 3.3174339719154916e-07 1.8811391109990813e-07 1.2176260232410674e-07 2.437292960867599e-07 2.0434720368035532e-08 2.1195699791378474e-07 -3.3418364994297186e-07 -3.94075169534724e-08 -2.024085594042684e-07 9.691800743422154e-07 -5.558838863044001e-07 -2.0931768866237918e-08 4.898412921793653e-07 -3.416788553336562e-08 -1.625368463439048e-07 -3.296253257336269e-07 -8.219905062157982e-07 -2.449835427266444e-07 1.4963737106770385e-07 2.299775972300916e-07 -7.86902904353088e-08
age2_sex 2.8254027124975795e-06 -7.476529132197925e-07 -0.00026341733802486776 -6.404216469706227e-05 0.00014843836362338857 5.2763050026718746e-05 -8.623726000340256e-09 -5.610092823143585e-08 2.6846545214047807e-07 -8.010202283565842e-08 -3.674357305189224e-07 6.40563669316496e-08 9.697095115270556e-08 5.3995766182610874e-08 1.9042972449837422e-07 -1.4703705398255454e-07 3.202429767433583e-08 1.2666360651290002e-07 1.3038037293821375e-07 -2.467193990423989e-07 9.544768259475289e-08 -3.914139513644733e-08 6.246810642876428e-08 1.1434220581325097e-08 1.2020268586205958e-07 4.2918141995575245e-08 6.073294888617868e-08
age3_sex 3.3707435338254764e-06 -3.387925676352016e-07 -6.945746446387326e-05 -0.00015250235674693492 5.2763050026718604e-05 7.394537216830625e-05 -7.967663494642192e-08 -4.992102367452244e-08 6.903977230842978e-08 -5.2134979775520927e-08 -7.994352385865475e-08 -1.110204659259738e-07 1.0533704795833939e-07 5.1880005942031474e-08 4.540822326664114e-08 -3.302794902566378e-07 2.2276413911277965e-07 -5.542643424883511e-08 -1.5765992771678008e-07 -1.0180515204908602e-07 3.3434055686721216e-08 3.986400316414602e-08 2.6507335481880507e-07 -1.903145423322786e-09 -3.532631853227898e-08 -8.389132385915731e-10 -4.0049300297582954e-07
PC.PC1 -9.334604200647881e-08 -1.3388849994742356e-08 2.6272266816626055e-07 3.3174339719147203e-07 -8.623726000329456e-09 -7.967663494639629e-08 3.3972507715145e-07 -1.9354281269969683e-09 3.7866987917797275e-10 -2.2866040032300414e-08 -2.3194418908758736e-08 4.700336636920744e-10 -1.669258281274821e-08 1.6377972900397234e-08 1.782835566622015e-08 -8.571328805721373e-09 -5.610396650634853e-10 1.309989272103067e-08 -9.217720101609275e-09 -1.0990505178361634e-08 2.218405124933861e-08 -6.0240867235184135e-09 4.554815014091145e-09 -1.1121688140220168e-08 -9.374689073215943e-10 -1.3352621638129152e-08 1.8056352768700834e-07
PC.PC2 6.555367998641035e-07 5.0424615324998e-08 2.2621321422515705e-07 1.8811391109987454e-07 -5.610092823143168e-08 -4.9921023674511326e-08 -1.9354281269973724e-09 5.828701489936621e-07 -3.140052361965247e-08 3.484436601820109e-08 2.6128182545030966e-08 -3.7865938425456056e-08 -7.850969007045019e-10 -1.0285196212974863e-08 -1.914786219885672e-09 1.372923080683686e-08 3.59117973139776e-09 -9.087513109474918e-09 2.6217882696759584e-08 5.221118479119106e-09 -8.60780851475935e-09 1.2842185600384713e-08 -3.024324298905033e-08 -5.073720121152008e-09 -1.855493051443484e-09 1.2383126694667719e-08 -6.255253972898662e-07
PC.PC3 -3.1572040879836966e-07 -3.833721249711834e-08 -3.382461822171501e-07 1.2176260232410362e-07 2.6846545214047807e-07 6.9039772308431e-08 3.786698791783285e-10 -3.140052361965156e-08 7.003594887700292e-07 3.375408228576059e-08 3.559405403987685e-08 1.3025973458730821e-08 2.4785765541144216e-08 -3.539998599779959e-08 5.0227273619836365e-09 3.412844833009887e-08 -1.2407346560853657e-08 -2.3516396707349516e-08 -1.4840119643501145e-08 1.9163822874723508e-08 1.520421246901017e-08 -2.432535233150861e-08 4.962131707386401e-09 4.865680417501098e-08 8.769320514038999e-09 -4.553014322744254e-09 1.3079701861212308e-06
PC.PC4 1.463617330055924e-07 2.4600569881090922e-08 1.9761882124001457e-07 2.437292960867591e-07 -8.010202283565868e-08 -5.213497977552055e-08 -2.2866040032300593e-08 3.4844366018202025e-08 3.375408228576012e-08 8.996237561476372e-07 7.038212530079097e-08 -4.188913376165804e-08 1.223500093622818e-07 4.273349060557217e-08 3.834001834136964e-09 -3.063598782957322e-08 -1.2392317967985897e-08 4.771283587334091e-08 -5.229269674636985e-09 4.0386576788066656e-08 1.3035620587308591e-08 3.3146219001616594e-08 -1.3189109406814627e-08 2.804434970791598e-09 -4.79404149568151e-09 -2.5436698501908137e-08 1.9232844437811033e-09
