 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00025230477999305557 1.8947621266922579e-06 -1.6505304956958845e-06 -9.070842128682258e-06 4.131870865941383e-06 5.489569052754515e-06 4.018094608272183e-07 1.576492925698656e-06 -7.445278465516498e-07 6.311656654746473e-07 2.545995218463366e-07 4.238034500975002e-07 -1.771246485660737e-07 2.7680928930988967e-07 -8.048286024267552e-08 2.4879108393136514e-07 7.688124114994012e-07 6.660575073161404e-08 -7.223014131340206e-07 -2.8492680037664646e-08 -7.218298803314202e-07 4.0763125574868703e-07 1.3734741227863079e-06 -1.958581931222895e-08 9.23581370942889e-08 -7.536005356708747e-07 -7.030986254373893e-06 -1.5032334538071216e-07 1.6066704036533447e-05
AGE 1.8947621266922903e-06 6.224356517613433e-07 4.87119709430643e-07 5.364456172611559e-07 -6.544069834583498e-07 -4.43110098903723e-07 -1.9799495163742324e-08 6.253135068412169e-08 -3.2540264006994994e-08 3.073990066407341e-08 6.918872918558053e-08 3.2272926232344833e-08 -4.962190857820752e-08 1.2165598544355086e-08 7.375652987211303e-09 4.3603589024993106e-08 5.827751695722329e-08 5.2978414321534406e-09 -5.682468597426446e-08 1.3653946499130799e-08 5.337976920884385e-09 -1.591603183674036e-08 1.545217940636941e-11 -9.243940789271965e-09 1.48273546438984e-08 -3.7131586649414845e-08 -1.5286172654186852e-07 1.6815160325716338e-07 -4.5744617524457336e-07
sex -1.650530495695821e-06 4.871197094306419e-07 0.0009657675760677349 7.628750233186603e-05 -0.0002566532801466455 -6.177232349099898e-05 2.5060343550153927e-07 2.508040185878519e-07 -1.474063503796914e-07 1.2907666943757436e-07 1.4989081293979728e-06 -6.952186789714995e-07 -3.445927619351236e-07 2.8838830470379362e-08 -3.2057653353350037e-07 -2.0648282945537743e-07 4.651437158689237e-07 -5.541464346123156e-07 -2.595754974622068e-07 3.3495113649810615e-07 -2.770590534207122e-07 -7.473117625267057e-07 -1.2877976849621247e-07 -5.309102263361323e-07 -3.0811193765313134e-07 5.791684177227372e-07 -1.2077860221072003e-06 1.1834497883672782e-05 3.030889135152286e-06
age_sex -9.070842128682241e-06 5.364456172611656e-07 7.628750233186879e-05 0.0004890237503401762 -5.801372526912165e-05 -0.00017509305147351992 3.664961757872883e-07 2.2152288490249883e-07 -6.258800274618879e-08 3.755329506617443e-07 2.647425464582399e-08 1.7894726707922496e-07 -2.7142507415926847e-07 9.77852310253264e-08 8.888913987694167e-10 9.09511984260189e-07 -6.703732551462385e-07 -1.43126471363252e-07 5.854912753117196e-07 7.28738430315303e-08 -2.268278533644701e-07 -7.15936272441951e-08 -6.116032825776484e-07 -4.176054082986769e-07 1.3106561085255365e-07 1.5760641985959744e-07 5.196588944685623e-06 -2.037372314504469e-07 -2.923921767899805e-06
age2_sex 4.131870865941332e-06 -6.544069834583478e-07 -0.0002566532801466449 -5.8013725269120086e-05 0.0001504070226101395 5.165440614882514e-05 -4.220659830197272e-09 -9.241492443071592e-08 1.9223428590514028e-07 -8.407342800478366e-08 -4.7218426812123065e-07 1.5510794173828169e-07 1.3864110267825785e-07 -8.17812756167655e-08 1.1683241352615639e-07 3.8644022283174985e-08 9.13778089218639e-08 1.60023192959932e-07 1.6923062790726685e-07 -2.95844995506381e-07 2.0650897465262252e-08 -4.6028916484048096e-08 2.2394462683791827e-07 1.4326418586776208e-07 8.013140511018565e-08 4.7261326737731374e-09 -7.395743210516243e-07 -4.591207713809412e-07 1.7597444337449805e-07
age3_sex 5.489569052754485e-06 -4.4311009890372617e-07 -6.177232349099958e-05 -0.00017509305147351962 5.165440614882561e-05 9.013158396508428e-05 -7.363990149020051e-08 -4.890402852443697e-08 1.377156222186489e-07 -1.19410987869293e-07 -1.3313619818105484e-07 -4.7497686432278446e-08 1.1175784543306582e-07 9.791369945952501e-10 -4.3974664426832065e-08 -2.9527833459391804e-07 2.784796732674317e-07 -1.3491101510570888e-08 -2.5938977427425325e-07 -1.353141366008909e-07 6.452505300132214e-08 -5.501416829097048e-08 6.607380865055596e-08 8.190111582314153e-08 -8.155485897276879e-08 4.489565480824456e-08 -9.137251479595609e-07 -3.1142885249551455e-06 1.315942563161396e-06
PC.PC1 4.0180946082721235e-07 -1.9799495163742467e-08 2.506034355015376e-07 3.664961757872879e-07 -4.220659830196396e-09 -7.363990149020027e-08 4.773522201547037e-07 -2.2372781724566757e-08 8.45006864682794e-09 -9.793564516871047e-09 -3.596092440204955e-08 6.775057149531071e-09 -9.269147478473239e-09 2.475551828745187e-08 3.911120012729407e-08 -1.0972952572150753e-08 -1.194266078697538e-08 1.3948950641855993e-08 -7.331945578357523e-09 -2.3200028130628516e-08 3.161906555491494e-08 7.341985445956241e-09 1.2071621227076532e-08 -1.9252339124044876e-08 -9.736031438373435e-09 -5.069170700954602e-09 -8.631956264988462e-09 5.351910209535269e-08 4.406780647675267e-07
PC.PC2 1.5764929256985463e-06 6.253135068412071e-08 2.508040185878544e-07 2.2152288490250137e-07 -9.241492443071825e-08 -4.890402852443881e-08 -2.2372781724566086e-08 9.132573512720368e-07 -4.639874834689281e-08 5.017798267237862e-08 1.431939047145815e-08 -1.3336866922663617e-08 -1.770630812311852e-09 -2.734853102063957e-08 1.8337040161974203e-08 1.6189466435552e-08 2.181089420373755e-09 -1.3914740803286714e-08 -1.1717560011777832e-08 -1.0455911444331646e-08 -2.1757380676322175e-08 4.7862374564699954e-08 8.297725708173118e-09 1.1216925655040697e-08 6.728422532586947e-09 9.083305736628338e-09 -2.956266592631607e-07 -1.1482342261659447e-07 -5.542827325216305e-07
PC.PC3 -7.445278465516578e-07 -3.254026400699496e-08 -1.4740635037969077e-07 -6.258800274618933e-08 1.9223428590513988e-07 1.377156222186491e-07 8.450068646827062e-09 -4.6398748346892784e-08 1.0495668324347306e-06 7.766637339932087e-09 6.721175916533401e-08 9.788007330907445e-09 1.1678428090987088e-08 -4.446870855716953e-08 -1.5972532140859706e-09 4.6946638818894414e-08 -5.834730337278159e-09 -1.6155762929749254e-08 -7.912638721101344e-09 3.607434440390439e-08 1.052282231038415e-08 -4.5312959659080075e-08 -6.834316647502022e-09 5.798347852857827e-08 1.9174042853702693e-08 1.5836425486408617e-08 1.1085997585012651e-07 1.1447259253611718e-06 1.872297089190146e-06
PC.PC4 6.311656654746442e-07 3.073990066407353e-08 1.2907666943757497e-07 3.7553295066174167e-07 -8.407342800478415e-08 -1.1941098786929214e-07 -9.793564516871004e-09 5.017798267237849e-08 7.766637339932656e-09 1.3160299441897834e-06 9.637032022051569e-08 -4.201863870873012e-08 1.1725947431968112e-07 4.4055181365366e-08 1.0440265082558766e-08 -2.3970392971812552e-08 -1.3759848425703346e-08 4.7219646399170306e-08 -1.8622201936512632e-08 4.1000185384318534e-08 5.533721085158881e-09 3.731892688277648e-08 -9.798105288023556e-09 1.0806355667025317e-08 -1.3361752765420921e-09 -4.13916441097817e-08 1.1738556694241052e-07 6.607041451972778e-07 -1.0714093354709417e-06
