 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.00014618393422778365 1.3055546210945486e-06 -7.058643803330051e-07 -8.523019105226154e-06 3.0688823570864577e-06 4.93973922209587e-06 -3.136941976902979e-08 6.550741347720707e-07 5.7372591431204336e-08 4.597528354107943e-08 1.6042285722772422e-07 6.867778012036866e-08 -4.413205820995197e-07 2.7367411639001493e-07 8.914967413335534e-08 -5.801151628453142e-08 1.5016162922208894e-07 4.006205568525112e-08 -1.8048056838043485e-07 -1.3959326699856805e-07 -2.0216712488758993e-07 3.018255221590119e-08 2.3741017926261245e-07 -6.324242504003972e-08 8.514711721193572e-08 -1.5463654738652706e-07 -4.518658264340783e-06 -2.033801765852949e-06 1.1704565784201572e-05
AGE 1.3055546210945434e-06 5.072760725385341e-07 3.5876259045216704e-07 4.6385851299082063e-07 -4.991002561719889e-07 -3.953823331853621e-07 -1.4119958631318109e-08 3.579114301701871e-08 -3.271141790136816e-08 2.361559592644531e-08 5.421987805569619e-08 2.9289033975325688e-08 -2.9784670896487584e-08 7.659276258246966e-09 1.9966290365114483e-08 2.81221345737646e-08 4.5603862793003235e-08 3.566534890725166e-09 -4.797883971063976e-08 1.2521508588445857e-08 1.525000796798136e-09 -5.623521788475319e-09 1.827308240913422e-08 -5.4892198385017976e-09 5.290207242229271e-09 -3.395305200073316e-08 -1.3335521905461203e-08 3.648483670748819e-08 -3.5984252330515804e-07
sex -7.058643803330233e-07 3.5876259045217344e-07 0.0008319082815943102 5.7805486840777185e-05 -0.00021987141254480163 -4.709550645175695e-05 2.3062448549430717e-07 2.177057380215524e-07 -1.392080373089115e-07 3.0315057305633894e-07 1.1060334322502836e-06 -4.4996692287791667e-07 -7.769598396404442e-08 5.171086980030713e-08 -3.6900895968814437e-07 8.867057388323263e-08 4.570454834657691e-07 -4.856384824590373e-07 -2.194620960301369e-07 2.640326457824512e-07 -1.1505862092510953e-07 -5.339120399265839e-07 3.9101198657261196e-07 -3.1526990582244667e-07 -2.3505187221036984e-07 2.41048181958949e-07 4.598349776506781e-07 5.657962339760619e-06 -4.948510926472394e-07
age_sex -8.523019105226137e-06 4.6385851299082105e-07 5.780548684077833e-05 0.0004401173541577909 -4.467007469226751e-05 -0.0001613889301003529 2.670032815020181e-07 7.513420603296333e-08 1.1131643289541804e-07 3.3672126265422817e-07 1.0789817791633836e-07 -7.034319355595167e-08 -3.128016544921734e-07 4.2796343782981436e-08 -6.909262787751265e-08 7.560407180230321e-07 -4.930279584867107e-07 4.933512559131908e-08 4.867300510392746e-07 8.182632467547821e-08 -6.257928266135999e-08 -2.7068900842757847e-07 -7.415821955252792e-07 -2.5477779359895563e-07 -1.4076741366928422e-08 1.0273605206280414e-07 1.6896080357602378e-06 7.060676392975606e-07 -1.1481853357137982e-06
age2_sex 3.068882357086457e-06 -4.991002561719905e-07 -0.00021987141254480085 -4.4670074692267126e-05 0.0001269178007133441 3.985581793814541e-05 -2.1110061577687804e-09 -5.480629560055717e-08 1.7252959125916696e-07 -1.5053918237115975e-07 -3.5896456774294914e-07 8.360807889085189e-08 -1.4111935649481281e-09 -9.225549964477863e-09 1.743885415705222e-07 -1.1895952675448163e-07 6.656161541791478e-08 1.628298643485048e-07 1.056961917508092e-07 -2.495279222323271e-07 6.017755950770828e-08 -3.4099950526894514e-08 -6.025939715034786e-09 2.538270487150345e-09 8.602886339264191e-08 2.8075647865721233e-08 -1.9400071393926983e-06 2.3884099760728025e-06 1.573749620148682e-06
age3_sex 4.939739222095854e-06 -3.953823331853626e-07 -4.7095506451757094e-05 -0.00016138893010035296 3.985581793814548e-05 8.314616692651507e-05 -3.981396130577051e-08 1.557228927341806e-08 5.4463533923581145e-08 -1.398421341200456e-07 -1.56309349958941e-07 5.083121692580865e-08 9.423955907232934e-08 -9.904961176669129e-09 -4.53058467761499e-08 -2.3700726653093347e-07 1.7797953050451715e-07 -4.328234640829978e-08 -2.1025701800444283e-07 -1.624252634862339e-07 1.2301012515670036e-08 4.346230907201262e-08 2.355755335370946e-07 3.5249353877192915e-08 2.747679316901233e-08 3.8227982877265576e-08 3.2588981529629803e-07 -3.0441750721525174e-06 -3.3668700740196253e-07
PC.PC1 -3.13694197690221e-08 -1.4119958631318004e-08 2.3062448549430963e-07 2.670032815020172e-07 -2.1110061577698115e-09 -3.981396130577029e-08 2.945546887360153e-07 1.6227977225233806e-09 1.626806745288804e-08 -2.36580053434075e-08 -1.986874936789679e-08 -8.75419715833259e-10 -1.759545065635686e-08 1.7327141603361764e-08 1.3503754342042946e-08 -9.868168003602425e-09 1.4152588549912986e-09 1.2674811919976416e-08 -1.0771291104417076e-08 -7.943873492665442e-09 1.5658159513093786e-08 -6.492656142323072e-09 4.404541197784951e-09 -8.607878116911216e-09 -1.4679709644590805e-10 -1.0801636378346133e-08 1.1933125227422474e-08 9.469593085326195e-10 3.0917703905554246e-07
PC.PC2 6.550741347719973e-07 3.579114301701812e-08 2.1770573802155459e-07 7.513420603296931e-08 -5.4806295600558535e-08 1.5572289273415732e-08 1.6227977225232057e-09 5.033519007343635e-07 -3.414294829170538e-08 3.810449058560635e-08 1.7385240581200855e-08 -4.110419407503163e-08 -4.663504374114353e-10 -1.1083453792716843e-08 -4.7930380710425335e-09 1.1908483559519341e-08 -8.704109171375676e-09 -4.653452302288581e-09 2.8104315482609915e-08 3.4503741839395746e-09 -3.346017939935402e-09 5.2079299366165215e-09 -4.828334795462404e-08 -1.0459289378852951e-08 -2.9864485109139783e-09 1.3730582588182286e-08 -2.086865823629629e-07 -3.1490170994665784e-07 -4.3995976703893385e-07
PC.PC3 5.737259143119538e-08 -3.271141790136806e-08 -1.392080373089081e-07 1.1131643289541773e-07 1.7252959125916614e-07 5.446353392358146e-08 1.626806745288796e-08 -3.414294829170488e-08 6.305355282810809e-07 3.3277532655656763e-08 3.793729694334779e-08 1.6375768562477032e-08 1.2951742988561887e-08 -2.6653374788437382e-08 1.5827336305320399e-09 3.965680630350505e-08 -2.6470061835288554e-09 -1.8767815496400734e-08 -1.3568605782698749e-08 1.8692768513377272e-08 2.8406425275811875e-09 -1.6767694592939345e-08 5.279690372727734e-09 4.199643906051952e-08 3.099923037279398e-09 6.228938270748666e-10 1.2709508837276558e-07 9.185142728934507e-07 1.218699074266501e-06
PC.PC4 4.597528354107521e-08 2.3615595926445126e-08 3.0315057305634085e-07 3.3672126265422854e-07 -1.5053918237116078e-07 -1.3984213412004606e-07 -2.365800534340752e-08 3.810449058560642e-08 3.327753265565563e-08 7.569236806175015e-07 5.410874922530376e-08 -3.7303706107823066e-08 1.0984596233263472e-07 4.0080911148651504e-08 3.1022812227199727e-09 -3.443409437687844e-08 -1.3164963478901844e-08 3.71931541014127e-08 -2.0776829028921414e-09 3.141913233193381e-08 1.3042228193277738e-08 2.6933640065560525e-08 -1.8737294590633548e-08 -1.0060822019472007e-09 -5.509743168350005e-09 -1.9677108472898444e-08 1.8184216578987205e-07 4.1493764163491303e-07 -8.75800375199635e-07
