 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.0016080253727294958 5.581749033240901e-07 1.0534945555271205e-05 -2.5530893999207198e-05 3.388815556911529e-06 1.5058264846510586e-05 2.531427761375473e-05 -4.300391582815018e-06 0.00013277668068661938 1.6387623386615946e-05 -1.2761121260537742e-05 6.169134684238812e-06 -1.573181922554763e-05 5.267918029303778e-06 -3.5844650026979353e-06 -1.176108967596813e-06 1.7709354330798614e-06 2.6730519427385312e-06 6.069893979944352e-07 -1.5188411139774088e-07 -1.804000792975795e-05 3.1300936902306413e-07 3.600132988163337e-08 -2.359904652777979e-06 -1.5404485454708687e-06 3.5626151204593686e-06 1.9131929052853313e-05
AGE 5.581749033241011e-07 1.4817442467281145e-06 2.1612099518266643e-07 1.7607858562412872e-06 -1.172727323710075e-06 -9.934908222207483e-07 -1.0409418595756592e-07 2.7229313909850686e-08 -4.6436559968090045e-08 7.045893318691163e-08 1.058795522513244e-07 5.608629563770355e-08 -5.611288058140872e-08 3.474710197455356e-08 7.563495394690663e-08 7.851116737461386e-08 7.463224333830003e-08 -2.902163782723297e-08 -8.96892998506061e-08 -2.242493396333369e-08 2.896357914717472e-08 1.9946432512986927e-08 1.0842932654207238e-08 -1.571274593268996e-08 5.835613719769378e-08 -8.198440425024199e-08 -4.2921880048796273e-07
sex 1.0534945555270871e-05 2.1612099518266447e-07 0.0016423641528150405 -0.000183888527710206 -0.0007336427326981567 0.00027465573415313277 1.5634453011766185e-06 1.0442043785288211e-07 7.317791163903505e-07 3.793461098390915e-07 1.8561285789787517e-06 -6.809545944135615e-07 -1.2949023197895973e-06 3.605002715848959e-07 -1.4388925905832655e-06 9.124933249457212e-07 2.4480592948717643e-07 -7.165845687752453e-07 -1.0920570246062618e-06 8.27981593769077e-08 -5.909158917677316e-07 -1.6186730660298638e-06 3.9154503177794906e-07 -1.2804329769988907e-06 3.344972215598388e-07 1.1295070479052112e-07 1.3020441382641337e-05
age_sex -2.5530893999207214e-05 1.7607858562412988e-06 -0.00018388852771020116 0.0009641453354299226 0.0002551794137667886 -0.0005283440792465876 2.6285605073841916e-07 3.549074565525728e-07 1.5742559442842493e-07 7.61433973493248e-07 -3.4642064482970965e-07 -8.75029733542327e-08 -5.479511712384741e-08 -1.4370498613748174e-07 -3.119991627592412e-07 5.867117855663757e-07 -7.010363517512306e-07 1.3880840766148342e-07 1.0793459498472112e-06 1.3147366138515197e-06 -2.9671834273888676e-06 -9.03409106595164e-07 -9.652410686904763e-07 -6.020830448899603e-08 1.1634890406784217e-07 1.0862151870973442e-06 -1.8663675236265463e-06
age2_sex 3.3888155569116715e-06 -1.1727273237100676e-06 -0.0007336427326981544 0.0002551794137667926 0.0006399530020149619 -0.0003275153320692424 -4.2036715179486026e-07 3.835977830492209e-07 1.093935671885872e-06 -1.9209374170407707e-07 -1.0262821004668686e-06 1.0718936581480305e-07 1.284870461748498e-06 -2.2576853303077418e-07 3.5204279884597046e-07 -1.1686391825599967e-06 8.290937234954241e-07 5.792371425391067e-07 7.136124465436414e-07 9.721878254142535e-07 -1.0978315920574322e-06 -1.2735775308786135e-07 -3.104269020742475e-07 8.110190436955625e-07 -5.70555914109913e-07 6.144616945152246e-07 -1.0124429431374293e-05
age3_sex 1.5058264846510515e-05 -9.93490822220758e-07 0.0002746557341531291 -0.0005283440792465886 -0.0003275153320692397 0.00043461308551500066 2.0794506466412541e-07 -3.337228037933124e-07 -2.1404374751467518e-07 -1.6524907241457072e-07 3.212637313777585e-07 3.982859078575147e-08 -5.775935025898676e-07 7.411661671258978e-08 1.0427289729791748e-07 3.827718471019153e-07 -1.4282943451722963e-07 -2.380553951718749e-07 -7.683623762394706e-07 -1.3961574710487095e-06 1.7933787811529452e-06 3.20511191842435e-07 3.5900335092854436e-07 -5.526918156023036e-07 2.2853032593959473e-07 -5.367925074386441e-07 6.628034560506393e-06
PC.PC1 2.531427761375341e-05 -1.0409418595756589e-07 1.5634453011766178e-06 2.628560507384368e-07 -4.2036715179486815e-07 2.0794506466411694e-07 5.544759229125058e-06 1.2305546481179815e-06 5.962157095851834e-06 -6.791142945468442e-07 1.7292236605054527e-06 4.8860449695763275e-08 -1.9729251989728677e-06 9.008107096519678e-07 -9.713476132988236e-07 3.944263533040966e-07 9.803170590858778e-07 -4.106879200881119e-08 -2.3891085500312485e-07 -7.102735922965009e-07 3.2847121846771344e-07 8.377954356762507e-08 -3.9492506954704165e-08 -9.887240464005559e-08 -4.0426912025522023e-07 3.356509739878855e-07 -3.510309884344454e-07
PC.PC2 -4.300391582815378e-06 2.7229313909850713e-08 1.0442043785288011e-07 3.5490745655257987e-07 3.8359778304922053e-07 -3.3372280379331703e-07 1.2305546481179713e-06 1.621408521012659e-06 2.4803269985968447e-07 -2.676254265496028e-07 6.429013871877371e-07 -4.40274250288001e-08 -4.1274987074792146e-07 1.7419515398467888e-07 -3.0137558856348374e-07 1.727163142707643e-07 3.2988002718942836e-07 -6.31647674906458e-08 -1.4901333961262335e-07 -1.590097718110593e-07 1.1740266262387494e-07 9.655245333039029e-08 -3.454730911541393e-08 -6.037283786682659e-09 -1.202066411144267e-07 1.324243796458769e-07 -1.4236411193143788e-06
PC.PC3 0.00013277668068661816 -4.643655996809121e-08 7.317791163903904e-07 1.574255944284439e-07 1.0939356718858441e-06 -2.1404374751467682e-07 5.962157095851946e-06 2.4803269985972396e-07 1.74166985336285e-05 9.556717197048712e-07 5.345498952526208e-08 5.216692214718796e-07 -2.6924963744153212e-06 1.0077509855554813e-06 -1.152305942411702e-06 2.2795633226721803e-07 9.132422479181496e-07 2.2317359242060677e-07 4.819098692153782e-08 -3.215098170981539e-07 -1.4933154057039225e-06 1.198745791443094e-07 -1.2831090701722796e-07 -2.6925644424444723e-07 -5.031131634671723e-07 9.227796550390379e-07 2.843882719272118e-06
PC.PC4 1.638762338661631e-05 7.045893318691246e-08 3.7934610983910306e-07 7.614339734932348e-07 -1.9209374170408413e-07 -1.652490724145613e-07 -6.791142945468281e-07 -2.676254265495995e-07 9.556717197049131e-07 1.9510056381789492e-06 -7.767589755604956e-07 3.541052785000255e-08 4.253570707831869e-07 -1.0565166914116829e-07 8.031240316844406e-08 -1.5637445593276288e-07 -1.4775403098292648e-07 2.2422138545909654e-07 9.98210641359184e-08 4.36458802072033e-07 -7.121993467243417e-07 7.155027875934461e-08 -1.1617442549312808e-08 -9.845739581416522e-08 -1.3604819856703374e-08 2.0150349829519673e-07 3.442249021848051e-07
