 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0010436833807325693 3.516890934193475e-05 -0.0001976175888439522 0.00017398189517020608 0.0005088694188475107 0.00020695589079438678 -2.963105450194973e-07 6.079561050984992e-06 -1.601132267390941e-06 3.7280326155555613e-06 -8.96307033657025e-07 -3.497870998550441e-06 -1.406789363289882e-06 6.64826368487793e-07 -1.2673006855724608e-06 9.758635876441713e-07 -3.875333510784448e-06 -5.803062111349202e-07 -5.1988511973501035e-06 -1.5449312440947608e-06 -2.560177737570249e-06 1.2148651518522584e-06 1.2247744256338485e-06 5.257552307929907e-07 -1.0923419818398353e-06 1.27655195735272e-06 -7.98349669748361e-06 2.572420046674102e-06 5.501984195334348e-05 -4.7441240227843816e-07
AGE 3.516890934193482e-05 2.444960216760083e-06 -6.665451298674518e-07 -1.8565775997755975e-06 -3.3360447839516443e-06 -1.053896358953837e-06 -1.1508412437141462e-07 3.215271964260936e-07 -6.250235187824312e-08 1.4125334809478348e-07 5.381446457824484e-08 -9.15043167830872e-08 -1.4580905606566797e-07 -1.005675905556965e-09 -5.841509466618979e-08 1.9553823189872962e-07 -1.4293217080774264e-07 -6.853519105574161e-08 -2.5231991929693793e-07 -1.643429974238727e-08 -1.3491348560483245e-08 -2.3518138320300923e-08 5.40970811393105e-09 4.572410151316728e-08 -1.8463819400253836e-08 -2.27962431307457e-08 2.248463261715279e-07 3.9064972853651805e-06 -1.8262121168334765e-06 -5.544072796236958e-06
sex -0.00019761758884395556 -6.665451298674535e-07 0.003589213499544632 0.0008952001664671423 -0.0018328611297966635 -0.0009264164395646736 1.5777542098059846e-07 3.9400420495953804e-07 -3.472777051850314e-07 3.52511577849157e-07 1.6587080574163972e-06 8.541074238449298e-07 -2.796061129167619e-07 -1.4368375253420048e-06 -1.0557403870680506e-06 3.004772122683481e-06 2.0287186092765167e-06 7.353980926160581e-07 1.325923403586516e-06 1.053408212296015e-06 -4.898107677044225e-07 -2.1306427313537367e-06 1.2248363235515193e-06 -2.1763271741299216e-06 -6.157049296426136e-07 6.342602638809093e-07 3.1628955780248996e-05 -9.235406907467928e-06 -2.5548090494736213e-05 3.3078866426672064e-05
age_sex 0.00017398189517020223 -1.8565775997756102e-06 0.0008952001664671663 0.002430703835641315 0.001804602525102829 0.000314322763635539 1.4501381055549306e-06 3.4941355300958034e-07 -1.5580531408292954e-08 1.2175864080498208e-06 -4.772198163416648e-07 7.631388168671852e-07 -1.3890513371476359e-06 3.2860743657977016e-06 -1.060657702238508e-06 1.2425145934705555e-06 2.888880777802437e-07 -7.764686990498629e-07 4.7202723691363494e-07 -7.533752087338541e-07 -9.155347636293992e-07 1.1446189313956374e-06 -9.227679102421989e-07 -5.67917860032976e-06 -4.2979017221029574e-09 -4.025907953893773e-07 9.994680831021222e-06 1.5229493586340656e-05 -4.974690350388461e-05 3.465574693846356e-05
age2_sex 0.000508869418847509 -3.3360447839516367e-06 -0.001832861129796624 0.0018046025251028546 0.004882638842284536 0.0018924462384620427 4.875756227244009e-07 -4.6275273500181795e-07 2.6491575504010915e-07 4.279285692871542e-07 -5.793927691904552e-07 -6.216550800723706e-07 -9.041989647698203e-07 5.109767536649642e-06 -1.2000731300639172e-06 -6.0679057171694534e-06 2.613625396678937e-06 -7.395062330608904e-07 -1.5668177382814031e-06 -1.3576856179641676e-06 -5.529579626417865e-07 3.824399603037105e-06 -1.537924296940452e-06 -4.211718769749279e-06 -1.1172278610266005e-06 3.529964579755734e-07 -3.349704154398279e-05 -4.008479697522336e-06 3.351079632393973e-05 2.32478590527494e-05
age3_sex 0.0002069558907943872 -1.0538963589538344e-06 -0.0009264164395646631 0.0003143227636355523 0.0018924462384620519 0.0008532726515088658 -1.501070676263883e-07 -1.4553479627249612e-07 1.8380765537181125e-07 -4.379591044979732e-08 3.1248838833680736e-08 -5.350743484902611e-07 -6.364963050432831e-08 1.6563706062315375e-06 -4.562513237633808e-07 -3.4126285807928598e-06 1.341556590913214e-06 -3.6834970855662483e-07 -1.1147517484348938e-06 -3.893927097718374e-07 -9.482750516621824e-08 1.448356402254179e-06 -7.171751528074289e-07 -9.087002130669636e-07 -7.401586281339843e-07 4.5767866795534796e-07 -1.9127201805038343e-05 -2.9068049789400477e-06 3.25335901264576e-05 -4.379921307990916e-06
PC.PC1 -2.9631054501959653e-07 -1.1508412437141573e-07 1.5777542098078674e-07 1.4501381055546322e-06 4.87575622723764e-07 -1.5010706762662162e-07 1.017180828340916e-06 -3.186277346916453e-08 -1.2093964658500252e-08 -8.198777935988464e-08 3.4608979865429304e-08 6.268009420294905e-09 -6.643953247019191e-08 9.348366043274233e-08 3.071183538972508e-08 2.0773963262108313e-08 1.681377877310686e-08 7.588095803136627e-08 -4.156640382628171e-08 -6.094527484067963e-08 1.9518452659672067e-08 -8.809696260603405e-08 1.6680703547356648e-08 1.0384077147757786e-08 7.991538717371149e-08 -1.280138904387184e-07 1.3025560449804697e-07 -5.232558509495737e-07 5.023686967066158e-07 1.8496755810848059e-06
PC.PC2 6.079561050984809e-06 3.2152719642608736e-07 3.9400420495961534e-07 3.4941355300950554e-07 -4.62752735002028e-07 -1.4553479627257913e-07 -3.186277346916406e-08 1.8343185797795377e-06 -8.909820358772783e-08 1.0245271616269545e-07 5.1024912339227875e-08 -5.494053108119895e-07 -1.057058709804888e-07 -1.2148448207157008e-07 6.529898220732511e-08 -1.2090512618834374e-08 -4.4476627436644484e-07 -2.0613332996151632e-07 -9.753211011741141e-08 -1.4777414207313478e-07 -1.3913670066087804e-07 8.277060336206844e-08 -1.9622943707238227e-08 -4.598542869110251e-08 -1.4849513788924e-07 5.7732734980415695e-08 -1.0754734251614356e-06 -1.8611699101346295e-07 -3.5315429234046586e-07 -1.833573255539972e-06
PC.PC3 -1.6011322673909684e-06 -6.250235187824328e-08 -3.472777051849251e-07 -1.5580531408303426e-08 2.6491575503994054e-07 1.8380765537173438e-07 -1.209396465850028e-08 -8.909820358772767e-08 2.046219902503492e-06 1.2014105077781647e-08 1.804108274549168e-07 2.2361330613966158e-07 1.0637237027360276e-07 -3.2918144325279475e-08 -3.0256722133543514e-08 1.304769986026323e-07 2.0393290529194505e-07 -7.028071947348544e-08 1.7712540554609172e-08 1.300947834734467e-07 4.8570434887732414e-08 -4.429590137584182e-08 4.367723883774049e-08 2.8289083637936557e-08 2.4351699886615243e-09 1.536803397769136e-08 1.747180919795185e-06 -1.5272350593971674e-06 4.050305557164355e-06 4.7487950138353996e-06
PC.PC4 3.7280326155555282e-06 1.4125334809478213e-07 3.5251157784912287e-07 1.2175864080497865e-06 4.279285692871581e-07 -4.37959104497889e-08 -8.198777935988495e-08 1.024527161626955e-07 1.2014105077782173e-08 2.5915164167355684e-06 2.826129169018871e-07 -2.498771758509355e-07 1.5626743251121097e-07 7.694211254926355e-08 9.993825429452584e-08 7.484237388964624e-09 -1.4952322274230274e-07 -1.4658526580716275e-08 -4.011438397160836e-08 4.9580995527596746e-08 -1.1422407557702684e-08 9.514117132896444e-08 -3.7029964677723406e-08 -1.0802296350728546e-07 1.6709780470273928e-07 1.570724393770569e-07 1.5268205036676111e-06 -2.163516611316608e-06 2.535990635723165e-06 -2.3216920724936137e-06
