 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
intercept 0.0029377652213660567 0.00010043071230928653 0.0006281848362440827 0.002419528910778949 0.003134645308647204 0.0010105023862870299 -4.199286864209439e-06 1.482545971907393e-05 2.39086982248828e-06 4.290726510433855e-06 -1.441644010474123e-06 -1.931557999462047e-06 1.8517190084061763e-06 2.385317749208253e-06 -4.117360979545096e-06 -2.3208400857346066e-06 -3.817670669677477e-06 -2.099407436654249e-06 -6.136694178099478e-06 1.7541833732031242e-06 -5.595417689734672e-09 2.684872142696219e-06 -1.205587807889316e-06 -8.476903411591441e-07 -1.3390585021581993e-06 7.725404221180452e-07 4.0419047443942506e-05 -7.84598720010074e-05 7.18372900859634e-05 -4.207127388021473e-06
AGE 0.00010043071230928679 5.726529175523098e-06 1.0769168183806191e-05 1.5326520371246444e-06 -5.738848705744468e-06 -2.6322457734894875e-06 -2.3863437586309423e-07 7.74803082856505e-07 3.9055280810762975e-08 2.114544368994121e-07 1.8256625059839548e-07 -1.3784504585325338e-08 -1.3132156712667482e-07 6.399948163355235e-08 -2.501353653190389e-07 1.241673145476184e-07 -1.452864031987104e-07 -1.7648729054404384e-07 -3.25972348422028e-07 6.580723456556065e-08 1.123369217297043e-07 -7.300342808520686e-08 -6.262316825598338e-08 -2.1622833922353732e-07 -1.3403348266010442e-08 -1.8021177755542966e-07 2.422597079139607e-06 -3.76221656985257e-06 7.3413541572304634e-06 -2.8422926445000326e-06
sex 0.0006281848362440525 1.0769168183806423e-05 0.0113152841814331 0.008312037808107636 0.0023413881690985123 -0.0002322857434890293 -1.723006678819844e-06 6.37049696166181e-06 -3.3806172947758954e-06 -2.6185394952532074e-07 7.124858394890741e-06 -9.073481804127215e-07 3.5450964807853784e-06 2.6534335542961674e-06 2.167625418939419e-06 -4.813032823701249e-07 3.851716611576523e-06 2.2441574837705968e-06 -2.1734442298553072e-06 5.1895074791421005e-06 -1.900214929321248e-06 -5.021413121631581e-06 2.4184488186664987e-06 4.667253253188839e-06 8.612678755810646e-06 4.114803483191137e-06 -5.2414398120188804e-05 0.00011065141723523335 -5.497686203610072e-05 6.395918194530992e-05
age_sex 0.0024195289107788944 1.5326520371245834e-06 0.008312037808107759 0.01978937223121626 0.019757355988029825 0.005377683734871759 -1.7281805824193646e-07 4.802844589776461e-06 2.4003297200492168e-06 -1.297820266012142e-06 -2.680393028956971e-06 1.7759350124891503e-06 5.930737571279817e-06 9.005749081713292e-07 1.26429281657385e-06 -3.157873454034654e-08 8.859001401212371e-07 4.6672262408898513e-07 -3.598391678447784e-06 3.993864185130982e-06 2.5044589097871073e-06 -2.7119887846003206e-06 -9.756795886603618e-07 8.786644073974884e-06 3.8247465057882866e-06 -3.2079615709469237e-06 -0.00012449420525447355 9.192322360631659e-05 -1.4051159833060132e-05 0.00011697619235615965
age2_sex 0.0031346453086471813 -5.738848705744934e-06 0.002341388169098723 0.019757355988030127 0.027115384647977938 0.008779146979497736 -1.3429530625469646e-06 8.490532055274814e-07 7.807497891676547e-06 -3.5539783953768287e-06 -6.519770826155057e-06 2.333795544729814e-06 7.475376920031338e-06 6.126614083277058e-07 3.3964738629660653e-07 -5.552740572583465e-06 6.911266919658732e-06 -7.403268967604285e-07 -4.9870929716879475e-06 2.2691820994553808e-06 4.504521007077688e-06 2.6461265508574116e-06 -2.9256237268446607e-06 9.852067942017275e-06 -1.968705612388097e-06 -3.73733199649252e-06 -0.0001451138333863575 -5.4745376086999295e-06 0.0001717528636950389 7.579094013033497e-05
age3_sex 0.0010105023862870327 -2.632245773489722e-06 -0.00023228574348893718 0.00537768373487193 0.008779146979497825 0.003091885833760241 -7.266323645266604e-07 -3.974454276865063e-07 3.1545239609011335e-06 -1.5138421499907341e-06 -2.0892993521839872e-06 4.399896425216694e-07 2.6023124551422177e-06 6.107893397365384e-07 -2.2258094394110242e-07 -3.009400128675059e-06 3.61736387686639e-06 -5.839137076659409e-07 -2.1052537727973596e-06 5.778707063426878e-07 1.5655416818399591e-06 1.8935951535892961e-06 -1.4661423518234323e-06 2.8357900423042226e-06 -1.6395479986259925e-06 -6.678878487879817e-07 -4.3046481942922976e-05 -3.9054743529401584e-05 0.00010905823132922716 7.050163125080743e-06
PC.PC1 -4.199286864209483e-06 -2.3863437586309666e-07 -1.7230066788199837e-06 -1.7281805824193257e-07 -1.3429530625468312e-06 -7.266323645266024e-07 1.796919760205402e-06 5.34885306494532e-08 4.230697992103131e-08 -2.1163245621846738e-07 1.0834756927759756e-07 -8.569078118581834e-08 -1.7820863036102303e-07 1.5647008379122672e-07 7.649711006076779e-08 -8.63008843296341e-08 -2.6298854323128524e-09 1.7536467725389278e-07 -1.9892679512719715e-07 -1.0765897131356469e-07 1.679133249693428e-07 -1.6383251024764028e-07 5.663108309211936e-08 -1.633928771822223e-08 1.9706345475050574e-07 -3.148246518003263e-07 5.429294112801339e-07 -3.2231566582662597e-06 -9.63033892873246e-07 6.5458231856226774e-06
PC.PC2 1.4825459719074094e-05 7.748030828565076e-07 6.370496961662097e-06 4.802844589777115e-06 8.490532055281688e-07 -3.974454276863131e-07 5.3488530649453915e-08 2.762757586053513e-06 -1.2541666249777284e-07 1.5931032870735498e-07 1.6947184320026165e-07 -5.110657343450405e-07 -1.6765728557407666e-07 -8.28317987768268e-08 2.5674840080571308e-08 8.266261488730974e-08 -4.821143346762737e-07 -2.844586219849049e-07 1.516004964090157e-07 -1.9001490166752494e-07 -6.076071009364965e-08 -9.582329444810594e-08 -2.6265362094404628e-08 -5.4985526339569356e-08 -1.45095844657922e-08 4.660204753391707e-08 -2.3051780611519894e-06 2.27552714883109e-06 -1.3204538188236788e-06 -3.070212175045062e-06
PC.PC3 2.390869822488512e-06 3.9055280810763226e-08 -3.3806172947765866e-06 2.40032972005067e-06 7.807497891678971e-06 3.154523960901932e-06 4.230697992103063e-08 -1.25416662497771e-07 3.354517876021138e-06 1.508431460292393e-07 2.4832556926749154e-07 2.4219031635764167e-07 6.555480473400593e-08 -1.731821046178254e-07 1.1057734348915187e-08 4.003849619481447e-07 2.1531099832986518e-07 -2.2494862845818118e-07 -1.9201969635194106e-08 1.542251276147991e-07 1.2623588273326435e-08 -1.2001799621563793e-07 8.755153184549407e-08 1.8231863688620524e-07 -8.722500082896686e-08 9.011818958957015e-09 4.342971041475711e-06 -5.340623284993294e-06 5.489251148662308e-06 8.8840339611143e-06
PC.PC4 4.290726510433788e-06 2.1145443689940958e-07 -2.618539495250158e-07 -1.2978202660120996e-06 -3.5539783953770185e-06 -1.5138421499908199e-06 -2.1163245621846672e-07 1.5931032870735487e-07 1.5084314602923814e-07 3.995352925282258e-06 3.2485110240944416e-07 -2.4278752456173577e-07 2.0880617471477314e-07 9.88560189140111e-09 3.335115214007866e-08 -1.9736272272536174e-07 -1.6536953363472925e-07 -2.5308237011708434e-08 5.3486620595888604e-08 6.284838599484819e-09 -1.4370741418529992e-07 2.1349279139101587e-07 -7.331898401537724e-08 -3.9623964608754524e-07 -1.3694363336545443e-07 2.091995975112288e-07 -4.770422174887253e-07 3.720393057563544e-06 1.6064020937109877e-06 -3.880514834451711e-08
PC.PC5 -1.44164401047396e-06 1.8256625059839537e-07 7.124858394889663e-06 -2.6803930289566554e-06 -6.519770826153598e-06 -2.089299352183397e-06 1.0834756927759662e-07 1.694718432002613e-07 2.483255692674924e-07 3.2485110240944453e-07 5.041408615122106e-06 1.826686984878191e-07 7.919524132179307e-08 -2.9739335260144943e-07 -5.256510081600177e-08 4.684724188136282e-07 1.1596904619220181e-07 2.0869524073010066e-07 -1.9403472990942916e-09 8.329579265575022e-08 -3.3659365633907524e-08 -1.486929651536673e-07 -3.456929149805593e-08 3.9965018092202196e-07 2.510364588089794e-07 -6.999015115385101e-08 1.3943178083381042e-06 -1.343426434063702e-07 6.400004757738462e-06 2.4064683293861635e-06
PC.PC6 -1.931557999461901e-06 -1.378450458532359e-08 -9.073481804127296e-07 1.7759350124898537e-06 2.3337955447307437e-06 4.399896425219556e-07 -8.569078118581875e-08 -5.110657343450397e-07 2.4219031635764204e-07 -2.427875245617347e-07 1.8266869848781805e-07 5.775534286905775e-06 2.1660544362032357e-07 4.673462205436578e-08 -5.617544264005786e-07 3.808320838568321e-07 1.237032350211387e-06 2.8224015405397484e-07 3.3110043180537875e-07 4.1327607565523325e-07 3.0298878075514074e-07 -3.4713598853225727e-07 -4.128565303619341e-07 1.9413978035344055e-07 1.0902788342057338e-07 -3.1918049012562246e-07 1.1228442194581237e-07 4.7294753678100975e-06 3.749958804822792e-06 -3.992378706845773e-06
PC.PC7 1.8517190084062274e-06 -1.313215671266757e-07 3.545096480785582e-06 5.930737571280399e-06 7.475376920031913e-06 2.6023124551423668e-06 -1.7820863036102327e-07 -1.6765728557407688e-07 6.555480473400687e-08 2.0880617471477473e-07 7.91952413217937e-08 2.1660544362032267e-07 4.661104788860959e-06 4.2674949769006526e-07 1.3626383741062606e-09 -9.292484269708616e-08 2.902007714165687e-07 -5.078935893764513e-07 9.579347294629113e-08 3.4374811541313887e-07 1.5145402084212873e-07 1.4042859340497018e-07 -7.381893729451581e-09 -9.818678808314632e-08 -7.101527846819772e-08 -3.8924612318738096e-08 -7.958634826304454e-07 -5.054282761370947e-06 -2.390434823168499e-06 8.632876493258269e-06
PC.PC8 2.3853177492082305e-06 6.399948163354855e-08 2.653433554296835e-06 9.005749081720811e-07 6.126614083281806e-07 6.107893397366242e-07 1.5647008379122706e-07 -8.283179877682717e-08 -1.7318210461782395e-07 9.885601891400652e-09 -2.9739335260144954e-07 4.6734622054364374e-08 4.2674949769006594e-07 6.386443678410373e-06 -1.451635711437434e-07 -1.2725553852843328e-06 3.819758175150702e-07 -3.790740912956746e-07 1.023939686988621e-07 -9.596864773723095e-08 1.0355048608102251e-07 3.8160171867025756e-07 -1.8282984791408876e-07 -1.375033281536476e-06 7.165603541817811e-08 -2.607285916467123e-07 1.8546670252644652e-06 -1.1504761905137014e-05 8.648977397283287e-06 7.655559347327997e-06
PC.PC9 -4.117360979545181e-06 -2.501353653190399e-07 2.1676254189395974e-06 1.2642928165736843e-06 3.39647386296204e-07 -2.2258094394125287e-07 7.649711006076842e-08 2.5674840080570838e-08 1.1057734348915283e-08 3.335115214007839e-08 -5.256510081600135e-08 -5.61754426400578e-07 1.3626383741059338e-09 -1.4516357114374516e-07 4.771946061065444e-06 3.5611205768793414e-07 6.256621620000985e-08 -1.2984801226998407e-08 -6.976746066252919e-07 1.2734857068087106e-07 1.2447321091203825e-07 -1.2056819682601157e-07 3.2579231944300993e-07 8.323027870642914e-08 5.398691746475633e-07 -1.7520019192575628e-07 1.0950851583523946e-06 -2.165919947628936e-06 -5.942292708657265e-06 5.189126066844406e-06
PC.PC10 -2.320840085734627e-06 1.241673145476173e-07 -4.813032823701214e-07 -3.1578734540380374e-08 -5.552740572583446e-06 -3.009400128675038e-06 -8.630088432963443e-08 8.266261488730949e-08 4.00384961948144e-07 -1.9736272272536232e-07 4.684724188136302e-07 3.8083208385683464e-07 -9.292484269708594e-08 -1.2725553852843332e-06 3.5611205768793345e-07 7.822325067710797e-06 -4.742979229243995e-07 -3.203033677683465e-07 4.172544664325962e-07 2.0377633473492274e-07 -1.1346065699344744e-07 -3.893099898505296e-07 1.6585226908048834e-07 8.328916273014328e-07 -3.500730579618997e-08 2.3005175912231405e-07 2.9803701009516405e-06 1.836901999315904e-06 2.0909624569204133e-06 -4.349456536191131e-06
PC.PC11 -3.817670669678127e-06 -1.4528640319871038e-07 3.851716611572773e-06 8.859001401154926e-07 6.911266919653678e-06 3.6173638768650766e-06 -2.6298854323126593e-09 -4.821143346762767e-07 2.1531099832986569e-07 -1.65369533634728e-07 1.1596904619220053e-07 1.2370323502113853e-06 2.9020077141656597e-07 3.819758175150702e-07 6.256621620000863e-08 -4.7429792292440256e-07 5.621490001604991e-06 -2.0294484295005625e-07 4.5406233540595317e-07 -6.866530149700741e-08 3.853359110371718e-08 1.0262698290028601e-07 -1.0843564196123419e-08 -4.1761597067373725e-07 2.1096301145297977e-07 1.2205354337714404e-07 3.8593754747619093e-07 4.345033740092511e-06 3.92001733811289e-06 -7.275551383144757e-06
PC.PC12 -2.0994074366543842e-06 -1.7648729054404492e-07 2.2441574837703605e-06 4.6672262408830157e-07 -7.403268967612734e-07 -5.839137076662104e-07 1.7536467725389307e-07 -2.8445862198490584e-07 -2.2494862845818147e-07 -2.530823701170883e-08 2.0869524073010026e-07 2.822401540539764e-07 -5.078935893764532e-07 -3.790740912956733e-07 -1.2984801226999526e-08 -3.20303367768348e-07 -2.029448429500558e-07 8.395997708143658e-06 -5.958892151118491e-07 9.376141153996776e-09 1.5417480363635784e-07 9.30922336313119e-07 -5.666036214213156e-07 1.0102939850170849e-07 6.731312197270959e-07 -2.4527383536070567e-08 -2.5994026785065823e-06 -2.0135812632693687e-06 6.54630370492177e-06 -3.4025208593355834e-06
PC.PC13 -6.136694178100443e-06 -3.259723484220638e-07 -2.1734442298584425e-06 -3.5983916784497896e-06 -4.987092971688176e-06 -2.105253772797159e-06 -1.9892679512719557e-07 1.5160049640900935e-07 -1.920196963519314e-08 5.348662059588784e-08 -1.9403472990951692e-09 3.311004318053791e-07 9.579347294629117e-08 1.0239396869886143e-07 -6.976746066252915e-07 4.1725446643259715e-07 4.540623354059526e-07 -5.958892151118503e-07 4.995703278187507e-06 2.7849897579643925e-07 6.058661139030769e-08 -1.230514800949399e-08 -1.1536499126171285e-07 -1.4682374020320898e-07 -5.260941143968471e-07 -1.317046126785809e-07 -1.9310033679979393e-06 1.5720502237788245e-06 -1.46244289775016e-06 -3.202409013132549e-06
PC.PC14 1.7541833732032267e-06 6.580723456556442e-08 5.189507479142227e-06 3.993864185131141e-06 2.269182099455481e-06 5.778707063427031e-07 -1.0765897131356486e-07 -1.9001490166752465e-07 1.5422512761479865e-07 6.284838599484654e-09 8.329579265574937e-08 4.1327607565523394e-07 3.4374811541313967e-07 -9.596864773723135e-08 1.273485706808716e-07 2.0377633473492274e-07 -6.866530149700604e-08 9.37614115399599e-09 2.784989757964391e-07 5.19689961073844e-06 1.3661068685338752e-07 6.448265815757513e-08 -9.581922222554157e-08 3.122273509094856e-07 8.872969186534452e-08 -3.45248994824183e-07 -1.653268233982872e-06 -3.70418756342099e-06 1.1977752472673026e-07 9.63882816996359e-06
PC.PC15 -5.595417689702352e-09 1.1233692172970568e-07 -1.90021492932104e-06 2.504458909787271e-06 4.504521007077714e-06 1.565541681839942e-06 1.679133249693424e-07 -6.076071009364925e-08 1.262358827332594e-08 -1.4370741418530042e-07 -3.3659365633907954e-08 3.0298878075514015e-07 1.5145402084212862e-07 1.0355048608102254e-07 1.2447321091203738e-07 -1.134606569934476e-07 3.853359110371599e-08 1.5417480363635684e-07 6.058661139030745e-08 1.366106868533857e-07 5.002360677638438e-06 2.9657024055022454e-07 -5.8287269294995973e-08 -4.0177406915483907e-07 1.5937480190959536e-07 2.0478052411283816e-08 5.575462640092961e-07 -5.9485286676714166e-06 -6.352295521603371e-06 3.7223014018299947e-06
PC.PC16 2.684872142696053e-06 -7.300342808520525e-08 -5.0214131216271664e-06 -2.7119887845989904e-06 2.6461265508554778e-06 1.8935951535882583e-06 -1.638325102476405e-07 -9.582329444810419e-08 -1.2001799621563987e-07 2.134927913910157e-07 -1.4869296515366345e-07 -3.4713598853225806e-07 1.4042859340497002e-07 3.8160171867025824e-07 -1.2056819682601056e-07 -3.893099898505289e-07 1.02626982900286e-07 9.309223363131185e-07 -1.2305148009494037e-08 6.448265815757865e-08 2.9657024055022676e-07 5.7582754489854655e-06 -1.7651966688840807e-07 -1.9869092939222445e-06 -4.888437449416829e-07 1.6529868400065263e-07 2.3761134148220588e-08 1.6602726098190329e-06 -9.226349033791501e-07 -1.6921196201541931e-06
PC.PC17 -1.2055878078893374e-06 -6.262316825598407e-08 2.4184488186665174e-06 -9.756795886604025e-07 -2.9256237268447014e-06 -1.4661423518234412e-06 5.6631083092119435e-08 -2.6265362094404757e-08 8.755153184549416e-08 -7.331898401537719e-08 -3.4569291498055836e-08 -4.128565303619336e-07 -7.381893729451455e-09 -1.8282984791408943e-07 3.2579231944301025e-07 1.6585226908048856e-07 -1.0843564196123502e-08 -5.666036214213156e-07 -1.1536499126171225e-07 -9.581922222554158e-08 -5.82872692949962e-08 -1.7651966688840916e-07 4.600289052848154e-06 1.1257272095019725e-07 -4.909850447908706e-07 -1.0842388923557581e-07 2.3621748044996875e-07 -1.9229279044769463e-06 -2.1707603466880626e-06 4.298517410021535e-06
PC.PC18 -8.476903411578227e-07 -2.162283392235417e-07 4.6672532531896345e-06 8.786644073983429e-06 9.852067942029107e-06 2.835790042308053e-06 -1.6339287718223235e-08 -5.498552633956948e-08 1.8231863688620826e-07 -3.9623964608754567e-07 3.9965018092201805e-07 1.941397803534422e-07 -9.818678808314383e-08 -1.3750332815364803e-06 8.32302787064292e-08 8.328916273014266e-07 -4.176159706737313e-07 1.0102939850171e-07 -1.4682374020321186e-07 3.1222735090948453e-07 -4.017740691548384e-07 -1.986909293922241e-06 1.1257272095019647e-07 1.0579072814311971e-05 5.419192092749142e-07 1.4214215864130234e-06 2.429954922745865e-06 6.860381625064581e-06 -3.1467452486774117e-06 -8.336557924146218e-06
