 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0007010810653489239 2.6697569048926597e-05 -0.00015266095121506366 0.00012505616080213004 0.00039814338488122417 0.0001666977418956548 -6.488427836504868e-07 3.473680997298805e-06 -6.550118165020233e-07 2.1254682689186783e-06 -4.6354375860480345e-07 -3.0605207980606374e-06 -1.2820952328404496e-06 5.469296966635146e-07 -6.573799969027697e-07 1.476178285058468e-07 -3.593158481943844e-06 -2.1122477605195512e-07 -3.548208933011783e-06 -9.359141132108567e-07 -1.638068879983398e-06 5.465787713698132e-07 8.263244588392969e-07 6.936316887988731e-07 -8.578200872228575e-07 1.33123881998946e-06 -7.262783054754038e-06 1.76640480225043e-05 4.294126284892683e-05 -4.131868293366858e-05
AGE 2.6697569048926678e-05 1.8656653136995205e-06 -7.033036482195174e-07 -1.841221263509929e-06 -2.697520299228799e-06 -9.070836247158059e-07 -6.111396431523791e-08 1.7020454799042885e-07 -6.405558419345964e-08 1.030048137861814e-07 6.213690436058122e-08 -5.434268758657944e-08 -8.011382342686729e-08 1.0635187701705689e-08 -1.831343707208443e-08 9.15697298738836e-08 -8.627299187505392e-08 -5.1633536132522045e-08 -1.867632440963875e-07 1.377650757959133e-08 -1.689762307019015e-08 -9.771133601607117e-09 6.410453363397337e-08 6.463870392413541e-08 -4.577511917630238e-08 -4.3009443414851006e-08 1.0651624403885568e-08 3.50976077522616e-06 -2.059333445945694e-07 -6.087987071327402e-06
sex -0.000152660951215071 -7.033036482194935e-07 0.002630262008308227 0.0006882845089425431 -0.0013799493962730767 -0.0007204247962461997 -6.501192240300055e-08 1.0939800576302271e-07 -1.6488942044914002e-07 7.693308805069336e-07 1.5543105038706067e-06 3.850202919279394e-08 2.574863321664292e-07 -1.325525358013936e-06 -1.2833107011024482e-06 1.9821717301750046e-06 1.3512856309660416e-06 7.945664947664665e-07 4.378743717955184e-07 7.601098295810816e-07 -9.204362727037507e-08 -1.959985840670781e-06 -1.6765146119358853e-07 -1.2886037489055137e-06 -6.187443074700548e-07 4.781011453716607e-07 1.3530146828835553e-05 -2.1748957284403594e-05 -1.4375491577363692e-07 2.9345618319208295e-05
age_sex 0.00012505616080213386 -1.8412212635099774e-06 0.0006882845089425577 0.0018469315844711466 0.001366908786824216 0.0002318511992049786 1.242298126092635e-06 1.314434299872522e-07 2.1222689010943841e-07 7.719664883826546e-07 -1.7504623157158896e-07 2.3467946469005246e-07 -1.2653970153538394e-06 1.5290285765425532e-06 -6.218705804179978e-07 9.968908001005051e-07 2.5794959235686033e-07 2.0971581449777438e-07 4.1376530698553845e-07 -4.768004741426651e-07 -5.040735854566814e-07 3.942712041057215e-07 -1.2405752227264505e-06 -3.819750183319029e-06 -3.844800197732549e-07 -4.477741515650959e-07 7.931105945901272e-06 3.4891016144264005e-06 -1.442295575071422e-05 9.526322505185272e-06
age2_sex 0.00039814338488122677 -2.6975202992288154e-06 -0.0013799493962730204 0.001366908786824187 0.003805197830200004 0.0015146416228013747 7.881159704936481e-07 -7.834426055101502e-08 -3.353248326153074e-07 -1.640907287510576e-07 -7.970240956744708e-07 4.394270430126389e-07 -8.599969644259335e-07 3.1486313467802124e-06 -4.839180712233197e-07 -4.24195332730477e-06 1.5776197709206806e-06 -3.8956463917085427e-07 -3.18562602765758e-07 -1.2076387892495495e-06 -6.693352883524782e-07 3.5868044490584284e-06 6.963871517963002e-07 -3.7215218143546955e-06 -6.164955067941402e-07 9.499889522511414e-08 -1.1540175927024394e-05 -1.4966410327855203e-06 2.3819333480465136e-05 -5.985447579126655e-06
age3_sex 0.00016669774189565352 -9.070836247157948e-07 -0.0007204247962461698 0.00023185119920495897 0.001514641622801353 0.0007047294301593774 7.68096775441236e-08 6.152530431771808e-08 -2.544824820292581e-07 -1.9792856097675336e-07 -2.0044520247045492e-07 2.254519454684696e-07 -5.406013386909877e-09 1.0938254436875433e-06 -3.6848378561050185e-07 -2.3598176069616157e-06 6.72698482728222e-07 -4.14031409053936e-07 -3.8220136251606174e-07 -5.27409353831068e-07 -3.6320742056212737e-07 1.7128196140811446e-06 7.379263538130261e-07 -1.0019291104908012e-06 -2.9232008158482875e-07 2.8490592044125556e-07 -7.668792509348863e-06 -2.921968298414622e-06 2.164367592640709e-05 -1.2491047507155715e-05
PC.PC1 -6.488427836505188e-07 -6.111396431523799e-08 -6.501192240273866e-08 1.2422981260927297e-06 7.881159704934127e-07 7.680967754399171e-08 6.131374145556164e-07 1.0170926239791428e-08 7.91497858865498e-09 -8.56118697832382e-08 3.9770699846055384e-08 3.9086999773647e-09 -6.310237531371282e-08 6.216189184000117e-08 1.0991652714497771e-08 2.4961682559309686e-08 1.4612821650458956e-08 5.5878976667124e-08 -3.3396882480733007e-08 -4.47144042638838e-08 1.2557294373622055e-08 -6.919012215836675e-08 2.098457354035273e-09 1.2725433073740098e-08 8.241008345076669e-08 -9.159205279638611e-08 8.531325891903424e-08 -1.8588661941721044e-07 -6.002108736683747e-07 1.8029926648125674e-06
PC.PC2 3.473680997298699e-06 1.7020454799042488e-07 1.0939800576314937e-07 1.314434299872414e-07 -7.834426055122104e-08 6.152530431762034e-08 1.017092623979159e-08 1.0562493331443487e-06 -8.98381164475812e-08 9.202042646905161e-08 3.6584345136099884e-08 -4.7535767563142254e-07 -8.429084614466639e-08 -7.679685824614865e-08 -2.788097884444434e-08 -4.0042899233631626e-08 -3.717698547720621e-07 -1.3059422184832713e-07 -3.5125324628327825e-08 -1.0963677336599966e-07 -9.16661007762682e-08 2.7347021942006834e-08 -8.99316857033441e-08 -4.898282763241293e-08 -1.297833716962023e-07 6.789007855594212e-08 -8.778622554305735e-07 -3.3429495209201777e-07 -1.2461483357725881e-07 -1.1790547240293494e-06
PC.PC3 -6.550118165020649e-07 -6.405558419346238e-08 -1.6488942044918248e-07 2.122268901094547e-07 -3.353248326152359e-07 -2.54482482029229e-07 7.914978588654735e-09 -8.983811644758192e-08 1.1898684983038213e-06 4.429028438864713e-08 1.0349831765104653e-07 1.8390831486179671e-07 7.569072057024967e-08 -1.3063047550593499e-08 2.031477204453106e-09 6.591681158608556e-08 1.5720007870718926e-07 -5.315913811608924e-08 6.043814663085772e-09 8.475834129088038e-08 3.747341448370698e-08 -1.2980100693615923e-08 3.967680843747826e-08 1.7422926050323593e-08 -3.2518018792966655e-08 -3.012170114987479e-08 1.0675518157129235e-06 -1.097693978796335e-06 3.828966389803141e-06 1.6845055106434424e-06
PC.PC4 2.125468268918684e-06 1.0300481378618166e-07 7.693308805069456e-07 7.719664883826722e-07 -1.640907287510548e-07 -1.9792856097675693e-07 -8.561186978323803e-08 9.202042646905185e-08 4.429028438864678e-08 1.4806383871171623e-06 1.4951133049321683e-07 -1.984871670151516e-07 1.5186645366164006e-07 8.373653013813743e-08 3.870453123760897e-08 -1.6416277328859127e-08 -1.2423343419295324e-07 2.2086604156626077e-08 -2.709048713273534e-08 4.816584721688439e-08 -9.320514821307369e-10 7.769479134325152e-08 -5.1803747715350665e-08 -1.021080031959076e-07 1.0887736686360343e-07 1.1152270219247346e-07 1.0001750437979694e-06 -1.0814591489942293e-06 1.0532385051556158e-06 -1.8295381911668381e-06
PC.PC5 -4.63543758604813e-07 6.213690436058161e-08 1.5543105038706603e-06 -1.7504623157160672e-07 -7.970240956745975e-07 -2.0044520247051522e-07 3.977069984605497e-08 3.658434513609993e-08 1.0349831765104704e-07 1.4951133049321702e-07 1.9533905241751767e-06 1.0657190859137806e-07 5.397750095487688e-08 3.25751009492064e-09 1.6116063921187546e-08 -1.935892770562037e-08 1.2109669058367688e-07 1.131902389490914e-07 -4.8706222921816656e-08 4.161670343674959e-09 -2.2524688664202935e-09 -5.975471799811645e-08 -3.970517579313718e-09 4.8355553376956376e-08 1.6598773959688995e-07 -1.7368571948160168e-08 1.3525922382884008e-07 -1.5096316605683233e-06 5.5944754427428666e-06 9.451862045316242e-07
PC.PC6 -3.060520798060584e-06 -5.434268758657654e-08 3.8502029192884505e-08 2.346794646900882e-07 4.3942704301255915e-07 2.2545194546842464e-07 3.908699977364377e-09 -4.753576756314232e-07 1.8390831486179608e-07 -1.9848716701515143e-07 1.0657190859137796e-07 2.4738757541327585e-06 1.5242039620619852e-07 5.510602533816281e-08 -8.718716528782147e-08 1.1465359235226464e-07 6.740472956450584e-07 2.250912794842359e-08 4.004893125458908e-08 2.5172644574393036e-07 1.784071798431951e-07 -1.0425030259487551e-07 -2.2172080382874885e-07 4.57699448533417e-08 1.1683217558271458e-07 -1.570857394320872e-07 1.2767712458725685e-07 -2.9755013662408308e-06 5.818497978268562e-06 1.3863132151951877e-06
PC.PC7 -1.282095232840438e-06 -8.011382342686608e-08 2.574863321664315e-07 -1.2653970153538898e-06 -8.5999696442603e-07 -5.4060133869478425e-09 -6.310237531371272e-08 -8.429084614466668e-08 7.569072057024933e-08 1.5186645366164014e-07 5.3977500954876495e-08 1.5242039620619846e-07 1.8006241980552146e-06 1.768697986195593e-07 7.4691453251831e-09 -2.1006118138283323e-09 1.5318244929086316e-07 -1.2850410334010824e-07 4.985618244550397e-09 3.0292480620283245e-08 3.432234273586302e-08 -9.804979171818572e-10 -2.325879527528154e-08 3.263074275568599e-08 -6.995761475406134e-08 -4.324096739833978e-08 -3.3441779545364755e-07 -1.8579434253151902e-06 5.240862930781381e-07 1.5165792583120107e-06
