 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0003529394387168229 2.76983469603114e-06 -1.8946813845074973e-06 -5.300350599969685e-06 2.434126169483792e-06 3.507360863569122e-06 9.259076250496376e-08 2.6523472951765574e-06 -2.439086274188996e-06 1.0021112596298196e-06 -1.3491654792592543e-09 6.874236003027478e-07 2.827224100334257e-07 2.7899244609942173e-07 -1.673511820231775e-08 5.757333976936577e-07 9.346750872583597e-07 -1.952984382247649e-08 -1.3744300808702901e-06 -1.3226883677732022e-07 -7.995834128564326e-07 3.23573603020611e-07 1.913355414707579e-06 2.515932984290608e-07 2.1618737930172259e-07 -1.0808915926446525e-06 -4.157099985642279e-06 3.9397238952262795e-06 1.4167883122642143e-05
AGE 2.76983469603112e-06 6.43784821243991e-07 3.696226267220584e-07 5.397325531631033e-07 -5.085939900610561e-07 -4.216496416076311e-07 -2.004708699966575e-08 6.072996694888875e-08 -4.8315263972062654e-08 2.4511905406288632e-08 5.840727347309124e-08 2.424533036093187e-08 -5.3524244289220335e-08 8.71247673591308e-09 1.3992948594845748e-08 4.858176952603373e-08 6.677504662217844e-08 -2.6490911788713463e-09 -5.709399507508076e-08 1.3469563987400624e-08 3.189044755105141e-09 -7.473121666441432e-09 1.4580236254897749e-08 -1.1064451342106856e-09 1.531240111837282e-08 -3.724389486089457e-08 -1.1502014653159141e-07 1.821041942749951e-07 -2.1040665370089417e-07
sex -1.8946813845074865e-06 3.696226267220567e-07 0.0007629089614612787 5.904081781917693e-05 -0.00020308789045517521 -5.0778951427913905e-05 1.9348811655787434e-07 2.5722268820106723e-07 -1.4802520262818822e-07 1.2470656009464595e-07 7.486714873277823e-07 -4.938792736832557e-07 -2.7534236840724374e-07 1.3985924465735108e-07 -4.146138198886736e-07 -2.5909584772392095e-07 1.728634383769744e-07 -1.4659475321556822e-07 -9.641931083326922e-08 4.565848933888348e-07 -2.6357256736525116e-07 -5.126408497128289e-07 -2.1095901095928907e-07 -2.52565573987685e-07 -4.369570532694166e-07 4.105259708237057e-07 9.395687827434318e-08 6.155527487034565e-06 -1.2473114986753465e-06
age_sex -5.300350599969782e-06 5.397325531631122e-07 5.9040817819178315e-05 0.0003753253419389175 -5.2504205280861426e-05 -0.0001313450481734226 3.6534234542709804e-07 3.912101902618025e-08 1.4228857240152665e-07 2.547596288348698e-07 -1.2236729645676317e-07 -2.946093552367093e-08 -3.8131172167038244e-07 8.823188545822276e-08 2.591620232443167e-07 1.1565200038172217e-06 -6.583464718502714e-07 -2.3442574345457146e-07 4.4198359898342433e-07 7.776998277718352e-09 -5.171195864403829e-07 -1.0482444337681162e-07 -8.520633798460267e-07 -1.5353499568783625e-08 1.359082937576603e-07 2.563423363866236e-07 1.4565657913310207e-06 -1.989928339892952e-07 1.033865893486417e-06
age2_sex 2.434126169483754e-06 -5.085939900610565e-07 -0.00020308789045517505 -5.250420528086063e-05 0.00011979569821518311 4.3780000419519404e-05 -6.971211224328904e-08 -1.0109833932931437e-07 1.501665586494628e-07 -9.031645857267304e-08 -7.344513080654619e-08 8.907327579037172e-08 1.6951234813951936e-07 -6.016175377808862e-08 1.8713667056314973e-07 -5.8437588872231454e-08 1.6761991509587857e-07 7.815385957795832e-08 3.034613931594039e-08 -2.5994838583077056e-07 6.8209550696603e-08 -1.6478305454492394e-07 1.2587581099372135e-07 -1.1652524125509746e-08 -3.814186290654333e-08 -1.710778276359727e-08 -1.5467236611327223e-06 1.862763094173035e-06 1.4750414763441389e-06
age3_sex 3.5073608635691156e-06 -4.2164964160763427e-07 -5.077895142791442e-05 -0.0001313450481734222 4.378000041951967e-05 6.673901524974889e-05 -1.0429458753374873e-07 6.449689773583679e-08 1.3866791444585709e-08 -4.071907607161402e-08 3.1820407797097143e-09 4.5791202189933647e-08 1.5182696721881994e-07 -3.9238023513407416e-08 -7.049023300439899e-08 -4.106263173475417e-07 2.9235634828467284e-07 7.339351423846743e-08 -2.120810901087746e-07 -7.834354943231839e-08 1.4848243744151004e-07 -2.80832696437408e-08 2.2066956002212802e-07 -8.920048332749061e-08 -1.0031298073985468e-07 -2.2000465916440638e-08 -4.8648370638413886e-08 -2.5156138878539737e-06 -1.9226114772955978e-07
PC.PC1 9.259076250497197e-08 -2.004708699966566e-08 1.93488116557875e-07 3.653423454270996e-07 -6.971211224328965e-08 -1.0429458753374941e-07 6.481180928259042e-07 -3.392250884299584e-08 -4.8189841531452257e-08 -1.752739946481831e-08 -4.3785796749943576e-08 1.2639444788930596e-08 4.526050879741128e-09 3.7216677563167703e-08 6.198675163529972e-08 -4.796547950777522e-09 -2.656413402569503e-08 1.3109720485738518e-08 -1.476061308604792e-09 -3.9144802238490677e-08 4.563228873794162e-08 1.2344494497514559e-08 1.1871081528614262e-08 -1.279430339850989e-08 -1.1302784602048185e-08 -1.157144684998124e-09 1.76222956654766e-08 3.206054835142103e-07 2.9970747451816994e-07
PC.PC2 2.6523472951766743e-06 6.072996694888956e-08 2.572226882010727e-07 3.9121019026186255e-08 -1.010983393293177e-07 6.449689773583378e-08 -3.392250884299692e-08 1.3328624123279021e-06 -8.777592910522486e-08 8.346097905312052e-08 1.3789898036386962e-08 5.935041776745612e-09 -1.0315791478940941e-09 -5.93788940672473e-08 3.063595638903826e-08 5.5447073257138825e-09 -3.010984697559259e-08 -2.468565083854477e-08 -4.9970615827167064e-08 -3.194932599764619e-08 -3.247808913212447e-08 6.038027692973313e-08 1.753611793343604e-08 1.4335208388737298e-08 8.816664668689197e-09 1.568161643684139e-08 -2.6091422351071406e-07 -1.5761476354298797e-07 -6.166213825887912e-07
PC.PC3 -2.4390862741888587e-06 -4.8315263972061695e-08 -1.4802520262819041e-07 1.4228857240152013e-07 1.5016655864946522e-07 1.386679144458885e-08 -4.81898415314519e-08 -8.777592910522459e-08 1.321125931242e-06 -4.8396451364935055e-09 1.0035086082022253e-07 1.4089435930556972e-09 2.881856757489484e-08 -7.728761964453979e-08 4.6545476613569e-09 3.526048670374074e-08 3.322346474739502e-09 -2.9324624489347555e-08 6.493328671553285e-09 4.895921827400539e-08 3.56436187893806e-08 -6.475537360567918e-08 -3.1976731673304603e-09 5.860881387242444e-08 2.3811430557220246e-08 2.195179915154289e-09 2.688642104301995e-07 1.4456924269431835e-06 1.9569236854547094e-06
PC.PC4 1.0021112596298223e-06 2.451190540628825e-08 1.2470656009464574e-07 2.547596288348714e-07 -9.031645857267342e-08 -4.0719076071614935e-08 -1.7527399464818088e-08 8.346097905312053e-08 -4.839645136494011e-09 1.8020433259091946e-06 1.3036556385742127e-07 -4.6495770109013254e-08 1.1727238812914728e-07 7.4553511543876e-08 2.8003770272643078e-08 -1.807665390373921e-08 -3.555040701166149e-08 6.839637809036482e-08 -2.541529466340956e-08 6.189901969874599e-08 -4.063284357465705e-09 4.7112672841811175e-08 -5.5758607517011946e-09 -9.288408421994853e-09 -1.2713297544159065e-08 -5.291895606495799e-08 1.0163825716790834e-07 9.045422916293092e-07 -1.1079462779730169e-06
