 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal gpp gmp gpm gmm
intercept 0.0029020604335828763 8.629064362913133e-05 0.0018435102918142319 0.003968688792275884 0.003917710170643513 0.0010533795745805011 3.2890996607405283e-06 1.112518448535155e-05 -7.1167464045827826e-06 5.7473459753949965e-06 -2.901169899995669e-06 -2.4340341627014114e-06 1.7690477222596823e-06 -7.553809322354478e-07 -2.2314961006229186e-06 -1.6596135568435686e-06 -4.056424297959073e-06 6.399658440282728e-07 -7.849548663334857e-06 2.7806086194650848e-06 1.4530360975807943e-06 2.1433911073235244e-06 7.586000304961455e-07 4.42252915389115e-06 3.195284440435693e-06 2.513988806731351e-06 -3.739459213639141e-06 -2.241089345129445e-06 5.198263792608814e-05 0.0001298047462200883 -0.00012089054061372806 0.00011744592697203553 -0.00020229437443376616
AGE 8.629064362913088e-05 4.339191960003449e-06 1.017684472108011e-07 -1.186219098773549e-06 1.55315835066614e-06 1.4217093371843529e-06 4.86396532449877e-08 6.105698922582442e-07 -2.3401360563177555e-07 2.19242435203293e-07 -1.1299126955055022e-08 -3.852801745819646e-08 -7.186247892565903e-08 -1.4162088244633532e-08 -6.761223037480882e-08 6.657309019076178e-08 -6.779414035259329e-08 -1.7838848104627417e-07 -3.391150753173014e-07 9.3701147080753e-08 1.4844844963652138e-07 -3.418509966229974e-09 1.0972577969424004e-08 6.781353380650286e-08 1.250627545696888e-07 -1.5136402685573906e-08 4.352430989878903e-07 -4.056572344139802e-06 6.73118274138211e-06 9.609517908892993e-06 -1.9914702841430335e-06 3.882668084753584e-06 -1.578943920722317e-05
sex 0.0018435102918141482 1.0176844721184847e-07 0.01789179268375251 0.0208168301560405 0.014224144491543475 0.0029560151144946384 -3.222580044866905e-06 6.102068665925344e-06 -2.6878975355555653e-06 -3.358207624504042e-06 9.750949874871677e-06 -9.514194577930279e-07 -5.486736978809926e-07 4.2963508229250775e-06 1.1902489354633776e-06 1.7420999181253725e-06 -9.449422883208296e-07 1.5418176456355604e-05 -2.457929175150291e-07 7.913326034880871e-06 -1.542885294988019e-06 -1.8544171929076702e-06 3.055840374303065e-06 7.176600968451988e-07 5.193155754770187e-06 3.709943389868097e-06 2.7030074395480245e-05 0.0002671613039364557 0.00012910703338701553 -7.748882520932926e-05 -0.00017381455447967718 -0.00014155338118097515 -0.00014913549631538828
age_sex 0.0039686887922758575 -1.186219098771404e-06 0.020816830156041105 0.037910552904619574 0.0331693436155189 0.008130492882521075 -2.783722641385118e-07 5.7025261182479775e-06 4.4727762932964125e-06 -8.650019175665426e-07 7.503378107259252e-06 4.831079128063985e-06 -4.0630792840849616e-06 5.386767593120287e-06 -4.302565997566936e-06 6.43689413374813e-06 -8.516348422210391e-06 2.2227534541833566e-05 -3.3865221027518724e-07 6.4876172110082994e-06 2.0000642780606047e-06 3.561715026203277e-06 6.63387540104818e-06 -4.223777897257229e-07 -6.633277616257895e-06 -1.020464362876902e-05 -4.1310088185165465e-05 0.0005574478710494891 0.00039722220421546065 -3.3828214539029446e-06 -0.0005638368028100178 -0.0004021540699996866 -0.00040415528580927133
age2_sex 0.003917710170643541 1.5531583506679307e-06 0.014224144491544384 0.033169343615519445 0.0329055889797427 0.008736098079710231 -3.056093417194384e-07 3.4103000973349312e-06 7.5695662409586565e-06 1.1598443048128421e-07 4.585028564996835e-06 6.621946416218489e-06 -4.08629452035914e-06 4.517750865713665e-06 -6.1007698349542645e-06 1.6853132884074895e-06 -5.798386247176456e-06 1.8587986838451088e-05 -4.5660027990834654e-07 3.6361326634948843e-06 3.863655777663755e-06 7.336558266228383e-06 7.84711991544403e-06 -2.156998240434651e-06 -1.3411541267448264e-05 -1.4524597637536436e-05 -4.845307539929902e-05 0.0005125658302864816 0.000364047346597982 0.00014596627673238948 -0.000654964962121983 -0.0003566486913031747 -0.0003719891208762359
age3_sex 0.0010533795745805194 1.4217093371848996e-06 0.0029560151144948942 0.008130492882521292 0.008736098079710307 0.0024476296219995827 -3.28831868535104e-07 7.497897492291961e-07 2.253090113841589e-06 1.7231486227680353e-07 1.0429356216303062e-06 1.849684735486503e-06 -9.997209590534002e-07 1.1703079664659652e-06 -1.8772767762406779e-06 -7.388787589311795e-07 -8.625045478434563e-07 4.473145233463232e-06 -2.6794472343552696e-07 7.607226441278096e-07 1.21704380303942e-06 2.6525335203850083e-06 2.433638988355722e-06 -1.0333373345374776e-06 -4.716747446899626e-06 -4.431201543560706e-06 -7.278946690831035e-06 0.00011802518323188569 9.015912734997444e-05 8.122494943079594e-05 -0.00019821499390968946 -8.618967707439671e-05 -9.913566388159194e-05
PC.PC1 3.289099660740694e-06 4.863965324498096e-08 -3.2225800448632823e-06 -2.78372264134207e-07 -3.0560934171662173e-07 -3.288318685345585e-07 1.5543238109591933e-06 -2.8439803410897633e-08 -1.298006159257524e-07 -6.275660183823202e-08 6.565011379291273e-08 -5.3343048868812195e-08 -1.0288922274784178e-07 5.5882002890565906e-08 4.469699716318013e-08 -8.525354121561372e-09 -7.02269457563957e-09 1.4765040110246785e-07 -1.5910889438740196e-07 -6.69412777299692e-08 1.28992393013585e-07 -1.0041099901869567e-07 1.6590106119342627e-09 9.151049560179151e-08 2.947542776620467e-07 -1.7704800908928076e-07 1.1608677438236546e-07 -2.5134672273830117e-06 1.6620264282901953e-06 -4.233267889423376e-07 5.36563713781545e-06 -2.624609345122808e-06 1.151879797800813e-07
PC.PC2 1.1125184485351377e-05 6.105698922582397e-07 6.102068665925705e-06 5.7025261182477674e-06 3.4103000973345556e-06 7.497897492290884e-07 -2.8439803410897144e-08 2.4639408084125195e-06 -1.7677319800681785e-08 1.93418785649344e-08 1.0413325663144729e-07 -5.841643095119183e-07 -1.0731290143684715e-07 -1.5045636823613073e-08 1.0619044525192439e-07 1.0187572038772374e-07 -5.277157975069605e-07 -3.2497478053472275e-07 -2.7316164379902612e-08 -1.704039416693798e-07 -1.2792857613016612e-07 5.719617540305241e-08 -2.6030842450468065e-08 -1.1958418164068425e-07 -1.946978205787425e-07 1.5655504178547086e-09 1.3197275102551704e-07 7.882144589238243e-07 -2.755526786781284e-06 -1.7515761948404902e-06 -9.172629635267011e-07 -4.587302850629495e-08 -1.499536829928054e-06
PC.PC3 -7.116746404582946e-06 -2.3401360563177804e-07 -2.6878975355558e-06 4.472776293295339e-06 7.569566240957432e-06 2.2530901138412423e-06 -1.2980061592575356e-07 -1.7677319800681477e-08 2.9120924190214055e-06 -2.4884050009179275e-08 2.6592022516039846e-07 2.857799252002237e-07 4.519312608572067e-08 -2.87040348879968e-08 -5.3621244357642866e-08 2.938407300833095e-07 2.474597837733575e-07 -2.3529237784446726e-07 8.759471295417852e-08 7.274805574989837e-08 2.133531721333279e-08 -9.509001938071246e-08 1.3690807729656644e-07 -4.894704415898786e-08 -2.131631567105751e-07 -5.235337014214039e-08 9.974086266288202e-07 -3.0733912489019813e-06 -3.5349626162115473e-06 6.417650911836486e-06 5.67640850199259e-06 8.448134327710299e-06 7.167757702486551e-06
PC.PC4 5.747345975395138e-06 2.1924243520329234e-07 -3.3582076245030774e-06 -8.650019175649413e-07 1.1598443048267549e-07 1.7231486227714843e-07 -6.275660183823196e-08 1.9341878564935374e-08 -2.4884050009179202e-08 3.9062910496402606e-06 5.342762901859426e-07 -2.280901576289923e-07 1.0807475077416088e-07 -1.2951955745921663e-07 1.2155647844485664e-07 5.248840516607241e-08 -1.0309657604500183e-07 -1.9980004807411484e-08 1.390062823902224e-09 -1.7067566177656904e-08 -9.732530238344578e-08 1.3840952773976627e-07 -7.911792045276396e-08 -5.38444221938906e-07 1.9944518613733534e-07 2.9778272731987855e-07 -6.335620415929306e-07 -3.0220317473385385e-07 5.07575743299325e-07 1.8876780955818998e-06 6.70959246888361e-06 1.4677487181284191e-06 -5.0925811458262525e-06
