 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband
intercept 0.00031263598418656305 2.36298801773385e-06 -1.5035128249772365e-06 -1.055004742617908e-05 4.611091493353328e-06 6.3968744515824684e-06 4.7237271804611057e-07 2.0343769242773356e-06 -1.071271559788953e-06 8.762272255401225e-07 2.333544578591239e-07 5.423302640272976e-07 -1.3200267308451628e-07 2.5502166368061275e-07 -5.1743871316765896e-08 2.906802957506282e-07 9.53312475989098e-07 1.3605057266252602e-07 -9.140279066301798e-07 -6.76089107558149e-08 -8.42887982186352e-07 5.1412191981229e-07 1.7158024148861329e-06 -6.43152395052684e-09 1.4547533437417476e-07 -1.0084428887747115e-06 -8.225254090178858e-07
AGE 2.362988017733821e-06 7.509290062374075e-07 5.633057754614658e-07 6.454833482816922e-07 -7.72444349495068e-07 -5.293419003436068e-07 -2.3479129152695347e-08 7.483425106504934e-08 -3.8997496653831106e-08 3.4769493729257324e-08 8.411474157900984e-08 3.824978945971853e-08 -6.22178179070845e-08 1.5518673504542854e-08 6.230531056491552e-09 5.3767919470558876e-08 6.999021961791311e-08 7.682026354808242e-09 -6.916684295936782e-08 1.6817698918901478e-08 7.060700149123342e-09 -1.9891289159721812e-08 7.775470960407153e-10 -1.1818221661931004e-08 1.9587184651159696e-08 -4.3077883324055796e-08 -3.178415988330429e-07
sex -1.5035128249770917e-06 5.633057754614488e-07 0.0011520327667075192 9.13407778972725e-05 -0.0003055776966523767 -7.33752159621828e-05 2.9131731231946693e-07 2.974901770347199e-07 -2.5261247021851046e-07 6.334249196878588e-08 1.6742232632729204e-06 -8.379746831126247e-07 -4.0550804748888136e-07 1.786229005954344e-09 -3.657253644515498e-07 -2.4828695057145137e-07 5.154253468023619e-07 -5.956793200023199e-07 -2.937219534845505e-07 3.9238551365667204e-07 -3.246144371449051e-07 -8.610800824676402e-07 -1.8104689085134132e-07 -6.211203920026095e-07 -4.056546478659636e-07 6.835168864603294e-07 5.496071285338995e-06
age_sex -1.055004742617909e-05 6.45483348281699e-07 9.134077789727736e-05 0.0005843161005017045 -6.92917581934674e-05 -0.0002092356981012268 4.5551299303542973e-07 2.5312069686107116e-07 -8.054507319413509e-08 4.6116968588516374e-07 6.639921073970205e-08 2.3872236454408633e-07 -3.6989815462858926e-07 1.3007457647786327e-07 4.270047541453996e-10 1.104741330603528e-06 -8.176804968971751e-07 -9.491204830333032e-08 6.845900372655707e-07 6.414469891229023e-08 -3.085767057997465e-07 -6.735826475653548e-08 -7.493089766326518e-07 -4.936437412571244e-07 1.4147350427639004e-07 2.3363607612333475e-07 4.860732984986797e-06
age2_sex 4.611091493353305e-06 -7.724443494950638e-07 -0.0003055776966523787 -6.929175819346577e-05 0.00017872011119842462 6.127502819402712e-05 -1.3750471046862088e-08 -9.88533081379762e-08 2.4067399966947335e-07 -9.156559454450414e-08 -5.34149020411217e-07 1.7519219630216423e-07 1.7863102719000916e-07 -9.19727350117876e-08 1.3798352459411388e-07 1.4625640354839718e-08 1.1955298845620932e-07 1.966021431188006e-07 1.9791688616088445e-07 -3.471058956066575e-07 5.451262120399721e-08 -6.28500971609367e-08 2.7360363227236695e-07 1.675159968307e-07 1.139194907133883e-07 1.261839244988126e-08 -7.64952195215167e-07
age3_sex 6.396874451582508e-06 -5.29341900343612e-07 -7.337521596218559e-05 -0.00020923569810122776 6.127502819402817e-05 0.00010748369419871858 -9.583146647236788e-08 -5.049219979587641e-08 1.7272314928194282e-07 -1.3541240411082887e-07 -1.4568943526914177e-07 -5.646552711636874e-08 1.4822460134156837e-07 -5.788209106843079e-10 -5.2498002623204046e-08 -3.6763721443194427e-07 3.448488122889833e-07 -4.056884876259088e-08 -3.055105555506496e-07 -1.489594865178187e-07 8.233499545334909e-08 -6.686731653811571e-08 8.631889425609422e-08 1.0208263502180637e-07 -9.255536969534957e-08 5.524136451731958e-08 -2.0069047544439057e-06
PC.PC1 4.723727180461171e-07 -2.34791291526953e-08 2.9131731231946846e-07 4.5551299303542836e-07 -1.3750471046862551e-08 -9.583146647236681e-08 5.908417238235078e-07 -2.7511744370854195e-08 5.712933380941407e-09 -9.776890501517372e-09 -4.542531016799363e-08 8.983809612988762e-09 -8.770632804504692e-09 2.9619895363707728e-08 5.017766159084002e-08 -1.3987586038474324e-08 -1.595984767431348e-08 1.8645955354285585e-08 -7.876112653463279e-09 -3.014548218964659e-08 4.09614349376388e-08 1.0304567701794667e-08 1.4715119289112137e-08 -2.3591763268765335e-08 -1.2546757507121188e-08 -5.8584732491990565e-09 2.251636181062879e-07
PC.PC2 2.03437692427746e-06 7.483425106505055e-08 2.974901770347181e-07 2.5312069686106015e-07 -9.885330813797304e-08 -5.049219979587058e-08 -2.75117443708539e-08 1.138318742779227e-06 -5.558706648590368e-08 6.063538434862656e-08 1.8751318199412608e-08 -1.3180883878327314e-08 -4.175101723081484e-09 -3.302124500206401e-08 2.1826773552243265e-08 2.1044736187798645e-08 2.5116487450203344e-09 -2.0632566564641918e-08 -1.9285617279441892e-08 -1.3029297933678564e-08 -3.055262561142064e-08 5.989396423385172e-08 1.3155296178611051e-08 1.532239641135018e-08 6.613346562142695e-09 1.2964705014108567e-08 -6.7050290310396e-07
PC.PC3 -1.0712715597889772e-06 -3.8997496653831185e-08 -2.52612470218518e-07 -8.05450731941393e-08 2.40673999669476e-07 1.7272314928194425e-07 5.712933380941733e-09 -5.558706648590506e-08 1.283761319872583e-06 9.527525002134121e-09 6.806431798092264e-08 8.78984533180222e-09 2.272887180198327e-08 -6.089846604851808e-08 4.0770718668204295e-09 5.2300432457748705e-08 -9.956580121845767e-09 -1.881219496765413e-08 -4.136822078016974e-09 4.086359414374584e-08 2.445248981377273e-08 -5.690837502543448e-08 -7.018888003911246e-09 7.437745899621636e-08 2.454501087510124e-08 1.1217243037502088e-08 1.5507587730506334e-06
PC.PC4 8.762272255401219e-07 3.476949372925699e-08 6.334249196878812e-08 4.6116968588515876e-07 -9.156559454450389e-08 -1.3541240411082588e-07 -9.776890501516545e-09 6.063538434862658e-08 9.527525002134068e-09 1.6244685295014108e-06 1.1760962835137476e-07 -5.253114614487357e-08 1.375230280051595e-07 5.758816907589696e-08 1.0828792653256613e-08 -2.5999649576305847e-08 -1.7503427843371927e-08 5.702348013424965e-08 -2.4601756009113604e-08 5.083351702558381e-08 5.99767468014041e-09 4.630784484012589e-08 -9.404027493948782e-09 6.363975081467601e-09 -2.208497765411388e-09 -5.092629262882871e-08 -2.539274484815311e-08
