 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
PC.PC5 -9.440190496356724e-07 9.645138307044027e-08 2.1178595149296894e-06 -4.652201778765287e-07 -7.699291652836987e-07 -6.862006520963347e-09 5.3040870823225475e-08 4.442131359791858e-08 1.8979727541866984e-07 2.7499698227415653e-07 3.4390258904607373e-06 1.6930904301288993e-07 1.1099526645733767e-07 -5.676935516602655e-08 -6.162624023772189e-09 -9.705380097609209e-10 1.8799271417242648e-07 1.7606603188435747e-07 -5.651335637860412e-08 4.664106041121028e-10 2.5600552791839007e-09 -7.826873781769651e-08 -3.813168398851022e-08 7.774251647586923e-08 2.7797494952866857e-07 1.1854808045640206e-08 4.03198250239882e-07 -2.5300676929002125e-06 8.334796634967855e-06 2.200259346126163e-06
PC.PC6 -4.19389364712352e-06 -7.896715427478978e-08 9.284757563063987e-08 6.501718378704836e-07 7.636303753063464e-07 3.2517147657812413e-07 1.6643869491713556e-08 -6.998892267268382e-07 2.8211314573467207e-07 -3.098456011624598e-07 1.693090430128901e-07 4.541444338649835e-06 2.9228543526806485e-07 6.704525555209242e-08 -9.868137194899135e-08 1.6707832575558647e-07 1.0905448447726379e-06 3.267577698804959e-08 -3.305095550587672e-08 3.8549374086071105e-07 2.414316641469793e-07 -1.0500279934412757e-07 -1.6112492133740166e-07 6.258926718659538e-08 1.6872599918465556e-07 -2.39178334334668e-07 3.9865652884866126e-07 -4.0390765565333945e-06 7.286876167879143e-06 2.805250997811833e-06
PC.PC7 -2.0443972912827213e-06 -1.489889946246553e-07 4.986984160213903e-08 -2.0357223130780784e-06 -9.755769513964372e-07 1.6980434751834712e-07 -8.419380622273457e-08 -1.25309961181302e-07 1.2659127975628682e-07 2.0474868660049062e-07 1.1099526645733995e-07 2.9228543526806363e-07 3.2466003949206434e-06 3.005097861289033e-07 3.7836268799902997e-08 -4.540683101271203e-10 2.320802465830491e-07 -1.9309264153981946e-07 -5.244938345480154e-09 1.809948122371638e-08 4.628384421549562e-08 -2.1506641434192123e-08 -2.9992292019847574e-09 2.6688017276983472e-08 -1.1968940758854237e-07 -5.418051164426624e-08 -4.158970620394042e-07 -3.2668830950041155e-06 1.716561506676928e-06 1.7193281926231522e-06
PC.PC8 8.553292030431034e-07 7.860764623954771e-09 -2.293800786516647e-06 2.8749814971638387e-06 5.940308941476957e-06 2.0867754452001482e-06 1.040087555961223e-07 -1.4363526752104323e-07 -2.5012942813598845e-08 1.0230015816845794e-07 -5.6769355166025864e-08 6.7045255552092e-08 3.005097861289027e-07 4.166582926181392e-06 9.228634313269447e-08 1.941486690955169e-07 1.0899852954134406e-08 -1.890871627992696e-08 1.0503183471462632e-07 7.293218053021e-08 -5.711916178602715e-08 4.137869517893242e-08 -1.1079194602985858e-07 -4.617508379007485e-08 -9.625369493112275e-08 -1.866888240217276e-07 -4.1799077884117536e-07 3.7664861000326784e-06 -3.6566990313990913e-07 -1.5756576063718495e-06
PC.PC9 -1.1439587407283285e-06 -4.379662784059027e-08 -1.8118895692388789e-06 -1.0483624372106296e-06 -1.0151819463826488e-06 -6.488880126163056e-07 4.394310907989953e-08 2.791548106264736e-08 -1.3560476617878892e-08 9.153183818212182e-08 -6.1626240237723e-09 -9.868137194899194e-08 3.783626879990299e-08 9.22863431326949e-08 3.7482977878525263e-06 3.541533703304624e-07 3.3890166132491277e-07 3.59349692281296e-08 -4.284994139183377e-07 9.526561421398995e-08 -3.9926064627548744e-09 8.702186280189411e-08 5.2106196695643516e-08 -6.536385083552935e-08 3.2368659430087075e-07 -2.008533153127747e-07 1.521247150962657e-07 1.1100794713483928e-06 2.783733478211776e-07 -4.976150561029987e-06
PC.PC10 3.7554483288613696e-07 1.5721993028818206e-07 3.0483366178572052e-06 1.5796314415446057e-06 -6.875785662333056e-06 -3.827406477597829e-06 3.226091964485188e-08 -5.3943195711442766e-08 1.127133262779068e-07 -9.727486110615524e-09 -9.705380097610235e-10 1.670783257555865e-07 -4.5406831012719007e-10 1.9414866909551908e-07 3.541533703304628e-07 5.414756893617053e-06 -2.416335870516715e-07 -1.006669807132243e-07 1.8901007491195381e-07 9.274865142489112e-09 -5.5018493356643836e-08 3.778041713492178e-08 5.828780859574807e-08 -4.168179652386986e-07 1.1681855990220773e-07 7.075460300747146e-08 2.952008836323103e-06 -2.1527954101101194e-06 3.651135417614257e-06 -7.661036916659699e-07
PC.PC11 -4.977464243222145e-06 -1.4583917781933028e-07 2.4319698204556008e-06 5.100275778825844e-07 2.6853797401314853e-06 1.2198563009260063e-06 8.42923463907599e-09 -5.519868062274673e-07 2.437943731090022e-07 -1.8961120302825523e-07 1.8799271417242637e-07 1.090544844772637e-06 2.3208024658304938e-07 1.0899852954134042e-08 3.389016613249141e-07 -2.4163358705167384e-07 4.459610472736053e-06 -9.649033531175569e-08 1.6383417858715246e-07 3.987960089266061e-07 2.233645115747252e-07 -3.099094488885434e-08 1.2496004487041733e-07 -1.343255817947697e-07 8.786377438023316e-08 -4.6470198610173606e-08 3.314762910691057e-08 -1.1620145381791425e-06 4.380756595119911e-06 2.3100346915934185e-07
PC.PC12 -3.563469650178134e-07 -7.092140070189026e-08 1.931386476750516e-06 -1.5234658121041598e-07 -1.4723332806860136e-06 -8.760984522822441e-07 9.806499224325432e-08 -2.3618082241258004e-07 -9.433672793660799e-08 3.961521502814896e-08 1.7606603188435736e-07 3.267577698804989e-08 -1.9309264153981986e-07 -1.8908716279927465e-08 3.593496922813e-08 -1.0066698071322316e-07 -9.649033531175567e-08 5.382208085465592e-06 -3.463370612317688e-07 1.6473769576747102e-07 1.8523804502455507e-07 4.1964104801809623e-07 -2.242432540669773e-07 -1.1052181001915655e-07 4.5113878834757155e-07 5.8220729880123896e-08 -7.675910729589119e-07 1.5656864992621883e-07 -3.8117256826614633e-06 1.3627142463774422e-06
PC.PC13 -6.028355782116467e-06 -2.8517390699248585e-07 9.61922164077705e-07 3.95827327348774e-07 -6.543336796990513e-07 -5.410938224227551e-07 -4.403345379624223e-08 -9.853483479519498e-08 2.671022086021613e-08 -5.482584361016586e-08 -5.651335637860422e-08 -3.305095550587736e-08 -5.244938345480517e-09 1.0503183471462635e-07 -4.284994139183378e-07 1.8901007491195276e-07 1.638341785871532e-07 -3.4633706123176923e-07 3.776907120434012e-06 1.795945822560562e-08 -1.005296221944653e-07 1.3812367004791135e-07 4.089174459471834e-08 -2.5423817311742285e-08 -2.70016257962112e-07 -1.497117184478058e-07 -5.430385602093964e-07 -2.024764174334365e-06 5.635015226117164e-07 8.748004317179056e-07
PC.PC14 -1.7707791305008317e-06 9.255266391186576e-09 1.2472578923576146e-06 -7.461190589082964e-07 -1.7479661579661933e-06 -7.316409082366291e-07 -7.488126018283265e-08 -1.9018730098176983e-07 1.5188283364807165e-07 7.290607450731638e-08 4.664106041116631e-10 3.854937408607119e-07 1.809948122371645e-08 7.293218053021017e-08 9.526561421398967e-08 9.274865142488571e-09 3.987960089266077e-07 1.647376957674691e-07 1.7959458225605226e-08 3.1967714829377702e-06 1.6340215973612371e-07 -1.940183079257531e-07 -2.9339321121352156e-08 1.1164643936679987e-07 9.87501302905879e-08 -1.1697046430084753e-07 -1.179956997900673e-06 3.989349647004162e-06 -2.1104110040179493e-06 -2.2459141031898294e-06
PC.PC15 -2.8575486578355044e-06 -2.330577867873976e-08 -3.431671451626298e-07 -1.0314307215847904e-06 -1.0273556237124284e-06 -4.7484506000265e-07 2.092683879936505e-08 -1.6410769301434593e-07 7.417237847501404e-08 -1.382610030552047e-08 2.5600552791839284e-09 2.4143166414697913e-07 4.628384421549575e-08 -5.711916178602702e-08 -3.992606462754552e-09 -5.50184933566435e-08 2.233645115747245e-07 1.8523804502455478e-07 -1.005296221944641e-07 1.6340215973612334e-07 3.475373734031188e-06 -3.238996249222995e-08 -4.774194339268455e-08 -1.7538733437512633e-07 2.0399036313467478e-07 8.309169986327623e-08 -1.525004375605912e-06 5.609566347390747e-07 1.5877023896723608e-07 -3.395694872129136e-06
PC.PC16 1.4051604595686284e-06 -9.764994283652755e-09 -3.014717651264156e-06 8.476325623709832e-07 5.585200786679567e-06 2.5747901113534018e-06 -1.0238288857650464e-07 8.804396191708413e-08 -4.126803657403684e-08 1.2613837130200664e-07 -7.826873781769653e-08 -1.0500279934412778e-07 -2.1506641434192394e-08 4.1378695178931e-08 8.702186280189389e-08 3.778041713492374e-08 -3.099094488885435e-08 4.1964104801809575e-07 1.3812367004791167e-07 -1.9401830792575348e-07 -3.238996249222975e-08 3.7061078906698917e-06 -4.433230938839837e-08 -6.424643656178519e-07 -1.0234799773812276e-07 1.7456521278248605e-07 3.7996496966061115e-07 2.4779296793168536e-06 -3.7214511025800657e-06 -3.0227395934754297e-06
PC.PC17 1.706865487805448e-06 3.722811397508828e-08 3.055845579161413e-07 -1.654098810292242e-06 1.569115974354162e-07 5.802134196212558e-07 1.5834881518821525e-08 -3.323954831961673e-08 4.301119990032348e-08 -5.89383862702472e-08 -3.813168398851035e-08 -1.6112492133740143e-07 -2.9992292019846457e-09 -1.1079194602985882e-07 5.2106196695643165e-08 5.828780859574754e-08 1.2496004487041754e-07 -2.2424325406697786e-07 4.0891744594718354e-08 -2.933932112135225e-08 -4.774194339268473e-08 -4.433230938839852e-08 3.7642495951616362e-06 7.368670252204625e-08 -2.5753878421008556e-07 -4.7226204597653075e-08 5.431194556197514e-07 2.850891715056822e-07 -2.419754779409336e-06 1.619137212629726e-06
PC.PC18 1.0565838458422984e-06 8.439305815987905e-08 -2.2435296625281056e-06 -6.158384760629169e-06 -5.645949381987146e-06 -1.4689391421467617e-06 2.352979826416335e-08 -6.942311997879375e-08 1.5107498010474797e-08 -1.6649550648681323e-07 7.774251647586938e-08 6.258926718659595e-08 2.6688017276983085e-08 -4.6175083790074374e-08 -6.536385083552923e-08 -4.168179652386982e-07 -1.3432558179476908e-07 -1.1052181001915683e-07 -2.5423817311742904e-08 1.1164643936680052e-07 -1.7538733437512628e-07 -6.424643656178527e-07 7.368670252204564e-08 5.2520350604474074e-06 -4.47384250278825e-08 3.115149098351878e-07 1.1143788081329351e-06 6.2792750793504405e-06 -4.5384742052705e-06 -5.431250861675964e-06
PC.PC19 -1.2281550221349222e-06 -4.195278254605226e-08 -1.1458240279504291e-06 -4.2746784411546644e-07 -9.420924161154745e-07 -4.7595451988966724e-07 1.0539077034483472e-07 -1.8350450895146567e-07 -1.7432106134976127e-08 1.7283635269842528e-07 2.779749495286688e-07 1.687259991846558e-07 -1.1968940758854247e-07 -9.625369493112234e-08 3.236865943008697e-07 1.1681855990220727e-07 8.78637743802329e-08 4.511387883475725e-07 -2.7001625796211186e-07 9.875013029058825e-08 2.0399036313467454e-07 -1.0234799773812246e-07 -2.5753878421008566e-07 -4.4738425027882465e-08 5.0259668739154176e-06 5.297883105591176e-07 2.1720130715539276e-07 3.0926403192283547e-06 6.097266524204271e-07 -3.5704770470604348e-06
PC.PC20 1.5164875850001308e-06 -5.091939074715763e-08 1.0097540159609335e-06 -3.654071236526379e-07 2.5608446388150644e-07 4.832772318004199e-07 -1.3958250467149012e-07 8.584587820001748e-08 -1.9702977938209814e-08 1.7031625325403502e-07 1.1854808045639743e-08 -2.3917833433466827e-07 -5.418051164426643e-08 -1.8668882402172675e-07 -2.0085331531277555e-07 7.075460300747053e-08 -4.64701986101741e-08 5.8220729880123095e-08 -1.4971171844780575e-07 -1.1697046430084778e-07 8.309169986327504e-08 1.7456521278248414e-07 -4.722620459765295e-08 3.1151490983518797e-07 5.297883105591168e-07 3.7799148812894105e-06 1.2115861919635309e-06 2.920502597475262e-07 1.3957582753859882e-06 9.994823109631776e-07
proband -6.751384610974968e-06 1.2697045643485323e-07 2.595629918558639e-05 1.1047930167158959e-05 -2.299014208770999e-05 -1.3058659520471165e-05 1.752260187015347e-07 -1.1732775262714856e-06 1.7078546314732638e-06 1.6349384837104008e-06 4.031982502398763e-07 3.9865652884866047e-07 -4.158970620394122e-07 -4.179907788411693e-07 1.5212471509626113e-07 2.9520088363231127e-06 3.3147629106906276e-08 -7.675910729589218e-07 -5.430385602093874e-07 -1.179956997900671e-06 -1.5250043756059145e-06 3.7996496966061137e-07 5.431194556197546e-07 1.1143788081329377e-06 2.1720130715540012e-07 1.2115861919635353e-06 0.0004752262230370376 -0.00024296500565941674 -1.101125554648167e-05 -3.2022223754898976e-06
maternal 1.715704717028912e-05 5.617996603574162e-06 -3.4421789031626184e-05 3.975342827733888e-06 -8.749889906904642e-06 -7.56341925535601e-06 -4.5507738760003324e-07 -9.504617041863099e-07 -1.4201350655140666e-06 -2.0212907114392093e-06 -2.5300676929002137e-06 -4.039076556533389e-06 -3.266883095004077e-06 3.766486100032677e-06 1.1100794713484282e-06 -2.152795410110138e-06 -1.1620145381791253e-06 1.5656864992624922e-07 -2.0247641743344145e-06 3.989349647004166e-06 5.609566347390766e-07 2.477929679316853e-06 2.8508917150567997e-07 6.279275079350459e-06 3.0926403192283576e-06 2.9205025974751395e-07 -0.00024296500565941756 0.0018449732809229132 -0.0013031002286717497 -0.0011679489755981134
gpm 6.470240465449475e-05 -1.2557627111388847e-06 -2.5785195296063804e-05 -4.5055573802641186e-05 4.26576504000977e-05 4.2508045750884364e-05 -3.533800491596821e-07 8.799826676697505e-07 5.026407404790328e-06 2.7000283873614566e-06 8.334796634967862e-06 7.286876167879151e-06 1.7165615066768989e-06 -3.656699031399185e-07 2.783733478211615e-07 3.6511354176142803e-06 4.380756595119905e-06 -3.8117256826614993e-06 5.635015226117482e-07 -2.110411004017957e-06 1.5877023896723473e-07 -3.721451102580068e-06 -2.4197547794093398e-06 -4.538474205270533e-06 6.097266524204132e-07 1.3957582753859802e-06 -1.1011255546479755e-05 -0.0013031002286717514 0.0034069702628798165 -0.0008989878488284473
gmm -4.282535837894228e-05 -8.853911651074564e-06 6.553410632916544e-05 4.481329342954848e-05 9.540756400024796e-06 -1.720004689009879e-05 2.5609165009569525e-06 -2.305056432198418e-06 3.826876674505525e-06 -3.368070313158946e-06 2.2002593461261495e-06 2.80525099781182e-06 1.7193281926231232e-06 -1.5756576063718313e-06 -4.976150561030013e-06 -7.66103691665986e-07 2.3100346915933068e-07 1.3627142463774486e-06 8.748004317179325e-07 -2.2459141031898226e-06 -3.3956948721291285e-06 -3.0227395934754204e-06 1.619137212629727e-06 -5.431250861675956e-06 -3.5704770470604216e-06 9.994823109631958e-07 -3.2022223754917627e-06 -0.0011679489755981084 -0.0008989878488284495 0.0033089421169646732
