 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal maternal
intercept 0.0002898358131686735 2.300816284998515e-06 -1.6773967775838637e-06 -7.05721356065705e-06 3.2691402473633756e-06 4.351227490745543e-06 2.710923231948633e-09 2.0797954863733924e-06 -1.7498433195647623e-06 7.151056631796892e-07 7.65795679954503e-08 5.201278591456141e-07 -9.107590096411753e-09 2.5325139234114537e-07 9.102175872122969e-10 3.9747771899753113e-07 7.7106053636845e-07 5.629819365786901e-08 -1.0042823506595928e-06 -1.601157254269368e-07 -6.315934659544588e-07 3.0771333748602335e-07 1.5610304742915756e-06 1.7336011188390193e-07 1.781746249303412e-07 -9.288404291672416e-07 -4.68568452241712e-06 2.735882660131564e-06 1.3788365508585305e-05
AGE 2.300816284998464e-06 6.520055280452462e-07 5.275662940395362e-07 5.508001398100025e-07 -6.543312378670734e-07 -4.6743216904975607e-07 -1.8367953243684438e-08 6.126456349115514e-08 -4.891349940511057e-08 2.6278419207227845e-08 6.18748661735326e-08 2.7287677390467705e-08 -5.3182467624171544e-08 7.127453041931668e-09 2.0057524005764745e-08 4.3321860734898104e-08 6.540239421190531e-08 -2.7933495887748505e-09 -6.286266640230141e-08 1.4407651572432752e-08 1.4828890009174053e-09 -8.691583891083224e-09 1.3261487372967586e-08 -5.939966848291873e-10 1.3353103215176467e-08 -3.729415408060267e-08 -6.738774004219924e-08 1.3636089352904314e-07 -2.9871440323213535e-07
sex -1.6773967775838447e-06 5.275662940395336e-07 0.000955811438043742 8.474476916254424e-05 -0.0002558299351496311 -6.82582764610718e-05 2.5533707240565274e-07 2.8839002459847725e-07 -2.0775963578047638e-07 1.4596691828318982e-07 1.0169238565814183e-06 -6.464504627577398e-07 -3.4048739921928803e-07 1.0549001615753904e-07 -5.204203011840266e-07 -5.536673673713191e-08 3.204833290839571e-07 -5.01554484357384e-07 -1.3911439953041116e-07 4.1847237159919083e-07 -2.408670365152789e-07 -6.349001477022117e-07 -6.07345690478288e-08 -2.6288218849889894e-07 -4.030780660191034e-07 4.095791681913399e-07 -3.5965192752004485e-07 7.2717729715963365e-06 -3.9116961715827283e-07
age_sex -7.057213560656899e-06 5.508001398099943e-07 8.47447691625438e-05 0.00045455255242097853 -6.584003150148356e-05 -0.00015713897118478943 4.1695183987182045e-07 6.786294405229678e-08 1.502223155032693e-07 2.8496740457421687e-07 -1.0525936060090771e-07 5.158488195099391e-08 -4.5706175019537417e-07 6.311548242974003e-10 5.667871223344405e-08 1.0718253548744577e-06 -6.541831362028772e-07 -2.0137385306475078e-07 4.354656440807951e-07 -1.7931469780328455e-08 -4.4768020493590104e-07 -2.0934342706309838e-07 -9.499864266854263e-07 4.977982718088731e-08 1.716212600551921e-07 3.780512707892041e-07 7.277966905062677e-07 1.4745313171226925e-06 3.653947278852253e-07
age2_sex 3.2691402473633388e-06 -6.543312378670735e-07 -0.00025582993514963157 -6.584003150148448e-05 0.00015046974673112027 5.578491262094502e-05 -6.242634179301979e-08 -9.41759902646382e-08 1.9837717786905534e-07 -6.866297115083687e-08 -1.534321872636402e-07 1.207048001292402e-07 1.7590205698410162e-07 -3.548550265674095e-08 2.3787123226739734e-07 -1.078809318783528e-07 1.3504483696226663e-07 2.4607724339694113e-07 6.318769362912212e-08 -2.913731719815401e-07 8.089662915606134e-08 -1.288382297481274e-07 1.279443994391819e-07 -8.248332973207762e-08 4.7360325037442565e-08 -8.963669954261547e-09 -1.4795095292250862e-06 2.4167591969975597e-06 1.3595730184646353e-06
age3_sex 4.351227490745536e-06 -4.6743216904975416e-07 -6.825827646107201e-05 -0.0001571389711847906 5.5784912620944886e-05 8.000311555018482e-05 -1.1255445760090449e-07 5.119021410285841e-08 2.982385595926912e-08 -3.725445227568476e-08 -1.1488231228915448e-08 -5.3309813073873934e-09 1.7588256960574842e-07 1.1397005166699973e-08 -3.108991961205465e-08 -3.585861766932855e-07 2.693258701162227e-07 1.0000128320451326e-07 -1.8861503518658465e-07 -1.0037317889388315e-07 1.4370375672938093e-07 7.286439338321933e-09 2.592513729903883e-07 -1.643332373882714e-07 -1.0795033909977055e-07 -6.398714155908233e-08 5.680268951466922e-07 -3.528281587540085e-06 -2.3718461722534875e-07
PC.PC1 2.710923231947376e-09 -1.8367953243684455e-08 2.553370724056507e-07 4.169518398718195e-07 -6.242634179301875e-08 -1.125544576009033e-07 5.443802455986177e-07 -2.296036090402355e-08 -3.139485144743892e-08 -2.0990543894050114e-08 -3.82085566417766e-08 9.467817424486381e-09 -2.9242620615313236e-09 2.8042601537679366e-08 5.032188551056677e-08 -8.643292770510719e-09 -1.8915647486587892e-08 1.5528943929447865e-08 -3.986089873200042e-09 -2.98081508795809e-08 3.951698868314684e-08 5.4147480426762735e-09 1.0609925627178825e-08 -1.3328100780688209e-08 -1.0709668651769502e-08 -3.2484572879355577e-09 4.068861395456903e-08 1.9767945918724373e-07 3.199741681950513e-07
PC.PC2 2.0797954863734567e-06 6.126456349115597e-08 2.8839002459847387e-07 6.78629440522846e-08 -9.4175990264635e-08 5.119021410286363e-08 -2.2960360904023952e-08 1.092834507041055e-06 -7.482690798582295e-08 7.250935336504795e-08 1.686569611197553e-08 -1.0021310831887587e-08 6.149037899864626e-10 -3.905509717812517e-08 1.9127868439550515e-08 1.138431917663062e-08 -1.4639866815195891e-08 -1.96511777544515e-08 -2.2052823740451776e-08 -2.038932973619288e-08 -2.459685272478956e-08 4.847256279614806e-08 1.0647780448358969e-08 7.012416369776633e-09 5.3893325602359444e-09 9.051640844859846e-09 -3.059486742679373e-07 -1.4970636993583892e-07 -5.786972839873074e-07
PC.PC3 -1.7498433195647097e-06 -4.8913499405110513e-08 -2.0775963578047614e-07 1.5022231550326956e-07 1.9837717786905584e-07 2.982385595926951e-08 -3.1394851447437604e-08 -7.482690798582319e-08 1.1179127366031416e-06 9.228080157710202e-09 8.380018278926994e-08 6.6231225665695495e-09 3.028627424547947e-08 -5.9892139630184e-08 5.880809773739694e-09 3.6944664231876497e-08 -2.8136022822711506e-09 -3.4715803236972976e-08 -1.554104810854947e-09 4.0355628156702824e-08 2.8265049077515298e-08 -5.3992744294363646e-08 -3.6733554398833772e-09 5.4361811938345154e-08 1.873429391606642e-08 2.5442485602552915e-09 2.403578473590219e-07 1.3933981822687276e-06 1.812648294587855e-06
PC.PC4 7.151056631796895e-07 2.62784192072282e-08 1.4596691828319042e-07 2.8496740457421994e-07 -6.866297115083694e-08 -3.7254452275685636e-08 -2.099054389404978e-08 7.250935336504758e-08 9.228080157710539e-09 1.5125753879608235e-06 1.1324821075695067e-07 -4.8227537400304894e-08 1.263159245666052e-07 6.254212934300713e-08 1.9215374065117845e-08 -2.7405293115872526e-08 -2.707267071200471e-08 6.91197996151505e-08 -2.0641567451448654e-08 5.6244740104689806e-08 3.2685329649493083e-09 4.484150613227867e-08 -6.4066656422008656e-09 -3.331036515548387e-09 -1.0310749347664834e-08 -4.920533919286864e-08 1.536320151260507e-07 8.038892270049369e-07 -1.1259004429133133e-06
PC.PC5 7.657956799544186e-08 6.187486617353253e-08 1.01692385658142e-06 -1.0525936060090633e-07 -1.5343218726364127e-07 -1.1488231228916399e-08 -3.820855664177667e-08 1.6865696111974734e-08 8.38001827892702e-08 1.1324821075695121e-07 1.9876195304822025e-06 4.512106312839004e-08 1.6051882956823292e-08 -3.094263795769439e-08 -1.8342223948962534e-08 3.391898582085577e-08 2.2806907363951063e-08 2.754954584599e-08 -6.216438683024317e-09 -2.712383174889023e-08 -2.4528033050196715e-08 -2.7356819352117294e-08 -4.6995227448495806e-09 1.0967381093442673e-07 1.8082444478975624e-08 7.378297618122687e-08 -5.808433770802712e-07 1.8476989208696352e-06 1.5784523085248098e-06
PC.PC6 5.20127859145618e-07 2.728767739046781e-08 -6.464504627577389e-07 5.158488195099454e-08 1.2070480012923982e-07 -5.330981307387689e-09 9.467817424486375e-09 -1.0021310831887626e-08 6.623122566569598e-09 -4.8227537400303756e-08 4.51210631283902e-08 2.280655355055307e-06 1.1332074087751656e-07 -2.4443716387432194e-08 -1.0723020717264495e-07 1.347288969089207e-08 -2.8074824967147325e-09 -8.326331008362517e-09 -7.238721009588951e-08 2.94032261725334e-08 3.2758180196540376e-08 -5.224064552044574e-08 -1.0840207008952217e-07 -8.731008179385984e-09 -2.9800683153574503e-08 -1.6588036306260135e-08 9.787134325697964e-08 6.322474688819816e-07 -7.204558708965232e-08
PC.PC7 -9.107590096411258e-09 -5.318246762417144e-08 -3.404873992192923e-07 -4.5706175019537216e-07 1.7590205698410122e-07 1.7588256960574647e-07 -2.924262061531132e-09 6.149037899863178e-10 3.028627424547982e-08 1.2631592456660582e-07 1.6051882956823686e-08 1.1332074087751729e-07 1.794424387521711e-06 1.5810586922315287e-07 2.881590518465285e-08 -3.3297875091707656e-08 -9.411045944394536e-09 -5.376299446367889e-08 -1.5144906302238505e-09 -9.418917132752782e-09 1.7180420094218195e-08 -9.00804733574362e-09 -1.4645543560135486e-08 -5.5795470590452376e-08 -7.0291029578395325e-09 -1.1104339511594556e-08 7.9485220711404e-08 -9.829864687956377e-07 -1.0148669757148428e-06
PC.PC8 2.532513923411466e-07 7.12745304193169e-09 1.054900161575387e-07 6.311548242997783e-10 -3.5485502656741805e-08 1.139700516669879e-08 2.804260153767992e-08 -3.905509717812508e-08 -5.989213963018455e-08 6.25421293430073e-08 -3.0942637957694494e-08 -2.4443716387433137e-08 1.5810586922315298e-07 2.4529635796783376e-06 -3.731013809320566e-08 -5.492111595936938e-08 -5.856179087531439e-09 -3.233980461041627e-08 1.5686328613242802e-08 -2.7381326186457326e-08 -2.57852168958919e-09 1.1210825390577988e-07 -8.423807250772816e-08 -3.847824787633168e-07 1.7544166187379035e-08 -6.924644896814967e-08 1.9748465177394573e-07 -5.47955213688248e-07 1.3901684931298324e-06
