 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband maternal gpm gmm
intercept 0.0015617302042059756 5.3043698488267856e-05 -0.00022669695185788445 0.00020769993169867618 0.0005513422584080859 0.00021189079375153743 -9.208997964831726e-07 9.329806321441578e-06 -4.182231231277325e-06 5.352305056112553e-06 -2.060503888708258e-06 -5.695428183932943e-06 -2.1100686472729447e-06 1.038196718979015e-06 -5.88681224814396e-07 4.5879380135795524e-07 -5.967017447767374e-06 -9.660019561441905e-07 -8.105913897570337e-06 -1.9268645501060507e-06 -3.484581046405935e-06 1.4533660021121237e-06 2.2693092765030196e-06 1.4407776169731216e-06 -7.744865259634609e-07 2.3642560656656833e-06 -9.130716987612003e-06 5.15290499152051e-06 8.3036199307364e-05 -1.6143698627548622e-05
AGE 5.304369848826773e-05 3.5193159728521027e-06 -1.9719332652773842e-06 -2.280585251738128e-06 -3.64519691803715e-06 -1.4323918704817697e-06 -1.1070418872685343e-07 4.036128183154322e-07 -1.1777648440116264e-07 2.1625065132184298e-07 5.397036356873986e-08 -1.310079826696965e-07 -1.9468080418675827e-07 5.2102566526688303e-08 -8.942170132062994e-09 2.0165629464842344e-07 -8.671049314270232e-08 -9.747006955269232e-08 -3.6751201542744024e-07 3.008987185920906e-08 -3.5776309655408576e-08 2.468815658945628e-10 8.591551641358414e-08 9.386341518134046e-08 -4.836709820119611e-08 -5.418739570909663e-08 -8.975632992337313e-08 6.86466437948643e-06 -1.8968113641731902e-06 -9.591745533588916e-06
sex -0.00022669695185790838 -1.9719332652771966e-06 0.0039040518445361792 0.0009547832865131291 -0.0018576539083673333 -0.0009116812126092558 -2.2595232109486063e-07 -5.059321539077038e-07 -3.266388408600384e-07 4.4443036302245173e-07 2.4771427589873044e-06 8.118221072394395e-07 3.003765937946068e-07 -1.3037627621060972e-06 -1.7300650078826538e-06 2.7748333543460305e-06 3.415865883735262e-06 1.4715708827045998e-06 1.694876947451624e-06 1.0393385081630592e-06 -1.020119991230157e-06 -2.0318734325496254e-06 1.143415086608647e-08 -1.6585847804501414e-06 -2.00057428988099e-06 4.176350720222378e-07 1.3314526696564097e-05 -1.1282495448860369e-05 -2.169784274275543e-05 2.9558506161080088e-05
age_sex 0.00020769993169865293 -2.28058525173797e-06 0.000954783286513307 0.0028036208692364065 0.002197707579253594 0.0004235953103615538 1.8771753830998277e-06 2.5264958245709455e-07 1.8596645731173073e-07 1.0018591038137379e-06 -1.3648469240803794e-07 5.674736780171847e-07 -2.143076980810952e-06 2.4570890208543387e-06 -6.793385255976645e-07 2.5598946142824914e-06 -5.3291680921713614e-08 -8.478017096559449e-07 3.1320003345839283e-07 -9.208059889019166e-07 -1.3091427410360296e-06 4.3778190629497417e-07 -1.6942363961660012e-06 -4.23354962963145e-06 3.6443758515657936e-07 -3.3446996480721364e-07 1.8709267819427744e-06 2.274525785518699e-05 -3.66539477139052e-05 1.2987992716594595e-05
age2_sex 0.0005513422584080868 -3.645196918037171e-06 -0.001857653908367093 0.002197707579253823 0.005296752921920424 0.001960996235379423 1.13138786316591e-06 8.965944540438176e-07 -6.72995887765115e-07 5.104760185308699e-07 -9.066045997524124e-07 -2.3178066757568582e-07 -1.8430069202514268e-06 3.943250600706873e-06 -1.3691110878239194e-06 -6.229224311864652e-06 7.878068649012705e-07 -9.532784947338933e-07 -1.7025134496107978e-06 -1.6229179045992486e-06 1.459379247649574e-07 3.063388454876303e-06 -6.986417121006795e-08 -4.05027305396604e-06 5.1787817473528844e-08 7.259065546397969e-07 -2.1478342985225738e-05 -2.1473494187903875e-05 5.226698533961954e-05 3.09191113865282e-05
age3_sex 0.00021189079375154245 -1.4323918704818086e-06 -0.0009116812126091856 0.0004235953103616562 0.0019609962353794677 0.0008413534737892562 1.0440746478375427e-07 6.651396300373073e-07 -4.042609055677376e-07 1.8529683873846105e-07 -3.0294715827778754e-07 -2.259366145776448e-07 -3.264665543803293e-07 1.1592924127214246e-06 -7.705474602943309e-07 -3.8089053543882073e-06 4.951443152125159e-07 -3.308088979078342e-07 -1.0401479484104367e-06 -5.18845888007223e-07 2.680968385813294e-07 1.3373662215241987e-06 3.243974013916322e-07 -1.183191641616615e-06 -2.5798740353067736e-07 6.590035642628128e-07 -1.0766907766409965e-05 -1.7967039355636862e-05 4.056634662477484e-05 6.840657582736772e-06
PC.PC1 -9.208997964830897e-07 -1.1070418872685249e-07 -2.2595232109480984e-07 1.877175383100134e-06 1.131387863166234e-06 1.044074647838394e-07 1.4832511090413325e-06 -8.187938173625568e-09 -9.226982905858357e-08 -1.562771203467638e-07 5.0828717536985554e-08 -2.4260849831380575e-10 -9.913389960029161e-08 1.256755669114697e-07 4.369985648987349e-08 4.679895972825114e-08 8.260409657239958e-09 1.0533404068281079e-07 -7.381020338135416e-08 -9.103681591802908e-08 3.7118227974590754e-08 -1.4008288502916602e-07 5.6937894296190095e-09 3.234539568052035e-08 1.467080330079495e-07 -1.8084754135425904e-07 3.693601924051834e-07 -6.585498027840898e-07 2.0963591352963066e-07 2.163194245462704e-06
PC.PC2 9.329806321441519e-06 4.0361281831543026e-07 -5.059321539076668e-07 2.5264958245710265e-07 8.965944540437851e-07 6.651396300372909e-07 -8.187938173625793e-09 2.788859281902232e-06 -2.0251716591229319e-07 2.2037254529671345e-07 6.568466856639953e-08 -8.971582911828579e-07 -1.5218532728217265e-07 -1.839840665673706e-07 3.960335199597049e-08 -6.270304224896529e-08 -7.842037223573041e-07 -2.93600180219445e-07 -1.4859815595090584e-07 -2.4660431967584944e-07 -2.2409729673434865e-07 1.2039416259119654e-07 -1.3403481089170072e-07 -8.583422495347261e-08 -2.330172835719145e-07 1.2321294120905144e-07 -1.5814730291584923e-06 -4.376100421722711e-07 8.783409087921246e-08 -3.3179513644563144e-06
PC.PC3 -4.1822312312773e-06 -1.1777648440115956e-07 -3.266388408600329e-07 1.8596645731172332e-07 -6.72995887765144e-07 -4.042609055677506e-07 -9.226982905858388e-08 -2.0251716591229234e-07 2.833075531938686e-06 4.3111073023669186e-08 2.501370234452784e-07 3.70905958667148e-07 1.860427527191485e-07 -6.495303066018946e-08 -7.108714590779187e-09 1.6777979574698995e-07 3.412420680009142e-07 -1.5383002710501653e-07 5.7558294941272714e-08 1.84379841965889e-07 1.216734043812324e-07 -5.988348907989206e-08 8.486045107605308e-08 4.6606735710933606e-08 -5.0148189022483984e-08 -7.547673953477041e-08 2.010126057295728e-06 -3.0191188573119683e-06 9.293474095885924e-06 3.5861253661299947e-06
PC.PC4 5.3523050561125e-06 2.1625065132184129e-07 4.444303630225423e-07 1.001859103813736e-06 5.104760185307497e-07 1.8529683873840745e-07 -1.5627712034676317e-07 2.203725452967138e-07 4.311107302366769e-08 3.7843117624953203e-06 3.76020347592848e-07 -3.8582013282138955e-07 2.6703690639448774e-07 1.5735330531310333e-07 1.3337244268020338e-07 -3.379600867493646e-08 -2.643106218487276e-07 3.828729949943894e-08 -6.547947571605492e-08 7.785562015762009e-08 -1.6588960264532007e-08 1.6600731642012016e-07 -8.220822920214895e-08 -2.2521539944099096e-07 2.1331812125228955e-07 2.1513948386582025e-07 1.6529164702199032e-06 -2.4448166064614154e-06 2.5124512925480295e-06 -3.3279984142568895e-06
