 intercept AGE sex age_sex age2_sex age3_sex PC.PC1 PC.PC2 PC.PC3 PC.PC4 PC.PC5 PC.PC6 PC.PC7 PC.PC8 PC.PC9 PC.PC10 PC.PC11 PC.PC12 PC.PC13 PC.PC14 PC.PC15 PC.PC16 PC.PC17 PC.PC18 PC.PC19 PC.PC20 proband paternal gpp gmp
PC.PC5 -5.109270943524381e-07 1.888082404335124e-07 6.045661492912794e-06 -6.681544649783958e-07 -2.988465998093035e-06 -9.702496425138957e-07 1.1832866957550299e-07 1.5807832566343166e-07 2.0194951871834887e-07 2.4757419877128043e-07 4.7881545829525995e-06 1.7410693001674674e-07 4.80804050805792e-08 -1.333534761871131e-07 -4.4212093916609e-08 3.2062271136180463e-07 1.7582476010081318e-07 1.627813059750925e-07 1.5618792660005974e-08 -2.706404206233452e-09 -2.1933535419055155e-08 -1.2351872974552114e-07 -2.4653527427353664e-08 1.985331401603856e-07 2.1625902145491416e-07 -1.1038471120184916e-07 1.072563249400301e-06 -3.358890373325494e-07 9.635920477321655e-06 5.406012241522325e-07
PC.PC6 -2.394442970439133e-06 -5.941427171802438e-08 -1.9152267079805273e-06 1.7593675099058516e-06 3.757484291257973e-06 1.168598744033743e-06 -7.258855576903314e-08 -4.92061279407718e-07 2.587809836571768e-07 -2.2792562992236494e-07 1.7410693001674642e-07 5.824717467846623e-06 2.594137829003667e-07 1.0585604517040575e-07 -6.028843662000392e-07 3.204036706126975e-07 1.212162960763168e-06 2.778391698920758e-07 3.759321273585561e-07 4.1804914710724564e-07 3.2096810405134396e-07 -3.425823126972225e-07 -3.517749944833335e-07 1.1571153569591444e-07 5.275537283096949e-08 -3.553478618090183e-07 3.5043658432304503e-07 4.1072543960767435e-06 3.950407407575327e-06 -4.035250503403464e-06
PC.PC7 1.623054624130081e-06 -1.2513992214242224e-07 3.3863948604832707e-06 4.245060064749634e-06 4.93899439984017e-06 1.5573587949492829e-06 -1.5073173090007879e-07 -1.492729756107549e-07 8.289321622320711e-08 1.884154440722947e-07 4.80804050805786e-08 2.59413782900366e-07 4.584747172989324e-06 3.4140853736784584e-07 -2.582539122851821e-08 -1.7240260371331774e-08 2.9729051518554553e-07 -4.5783541311758126e-07 1.0120658858643335e-07 2.1854247408539542e-07 1.1581799264064078e-07 1.0638022805914792e-07 2.0385390581007674e-08 -6.781769718368541e-08 -7.851855697282725e-08 -1.8600495316720204e-08 -7.759845239146785e-07 -4.186065532290913e-06 -1.817268350420345e-06 7.4339442431881165e-06
PC.PC8 1.786877304033507e-06 6.09984735877473e-08 8.304977961415156e-07 -1.9751068527658967e-06 -1.1678209587363362e-06 1.2748983762093024e-07 1.2968553085306237e-07 -6.046526991087591e-08 -1.2866231958624287e-07 4.102040766169711e-08 -1.333534761871132e-07 1.0585604517040573e-07 3.414085373678454e-07 5.737957672817937e-06 -1.0389474577269397e-07 -7.135017404019755e-07 2.401821693090599e-07 -2.1103436002096048e-07 1.4499431180483988e-07 -2.974038582947085e-08 8.446084545832685e-08 2.5311706608871937e-07 -1.3344241399548775e-07 -8.292095387321973e-07 1.1849316822991086e-07 -1.839214695882808e-07 1.2703093540170757e-06 -9.59599127375488e-06 4.4341405461680445e-06 8.408697868576976e-06
PC.PC9 -2.084755810955061e-06 -9.627298300183456e-08 1.8548118047856161e-06 9.452058705891117e-07 -7.4941679295573e-07 -7.973871673866116e-07 6.693449014042124e-08 -2.798611337963919e-08 2.8249051824217658e-08 2.062185905099592e-08 -4.4212093916609126e-08 -6.028843662000412e-07 -2.5825391228518875e-08 -1.0389474577269345e-07 4.7585508927038825e-06 3.7499207616517705e-07 1.0397536813813893e-07 -1.2679570795657377e-09 -6.961486494691888e-07 1.256142503158298e-07 1.318071210374244e-07 -1.0746726799833391e-07 2.1098302165035984e-07 4.9755838501404694e-08 5.094713382387166e-07 -2.2403765100593216e-07 8.787175564197965e-07 -9.515497987130785e-07 -6.88344120465293e-06 4.102685079480024e-06
PC.PC10 -3.4993697964927928e-06 -2.3156749338618176e-09 -1.487701230621169e-06 7.339930117641719e-07 -3.8328437390374375e-06 -2.1858255110966014e-06 -3.913191924015024e-08 2.6559506519223854e-08 2.891714689615796e-07 -1.631014387986672e-07 3.2062271136180553e-07 3.204036706126977e-07 -1.7240260371331685e-08 -7.135017404019739e-07 3.7499207616517694e-07 7.320340739345176e-06 -3.5381793088049296e-07 -3.732799070396079e-07 3.8503580755373466e-07 1.4939916784878127e-07 -8.276317119577916e-08 -1.8897938904293848e-07 1.2208562405146187e-07 2.41000281760722e-07 -4.5839066023821e-08 1.4540032067971608e-07 2.964759086307387e-06 1.3167216511291936e-06 3.7207282140100495e-06 -4.228349210241208e-06
PC.PC11 -2.8671367216271345e-06 -2.4069671390798484e-08 4.201007331244581e-06 -1.207008698281353e-07 2.540210516569184e-06 1.5510780502996835e-06 -1.9034973621554798e-08 -5.021554560028682e-07 2.4998848258558683e-07 -1.7726886726826928e-07 1.758247601008145e-07 1.2121629607631688e-06 2.9729051518554606e-07 2.401821693090593e-07 1.0397536813814014e-07 -3.5381793088049195e-07 5.549001674064403e-06 -1.934052826630185e-07 4.3020613073305495e-07 8.969347599375694e-09 6.792462191857681e-08 3.2004421087878535e-08 -6.21946136537166e-08 -2.2730575509773142e-07 1.7301218037961368e-07 1.3806005672680885e-07 4.054699959057381e-07 5.964726832698034e-06 8.684200437274428e-07 -6.2934595942815924e-06
PC.PC12 -1.5617782061535946e-06 -1.3678422799780832e-07 4.207943848534239e-06 1.6668908437480042e-06 -7.984817000231995e-07 -5.240030793267333e-07 1.6501463219248264e-07 -2.129804142849881e-07 -2.4733416420030407e-07 -1.6355000096488484e-08 1.62781305975093e-07 2.77839169892074e-07 -4.578354131175804e-07 -2.1103436002096009e-07 -1.267957079564638e-09 -3.7327990703961017e-07 -1.9340528266301882e-07 7.94554606553325e-06 -5.294009032052176e-07 1.4240929298418802e-08 1.226685963402984e-07 8.299129681017544e-07 -5.005073844564355e-07 -4.501375009824111e-08 6.439973615364448e-07 -2.147998443547476e-08 -2.3082432667563274e-06 -2.9083545729506885e-06 7.515318195162151e-06 -2.6319715376641466e-06
PC.PC13 -6.031122055470221e-06 -3.398017435827129e-07 -2.8133074206022824e-06 -3.3409185935570267e-06 -2.7787649381021844e-06 -8.147536068754226e-07 -1.7835626542028215e-07 1.582817078257798e-07 1.8894151751807494e-08 7.390779779149082e-08 1.5618792660005987e-08 3.7593212735855687e-07 1.0120658858643486e-07 1.4499431180483927e-07 -6.961486494691909e-07 3.850358075537346e-07 4.3020613073305453e-07 -5.294009032052161e-07 4.948312762750847e-06 2.615973601472861e-07 4.617094665651927e-08 -4.2061399517381184e-08 -7.603555230736856e-08 -1.4219690142500238e-07 -4.5304906409052955e-07 -1.2075921609889562e-07 -1.5851160922909774e-06 2.3274390834033802e-07 1.2828062546139448e-06 -2.3103980133217364e-06
PC.PC14 1.6149575673992845e-06 9.767478393850853e-08 3.716722245199562e-06 2.2471542079163993e-06 1.269842019458015e-06 3.7420938190269814e-07 -9.669861282657864e-08 -1.7930805411061161e-07 1.4471140488182434e-07 4.079749470722331e-08 -2.7064042062334525e-09 4.180491471072454e-07 2.185424740853952e-07 -2.9740385829470616e-08 1.2561425031583054e-07 1.4939916784878167e-07 8.96934759937571e-09 1.424092929841985e-08 2.615973601472844e-07 5.027014227861244e-06 9.909807816847058e-08 5.32368461761345e-08 -7.279304081373291e-08 1.515045045033561e-07 9.293031510841873e-08 -3.821265054893494e-07 -9.401952287607993e-07 -4.992459022296365e-06 2.1043540107677604e-06 8.608649923389776e-06
PC.PC15 -6.899901947650061e-07 4.786016158380313e-08 -2.0838692393232934e-06 1.8508371594911454e-06 4.553180336128452e-06 1.624482210925884e-06 1.6776363224722224e-07 -5.196096487592426e-08 6.207337320804288e-08 -1.4218483224654275e-07 -2.1933535419055873e-08 3.2096810405134375e-07 1.1581799264064071e-07 8.446084545832675e-08 1.3180712103742573e-07 -8.276317119577935e-08 6.792462191857869e-08 1.226685963402979e-07 4.617094665651977e-08 9.909807816847286e-08 4.963589588622651e-06 2.7357477200007325e-07 1.7751220287835846e-08 -2.873123398421145e-07 1.3770021064436712e-07 8.043777350873177e-08 1.6264563996845255e-07 -6.4376196684705876e-06 -3.5120096065540586e-06 3.2136783492427774e-06
PC.PC16 3.4071034010668723e-06 2.54344190454673e-08 -4.044679235619065e-06 -2.238316423562686e-06 2.2814734690704404e-06 1.6941107940914779e-06 -1.7663311895006436e-07 -6.755744549885411e-08 -9.451894741649077e-08 1.93604176357544e-07 -1.235187297455208e-07 -3.4258231269722205e-07 1.0638022805914902e-07 2.5311706608871996e-07 -1.074672679983335e-07 -1.8897938904294012e-07 3.2004421087882195e-08 8.299129681017544e-07 -4.2061399517381806e-08 5.323684617613387e-08 2.735747720000745e-07 5.560927650482512e-06 -2.2707965651408895e-07 -1.6023374698883298e-06 -4.5296333345592837e-07 2.6822682115641344e-07 -4.949899986402534e-07 5.683534761804671e-07 -1.13168938688728e-07 -9.982255971322943e-07
PC.PC17 1.2893844818918692e-06 5.4500464981074006e-08 3.658374202119211e-07 1.115752576753363e-06 2.882274917032296e-06 1.0349567338641967e-06 4.592617572805715e-08 -5.6561134088147624e-08 9.775463189526657e-08 -7.38544835035182e-08 -2.4653527427353425e-08 -3.517749944833343e-07 2.038539058100778e-08 -1.3344241399548738e-07 2.1098302165035918e-07 1.22085624051462e-07 -6.21946136537171e-08 -5.005073844564358e-07 -7.603555230736861e-08 -7.279304081373269e-08 1.7751220287835244e-08 -2.2707965651408972e-07 4.332298462148621e-06 5.4887930656734475e-08 -4.2603096580859514e-07 -1.1151537789709066e-07 -5.552524783953795e-07 -1.6842443035582119e-06 -5.359329129236181e-06 6.9640322957550914e-06
PC.PC18 -7.368156973283743e-08 -1.2678424815651303e-07 5.852142306467496e-06 6.043320917304611e-06 2.6010928457207447e-06 -9.838553728919786e-08 2.1630188112262335e-08 -7.847702030510777e-08 9.577415647566536e-08 -3.9384153945445616e-07 1.9853314016038564e-07 1.1571153569591329e-07 -6.781769718368596e-08 -8.292095387321994e-07 4.975583850140548e-08 2.4100028176072496e-07 -2.2730575509773465e-07 -4.501375009824063e-08 -1.4219690142500394e-07 1.5150450450335646e-07 -2.8731233984211593e-07 -1.6023374698883279e-06 5.488793065673382e-08 9.107646705780874e-06 4.0718280442693656e-07 1.0882863178416188e-06 2.7012666629831857e-06 9.3450557626429e-06 -6.151703383940023e-06 -9.258513264353045e-06
PC.PC19 -9.085084792789363e-07 2.5971607664300867e-09 8.279586151430261e-06 3.838046409633086e-06 -2.7243481208078195e-06 -2.0509508204513833e-06 1.934990278034062e-07 -3.0081324156889183e-08 -8.678507531583022e-08 -1.2093110452255174e-07 2.1625902145491175e-07 5.2755372830969964e-08 -7.851855697282976e-08 1.1849316822991009e-07 5.094713382387161e-07 -4.583906602382038e-08 1.7301218037960695e-07 6.439973615364421e-07 -4.5304906409053066e-07 9.293031510841667e-08 1.3770021064436673e-07 -4.529633334559302e-07 -4.2603096580859583e-07 4.071828044269335e-07 6.5887572898066726e-06 5.943797991013189e-07 1.7798589437283259e-06 3.1801329440594426e-06 -8.032022713529098e-06 -1.6978017181492791e-06
PC.PC20 3.8525590127993825e-07 -1.62657267683051e-07 3.870698083927314e-06 -3.2118405110340062e-06 -5.425493355821675e-06 -1.5748954293792086e-06 -2.9203130772733817e-07 2.9051862209480665e-08 -5.7179960527547916e-08 2.0698085000523567e-07 -1.1038471120185151e-07 -3.5534786180901884e-07 -1.8600495316718543e-08 -1.8392146958828178e-07 -2.2403765100593208e-07 1.4540032067971333e-07 1.3806005672680625e-07 -2.1479984435476932e-08 -1.2075921609889742e-07 -3.821265054893504e-07 8.043777350873231e-08 2.682268211564159e-07 -1.1151537789708978e-07 1.0882863178416192e-06 5.943797991013214e-07 5.364980220396718e-06 1.6471530720636182e-06 2.341793467062886e-06 -2.4542700910678384e-06 -1.6208556356036051e-06
proband 2.5981203117208183e-05 1.5112727538490188e-06 -4.9420612679428206e-05 -8.949464717633429e-05 -7.002097747785769e-05 -1.2476126837743108e-05 2.1457027396714193e-07 -2.1899665769732105e-06 3.3384415025366725e-06 -6.702093895951963e-07 1.0725632494003079e-06 3.504365843230441e-07 -7.75984523914681e-07 1.2703093540170798e-06 8.787175564197923e-07 2.9647590863073717e-06 4.0546999590574543e-07 -2.308243266756319e-06 -1.585116092290982e-06 -9.401952287608022e-07 1.626456399684538e-07 -4.949899986402417e-07 -5.552524783953834e-07 2.701266662983169e-06 1.7798589437283178e-06 1.6471530720635964e-06 0.0006312297020866632 -0.00031171850398157604 -1.5652286531617943e-05 -5.0051413423134394e-06
paternal -1.7114194175901428e-05 -2.524588292982924e-06 4.0512860258344826e-05 0.00010737542947951782 0.00012681960173569254 2.745311192518476e-05 -1.7742715200952026e-06 1.574537299117942e-06 -4.108782642921621e-06 4.303723033972484e-06 -3.3588903733259837e-07 4.107254396076754e-06 -4.186065532290875e-06 -9.595991273754856e-06 -9.51549798713062e-07 1.3167216511292108e-06 5.96472683269802e-06 -2.9083545729507326e-06 2.3274390834035848e-07 -4.992459022296352e-06 -6.437619668470565e-06 5.683534761804181e-07 -1.6842443035581848e-06 9.345055762642924e-06 3.1801329440594904e-06 2.3417934670628557e-06 -0.00031171850398157495 0.0029334349740036806 -0.0017634152697259418 -0.002223517278635231
gpp 3.5346830249112966e-05 4.7808318098781586e-06 3.089605101223759e-05 0.00010997934514786161 0.00020557656503312823 9.020496070007305e-05 -9.493947733518113e-07 -8.496441357109441e-07 6.225688186213655e-06 4.4301271696140294e-07 9.635920477321689e-06 3.950407407575364e-06 -1.8172683504203368e-06 4.434140546167999e-06 -6.883441204652951e-06 3.7207282140100427e-06 8.684200437275555e-07 7.515318195162199e-06 1.2828062546139808e-06 2.104354010767743e-06 -3.512009606554094e-06 -1.131689386887099e-07 -5.359329129236215e-06 -6.151703383939979e-06 -8.032022713529263e-06 -2.454270091067675e-06 -1.5652286531620078e-05 -0.0017634152697259336 0.004646914404089565 -0.0010489982955907081
gmp -3.250723918208448e-05 -1.4392319414971008e-07 3.963605371830477e-05 -0.0001070533102897623 -0.0002608367235714606 -0.00011209075227895085 5.172975208991597e-06 -2.6000996502334322e-06 7.255794534530049e-06 -4.641064976267746e-07 5.406012241522831e-07 -4.035250503403509e-06 7.433944243188072e-06 8.408697868576981e-06 4.102685079480018e-06 -4.2283492102412056e-06 -6.293459594281702e-06 -2.631971537664132e-06 -2.3103980133217965e-06 8.608649923389777e-06 3.213678349242764e-06 -9.982255971322528e-07 6.96403229575508e-06 -9.258513264353098e-06 -1.6978017181491885e-06 -1.6208556356036646e-06 -5.00514134231282e-06 -0.0022235172786352385 -0.0010489982955906967 0.0050637171524735335
